股票名称,股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
贵州茅台,600519,2024-02-19 10:31,1702.96,1700.8,1702.96,1700.8,149,25353272.0,0.13,-0.13,-2.17,0.0
贵州茅台,600519,2024-02-19 10:32,1700.71,1700.74,1700.77,1700.12,130,22109229.0,0.04,0.0,-0.06,0.0
贵州茅台,600519,2024-02-19 10:33,1700.7,1700.6,1700.74,1700.43,137,23298031.0,0.02,-0.01,-0.14,0.0
贵州茅台,600519,2024-02-19 10:34,1700.5,1701.57,1701.98,1700.44,127,21601090.0,0.09,0.06,0.97,0.0
贵州茅台,600519,2024-02-19 10:35,1701.86,1701.0,1701.98,1701.0,89,15143346.0,0.06,-0.03,-0.57,0.0
贵州茅台,600519,2024-02-19 10:36,1701.0,1701.16,1702.24,1701.0,99,16846788.0,0.07,0.01,0.16,0.0
贵州茅台,600519,2024-02-19 10:37,1701.33,1701.48,1703.2,1701.33,127,21620417.0,0.11,0.02,0.32,0.0
贵州茅台,600519,2024-02-19 10:38,1701.37,1702.09,1702.75,1701.37,67,11403931.0,0.08,0.04,0.61,0.0
贵州茅台,600519,2024-02-19 10:39,1702.09,1700.99,1702.09,1700.99,95,16161661.0,0.06,-0.06,-1.1,0.0
贵州茅台,600519,2024-02-19 10:40,1700.99,1700.66,1701.06,1700.66,53,9014335.0,0.02,-0.02,-0.33,0.0
贵州茅台,600519,2024-02-19 10:41,1700.66,1700.33,1700.7,1700.11,141,23976832.0,0.03,-0.02,-0.33,0.0
贵州茅台,600519,2024-02-19 10:42,1700.1,1700.13,1700.53,1700.0,153,26011560.0,0.03,-0.01,-0.2,0.0
贵州茅台,600519,2024-02-19 10:43,1700.11,1700.03,1700.13,1700.0,187,31790277.0,0.01,-0.01,-0.1,0.0
贵州茅台,600519,2024-02-19 10:44,1700.05,1700.07,1700.08,1700.0,80,13600392.0,0.0,0.0,0.04,0.0
贵州茅台,600519,2024-02-19 10:45,1700.07,1700.2,1700.4,1700.03,81,13771255.0,0.02,0.01,0.13,0.0
贵州茅台,600519,2024-02-19 10:46,1700.2,1699.88,1700.46,1699.88,155,26352498.0,0.03,-0.02,-0.32,0.0
贵州茅台,600519,2024-02-19 10:47,1699.77,1699.19,1699.89,1699.19,85,14444984.0,0.04,-0.04,-0.69,0.0
贵州茅台,600519,2024-02-19 10:48,1699.2,1699.0,1699.2,1699.0,151,25655903.0,0.01,-0.01,-0.19,0.0
贵州茅台,600519,2024-02-19 10:49,1699.0,1698.02,1699.06,1698.0,196,33292643.0,0.06,-0.06,-0.98,0.0
贵州茅台,600519,2024-02-19 10:50,1698.0,1696.93,1698.01,1696.86,246,41762861.0,0.07,-0.06,-1.09,0.0
贵州茅台,600519,2024-02-19 10:51,1696.79,1696.0,1696.86,1696.0,110,18660003.0,0.05,-0.05,-0.93,0.0
贵州茅台,600519,2024-02-19 10:52,1696.02,1696.72,1696.78,1696.0,185,31341363.0,0.05,0.04,0.72,0.0
贵州茅台,600519,2024-02-19 10:53,1696.78,1697.65,1699.0,1696.75,85,14431922.0,0.13,0.05,0.93,0.0
贵州茅台,600519,2024-02-19 10:54,1697.65,1696.02,1697.65,1696.0,137,23244374.0,0.1,-0.1,-1.63,0.0
贵州茅台,600519,2024-02-19 10:55,1696.0,1695.1,1696.01,1695.1,138,23401482.0,0.05,-0.05,-0.92,0.0
贵州茅台,600519,2024-02-19 10:56,1695.11,1695.29,1695.62,1694.9,225,38141418.0,0.04,0.01,0.19,0.0
贵州茅台,600519,2024-02-19 10:57,1695.25,1694.02,1695.3,1694.01,159,26949066.0,0.08,-0.07,-1.27,0.0
贵州茅台,600519,2024-02-19 10:58,1694.32,1695.02,1695.02,1694.03,86,14575421.0,0.06,0.06,1.0,0.0
贵州茅台,600519,2024-02-19 10:59,1695.05,1695.28,1695.28,1695.05,88,14917444.0,0.01,0.02,0.26,0.0
贵州茅台,600519,2024-02-19 11:00,1695.22,1694.1,1695.24,1694.1,91,15424730.0,0.07,-0.07,-1.18,0.0
贵州茅台,600519,2024-02-19 11:01,1694.13,1695.4,1695.4,1694.1,135,22881360.0,0.08,0.08,1.3,0.0
贵州茅台,600519,2024-02-19 11:02,1695.4,1695.84,1695.99,1695.0,52,8816349.0,0.06,0.03,0.44,0.0
贵州茅台,600519,2024-02-19 11:03,1695.01,1696.68,1696.68,1695.01,102,17295882.0,0.1,0.05,0.84,0.0
贵州茅台,600519,2024-02-19 11:04,1696.74,1696.0,1696.74,1695.01,115,19499496.0,0.1,-0.04,-0.68,0.0
贵州茅台,600519,2024-02-19 11:05,1696.0,1694.22,1696.0,1694.2,46,7797688.0,0.11,-0.1,-1.78,0.0
贵州茅台,600519,2024-02-19 11:06,1694.21,1693.03,1694.26,1693.03,170,28796834.0,0.07,-0.07,-1.19,0.0
贵州茅台,600519,2024-02-19 11:07,1693.69,1693.89,1694.68,1693.66,121,20500966.0,0.06,0.05,0.86,0.0
贵州茅台,600519,2024-02-19 11:08,1693.84,1698.0,1698.0,1693.84,150,25420728.0,0.25,0.24,4.11,0.0
贵州茅台,600519,2024-02-19 11:09,1696.06,1698.0,1698.67,1696.0,82,13921367.0,0.16,0.0,0.0,0.0
贵州茅台,600519,2024-02-19 11:10,1696.05,1697.02,1698.37,1695.0,57,9669736.0,0.2,-0.06,-0.98,0.0
贵州茅台,600519,2024-02-19 11:11,1697.0,1695.19,1697.0,1695.12,66,11194686.0,0.11,-0.11,-1.83,0.0
贵州茅台,600519,2024-02-19 11:12,1696.87,1695.05,1697.0,1694.68,123,20859391.0,0.14,-0.01,-0.14,0.0
贵州茅台,600519,2024-02-19 11:13,1695.07,1693.99,1695.07,1693.68,54,9148785.0,0.08,-0.06,-1.06,0.0
贵州茅台,600519,2024-02-19 11:14,1693.68,1693.35,1693.99,1693.16,62,10500121.0,0.05,-0.04,-0.64,0.0
贵州茅台,600519,2024-02-19 11:15,1694.0,1694.0,1695.67,1693.6,165,27962744.0,0.12,0.04,0.65,0.0
贵州茅台,600519,2024-02-19 11:16,1694.81,1695.5,1695.5,1693.56,134,22707385.0,0.11,0.09,1.5,0.0
贵州茅台,600519,2024-02-19 11:17,1695.52,1696.76,1696.76,1695.52,178,30182875.0,0.07,0.07,1.26,0.0
贵州茅台,600519,2024-02-19 11:18,1696.24,1697.44,1697.45,1695.73,71,12047009.0,0.1,0.04,0.68,0.0
贵州茅台,600519,2024-02-19 11:19,1697.02,1695.95,1697.27,1695.73,88,14923878.0,0.09,-0.09,-1.49,0.0
贵州茅台,600519,2024-02-19 11:20,1695.8,1695.45,1695.8,1695.4,65,11020846.0,0.02,-0.03,-0.5,0.0
贵州茅台,600519,2024-02-19 11:21,1695.47,1696.75,1698.31,1695.47,122,20699988.0,0.17,0.08,1.3,0.0
贵州茅台,600519,2024-02-19 11:22,1695.99,1696.75,1696.75,1695.5,72,12213431.0,0.07,0.0,0.0,0.0
贵州茅台,600519,2024-02-19 11:23,1696.74,1698.28,1698.28,1696.74,69,11659948.0,0.09,0.09,1.53,0.0
贵州茅台,600519,2024-02-19 11:24,1698.3,1697.79,1698.3,1697.57,128,21745523.0,0.04,-0.03,-0.49,0.0
贵州茅台,600519,2024-02-19 11:25,1696.46,1696.3,1697.8,1696.3,35,5939836.0,0.09,-0.09,-1.49,0.0
贵州茅台,600519,2024-02-19 11:26,1697.76,1695.45,1697.76,1695.4,112,18994366.0,0.14,-0.05,-0.85,0.0
贵州茅台,600519,2024-02-19 11:27,1697.49,1695.95,1697.49,1695.4,61,10344004.0,0.12,0.03,0.5,0.0
贵州茅台,600519,2024-02-19 11:28,1695.0,1694.09,1695.0,1694.01,56,9491050.0,0.06,-0.11,-1.86,0.0
贵州茅台,600519,2024-02-19 11:29,1694.64,1693.64,1694.64,1693.64,65,11011225.0,0.06,-0.03,-0.45,0.0
贵州茅台,600519,2024-02-19 11:30,1694.0,1693.51,1694.0,1693.33,50,8467891.0,0.04,-0.01,-0.13,0.0
贵州茅台,600519,2024-02-19 13:01,1693.5,1693.02,1693.5,1692.0,237,40124253.0,0.09,-0.03,-0.49,0.0
贵州茅台,600519,2024-02-19 13:02,1693.02,1692.86,1693.5,1692.8,157,26580662.0,0.04,-0.01,-0.16,0.0
贵州茅台,600519,2024-02-19 13:03,1692.99,1693.5,1693.5,1692.99,84,14223140.0,0.03,0.04,0.64,0.0
贵州茅台,600519,2024-02-19 13:04,1692.8,1693.5,1693.5,1692.31,66,11174151.0,0.07,0.0,0.0,0.0
贵州茅台,600519,2024-02-19 13:05,1693.5,1692.12,1693.5,1692.12,74,12528208.0,0.08,-0.08,-1.38,0.0
贵州茅台,600519,2024-02-19 13:06,1692.12,1691.05,1692.12,1691.05,132,22330700.0,0.06,-0.06,-1.07,0.0
贵州茅台,600519,2024-02-19 13:07,1691.02,1690.99,1691.03,1690.33,127,21474608.0,0.04,0.0,-0.06,0.0
贵州茅台,600519,2024-02-19 13:08,1690.62,1690.15,1690.62,1690.1,96,16141893.0,0.03,-0.05,-0.84,0.0
贵州茅台,600519,2024-02-19 13:09,1690.18,1690.1,1691.05,1690.06,170,28735960.0,0.06,0.0,-0.05,0.0
贵州茅台,600519,2024-02-19 13:10,1690.14,1690.5,1691.03,1690.14,210,35496322.0,0.05,0.02,0.4,0.0
贵州茅台,600519,2024-02-19 13:11,1690.51,1691.0,1691.0,1690.51,147,24856519.0,0.03,0.03,0.5,0.0
贵州茅台,600519,2024-02-19 13:12,1690.99,1690.0,1690.99,1690.0,318,53749697.0,0.06,-0.06,-1.0,0.0
贵州茅台,600519,2024-02-19 13:13,1690.99,1690.49,1690.99,1690.0,129,21805193.0,0.06,0.03,0.49,0.0
贵州茅台,600519,2024-02-19 13:14,1690.29,1690.98,1691.0,1690.2,190,32124717.0,0.05,0.03,0.49,0.0
贵州茅台,600519,2024-02-19 13:15,1690.99,1690.55,1691.0,1690.31,111,18767123.0,0.04,-0.03,-0.43,0.0
贵州茅台,600519,2024-02-19 13:16,1690.99,1690.55,1690.99,1690.5,91,15385601.0,0.03,0.0,0.0,0.0
贵州茅台,600519,2024-02-19 13:17,1690.5,1689.01,1690.54,1689.0,299,50528484.0,0.09,-0.09,-1.54,0.0
贵州茅台,600519,2024-02-19 13:18,1689.06,1689.0,1689.83,1688.94,114,19257344.0,0.05,0.0,-0.01,0.0
贵州茅台,600519,2024-02-19 13:19,1688.95,1688.08,1689.0,1688.08,139,23471961.0,0.05,-0.05,-0.92,0.0
贵州茅台,600519,2024-02-19 13:20,1688.03,1688.2,1688.95,1688.03,170,28618915.0,0.05,0.01,0.12,0.0
贵州茅台,600519,2024-02-19 13:21,1688.35,1688.32,1688.72,1688.32,127,21442325.0,0.02,0.01,0.12,0.0
贵州茅台,600519,2024-02-19 13:22,1688.22,1688.18,1688.31,1688.18,86,14518738.0,0.01,-0.01,-0.14,0.0
贵州茅台,600519,2024-02-19 13:23,1688.18,1688.22,1688.22,1688.1,115,19413947.0,0.01,0.0,0.04,0.0
贵州茅台,600519,2024-02-19 13:24,1688.22,1688.22,1688.26,1688.19,144,24310384.0,0.0,0.0,0.0,0.0
贵州茅台,600519,2024-02-19 13:25,1688.26,1689.8,1689.85,1688.22,112,18911495.0,0.1,0.09,1.58,0.0
贵州茅台,600519,2024-02-19 13:26,1690.0,1688.28,1690.0,1688.28,60,10131537.0,0.1,-0.09,-1.52,0.0
贵州茅台,600519,2024-02-19 13:27,1688.29,1688.33,1689.79,1688.29,115,19417432.0,0.09,0.0,0.05,0.0
贵州茅台,600519,2024-02-19 13:28,1688.66,1690.9,1690.9,1688.66,149,25180410.0,0.13,0.15,2.57,0.0
贵州茅台,600519,2024-02-19 13:29,1690.9,1691.09,1692.0,1689.3,80,13528686.0,0.16,0.01,0.19,0.0
贵州茅台,600519,2024-02-19 13:30,1691.09,1689.19,1692.0,1688.74,84,14194130.0,0.19,-0.11,-1.9,0.0
贵州茅台,600519,2024-02-19 13:31,1688.71,1692.0,1692.0,1688.0,492,83145129.0,0.24,0.17,2.81,0.0
贵州茅台,600519,2024-02-19 13:32,1691.86,1691.14,1691.86,1689.19,126,21301729.0,0.16,-0.05,-0.86,0.0
贵州茅台,600519,2024-02-19 13:33,1691.21,1691.06,1691.82,1690.92,95,16066303.0,0.05,0.0,-0.08,0.0
贵州茅台,600519,2024-02-19 13:34,1691.06,1691.06,1691.86,1690.0,201,33983779.0,0.11,0.0,0.0,0.0
贵州茅台,600519,2024-02-19 13:35,1691.85,1691.0,1691.86,1691.0,99,16747704.0,0.05,0.0,-0.06,0.0
贵州茅台,600519,2024-02-19 13:36,1690.06,1693.62,1693.65,1690.06,210,35536630.0,0.21,0.15,2.62,0.0
贵州茅台,600519,2024-02-19 13:37,1693.62,1695.0,1695.0,1691.71,142,24046611.0,0.19,0.08,1.38,0.0
贵州茅台,600519,2024-02-19 13:38,1695.0,1696.98,1696.99,1695.0,193,32738253.0,0.12,0.12,1.98,0.0
贵州茅台,600519,2024-02-19 13:39,1695.0,1696.94,1697.27,1695.0,250,42402478.0,0.13,0.0,-0.04,0.0
贵州茅台,600519,2024-02-19 13:40,1697.0,1696.0,1697.0,1695.02,157,26630577.0,0.12,-0.06,-0.94,0.0
贵州茅台,600519,2024-02-19 13:41,1695.99,1694.23,1695.99,1694.05,112,18981599.0,0.11,-0.1,-1.77,0.0
贵州茅台,600519,2024-02-19 13:42,1694.23,1694.05,1695.49,1694.05,66,11184235.0,0.08,-0.01,-0.18,0.0
贵州茅台,600519,2024-02-19 13:43,1694.19,1696.0,1696.0,1694.02,120,20335441.0,0.12,0.12,1.95,0.0
贵州茅台,600519,2024-02-19 13:44,1696.0,1696.55,1697.0,1695.96,69,11705520.0,0.06,0.03,0.55,0.0
贵州茅台,600519,2024-02-19 13:45,1696.57,1696.89,1696.89,1696.56,170,28842010.0,0.02,0.02,0.34,0.0
贵州茅台,600519,2024-02-19 13:46,1696.95,1694.23,1696.95,1694.23,76,12886748.0,0.16,-0.16,-2.66,0.0
贵州茅台,600519,2024-02-19 13:47,1694.25,1696.5,1696.6,1694.25,124,21023369.0,0.14,0.13,2.27,0.0
贵州茅台,600519,2024-02-19 13:48,1696.19,1695.01,1696.19,1694.26,64,10848900.0,0.11,-0.09,-1.49,0.0
贵州茅台,600519,2024-02-19 13:49,1695.02,1694.83,1695.48,1694.83,81,13730739.0,0.04,-0.01,-0.18,0.0
贵州茅台,600519,2024-02-19 13:50,1694.94,1694.3,1694.94,1694.25,93,15757708.0,0.04,-0.03,-0.53,0.0
贵州茅台,600519,2024-02-19 13:51,1694.4,1694.88,1695.75,1694.39,108,18308625.0,0.08,0.03,0.58,0.0
贵州茅台,600519,2024-02-19 13:52,1694.88,1694.94,1694.94,1694.36,109,18470450.0,0.03,0.0,0.06,0.0
贵州茅台,600519,2024-02-19 13:53,1695.01,1694.69,1695.46,1694.03,157,26609470.0,0.08,-0.01,-0.25,0.0
贵州茅台,600519,2024-02-19 13:54,1694.69,1692.82,1694.69,1692.01,86,14564068.0,0.16,-0.11,-1.87,0.0
贵州茅台,600519,2024-02-19 13:55,1692.82,1693.91,1694.89,1692.5,111,18796020.0,0.14,0.06,1.09,0.0
贵州茅台,600519,2024-02-19 13:56,1694.24,1694.64,1697.0,1694.24,132,22377338.0,0.16,0.04,0.73,0.0
贵州茅台,600519,2024-02-19 13:57,1693.17,1693.02,1694.63,1692.0,134,22688059.0,0.16,-0.1,-1.62,0.0
贵州茅台,600519,2024-02-19 13:58,1693.02,1694.18,1695.0,1693.02,119,20162956.0,0.12,0.07,1.16,0.0
贵州茅台,600519,2024-02-19 13:59,1694.18,1695.7,1697.0,1694.18,199,33747632.0,0.17,0.09,1.52,0.0
贵州茅台,600519,2024-02-19 14:00,1695.71,1692.97,1696.75,1692.97,86,14580561.0,0.22,-0.16,-2.73,0.0
贵州茅台,600519,2024-02-19 14:01,1692.22,1691.01,1692.24,1691.01,102,17257996.0,0.07,-0.12,-1.96,0.0
贵州茅台,600519,2024-02-19 14:02,1691.0,1690.05,1691.0,1690.0,65,10986710.0,0.06,-0.06,-0.96,0.0
贵州茅台,600519,2024-02-19 14:03,1690.44,1690.67,1691.63,1690.26,99,16737246.0,0.08,0.04,0.62,0.0
贵州茅台,600519,2024-02-19 14:04,1690.63,1692.89,1694.23,1690.63,135,22844741.0,0.21,0.13,2.22,0.0
贵州茅台,600519,2024-02-19 14:05,1694.23,1692.7,1694.23,1692.18,119,20149367.0,0.12,-0.01,-0.19,0.0
贵州茅台,600519,2024-02-19 14:06,1692.23,1690.12,1692.72,1690.11,115,19450657.0,0.15,-0.15,-2.58,0.0
贵州茅台,600519,2024-02-19 14:07,1690.87,1693.5,1694.9,1690.87,173,29283779.0,0.24,0.2,3.38,0.0
贵州茅台,600519,2024-02-19 14:08,1693.5,1692.1,1693.5,1692.0,121,20479801.0,0.09,-0.08,-1.4,0.0
贵州茅台,600519,2024-02-19 14:09,1693.45,1692.39,1694.0,1692.1,93,15742471.0,0.11,0.02,0.29,0.0
贵州茅台,600519,2024-02-19 14:10,1692.97,1692.41,1693.02,1692.41,104,17605508.0,0.04,0.0,0.02,0.0
贵州茅台,600519,2024-02-19 14:11,1692.2,1692.74,1692.86,1692.0,102,17262352.0,0.05,0.02,0.33,0.0
贵州茅台,600519,2024-02-19 14:12,1692.8,1690.51,1692.85,1690.51,125,21113378.0,0.14,-0.13,-2.23,0.0
贵州茅台,600519,2024-02-19 14:13,1690.52,1690.46,1691.21,1690.23,85,14369696.0,0.06,0.0,-0.05,0.0
贵州茅台,600519,2024-02-19 14:14,1690.23,1690.01,1691.1,1690.01,133,22484818.0,0.06,-0.03,-0.45,0.0
贵州茅台,600519,2024-02-19 14:15,1691.09,1690.01,1691.32,1690.0,112,18934763.0,0.08,0.0,0.0,0.0
贵州茅台,600519,2024-02-19 14:16,1690.0,1688.09,1690.26,1688.09,161,27197742.0,0.13,-0.11,-1.92,0.0
贵州茅台,600519,2024-02-19 14:17,1688.19,1689.08,1689.13,1688.19,140,23643201.0,0.06,0.06,0.99,0.0
贵州茅台,600519,2024-02-19 14:18,1689.13,1689.12,1689.16,1689.12,111,18749449.0,0.0,0.0,0.04,0.0
贵州茅台,600519,2024-02-19 14:19,1689.12,1689.08,1689.22,1689.08,73,12330614.0,0.01,0.0,-0.04,0.0
贵州茅台,600519,2024-02-19 14:20,1689.12,1689.17,1689.19,1689.08,73,12330755.0,0.01,0.01,0.09,0.0
贵州茅台,600519,2024-02-19 14:21,1689.17,1689.45,1690.71,1689.16,72,12242846.0,0.09,0.02,0.28,0.0
贵州茅台,600519,2024-02-19 14:22,1689.45,1689.95,1690.39,1689.45,63,10647162.0,0.06,0.03,0.5,0.0
贵州茅台,600519,2024-02-19 14:23,1689.96,1689.53,1690.04,1689.5,96,16222768.0,0.03,-0.02,-0.42,0.0
贵州茅台,600519,2024-02-19 14:24,1689.57,1689.48,1690.0,1689.46,96,16221618.0,0.03,0.0,-0.05,0.0
贵州茅台,600519,2024-02-19 14:25,1689.92,1689.56,1689.92,1689.26,80,13516377.0,0.04,0.0,0.08,0.0
贵州茅台,600519,2024-02-19 14:26,1689.88,1690.51,1690.58,1689.59,92,15549712.0,0.06,0.06,0.95,0.0
贵州茅台,600519,2024-02-19 14:27,1690.85,1691.31,1691.31,1690.03,105,17753057.0,0.08,0.05,0.8,0.0
贵州茅台,600519,2024-02-19 14:28,1691.31,1690.36,1691.31,1690.33,50,8453280.0,0.06,-0.06,-0.95,0.0
贵州茅台,600519,2024-02-19 14:29,1690.37,1690.89,1690.89,1690.0,107,18086399.0,0.05,0.03,0.53,0.0
贵州茅台,600519,2024-02-19 14:30,1690.94,1691.0,1691.0,1690.93,109,18431509.0,0.0,0.01,0.11,0.0
