trade_date,ts_code,name,close,p_change,rank,market_type,amount,net_amount,sh_amount,sh_net_amount,sh_buy,sh_sell,sz_amount,sz_net_amount,sz_buy,sz_sell
20241114,02800.HK,盈富基金,19.55,-0.39,5,4,,,,,,,1003898875.0,957258295.0,980578585.0,23320290.0
20241114,03690.HK,美团-W,169.3,-6.1,4,4,,,,,,,1113166573.0,497039347.0,805102960.0,308063613.0
20241114,09988.HK,阿里巴巴-W,87.95,-2.6,3,4,,,,,,,1291470445.0,758181275.0,1024825860.0,266644585.0
20241114,01810.HK,小米集团-W,27.85,-1.05,2,4,,,,,,,1373467200.0,268923560.0,821195380.0,552271820.0
20241114,00700.HK,腾讯控股,403.4,-0.4,1,4,,,,,,,2741879540.0,956194780.0,1849037160.0,892842380.0
20241114,02828.HK,恒生中国企业,70.96,-1.58,10,2,,,874835640.0,872957752.0,873896696.0,938944.0,,,,
20241114,06682.HK,第四范式,40.6,-7.65,9,2,,,902171865.0,38575435.0,470373650.0,431798215.0,,,,
20241114,03690.HK,美团-W,169.3,-6.1,8,2,,,931667447.0,213098613.0,572383030.0,359284417.0,,,,
20241114,00883.HK,中国海洋石油,16.74,-0.28,7,2,,,988948620.0,13808460.0,501378540.0,487570080.0,,,,
20241114,01810.HK,小米集团-W,27.85,-1.05,6,2,,,1170320940.0,146190760.0,658255850.0,512065090.0,,,,
20241114,09988.HK,阿里巴巴-W,87.95,-2.6,5,2,,,1272469960.0,180032360.0,726251160.0,546218800.0,,,,
20241114,01918.HK,融创中国,2.64,-0.2,4,2,,,1355421950.0,51090530.0,703256240.0,652165710.0,,,,
20241114,00981.HK,中芯国际,26.55,-0.6,3,2,,,1989407450.0,412919050.0,1201163250.0,788244200.0,,,,
20241114,00700.HK,腾讯控股,403.4,-0.4,2,2,,,3459098335.0,671433585.0,2065265960.0,1393832375.0,,,,
20241114,02800.HK,盈富基金,19.55,-0.39,1,2,,,3702909865.0,3697057615.0,3699983740.0,2926125.0,,,,
20241113,02318.HK,中国平安,46.45,0.55,10,4,,,,,,,633767125.0,-84698125.0,274534500.0,359232625.0
20241113,00883.HK,中国海洋石油,17.02,0.08,9,4,,,,,,,719003883.0,104104197.0,411554040.0,307449843.0
20241113,00941.HK,中国移动,70.0,0.9,8,4,,,,,,,727858500.0,-248623150.0,239617675.0,488240825.0
20241113,03033.HK,南方恒生科技,4.374,0.006,7,4,,,,,,,730768342.0,-712829630.0,8969356.0,721798986.0
20241113,03690.HK,美团-W,175.4,-0.3,6,4,,,,,,,849850410.0,-28875490.0,410487460.0,439362950.0
20241113,01810.HK,小米集团-W,28.9,0.45,5,4,,,,,,,986093790.0,376979910.0,681536850.0,304556940.0
20241113,09988.HK,阿里巴巴-W,90.55,0.0,4,4,,,,,,,1084124607.0,586370983.0,835247795.0,248876812.0
20241113,02828.HK,恒生中国企业,72.54,0.04,3,4,,,,,,,1501730096.0,-1497328528.0,2200784.0,1499529312.0
20241113,00700.HK,腾讯控股,403.8,0.0,2,4,,,,,,,2418008600.0,683672520.0,1550840560.0,867168040.0
20241113,02800.HK,盈富基金,19.94,-0.03,1,4,,,,,,,5834394990.0,-5767984820.0,33205085.0,5801189905.0
20241113,09988.HK,阿里巴巴-W,90.55,0.0,10,2,,,820823175.0,200416275.0,510619725.0,310203450.0,,,,
20241113,02318.HK,中国平安,46.45,0.55,9,2,,,967785802.0,681574248.0,824680025.0,143105777.0,,,,
20241113,00883.HK,中国海洋石油,17.02,0.08,8,2,,,1062864780.0,-20135100.0,521364840.0,541499940.0,,,,
20241113,01810.HK,小米集团-W,28.9,0.45,7,2,,,1167499548.0,86448692.0,626974120.0,540525428.0,,,,
20241113,00941.HK,中国移动,70.0,0.9,6,2,,,1190517761.0,634547139.0,912532450.0,277985311.0,,,,
20241113,03690.HK,美团-W,175.4,-0.3,5,2,,,1204108822.0,-137874762.0,533117030.0,670991792.0,,,,
20241113,00981.HK,中芯国际,27.15,0.0,4,2,,,1359033400.0,-197841800.0,580595800.0,778437600.0,,,,
20241113,02828.HK,恒生中国企业,72.54,0.04,3,2,,,1859978076.0,-1803280484.0,28348796.0,1831629280.0,,,,
20241113,02800.HK,盈富基金,19.94,-0.03,2,2,,,2614415000.0,-2591777020.0,11318990.0,2603096010.0,,,,
20241113,00700.HK,腾讯控股,403.8,0.0,1,2,,,2939960780.0,1069132540.0,2004546660.0,935414120.0,,,,
20241112,02318.HK,中国平安,45.9,-2.3,10,4,,,,,,,822113343.0,-415201043.0,203456150.0,618657193.0
20241112,00883.HK,中国海洋石油,16.94,-0.36,9,4,,,,,,,883770498.0,-231967458.0,325901520.0,557868978.0
20241112,02828.HK,恒生中国企业,72.5,-2.36,8,4,,,,,,,884642540.0,882757756.0,883700148.0,942392.0
20241112,00941.HK,中国移动,69.1,-1.2,7,4,,,,,,,962826358.0,-485440508.0,238692925.0,724133433.0
20241112,01810.HK,小米集团-W,28.45,-0.85,6,4,,,,,,,1622995630.0,417061150.0,1020028390.0,602967240.0
20241112,09988.HK,阿里巴巴-W,90.55,-3.55,5,4,,,,,,,1677826860.0,267204390.0,972515625.0,705311235.0
20241112,00981.HK,中芯国际,27.15,-2.35,4,4,,,,,,,1806921025.0,520397775.0,1163659400.0,643261625.0
20241112,03690.HK,美团-W,175.7,-9.9,3,4,,,,,,,2145212860.0,-524029820.0,810591520.0,1334621340.0
20241112,00700.HK,腾讯控股,403.8,-9.4,2,4,,,,,,,2542495237.0,301756923.0,1422126080.0,1120369157.0
20241112,02800.HK,盈富基金,19.97,-0.59,1,4,,,,,,,3725839145.0,3711514765.0,3718676955.0,7162190.0
20241112,01918.HK,融创中国,2.86,-0.1,10,2,,,1285542640.0,-64295300.0,610623670.0,674918970.0,,,,
20241112,00941.HK,中国移动,69.1,-1.2,9,2,,,1435703700.0,-266425750.0,584638975.0,851064725.0,,,,
20241112,02800.HK,盈富基金,19.97,-0.59,8,2,,,1445849830.0,1399997990.0,1422923910.0,22925920.0,,,,
20241112,02318.HK,中国平安,45.9,-2.3,7,2,,,1571065275.0,556725125.0,1063895200.0,507170075.0,,,,
20241112,01810.HK,小米集团-W,28.45,-0.85,6,2,,,1750721872.0,371574188.0,1061148030.0,689573842.0,,,,
20241112,00883.HK,中国海洋石油,16.94,-0.36,5,2,,,1798089363.0,225663277.0,1011876320.0,786213043.0,,,,
20241112,09988.HK,阿里巴巴-W,90.55,-3.55,4,2,,,2090452145.0,19108625.0,1054780385.0,1035671760.0,,,,
20241112,03690.HK,美团-W,175.7,-9.9,3,2,,,2517402905.0,-76850005.0,1220276450.0,1297126455.0,,,,
20241112,00700.HK,腾讯控股,403.8,-9.4,2,2,,,3636624008.0,-230792848.0,1702915580.0,1933708428.0,,,,
20241112,00981.HK,中芯国际,27.15,-2.35,1,2,,,3636791675.0,-622037875.0,1507376900.0,2129414775.0,,,,
20241111,09868.HK,小鹏汽车-W,59.55,2.2,10,4,,,,,,,787454295.0,80466395.0,433960345.0,353493950.0
20241111,01918.HK,融创中国,2.96,-0.31,9,4,,,,,,,843180630.0,-5059010.0,419060810.0,424119820.0
20241111,02318.HK,中国平安,48.2,-1.7,8,4,,,,,,,919973800.0,-305425050.0,307274375.0,612699425.0
20241111,03690.HK,美团-W,185.6,-6.2,7,4,,,,,,,1299917121.0,-43954141.0,627981490.0,671935631.0
20241111,00883.HK,中国海洋石油,17.3,-0.46,6,4,,,,,,,1816778151.0,-643379951.0,586699100.0,1230079051.0
20241111,00700.HK,腾讯控股,413.2,-7.6,5,4,,,,,,,1957493687.0,-92773567.0,932360060.0,1025133627.0
20241111,09988.HK,阿里巴巴-W,94.1,0.1,4,4,,,,,,,1986504434.0,713502906.0,1350003670.0,636500764.0
20241111,01810.HK,小米集团-W,29.3,1.0,3,4,,,,,,,2042699050.0,1314278590.0,1678488820.0,364210230.0
20241111,02800.HK,盈富基金,20.56,-0.26,2,4,,,,,,,2202745390.0,2200714650.0,2201730020.0,1015370.0
20241111,00981.HK,中芯国际,29.5,0.95,1,4,,,,,,,2755108542.0,597170658.0,1676139600.0,1078968942.0
20241111,02727.HK,上海电气,3.24,-0.5,10,2,,,1195663600.0,-11185200.0,592239200.0,603424400.0,,,,
20241111,02800.HK,盈富基金,20.56,-0.26,9,2,,,1301903850.0,1291308530.0,1296606190.0,5297660.0,,,,
20241111,02828.HK,恒生中国企业,74.86,-1.22,8,2,,,1362045332.0,1351244228.0,1356644780.0,5400552.0,,,,
20241111,03690.HK,美团-W,185.6,-6.2,7,2,,,1438011056.0,43083144.0,740547100.0,697463956.0,,,,
20241111,01918.HK,融创中国,2.96,-0.31,6,2,,,1471688660.0,-171939560.0,649874550.0,821814110.0,,,,
20241111,00883.HK,中国海洋石油,17.3,-0.46,5,2,,,1957335025.0,213111015.0,1085223020.0,872112005.0,,,,
20241111,09988.HK,阿里巴巴-W,94.1,0.1,4,2,,,2074098853.0,333993407.0,1204046130.0,870052723.0,,,,
20241111,01810.HK,小米集团-W,29.3,1.0,3,2,,,2132743300.0,-129110300.0,1001816500.0,1130926800.0,,,,
20241111,00700.HK,腾讯控股,413.2,-7.6,2,2,,,3300134037.0,-227353037.0,1536390500.0,1763743537.0,,,,
20241111,00981.HK,中芯国际,29.5,0.95,1,2,,,4215560350.0,84926000.0,2150243175.0,2065317175.0,,,,
