trade_date,ts_code,name,close,p_change,rank,market_type,amount,net_amount,sh_amount,sh_net_amount,sh_buy,sh_sell,sz_amount,sz_net_amount,sz_buy,sz_sell
20241115,00941.HK,中国移动,70.55,0.9,3,4,,,,,,,805335100.0,27169750.0,416252425.0,389082675.0
20241115,02800.HK,盈富基金,19.55,0.0,2,4,,,,,,,988902460.0,-976654880.0,6123790.0,982778670.0
20241115,00700.HK,腾讯控股,401.0,-2.4,1,4,,,,,,,1680274920.0,305463800.0,992869360.0,687405560.0
20241115,00941.HK,中国移动,70.55,0.9,10,2,,,767786350.0,395748600.0,581767475.0,186018875.0,,,,
20241115,01810.HK,小米集团-W,28.0,0.15,9,2,,,769855260.0,-7497340.0,381178960.0,388676300.0,,,,
20241115,03690.HK,美团-W,169.6,0.3,8,2,,,788819478.0,122228382.0,455523930.0,333295548.0,,,,
20241115,02318.HK,中国平安,45.6,-0.25,7,2,,,799833950.0,491296150.0,645565050.0,154268900.0,,,,
20241115,06682.HK,第四范式,37.85,-2.75,6,2,,,852071800.0,-92496170.0,379787815.0,472283985.0,,,,
20241115,00883.HK,中国海洋石油,16.82,0.08,5,2,,,975202820.0,42669940.0,508936380.0,466266440.0,,,,
20241115,02828.HK,恒生中国企业,71.12,0.16,4,2,,,1055972376.0,-950951736.0,52510320.0,1003462056.0,,,,
20241115,00981.HK,中芯国际,26.4,-0.15,3,2,,,1438870125.0,14343725.0,726606925.0,712263200.0,,,,
20241115,00700.HK,腾讯控股,401.0,-2.4,2,2,,,1849822632.0,324518088.0,1087170360.0,762652272.0,,,,
20241115,02800.HK,盈富基金,19.55,0.0,1,2,,,4779912705.0,-4767309805.0,6301450.0,4773611255.0,,,,
20241114,06682.HK,第四范式,40.6,-7.65,10,4,,,,,,,519955115.0,84105715.0,302030415.0,217924700.0
20241114,01024.HK,快手-W,50.0,-2.0,9,4,,,,,,,531235955.0,160865225.0,346050590.0,185185365.0
20241114,03033.HK,南方恒生科技,4.234,-0.14,8,4,,,,,,,554266953.0,501899819.0,528083386.0,26183567.0
20241114,01918.HK,融创中国,2.64,-0.2,7,4,,,,,,,709830430.0,123015270.0,416422850.0,293407580.0
20241114,00981.HK,中芯国际,26.55,-0.6,6,4,,,,,,,942594825.0,-107630875.0,417481975.0,525112850.0
