ts_code,trade_date,adj_factor
600797.SH,20241202,12.785
600796.SH,20241202,8.9021
600795.SH,20241202,290.667
600794.SH,20241202,21.8288
600793.SH,20241202,2.426
600792.SH,20241202,6.8993
600791.SH,20241202,7.359
600790.SH,20241202,13.339
600789.SH,20241202,2.887
600787.SH,20241202,33.291
600785.SH,20241202,4.764
600784.SH,20241202,7.4028
600783.SH,20241202,6.4975
600782.SH,20241202,14.105
600780.SH,20241202,11.9387
600779.SH,20241202,7.0069
600778.SH,20241202,3.766
600777.SH,20241202,30.515
600776.SH,20241202,4.829
600775.SH,20241202,1.469
600774.SH,20241202,6.486
600773.SH,20241202,6.251
600771.SH,20241202,7.446
600770.SH,20241202,21.002
600769.SH,20241202,5.58
600768.SH,20241202,3.339
600765.SH,20241202,13.006
600764.SH,20241202,8.507
600763.SH,20241202,3.41
600761.SH,20241202,13.827
600760.SH,20241202,9.921
600759.SH,20241202,4.465
600758.SH,20241202,2.824
600757.SH,20241202,8.398
600756.SH,20241202,5.248
600755.SH,20241202,27.614
600754.SH,20241202,3.1652
600753.SH,20241202,3.774
600751.SH,20241202,4.621
600750.SH,20241202,20.0437
600749.SH,20241202,3.127
600748.SH,20241202,6.814
600746.SH,20241202,8.33
600745.SH,20241202,2.1499
600744.SH,20241202,4.106
600743.SH,20241202,13.201
600742.SH,20241202,21.209
600741.SH,20241202,55.3732
600740.SH,20241202,14.456
600739.SH,20241202,32.1623
600738.SH,20241202,7.6224
600737.SH,20241202,13.5793
600736.SH,20241202,28.4406
600735.SH,20241202,5.642
600734.SH,20241202,8.508
600733.SH,20241202,9.36
600732.SH,20241202,6.935
600731.SH,20241202,8.741
600730.SH,20241202,5.561
600729.SH,20241202,4.4132
600728.SH,20241202,13.007
600727.SH,20241202,5.627
600726.SH,20241202,3.597
600725.SH,20241202,8.235
600724.SH,20241202,14.837
600722.SH,20241202,5.892
600721.SH,20241202,1.452
600720.SH,20241202,13.103
600719.SH,20241202,5.487
600718.SH,20241202,17.4006
600717.SH,20241202,34.097
600716.SH,20241202,4.785
600715.SH,20241202,3.888
600714.SH,20241202,2.6832
600713.SH,20241202,11.9246
600712.SH,20241202,6.357
600711.SH,20241202,10.1
600710.SH,20241202,7.1688
600708.SH,20241202,12.727
600707.SH,20241202,2.273
600706.SH,20241202,2.374
600705.SH,20241202,56.1086
600704.SH,20241202,22.4347
600703.SH,20241202,21.649
600702.SH,20241202,3.624
600699.SH,20241202,4.205
600698.SH,20241202,5.222
600697.SH,20241202,3.221
600696.SH,20241202,3.304
600694.SH,20241202,6.538
600693.SH,20241202,10.9331
600692.SH,20241202,8.4066
600691.SH,20241202,9.458
600690.SH,20241202,41.2693
600689.SH,20241202,2.552
600688.SH,20241202,4.065
600686.SH,20241202,13.0658
600685.SH,20241202,2.0555
600684.SH,20241202,15.167
600683.SH,20241202,7.021
600682.SH,20241202,12.8272
600681.SH,20241202,11.913
600679.SH,20241202,2.5299
600678.SH,20241202,4.222
600676.SH,20241202,13.818
600675.SH,20241202,43.7095
600674.SH,20241202,22.1131
600673.SH,20241202,14.629
600671.SH,20241202,3.269
600668.SH,20241202,7.1608
600667.SH,20241202,5.3444
600666.SH,20241202,17.972
600665.SH,20241202,4.906
600664.SH,20241202,10.007
600663.SH,20241202,14.287
600662.SH,20241202,63.8269
600661.SH,20241202,5.11
600660.SH,20241202,89.453
600658.SH,20241202,6.843
600657.SH,20241202,16.855
600655.SH,20241202,242.519
600654.SH,20241202,1512.251
600653.SH,20241202,10055.64
600651.SH,20241202,5951.086
600650.SH,20241202,4.5584
600649.SH,20241202,15.9521
600648.SH,20241202,7.8398
600645.SH,20241202,18.139
600644.SH,20241202,11.618
600643.SH,20241202,8.4552
600642.SH,20241202,10.879
600641.SH,20241202,21.1378
600640.SH,20241202,8.496
600639.SH,20241202,7.2218
600638.SH,20241202,15.8246
600637.SH,20241202,5.4439
600636.SH,20241202,13.648
600635.SH,20241202,149.6493
600633.SH,20241202,8.1894
600630.SH,20241202,3.2031
600629.SH,20241202,8.55
600628.SH,20241202,48.717
600626.SH,20241202,10.717
600624.SH,20241202,17.667
600623.SH,20241202,32.0282
600622.SH,20241202,231.789
600621.SH,20241202,302.4306
600620.SH,20241202,430.093
600619.SH,20241202,57.5559
600618.SH,20241202,27.8177
600617.SH,20241202,62.6531
600616.SH,20241202,385.25
600615.SH,20241202,54.8457
600613.SH,20241202,29.207
600612.SH,20241202,146.0233
600611.SH,20241202,714.6925
600610.SH,20241202,79.35
600609.SH,20241202,25.927
600608.SH,20241202,96.539
600606.SH,20241202,164.595
600605.SH,20241202,51.921
600604.SH,20241202,52.739
600603.SH,20241202,184.752
600602.SH,20241202,542.9835
600601.SH,20241202,6471.278
600600.SH,20241202,1.8037
600599.SH,20241202,2.205
600598.SH,20241202,2.805
600597.SH,20241202,2.6237
600596.SH,20241202,12.64
600595.SH,20241202,7.997
600594.SH,20241202,17.29
600593.SH,20241202,1.921
600592.SH,20241202,3.4942
600590.SH,20241202,4.431
600589.SH,20241202,5.4
600588.SH,20241202,56.033
600587.SH,20241202,7.501
600586.SH,20241202,13.863
600585.SH,20241202,5.86
600584.SH,20241202,4.8726
600583.SH,20241202,21.491
600582.SH,20241202,43.941
600581.SH,20241202,6.617
600580.SH,20241202,7.5075
600579.SH,20241202,1.883
600578.SH,20241202,6.0833
600577.SH,20241202,25.9523
600576.SH,20241202,3.15
600575.SH,20241202,18.989
600573.SH,20241202,1.341
600572.SH,20241202,16.666
600571.SH,20241202,11.6413
600570.SH,20241202,45.045
600569.SH,20241202,2.798
600568.SH,20241202,12.719
600567.SH,20241202,4.2141
600566.SH,20241202,2.43
600563.SH,20241202,2.974
600562.SH,20241202,7.3245
600561.SH,20241202,2.792
600560.SH,20241202,4.653
600559.SH,20241202,7.211
600558.SH,20241202,7.3004
600557.SH,20241202,9.117
600556.SH,20241202,4.9404
600552.SH,20241202,8.4208
600551.SH,20241202,5.8718
600550.SH,20241202,7.636
600549.SH,20241202,14.065
600548.SH,20241202,3.0066
600547.SH,20241202,22.229
600546.SH,20241202,10.716
600545.SH,20241202,4.253
600543.SH,20241202,2.465
600540.SH,20241202,3.453
600539.SH,20241202,1.214
600538.SH,20241202,3.082
600537.SH,20241202,4.435
600536.SH,20241202,8.975
600535.SH,20241202,13.1131
600533.SH,20241202,9.935
600531.SH,20241202,11.2968
600530.SH,20241202,6.396
600529.SH,20241202,8.452
600528.SH,20241202,4.7778
600527.SH,20241202,28.741
600526.SH,20241202,3.902
600525.SH,20241202,12.706
600523.SH,20241202,2.126
600522.SH,20241202,8.7985
600521.SH,20241202,18.9868
600520.SH,20241202,2.342
600519.SH,20241202,8.02
600518.SH,20241202,48.081
600517.SH,20241202,22.2586
600516.SH,20241202,13.4455
600515.SH,20241202,3.273
600513.SH,20241202,6.692
600512.SH,20241202,6.592
600511.SH,20241202,6.07
600510.SH,20241202,6.57
600509.SH,20241202,6.4499
600508.SH,20241202,3.8325
600507.SH,20241202,25.132
600506.SH,20241202,1.327
600505.SH,20241202,3.3574
600503.SH,20241202,3.025
600502.SH,20241202,15.448
600501.SH,20241202,4.7596
600500.SH,20241202,9.014
600499.SH,20241202,33.0896
600498.SH,20241202,3.7505
600497.SH,20241202,23.355
600496.SH,20241202,10.4151
600495.SH,20241202,7.579
600493.SH,20241202,2.7273
600491.SH,20241202,10.934
600490.SH,20241202,14.102
600489.SH,20241202,12.9613
600488.SH,20241202,7.328
600487.SH,20241202,10.8414
600486.SH,20241202,5.1585
600483.SH,20241202,3.759
600482.SH,20241202,2.9447
600481.SH,20241202,10.42
600480.SH,20241202,3.1716
600479.SH,20241202,15.689
600478.SH,20241202,10.2549
600477.SH,20241202,33.5957
600476.SH,20241202,2.053
600475.SH,20241202,5.046
600470.SH,20241202,2.436
600469.SH,20241202,2.81
600468.SH,20241202,12.493
600467.SH,20241202,9.2327
600463.SH,20241202,2.934
600462.SH,20241202,4.519
600461.SH,20241202,5.486
600460.SH,20241202,14.953
600459.SH,20241202,5.8705
600458.SH,20241202,8.4828
600456.SH,20241202,2.8273
600455.SH,20241202,1.13
600452.SH,20241202,13.0062
600449.SH,20241202,4.41
600448.SH,20241202,2.185
600446.SH,20241202,16.7085
600444.SH,20241202,2.1318
600439.SH,20241202,15.9198
600438.SH,20241202,12.681
600436.SH,20241202,6.7059
600435.SH,20241202,13.6345
600433.SH,20241202,7.091
600429.SH,20241202,1.4824
600428.SH,20241202,6.8524
600426.SH,20241202,12.9003
600425.SH,20241202,6.431
600423.SH,20241202,3.636
600422.SH,20241202,10.7725
600421.SH,20241202,1.921
600420.SH,20241202,9.6076
600419.SH,20241202,3.3617
600418.SH,20241202,6.353
600416.SH,20241202,3.428
600415.SH,20241202,43.093
600410.SH,20241202,12.667
600409.SH,20241202,7.481
600408.SH,20241202,4.214
600406.SH,20241202,50.7592
600405.SH,20241202,7.101
600403.SH,20241202,6.187
600400.SH,20241202,13.2255
600399.SH,20241202,3.476
600398.SH,20241202,11.2541
600397.SH,20241202,3.985
600396.SH,20241202,6.566
600395.SH,20241202,6.5056
600392.SH,20241202,10.0735
600391.SH,20241202,2.35
600390.SH,20241202,6.7531
600389.SH,20241202,5.3977
600388.SH,20241202,9.189
600387.SH,20241202,2.914
600386.SH,20241202,6.0706
600383.SH,20241202,18.987
600382.SH,20241202,6.9357
600381.SH,20241202,1.019
600380.SH,20241202,11.7905
600379.SH,20241202,2.8185
600378.SH,20241202,3.841
600377.SH,20241202,3.5158
600376.SH,20241202,10.622
600375.SH,20241202,3.748
600373.SH,20241202,5.454
600372.SH,20241202,3.103
600371.SH,20241202,4.209
600370.SH,20241202,7.423
600369.SH,20241202,5.0469
600368.SH,20241202,5.502
600367.SH,20241202,4.4113
600366.SH,20241202,12.3305
600365.SH,20241202,2.635
600363.SH,20241202,3.2684
600362.SH,20241202,1.7559
600361.SH,20241202,5.6541
600360.SH,20241202,7.8825
600359.SH,20241202,1.583
600358.SH,20241202,3.527
600356.SH,20241202,2.214
600355.SH,20241202,5.819
600354.SH,20241202,2.983
600353.SH,20241202,10.645
600352.SH,20241202,20.9322
600351.SH,20241202,7.74
600350.SH,20241202,2.978
600348.SH,20241202,17.2612
600346.SH,20241202,11.086
600345.SH,20241202,2.0068
600343.SH,20241202,3.064
600340.SH,20241202,24.438
600339.SH,20241202,4.2899
600338.SH,20241202,1.896
600337.SH,20241202,13.881
600336.SH,20241202,3.261
600335.SH,20241202,5.6494
600333.SH,20241202,2.657
600332.SH,20241202,1.6743
600331.SH,20241202,9.0
600330.SH,20241202,5.049
600329.SH,20241202,3.4741
600328.SH,20241202,4.538
600327.SH,20241202,18.1338
600326.SH,20241202,10.743
600325.SH,20241202,11.3279
600323.SH,20241202,3.8996
600322.SH,20241202,3.15
600320.SH,20241202,13.9919
600319.SH,20241202,1.471
600318.SH,20241202,3.181
600316.SH,20241202,4.397
600315.SH,20241202,5.6967
600313.SH,20241202,4.197
600312.SH,20241202,6.7817
600310.SH,20241202,10.401
600309.SH,20241202,41.5003
600308.SH,20241202,10.9926
600307.SH,20241202,4.229
600305.SH,20241202,10.138
600303.SH,20241202,6.606
600302.SH,20241202,3.007
600301.SH,20241202,1.764
600300.SH,20241202,7.626
600299.SH,20241202,3.1704
600298.SH,20241202,8.529
600295.SH,20241202,8.22
600293.SH,20241202,3.323
600292.SH,20241202,4.298
600288.SH,20241202,4.5949
600287.SH,20241202,5.275
600285.SH,20241202,8.272
600284.SH,20241202,3.826
600283.SH,20241202,2.3931
600282.SH,20241202,8.5244
600281.SH,20241202,1.933
600280.SH,20241202,11.473
600279.SH,20241202,2.521
600278.SH,20241202,2.2796
600276.SH,20241202,64.9761
600273.SH,20241202,2.0642
600272.SH,20241202,1.2963
600271.SH,20241202,20.144
600269.SH,20241202,13.615
600268.SH,20241202,10.8197
600267.SH,20241202,7.035
600266.SH,20241202,6.7467
600265.SH,20241202,1.659
600262.SH,20241202,1.5638
600261.SH,20241202,23.741
600259.SH,20241202,1.051
600258.SH,20241202,2.508
600257.SH,20241202,6.544
600256.SH,20241202,54.7793
600255.SH,20241202,13.598
600252.SH,20241202,39.368
600251.SH,20241202,9.278
600250.SH,20241202,2.71
600249.SH,20241202,4.4535
600248.SH,20241202,4.2377
600246.SH,20241202,12.463
600243.SH,20241202,1.597
600241.SH,20241202,2.512
600239.SH,20241202,19.173
600238.SH,20241202,4.012
600237.SH,20241202,4.203
600236.SH,20241202,8.1391
600235.SH,20241202,2.2418
600234.SH,20241202,2.353
600233.SH,20241202,5.372
600232.SH,20241202,3.3229
600231.SH,20241202,9.23
600230.SH,20241202,2.262
600229.SH,20241202,1.6839
600228.SH,20241202,2.169
600227.SH,20241202,5.75
600226.SH,20241202,28.613
600225.SH,20241202,2.683
600223.SH,20241202,1.9542
600222.SH,20241202,4.1135
600221.SH,20241202,3.21
600219.SH,20241202,7.8328
600218.SH,20241202,2.124
600217.SH,20241202,4.5532
600216.SH,20241202,6.4985
600215.SH,20241202,2.2678
600212.SH,20241202,2.718
600211.SH,20241202,3.2443
600210.SH,20241202,9.4923
600208.SH,20241202,7.008
600207.SH,20241202,1.555
600206.SH,20241202,4.311
600203.SH,20241202,1.685
600202.SH,20241202,4.9727
600201.SH,20241202,16.0175
600200.SH,20241202,11.086
600199.SH,20241202,4.72
600198.SH,20241202,1.814
600197.SH,20241202,4.1362
600196.SH,20241202,14.6453
600195.SH,20241202,6.5889
600193.SH,20241202,6.699
600192.SH,20241202,1.781
600191.SH,20241202,2.555
600190.SH,20241202,2.763
600189.SH,20241202,2.744
600188.SH,20241202,9.1559
600187.SH,20241202,4.558
600186.SH,20241202,5.446
600185.SH,20241202,7.304
600184.SH,20241202,3.316
600183.SH,20241202,13.355
600182.SH,20241202,1.2114
600180.SH,20241202,3.094
600179.SH,20241202,2.408
600178.SH,20241202,2.15
600177.SH,20241202,50.9616
600176.SH,20241202,18.855
600173.SH,20241202,2.501
600172.SH,20241202,9.345
600171.SH,20241202,2.845
600170.SH,20241202,17.933
600169.SH,20241202,10.144
600168.SH,20241202,3.303
600167.SH,20241202,4.2171
600166.SH,20241202,26.217
600165.SH,20241202,4.972
600163.SH,20241202,2.4243
600162.SH,20241202,9.812
600161.SH,20241202,19.113
600160.SH,20241202,11.186
600159.SH,20241202,5.212
600158.SH,20241202,6.5326
600157.SH,20241202,51.0823
600156.SH,20241202,1.897
600155.SH,20241202,2.904
600153.SH,20241202,20.91
600152.SH,20241202,3.065
600151.SH,20241202,4.769
600150.SH,20241202,3.3292
600149.SH,20241202,2.889
600148.SH,20241202,2.8663
600143.SH,20241202,21.3822
600141.SH,20241202,3.674
600138.SH,20241202,5.393
600137.SH,20241202,1.5909
600136.SH,20241202,2.492
600135.SH,20241202,2.906
600133.SH,20241202,4.5406
600132.SH,20241202,6.006
600131.SH,20241202,5.4217
600130.SH,20241202,6.031
600129.SH,20241202,3.15
600128.SH,20241202,3.1652
600127.SH,20241202,5.087
600126.SH,20241202,5.952
600125.SH,20241202,17.7151
600123.SH,20241202,12.765
600121.SH,20241202,4.946
600120.SH,20241202,82.162
600119.SH,20241202,2.945
600118.SH,20241202,16.9388
600117.SH,20241202,2.75
600116.SH,20241202,6.5817
600115.SH,20241202,1.387
600114.SH,20241202,6.78
600113.SH,20241202,5.017
600111.SH,20241202,20.163
600110.SH,20241202,14.364
600109.SH,20241202,8.9867
600108.SH,20241202,9.7649
600107.SH,20241202,2.589
600106.SH,20241202,8.426
600105.SH,20241202,11.7498
600104.SH,20241202,11.0107
600103.SH,20241202,5.499
600101.SH,20241202,9.6938
600100.SH,20241202,21.303
600099.SH,20241202,2.7678
600098.SH,20241202,6.0845
600097.SH,20241202,1.589
600096.SH,20241202,2.728
600095.SH,20241202,3.465
600094.SH,20241202,2.7827
600089.SH,20241202,56.0527
600088.SH,20241202,3.6121
600085.SH,20241202,11.9672
600084.SH,20241202,7.186
600083.SH,20241202,1.0
600082.SH,20241202,6.035
600081.SH,20241202,10.2183
600080.SH,20241202,5.224
600079.SH,20241202,14.0815
600078.SH,20241202,6.7429
600076.SH,20241202,3.265
600075.SH,20241202,11.112
600073.SH,20241202,3.347
600072.SH,20241202,4.2661
600071.SH,20241202,5.748
600070.SH,20241202,10.014
600067.SH,20241202,22.425
600066.SH,20241202,55.918
600064.SH,20241202,30.9493
600063.SH,20241202,14.6703
600062.SH,20241202,8.6974
600061.SH,20241202,9.7185
600060.SH,20241202,6.4561
600059.SH,20241202,8.61
600058.SH,20241202,4.763
600057.SH,20241202,12.421
600056.SH,20241202,14.1799
600055.SH,20241202,14.973
600054.SH,20241202,4.5574
600053.SH,20241202,2.284
600052.SH,20241202,3.5246
600051.SH,20241202,5.042
600050.SH,20241202,1.7846
600048.SH,20241202,25.853
600039.SH,20241202,13.7734
600038.SH,20241202,3.126
600037.SH,20241202,5.619
600036.SH,20241202,6.0581
600035.SH,20241202,3.539
600033.SH,20241202,8.5346
600032.SH,20241202,1.027
600031.SH,20241202,51.871
600030.SH,20241202,6.46
600029.SH,20241202,1.701
600028.SH,20241202,4.3719
600027.SH,20241202,2.2022
600026.SH,20241202,1.8227
600025.SH,20241202,1.207
600023.SH,20241202,1.8784
600022.SH,20241202,6.009
600021.SH,20241202,2.289
600020.SH,20241202,4.487
600019.SH,20241202,3.3148
600018.SH,20241202,1.621
600017.SH,20241202,3.493
600016.SH,20241202,35.1151
600015.SH,20241202,5.798
600012.SH,20241202,2.8919
600011.SH,20241202,5.098
600010.SH,20241202,8.4
600009.SH,20241202,3.0911
600008.SH,20241202,9.556
600007.SH,20241202,2.107
600006.SH,20241202,3.7785
600004.SH,20241202,2.6384
600000.SH,20241202,16.1051
430718.BJ,20241202,1.2334
430685.BJ,20241202,4.333
430564.BJ,20241202,2.441
430556.BJ,20241202,3.669
430510.BJ,20241202,1.6106
430489.BJ,20241202,2.638
430478.BJ,20241202,3.515
430476.BJ,20241202,3.864
430425.BJ,20241202,2.143
430418.BJ,20241202,3.606
430300.BJ,20241202,2.01
430198.BJ,20241202,4.616
430139.BJ,20241202,6.281
430090.BJ,20241202,5.946
430047.BJ,20241202,433.618
430017.BJ,20241202,1.104
301633.SZ,20241202,1.0
301631.SZ,20241202,1.0
301628.SZ,20241202,1.0
301626.SZ,20241202,1.0
301618.SZ,20241202,1.0
301613.SZ,20241202,1.0
301611.SZ,20241202,1.0
301608.SZ,20241202,1.0123
301607.SZ,20241202,1.0
301606.SZ,20241202,1.011
301603.SZ,20241202,1.0183
301600.SZ,20241202,1.0
301596.SZ,20241202,1.0
301592.SZ,20241202,1.0
301591.SZ,20241202,1.006
301589.SZ,20241202,1.84
301588.SZ,20241202,1.008
301587.SZ,20241202,1.0
301586.SZ,20241202,1.0
301580.SZ,20241202,1.0
301578.SZ,20241202,1.315
301577.SZ,20241202,1.017
301571.SZ,20241202,1.0
301568.SZ,20241202,1.02
301567.SZ,20241202,1.007
301566.SZ,20241202,1.003
301565.SZ,20241202,1.0
301559.SZ,20241202,1.072
301558.SZ,20241202,1.014
301556.SZ,20241202,1.0
301555.SZ,20241202,1.0086
301552.SZ,20241202,1.0
301551.SZ,20241202,1.0013
301550.SZ,20241202,1.0131
301548.SZ,20241202,1.467
301539.SZ,20241202,1.008
301538.SZ,20241202,1.4085
301536.SZ,20241202,1.003
301533.SZ,20241202,1.015
301529.SZ,20241202,1.01
301528.SZ,20241202,1.003
301526.SZ,20241202,1.0092
301525.SZ,20241202,1.0105
301522.SZ,20241202,1.0
301520.SZ,20241202,1.011
301519.SZ,20241202,1.0125
301518.SZ,20241202,1.029
301517.SZ,20241202,1.003
301516.SZ,20241202,1.01
301515.SZ,20241202,1.013
301512.SZ,20241202,1.018
301511.SZ,20241202,1.404
301510.SZ,20241202,1.0015
301509.SZ,20241202,1.419
301508.SZ,20241202,1.011
301507.SZ,20241202,1.008
301505.SZ,20241202,1.0255
301503.SZ,20241202,1.018
301502.SZ,20241202,1.014
301500.SZ,20241202,1.0
301499.SZ,20241202,1.008
301498.SZ,20241202,1.0072
301489.SZ,20241202,1.0037
301488.SZ,20241202,1.016
301487.SZ,20241202,1.001
301486.SZ,20241202,1.009
301469.SZ,20241202,1.024
301468.SZ,20241202,1.0218
301459.SZ,20241202,1.009
301456.SZ,20241202,1.012
301448.SZ,20241202,1.3268
301446.SZ,20241202,1.3221
301439.SZ,20241202,1.0376
301429.SZ,20241202,1.026
301428.SZ,20241202,1.011
301421.SZ,20241202,1.0074
301419.SZ,20241202,1.032
301418.SZ,20241202,1.0093
301413.SZ,20241202,1.306
301408.SZ,20241202,1.009
301399.SZ,20241202,1.494
301398.SZ,20241202,1.0165
301397.SZ,20241202,1.2408
301396.SZ,20241202,1.218
301395.SZ,20241202,1.477
301393.SZ,20241202,1.0107
301392.SZ,20241202,1.0062
301391.SZ,20241202,1.421
301390.SZ,20241202,1.013
301389.SZ,20241202,1.056
301388.SZ,20241202,1.038
301387.SZ,20241202,1.437
301386.SZ,20241202,1.07
301383.SZ,20241202,1.414
301382.SZ,20241202,1.308
301381.SZ,20241202,1.0311
301380.SZ,20241202,1.025
301379.SZ,20241202,1.453
301378.SZ,20241202,2.156
301377.SZ,20241202,1.0235
301376.SZ,20241202,1.018
301373.SZ,20241202,1.032
301372.SZ,20241202,1.01
301371.SZ,20241202,1.03
301370.SZ,20241202,1.0117
301369.SZ,20241202,1.536
301368.SZ,20241202,1.004
301367.SZ,20241202,1.431
301366.SZ,20241202,1.844
301365.SZ,20241202,1.561
301363.SZ,20241202,1.015
301362.SZ,20241202,1.062
301361.SZ,20241202,1.008
301360.SZ,20241202,1.007
301359.SZ,20241202,1.036
301358.SZ,20241202,1.021
301357.SZ,20241202,1.418
301356.SZ,20241202,1.853
301355.SZ,20241202,1.0258
301353.SZ,20241202,1.012
301349.SZ,20241202,1.533
301348.SZ,20241202,1.013
301345.SZ,20241202,1.053
301339.SZ,20241202,1.0228
301338.SZ,20241202,1.421
301337.SZ,20241202,1.0089
301336.SZ,20241202,1.0108
301335.SZ,20241202,1.4586
301333.SZ,20241202,1.6146
301332.SZ,20241202,1.011
301331.SZ,20241202,1.552
301330.SZ,20241202,1.334
301329.SZ,20241202,1.0227
301328.SZ,20241202,1.5301
301327.SZ,20241202,1.3297
301326.SZ,20241202,1.0187
301325.SZ,20241202,1.216
301323.SZ,20241202,1.013
301322.SZ,20241202,2.225
301321.SZ,20241202,1.514
301320.SZ,20241202,1.017
301319.SZ,20241202,1.513
301318.SZ,20241202,1.989
301317.SZ,20241202,1.029
301316.SZ,20241202,1.008
301315.SZ,20241202,1.007
301314.SZ,20241202,1.341
301313.SZ,20241202,1.011
301312.SZ,20241202,2.136
301311.SZ,20241202,1.0055
301310.SZ,20241202,1.4543
301309.SZ,20241202,1.034
301308.SZ,20241202,1.0117
301307.SZ,20241202,1.0054
301306.SZ,20241202,1.004
301305.SZ,20241202,1.0167
301303.SZ,20241202,1.4534
301302.SZ,20241202,1.5
301301.SZ,20241202,1.024
301300.SZ,20241202,1.0649
301299.SZ,20241202,1.0702
301298.SZ,20241202,1.046
301297.SZ,20241202,1.008
301296.SZ,20241202,1.0089
301295.SZ,20241202,1.426
301293.SZ,20241202,1.3023
301292.SZ,20241202,1.0
301291.SZ,20241202,1.0229
301290.SZ,20241202,1.044
301289.SZ,20241202,1.327
301288.SZ,20241202,1.013
301287.SZ,20241202,1.009
301286.SZ,20241202,1.005
301285.SZ,20241202,1.005
301283.SZ,20241202,1.032
301282.SZ,20241202,1.023
301281.SZ,20241202,1.43
301280.SZ,20241202,1.568
301279.SZ,20241202,1.037
301278.SZ,20241202,1.314
301277.SZ,20241202,2.168
301276.SZ,20241202,1.047
301273.SZ,20241202,1.018
301272.SZ,20241202,1.012
301270.SZ,20241202,1.023
301269.SZ,20241202,1.003
301268.SZ,20241202,1.025
301267.SZ,20241202,1.5151
301266.SZ,20241202,1.01
301265.SZ,20241202,1.017
301263.SZ,20241202,1.901
301262.SZ,20241202,1.0478
301261.SZ,20241202,1.0181
301260.SZ,20241202,1.003
301259.SZ,20241202,1.32
301258.SZ,20241202,1.048
301257.SZ,20241202,1.3154
301256.SZ,20241202,1.0494
301255.SZ,20241202,1.664
301252.SZ,20241202,1.476
301251.SZ,20241202,1.004
301248.SZ,20241202,1.529
301246.SZ,20241202,1.0069
301239.SZ,20241202,1.012
301238.SZ,20241202,1.017
301237.SZ,20241202,1.059
301236.SZ,20241202,2.29
301235.SZ,20241202,1.012
301234.SZ,20241202,1.038
301233.SZ,20241202,1.03
301232.SZ,20241202,1.428
301231.SZ,20241202,1.007
301230.SZ,20241202,1.8581
301229.SZ,20241202,1.415
301228.SZ,20241202,1.01
301227.SZ,20241202,1.061
301226.SZ,20241202,1.683
301225.SZ,20241202,1.015
301223.SZ,20241202,1.033
301222.SZ,20241202,1.053
301221.SZ,20241202,1.016
301220.SZ,20241202,1.016
301219.SZ,20241202,2.528
301218.SZ,20241202,1.511
301217.SZ,20241202,1.025
301216.SZ,20241202,1.5476
301215.SZ,20241202,1.0301
301213.SZ,20241202,1.0113
301212.SZ,20241202,1.026
301211.SZ,20241202,1.267
301210.SZ,20241202,1.005
301209.SZ,20241202,1.0164
301208.SZ,20241202,1.851
301207.SZ,20241202,1.566
301206.SZ,20241202,1.5805
301205.SZ,20241202,1.802
301203.SZ,20241202,1.092
301202.SZ,20241202,1.0258
301201.SZ,20241202,1.6402
301200.SZ,20241202,1.081
301199.SZ,20241202,1.009
301198.SZ,20241202,1.745
301197.SZ,20241202,1.0119
301196.SZ,20241202,1.0864
301195.SZ,20241202,1.549
301193.SZ,20241202,1.645
301192.SZ,20241202,1.022
301191.SZ,20241202,1.33
301190.SZ,20241202,1.0255
301189.SZ,20241202,1.016
301188.SZ,20241202,1.029
301187.SZ,20241202,1.128
301186.SZ,20241202,1.038
301185.SZ,20241202,1.027
301183.SZ,20241202,1.002
301182.SZ,20241202,1.017
301181.SZ,20241202,1.3919
301180.SZ,20241202,1.0063
301179.SZ,20241202,2.6576
301178.SZ,20241202,1.4224
301177.SZ,20241202,1.082
301176.SZ,20241202,1.006
301175.SZ,20241202,1.028
301172.SZ,20241202,1.0141
301171.SZ,20241202,1.0106
301170.SZ,20241202,1.011
301169.SZ,20241202,1.008
301168.SZ,20241202,1.0118
301167.SZ,20241202,1.449
301166.SZ,20241202,1.044
301165.SZ,20241202,1.032
301163.SZ,20241202,1.02
301162.SZ,20241202,1.435
301161.SZ,20241202,1.012
301160.SZ,20241202,1.064
301159.SZ,20241202,1.0067
301158.SZ,20241202,1.034
301157.SZ,20241202,1.008
301156.SZ,20241202,1.9
301155.SZ,20241202,1.015
301153.SZ,20241202,3.382
301152.SZ,20241202,1.007
301151.SZ,20241202,1.0673
301150.SZ,20241202,2.803
301149.SZ,20241202,1.031
301148.SZ,20241202,1.062
301141.SZ,20241202,1.417
301139.SZ,20241202,1.0068
301138.SZ,20241202,1.079
301137.SZ,20241202,1.0193
301136.SZ,20241202,1.013
301135.SZ,20241202,1.041
301133.SZ,20241202,1.0155
301132.SZ,20241202,1.033
301131.SZ,20241202,1.026
301130.SZ,20241202,1.02
301129.SZ,20241202,1.862
301128.SZ,20241202,1.052
301127.SZ,20241202,1.4288
301126.SZ,20241202,1.008
301125.SZ,20241202,2.101
301123.SZ,20241202,1.0395
301122.SZ,20241202,1.347
301121.SZ,20241202,1.0104
301120.SZ,20241202,1.531
301119.SZ,20241202,1.316
301118.SZ,20241202,1.038
301117.SZ,20241202,1.01
301116.SZ,20241202,1.0124
301115.SZ,20241202,1.0565
301113.SZ,20241202,1.04
301112.SZ,20241202,1.022
301111.SZ,20241202,1.017
301110.SZ,20241202,1.4695
301109.SZ,20241202,1.696
301108.SZ,20241202,1.048
301107.SZ,20241202,1.035
