ts_code,trade_date,adj_factor
605033.SH,20241202,1.032
605028.SH,20241202,1.107
605020.SH,20241202,1.4369
605018.SH,20241202,1.078
605016.SH,20241202,2.5945
605011.SH,20241202,1.028
605009.SH,20241202,1.6833
605008.SH,20241202,1.445
605007.SH,20241202,1.059
605006.SH,20241202,1.279
605005.SH,20241202,1.04
605003.SH,20241202,1.357
605001.SH,20241202,1.371
603999.SH,20241202,2.532
603998.SH,20241202,4.4496
603997.SH,20241202,1.703
603995.SH,20241202,1.625
603993.SH,20241202,3.5709
603992.SH,20241202,1.0851
603991.SH,20241202,1.012
603990.SH,20241202,3.124
603989.SH,20241202,2.3312
603988.SH,20241202,3.425
603987.SH,20241202,2.331
603986.SH,20241202,5.632
603985.SH,20241202,4.638
603983.SH,20241202,1.0546
603982.SH,20241202,1.015
603980.SH,20241202,1.715
603979.SH,20241202,1.6366
603978.SH,20241202,2.016
603977.SH,20241202,2.1954
603976.SH,20241202,1.4948
603970.SH,20241202,2.246
603969.SH,20241202,4.7144
603968.SH,20241202,2.5521
603967.SH,20241202,1.597
603966.SH,20241202,2.485
603963.SH,20241202,2.232
603960.SH,20241202,3.1874
603959.SH,20241202,1.984
603958.SH,20241202,1.032
603956.SH,20241202,1.074
603955.SH,20241202,1.346
603950.SH,20241202,1.509
603949.SH,20241202,1.53
603948.SH,20241202,1.189
603939.SH,20241202,6.5543
603938.SH,20241202,2.652
603937.SH,20241202,1.099
603936.SH,20241202,2.01
603933.SH,20241202,2.0939
603931.SH,20241202,2.033
603929.SH,20241202,1.127
603928.SH,20241202,1.5367
603927.SH,20241202,2.126
603926.SH,20241202,2.043
603922.SH,20241202,1.4347
603920.SH,20241202,1.613
603919.SH,20241202,1.857
603918.SH,20241202,3.5551
603917.SH,20241202,1.507
603916.SH,20241202,1.346
603915.SH,20241202,1.5054
603912.SH,20241202,2.996
603909.SH,20241202,2.625
603908.SH,20241202,1.693
603906.SH,20241202,2.099
603903.SH,20241202,2.13
603901.SH,20241202,4.2814
603900.SH,20241202,1.6843
603899.SH,20241202,2.245
603898.SH,20241202,3.594
603897.SH,20241202,1.2814
603896.SH,20241202,1.381
603895.SH,20241202,1.412
603893.SH,20241202,1.0246
603890.SH,20241202,2.956
603889.SH,20241202,7.287
603888.SH,20241202,2.7172
603887.SH,20241202,2.408
603886.SH,20241202,1.43
603885.SH,20241202,3.016
603883.SH,20241202,2.6628
603882.SH,20241202,1.082
603881.SH,20241202,2.5933
603880.SH,20241202,2.961
603879.SH,20241202,2.559
603878.SH,20241202,3.73
603877.SH,20241202,1.262
603876.SH,20241202,1.9305
603871.SH,20241202,11.581
603869.SH,20241202,1.517
603868.SH,20241202,1.269
603867.SH,20241202,1.411
603866.SH,20241202,4.0538
603863.SH,20241202,1.008
603861.SH,20241202,1.0634
603860.SH,20241202,1.037
603859.SH,20241202,1.509
603858.SH,20241202,2.2122
603856.SH,20241202,1.4695
603855.SH,20241202,1.307
603848.SH,20241202,1.1171
603843.SH,20241202,1.437
603839.SH,20241202,1.892
603838.SH,20241202,2.085
603836.SH,20241202,1.094
603833.SH,20241202,1.5792
603829.SH,20241202,1.0592
603828.SH,20241202,4.656
603826.SH,20241202,1.8508
603825.SH,20241202,1.497
603823.SH,20241202,2.03
603822.SH,20241202,1.044
603819.SH,20241202,1.968
603818.SH,20241202,2.034
603817.SH,20241202,1.0723
603816.SH,20241202,2.149
603815.SH,20241202,1.0535
603813.SH,20241202,1.081
603811.SH,20241202,4.381
603810.SH,20241202,2.077
603809.SH,20241202,6.072
603808.SH,20241202,2.317
603806.SH,20241202,6.704
603803.SH,20241202,1.068
603801.SH,20241202,3.249
603800.SH,20241202,1.105
603799.SH,20241202,2.523
603798.SH,20241202,2.808
603797.SH,20241202,2.153
603790.SH,20241202,1.384
603789.SH,20241202,1.322
603788.SH,20241202,1.951
603787.SH,20241202,1.1002
603786.SH,20241202,1.039
603779.SH,20241202,1.472
603778.SH,20241202,6.313
603777.SH,20241202,1.4706
603773.SH,20241202,2.262
603768.SH,20241202,1.051
603767.SH,20241202,1.684
603766.SH,20241202,3.205
603759.SH,20241202,1.572
603758.SH,20241202,1.273
603757.SH,20241202,2.4891
603755.SH,20241202,1.036
603739.SH,20241202,1.469
603738.SH,20241202,4.943
603737.SH,20241202,5.2
603733.SH,20241202,1.1151
603730.SH,20241202,4.892
603729.SH,20241202,1.408
603728.SH,20241202,1.324
603727.SH,20241202,1.086
603726.SH,20241202,2.4038
603725.SH,20241202,2.074
603722.SH,20241202,1.057
603721.SH,20241202,1.349
603719.SH,20241202,1.064
603718.SH,20241202,2.3487
603717.SH,20241202,1.415
603716.SH,20241202,3.526
603713.SH,20241202,1.025
603712.SH,20241202,1.02
603711.SH,20241202,1.089
603709.SH,20241202,1.6272
603708.SH,20241202,1.934
603707.SH,20241202,3.8617
603706.SH,20241202,1.262
603703.SH,20241202,3.5127
603701.SH,20241202,3.575
603700.SH,20241202,1.506
603699.SH,20241202,1.35
603698.SH,20241202,1.378
603697.SH,20241202,1.6879
603696.SH,20241202,2.332
603693.SH,20241202,1.4118
603690.SH,20241202,1.2327
603689.SH,20241202,1.625
603688.SH,20241202,2.656
603687.SH,20241202,1.0231
603686.SH,20241202,3.261
603685.SH,20241202,1.8497
603683.SH,20241202,1.742
603682.SH,20241202,1.2104
603681.SH,20241202,1.0608
603680.SH,20241202,1.9972
603679.SH,20241202,1.438
603678.SH,20241202,2.6624
603677.SH,20241202,2.772
603676.SH,20241202,1.1106
603669.SH,20241202,3.221
603668.SH,20241202,1.574
603667.SH,20241202,1.447
603666.SH,20241202,2.797
603665.SH,20241202,1.591
603663.SH,20241202,2.8843
603662.SH,20241202,2.5138
603661.SH,20241202,1.517
603660.SH,20241202,2.015
603659.SH,20241202,4.234
603658.SH,20241202,1.449
603657.SH,20241202,1.58
603656.SH,20241202,2.065
603655.SH,20241202,1.0325
603650.SH,20241202,1.0755
603648.SH,20241202,1.19
603639.SH,20241202,3.3082
603638.SH,20241202,4.662
603637.SH,20241202,2.655
603636.SH,20241202,4.8984
603633.SH,20241202,2.8203
603630.SH,20241202,1.4137
603629.SH,20241202,2.03
603628.SH,20241202,1.031
603626.SH,20241202,2.103
603619.SH,20241202,1.0846
603618.SH,20241202,3.262
603617.SH,20241202,2.9706
603616.SH,20241202,2.013
603615.SH,20241202,1.155
603613.SH,20241202,4.5011
603612.SH,20241202,1.589
603611.SH,20241202,3.395
603610.SH,20241202,2.774
603609.SH,20241202,1.645
603608.SH,20241202,1.594
603607.SH,20241202,2.3035
603606.SH,20241202,4.11
603605.SH,20241202,2.05
603602.SH,20241202,2.6048
603601.SH,20241202,13.7751
603600.SH,20241202,3.3026
603599.SH,20241202,4.6437
603598.SH,20241202,2.013
603596.SH,20241202,1.432
603595.SH,20241202,1.974
603590.SH,20241202,1.0668
603589.SH,20241202,1.2205
603588.SH,20241202,6.9623
603587.SH,20241202,1.6712
603586.SH,20241202,1.212
603585.SH,20241202,2.1299
603583.SH,20241202,3.014
603580.SH,20241202,2.047
603579.SH,20241202,3.1766
603578.SH,20241202,1.9633
603577.SH,20241202,2.2079
603569.SH,20241202,1.576
603568.SH,20241202,3.731
603567.SH,20241202,2.1968
603566.SH,20241202,2.3
603565.SH,20241202,3.618
603559.SH,20241202,1.507
603558.SH,20241202,4.6278
603557.SH,20241202,1.058
603556.SH,20241202,1.581
603551.SH,20241202,1.3095
603538.SH,20241202,1.7389
603536.SH,20241202,2.028
603535.SH,20241202,2.2276
603533.SH,20241202,1.026
603530.SH,20241202,1.0399
603529.SH,20241202,2.2565
603528.SH,20241202,3.148
603527.SH,20241202,2.205
603520.SH,20241202,3.0002
603519.SH,20241202,4.7388
603518.SH,20241202,1.5149
603517.SH,20241202,1.5658
603516.SH,20241202,2.088
603515.SH,20241202,1.5496
603511.SH,20241202,1.147
603508.SH,20241202,2.287
603507.SH,20241202,1.3607
603506.SH,20241202,2.704
603505.SH,20241202,2.7003
603501.SH,20241202,1.3661
603500.SH,20241202,2.994
603499.SH,20241202,2.0085
603496.SH,20241202,2.8518
603489.SH,20241202,2.1385
603488.SH,20241202,1.6712
603486.SH,20241202,1.458
603477.SH,20241202,1.03
603466.SH,20241202,4.481
603458.SH,20241202,2.905
603456.SH,20241202,4.0573
603444.SH,20241202,1.3003
603439.SH,20241202,1.037
603429.SH,20241202,7.6069
603421.SH,20241202,1.5027
603416.SH,20241202,1.4625
603408.SH,20241202,1.1814
603399.SH,20241202,1.471
603398.SH,20241202,3.136
603396.SH,20241202,1.4648
603395.SH,20241202,1.0
603393.SH,20241202,2.8332
603392.SH,20241202,2.89
603391.SH,20241202,1.0299
603390.SH,20241202,1.0291
603389.SH,20241202,1.227
603388.SH,20241202,2.887
603387.SH,20241202,4.3023
603386.SH,20241202,1.52
603385.SH,20241202,1.479
603383.SH,20241202,2.6288
603381.SH,20241202,1.0
603380.SH,20241202,1.0787
603379.SH,20241202,1.465
603378.SH,20241202,2.207
603377.SH,20241202,1.766
603375.SH,20241202,1.0113
603373.SH,20241202,1.016
603369.SH,20241202,2.835
603368.SH,20241202,3.061
603367.SH,20241202,1.164
603366.SH,20241202,2.542
603365.SH,20241202,1.3195
603363.SH,20241202,1.329
603360.SH,20241202,4.686
603359.SH,20241202,2.0725
603358.SH,20241202,3.1904
603357.SH,20241202,2.0591
603356.SH,20241202,1.033
603355.SH,20241202,1.86
603353.SH,20241202,1.3837
603351.SH,20241202,2.121
603350.SH,20241202,1.0
603348.SH,20241202,1.042
603345.SH,20241202,1.0946
603344.SH,20241202,1.0139
603341.SH,20241202,1.012
603339.SH,20241202,1.65
603338.SH,20241202,7.264
603337.SH,20241202,2.4025
603336.SH,20241202,4.299
603335.SH,20241202,1.73
603333.SH,20241202,1.538
603332.SH,20241202,2.009
603331.SH,20241202,1.547
603330.SH,20241202,5.3129
603329.SH,20241202,1.088
603328.SH,20241202,2.9568
603327.SH,20241202,2.07
603326.SH,20241202,2.2331
603325.SH,20241202,1.0193
603324.SH,20241202,1.2388
603323.SH,20241202,1.772
603322.SH,20241202,1.973
603321.SH,20241202,1.093
603320.SH,20241202,1.383
603319.SH,20241202,2.6554
603318.SH,20241202,3.0784
603317.SH,20241202,2.589
603316.SH,20241202,1.34
603315.SH,20241202,2.0824
603313.SH,20241202,1.807
603312.SH,20241202,1.023
603311.SH,20241202,1.1013
603310.SH,20241202,1.0227
603309.SH,20241202,2.941
603308.SH,20241202,1.4821
603307.SH,20241202,1.0551
603306.SH,20241202,2.251
603305.SH,20241202,2.062
603303.SH,20241202,2.372
603301.SH,20241202,2.3091
603300.SH,20241202,5.5933
603299.SH,20241202,1.153
603298.SH,20241202,2.323
603297.SH,20241202,1.39
603296.SH,20241202,1.42
603291.SH,20241202,1.0183
603290.SH,20241202,1.433
603289.SH,20241202,1.471
603288.SH,20241202,8.487
603286.SH,20241202,1.019
603285.SH,20241202,1.0494
603283.SH,20241202,1.089
603282.SH,20241202,1.032
603281.SH,20241202,1.4991
603280.SH,20241202,1.03
603279.SH,20241202,1.698
603278.SH,20241202,1.4695
603277.SH,20241202,1.2533
603276.SH,20241202,1.312
603275.SH,20241202,1.0067
603273.SH,20241202,1.0073
603272.SH,20241202,1.0445
603270.SH,20241202,1.0127
603269.SH,20241202,2.393
603268.SH,20241202,1.426
603267.SH,20241202,1.442
603266.SH,20241202,2.094
603261.SH,20241202,1.01
603260.SH,20241202,1.516
603259.SH,20241202,2.483
603258.SH,20241202,1.1317
603256.SH,20241202,1.04
603255.SH,20241202,1.0042
603239.SH,20241202,3.722
603238.SH,20241202,1.577
603237.SH,20241202,2.0804
603236.SH,20241202,2.9217
603235.SH,20241202,1.046
603233.SH,20241202,3.0186
603232.SH,20241202,3.549
603231.SH,20241202,1.0291
603230.SH,20241202,1.057
603229.SH,20241202,4.7498
603228.SH,20241202,2.185
603227.SH,20241202,2.2219
603226.SH,20241202,4.166
603225.SH,20241202,2.106
603223.SH,20241202,3.986
603222.SH,20241202,2.865
603221.SH,20241202,1.035
603220.SH,20241202,1.3627
603219.SH,20241202,1.4912
603218.SH,20241202,2.0142
603217.SH,20241202,2.4597
603216.SH,20241202,1.079
603215.SH,20241202,1.07
603214.SH,20241202,1.546
603213.SH,20241202,1.106
603212.SH,20241202,1.021
603211.SH,20241202,1.0084
603209.SH,20241202,1.43
603208.SH,20241202,2.678
603207.SH,20241202,1.0
603206.SH,20241202,1.039
603205.SH,20241202,1.0
603203.SH,20241202,3.1077
603201.SH,20241202,2.0488
603200.SH,20241202,2.451
603199.SH,20241202,1.074
603198.SH,20241202,1.268
603197.SH,20241202,1.5361
603196.SH,20241202,1.119
603195.SH,20241202,2.361
603193.SH,20241202,1.0164
603192.SH,20241202,1.399
603191.SH,20241202,1.0195
603190.SH,20241202,1.0297
603189.SH,20241202,1.037
603188.SH,20241202,2.16
603187.SH,20241202,4.245
603186.SH,20241202,1.06
603185.SH,20241202,3.8416
603183.SH,20241202,4.927
603182.SH,20241202,1.057
603181.SH,20241202,3.134
603180.SH,20241202,2.2595
603179.SH,20241202,2.5963
603178.SH,20241202,1.057
603177.SH,20241202,1.012
603176.SH,20241202,1.0113
603173.SH,20241202,1.02
603172.SH,20241202,1.006
603171.SH,20241202,1.024
603170.SH,20241202,1.0505
603169.SH,20241202,1.627
603168.SH,20241202,4.774
603167.SH,20241202,1.4641
603166.SH,20241202,1.5679
603165.SH,20241202,2.442
603163.SH,20241202,1.303
603162.SH,20241202,2.23
603161.SH,20241202,1.5053
603159.SH,20241202,1.5089
603158.SH,20241202,4.3118
603156.SH,20241202,3.563
603155.SH,20241202,2.2316
603153.SH,20241202,1.026
603151.SH,20241202,1.0461
603150.SH,20241202,1.032
603139.SH,20241202,1.029
603138.SH,20241202,3.111
603137.SH,20241202,1.42
603136.SH,20241202,3.356
603135.SH,20241202,1.4372
603132.SH,20241202,1.1019
603131.SH,20241202,2.908
603130.SH,20241202,1.0309
603129.SH,20241202,1.074
603128.SH,20241202,3.2544
603127.SH,20241202,7.8179
603126.SH,20241202,1.6559
603125.SH,20241202,1.465
603123.SH,20241202,1.172
603122.SH,20241202,1.045
603121.SH,20241202,2.0226
603119.SH,20241202,1.31
603118.SH,20241202,2.559
603117.SH,20241202,1.482
603116.SH,20241202,1.8491
603115.SH,20241202,1.239
603113.SH,20241202,1.132
603112.SH,20241202,1.075
603111.SH,20241202,2.6716
603110.SH,20241202,2.099
603109.SH,20241202,1.515
603108.SH,20241202,5.6533
603107.SH,20241202,1.017
603106.SH,20241202,1.884
603105.SH,20241202,1.047
603103.SH,20241202,1.4537
603102.SH,20241202,1.05
603101.SH,20241202,2.1057
603100.SH,20241202,1.574
603099.SH,20241202,1.029
603098.SH,20241202,1.2752
603097.SH,20241202,1.017
603096.SH,20241202,1.424
603095.SH,20241202,1.6082
603093.SH,20241202,1.019
603091.SH,20241202,1.0
603090.SH,20241202,1.066
603089.SH,20241202,2.18
603088.SH,20241202,6.597
603087.SH,20241202,1.4384
603086.SH,20241202,5.865
603085.SH,20241202,2.633
603083.SH,20241202,2.2362
603082.SH,20241202,1.018
603081.SH,20241202,1.0756
603080.SH,20241202,1.104
603079.SH,20241202,2.07
603078.SH,20241202,5.3666
603077.SH,20241202,14.3612
603076.SH,20241202,1.439
603075.SH,20241202,1.024
603073.SH,20241202,1.037
603071.SH,20241202,1.135
603070.SH,20241202,1.024
603069.SH,20241202,1.022
603068.SH,20241202,1.0175
603067.SH,20241202,2.17
603066.SH,20241202,3.2083
603065.SH,20241202,1.0278
603063.SH,20241202,1.034
603062.SH,20241202,1.0695
603061.SH,20241202,1.0049
603060.SH,20241202,3.919
603059.SH,20241202,1.3109
603058.SH,20241202,1.159
603057.SH,20241202,1.0956
603056.SH,20241202,1.0454
603055.SH,20241202,1.528
603053.SH,20241202,1.141
603052.SH,20241202,2.009
603051.SH,20241202,1.015
603050.SH,20241202,2.249
603048.SH,20241202,1.0528
603045.SH,20241202,1.443
603043.SH,20241202,1.557
603042.SH,20241202,1.015
603041.SH,20241202,1.529
603040.SH,20241202,2.488
603039.SH,20241202,3.7579
603038.SH,20241202,3.839
603037.SH,20241202,3.0353
603036.SH,20241202,1.098
603035.SH,20241202,1.203
603033.SH,20241202,6.7666
603032.SH,20241202,1.694
603031.SH,20241202,2.075
603030.SH,20241202,3.589
603029.SH,20241202,1.368
603028.SH,20241202,1.3359
603027.SH,20241202,6.071
603026.SH,20241202,1.0783
603025.SH,20241202,2.91
603023.SH,20241202,6.911
603022.SH,20241202,2.582
603021.SH,20241202,2.665
603020.SH,20241202,2.257
603019.SH,20241202,4.062
603018.SH,20241202,7.6742
603017.SH,20241202,4.97
603016.SH,20241202,1.156
603015.SH,20241202,2.23
603013.SH,20241202,1.2374
603012.SH,20241202,2.216
603011.SH,20241202,2.098
603010.SH,20241202,4.831
603009.SH,20241202,2.624
603008.SH,20241202,1.651
603007.SH,20241202,2.572
603006.SH,20241202,2.366
603005.SH,20241202,2.795
603004.SH,20241202,1.0132
603003.SH,20241202,1.0248
603002.SH,20241202,1.843
603001.SH,20241202,1.4862
603000.SH,20241202,4.3319
601999.SH,20241202,1.1305
601998.SH,20241202,1.9192
601997.SH,20241202,1.919
601996.SH,20241202,4.959
601995.SH,20241202,1.0217
601992.SH,20241202,2.5151
601991.SH,20241202,2.7681
601990.SH,20241202,1.2774
601989.SH,20241202,1.688
601988.SH,20241202,2.4263
601985.SH,20241202,1.2057
601975.SH,20241202,1.0
601969.SH,20241202,1.036
601968.SH,20241202,1.0937
601966.SH,20241202,1.1152
601965.SH,20241202,1.8547
601963.SH,20241202,1.2054
601958.SH,20241202,1.5862
601956.SH,20241202,1.084
601952.SH,20241202,1.5339
601949.SH,20241202,1.1519
601939.SH,20241202,2.3313
601933.SH,20241202,9.169
601929.SH,20241202,2.185
601928.SH,20241202,1.5396
601921.SH,20241202,1.129
601919.SH,20241202,2.1579
601918.SH,20241202,1.622
601916.SH,20241202,1.324
601908.SH,20241202,4.3502
601901.SH,20241202,1.0558
601900.SH,20241202,1.2722
601899.SH,20241202,2.129
601898.SH,20241202,1.4125
601890.SH,20241202,2.89
601888.SH,20241202,2.271
601886.SH,20241202,2.7254
601882.SH,20241202,1.087
601881.SH,20241202,1.1575
601880.SH,20241202,2.7889
601878.SH,20241202,1.0866
601877.SH,20241202,1.9503
601872.SH,20241202,1.686
601869.SH,20241202,1.085
601868.SH,20241202,1.0359
601866.SH,20241202,1.2055
601865.SH,20241202,1.0505
601860.SH,20241202,1.192
601858.SH,20241202,1.1383
601857.SH,20241202,1.7025
601838.SH,20241202,1.3536
601828.SH,20241202,1.215
601827.SH,20241202,1.109
601825.SH,20241202,1.265
601818.SH,20241202,1.9211
601816.SH,20241202,1.0486
601811.SH,20241202,1.2954
601808.SH,20241202,1.205
601801.SH,20241202,2.711
601800.SH,20241202,1.4164
601799.SH,20241202,1.3099
601798.SH,20241202,1.074
601789.SH,20241202,2.5094
601788.SH,20241202,1.2819
601778.SH,20241202,1.014
601777.SH,20241202,1.175
601766.SH,20241202,1.4036
601728.SH,20241202,1.1701
601727.SH,20241202,1.143
601718.SH,20241202,1.1375
601717.SH,20241202,2.761
601702.SH,20241202,1.032
601700.SH,20241202,6.307
601699.SH,20241202,8.146
601698.SH,20241202,1.0084
601696.SH,20241202,1.018
601689.SH,20241202,2.29
601688.SH,20241202,1.3587
601686.SH,20241202,1.128
601678.SH,20241202,4.512
601677.SH,20241202,1.6025
601669.SH,20241202,1.3094
601668.SH,20241202,2.2692
601666.SH,20241202,3.546
601665.SH,20241202,1.1702
601658.SH,20241202,1.2693
601636.SH,20241202,3.9324
601633.SH,20241202,3.89
601628.SH,20241202,1.3229
601619.SH,20241202,1.1196
601618.SH,20241202,1.2715
601616.SH,20241202,2.167
601615.SH,20241202,1.0808
601611.SH,20241202,1.069
601609.SH,20241202,1.071
601608.SH,20241202,1.609
601607.SH,20241202,10.8628
601606.SH,20241202,1.0171
601601.SH,20241202,1.5697
601600.SH,20241202,1.0454
601599.SH,20241202,3.266
601598.SH,20241202,1.3047
601595.SH,20241202,1.2667
601588.SH,20241202,1.2904
601579.SH,20241202,1.113
601577.SH,20241202,1.2747
601568.SH,20241202,1.353
601567.SH,20241202,5.535
601566.SH,20241202,1.81
601555.SH,20241202,1.3806
601528.SH,20241202,1.402
601519.SH,20241202,2.911
601518.SH,20241202,1.672
601515.SH,20241202,4.3229
601512.SH,20241202,1.1579
601500.SH,20241202,1.3212
601456.SH,20241202,1.0324
601399.SH,20241202,1.0
601398.SH,20241202,2.3537
601390.SH,20241202,1.3623
601388.SH,20241202,5.476
601377.SH,20241202,2.7369
601375.SH,20241202,1.0543
601369.SH,20241202,2.4288
601368.SH,20241202,1.137
601366.SH,20241202,1.145
601360.SH,20241202,2.08
601339.SH,20241202,3.065
601336.SH,20241202,1.2757
601333.SH,20241202,1.3703
601330.SH,20241202,1.1149
601328.SH,20241202,2.5299
601326.SH,20241202,1.1848
601319.SH,20241202,1.1529
601318.SH,20241202,2.9955
601311.SH,20241202,3.174
601298.SH,20241202,1.2708
601288.SH,20241202,2.113
601279.SH,20241202,1.006
601238.SH,20241202,1.8009
601236.SH,20241202,1.171
601233.SH,20241202,3.1856
601231.SH,20241202,2.394
601229.SH,20241202,3.5676
601228.SH,20241202,1.087
601226.SH,20241202,1.6061
601225.SH,20241202,1.6331
601222.SH,20241202,5.367
601218.SH,20241202,2.4499
601216.SH,20241202,17.578
601212.SH,20241202,1.004
601211.SH,20241202,1.3129
601208.SH,20241202,3.058
601200.SH,20241202,1.647
601199.SH,20241202,4.8504
601198.SH,20241202,1.1366
601188.SH,20241202,1.297
601187.SH,20241202,1.189
601186.SH,20241202,1.4235
601179.SH,20241202,1.1608
601177.SH,20241202,1.043
601169.SH,20241202,4.695
601168.SH,20241202,1.345
601166.SH,20241202,5.4064
601163.SH,20241202,1.2031
601162.SH,20241202,1.136
601158.SH,20241202,1.791
601156.SH,20241202,1.0829
601155.SH,20241202,1.58
601139.SH,20241202,2.566
601138.SH,20241202,1.1615
601137.SH,20241202,2.349
601136.SH,20241202,1.013
601133.SH,20241202,1.0306
601128.SH,20241202,1.361
601127.SH,20241202,1.039
601126.SH,20241202,3.046
601121.SH,20241202,1.0455
601118.SH,20241202,1.0426
601117.SH,20241202,1.2707
601116.SH,20241202,1.261
601113.SH,20241202,2.117
601111.SH,20241202,1.145
601108.SH,20241202,1.172
601107.SH,20241202,1.453
601106.SH,20241202,1.008
601101.SH,20241202,4.487
601100.SH,20241202,3.5238
601099.SH,20241202,2.852
601098.SH,20241202,1.6477
601096.SH,20241202,1.0048
601089.SH,20241202,1.057
601088.SH,20241202,2.4803
601086.SH,20241202,1.366
601083.SH,20241202,1.0395
601077.SH,20241202,1.3433
601069.SH,20241202,1.017
601068.SH,20241202,1.005
601066.SH,20241202,1.0871
601065.SH,20241202,1.044
601061.SH,20241202,1.038
601059.SH,20241202,1.0084
601058.SH,20241202,5.4293
601038.SH,20241202,1.096
601033.SH,20241202,1.034
601028.SH,20241202,2.4093
601022.SH,20241202,1.026
601021.SH,20241202,2.078
601020.SH,20241202,1.4428
601019.SH,20241202,1.366
601018.SH,20241202,1.35
601016.SH,20241202,2.585
601015.SH,20241202,2.464
601012.SH,20241202,19.7265
601011.SH,20241202,2.638
601010.SH,20241202,5.244
601009.SH,20241202,6.7898
601008.SH,20241202,1.718
601007.SH,20241202,1.5159
601006.SH,20241202,2.5531
601005.SH,20241202,1.051
601003.SH,20241202,5.564
601002.SH,20241202,1.157
601001.SH,20241202,2.4715
601000.SH,20241202,6.879
600999.SH,20241202,2.1385
600998.SH,20241202,3.166
600997.SH,20241202,5.035
600996.SH,20241202,1.05
600995.SH,20241202,9.097
600993.SH,20241202,12.2644
600992.SH,20241202,1.5767
600990.SH,20241202,4.815
600989.SH,20241202,1.1467
600988.SH,20241202,5.474
600987.SH,20241202,7.382
600986.SH,20241202,5.814
600985.SH,20241202,4.721
600984.SH,20241202,2.518
600983.SH,20241202,2.722
600982.SH,20241202,4.61
600981.SH,20241202,5.053
600980.SH,20241202,1.8111
600979.SH,20241202,5.748
600977.SH,20241202,1.0902
600976.SH,20241202,3.121
600975.SH,20241202,7.316
600973.SH,20241202,8.834
600971.SH,20241202,12.81
600970.SH,20241202,14.603
600969.SH,20241202,2.091
600968.SH,20241202,1.109
600967.SH,20241202,5.6812
600966.SH,20241202,7.3494
600965.SH,20241202,2.2091
600963.SH,20241202,4.688
600962.SH,20241202,1.893
600961.SH,20241202,1.504
600960.SH,20241202,4.435
600959.SH,20241202,1.4031
600958.SH,20241202,1.2152
600956.SH,20241202,1.0896
600955.SH,20241202,1.023
600941.SH,20241202,1.1603
600939.SH,20241202,1.0787
600938.SH,20241202,1.2271
600936.SH,20241202,1.026
600935.SH,20241202,1.026
600933.SH,20241202,1.1379
600929.SH,20241202,1.1243
600928.SH,20241202,1.2262
600927.SH,20241202,1.0386
600926.SH,20241202,2.5198
600925.SH,20241202,1.075
600919.SH,20241202,1.543
600918.SH,20241202,1.0305
600917.SH,20241202,1.1549
600916.SH,20241202,1.105
600909.SH,20241202,1.2516
600908.SH,20241202,1.2742
600906.SH,20241202,1.0424
600905.SH,20241202,1.0417
600903.SH,20241202,1.44
600901.SH,20241202,1.955
600900.SH,20241202,3.6433
600898.SH,20241202,2.708
600897.SH,20241202,7.421
600895.SH,20241202,21.0022
600894.SH,20241202,4.2266
600893.SH,20241202,3.3438
600892.SH,20241202,6.323
600889.SH,20241202,4.643
600888.SH,20241202,13.414
600887.SH,20241202,85.826
600886.SH,20241202,53.1684
600885.SH,20241202,5.786
600884.SH,20241202,28.93
600883.SH,20241202,4.8715
600882.SH,20241202,2.379
600881.SH,20241202,47.238
600880.SH,20241202,29.7628
600879.SH,20241202,37.144
600877.SH,20241202,4.641
600876.SH,20241202,1.427
600875.SH,20241202,3.3237
600874.SH,20241202,1.8651
600873.SH,20241202,8.4477
600872.SH,20241202,11.488
600871.SH,20241202,2.464
600869.SH,20241202,10.9104
600868.SH,20241202,28.262
600867.SH,20241202,38.268
600866.SH,20241202,15.554
600865.SH,20241202,5.372
600864.SH,20241202,10.574
600863.SH,20241202,21.8029
600862.SH,20241202,7.4474
600861.SH,20241202,2.4979
600860.SH,20241202,1.661
600859.SH,20241202,4.7543
600858.SH,20241202,6.9964
600857.SH,20241202,5.806
600855.SH,20241202,1.643
600854.SH,20241202,6.667
600853.SH,20241202,3.2425
600851.SH,20241202,12.1711
600850.SH,20241202,9.692
600848.SH,20241202,2.9542
600847.SH,20241202,1.862
600846.SH,20241202,17.7758
600845.SH,20241202,14.984
600844.SH,20241202,6.935
600843.SH,20241202,2.8755
600841.SH,20241202,2.942
600839.SH,20241202,28.8165
600838.SH,20241202,9.4209
600837.SH,20241202,25.1486
600835.SH,20241202,5.7486
600834.SH,20241202,4.0361
600833.SH,20241202,7.702
600831.SH,20241202,6.488
600830.SH,20241202,9.971
600829.SH,20241202,9.9093
600828.SH,20241202,12.353
600827.SH,20241202,8.9386
600826.SH,20241202,7.5673
600825.SH,20241202,12.754
600824.SH,20241202,27.0396
600822.SH,20241202,2.728
600821.SH,20241202,4.6651
600820.SH,20241202,22.6417
600819.SH,20241202,3.448
600818.SH,20241202,2.155
600817.SH,20241202,4.965
600816.SH,20241202,30.964
600815.SH,20241202,6.365
600814.SH,20241202,6.669
600812.SH,20241202,4.04
600811.SH,20241202,15.624
600810.SH,20241202,5.0056
600809.SH,20241202,6.4766
600808.SH,20241202,2.519
600807.SH,20241202,6.536
600805.SH,20241202,14.398
600804.SH,20241202,8.058
600803.SH,20241202,7.0194
600802.SH,20241202,3.473
600801.SH,20241202,11.696
600800.SH,20241202,9.904
600798.SH,20241202,8.537
