ts_code,trade_date,suspend_timing,suspend_type
000549.SZ,19991015,,S
600065.SH,19991015,,S
600705.SH,19991015,,S
600053.SH,19991015,,S
000880.SZ,19991015,,S
600058.SH,19991015,,S
600759.SH,19991018,,S
600157.SH,19991018,,S
600718.SH,19991018,,S
600638.SH,19991018,,S
600166.SH,19991018,,S
600775.SH,19991019,,S
000623.SZ,19991019,,S
600838.SH,19991019,,S
000016.SZ,19991019,,S
600759.SH,19991019,,S
000829.SZ,19991020,,S
600759.SH,19991020,,S
000931.SZ,19991020,,S
000917.SZ,19991021,,S
600759.SH,19991021,,S
000703.SZ,19991021,,S
600075.SH,19991022,,S
600759.SH,19991022,,S
600628.SH,19991022,,S
000805.SZ,19991022,,S
600759.SH,19991025,,S
600056.SH,19991026,,S
000809.SZ,19991026,,S
000408.SZ,19991026,,S
600759.SH,19991026,,S
600759.SH,19991027,,S
600809.SH,19991028,,S
000691.SZ,19991028,,S
600759.SH,19991028,,S
600806.SH,19991028,,S
000797.SZ,19991029,,S
000892.SZ,19991029,,S
600759.SH,19991029,,S
600759.SH,19991101,,S
000506.SZ,19991101,,S
000898.SZ,19991101,,S
600879.SH,19991101,,S
600885.SH,19991101,,S
600715.SH,19991101,,S
000521.SZ,19991101,,S
600128.SH,19991101,,S
000016.SZ,19991101,,S
000517.SZ,19991101,,S
000506.SZ,19991102,,S
600105.SH,19991102,,S
600762.SH,19991102,,S
600698.SH,19991102,,S
000816.SZ,19991102,,S
000016.SZ,19991102,,S
600876.SH,19991102,,S
600759.SH,19991102,,S
000506.SZ,19991103,,S
000016.SZ,19991103,,S
600759.SH,19991103,,S
600762.SH,19991103,,S
000016.SZ,19991104,,S
600759.SH,19991104,,S
000506.SZ,19991104,,S
000506.SZ,19991105,,S
600759.SH,19991105,,S
600069.SH,19991108,,S
000815.SZ,19991108,,S
000681.SZ,19991108,,S
600759.SH,19991108,,S
000737.SZ,19991109,,S
600759.SH,19991109,,S
600647.SH,19991109,,S
600181.SH,19991109,,S
600647.SH,19991110,,S
600759.SH,19991110,,S
600771.SH,19991111,,S
600759.SH,19991111,,S
600748.SH,19991112,,S
000078.SZ,19991112,,S
600163.SH,19991112,,S
600759.SH,19991112,,S
600771.SH,19991112,,S
000730.SZ,19991112,,S
000059.SZ,19991115,,S
600759.SH,19991115,,S
000666.SZ,19991115,,S
600125.SH,19991116,,S
600759.SH,19991116,,S
000908.SZ,19991116,,S
000519.SZ,19991116,,S
600759.SH,19991117,,S
000621.SZ,19991117,,S
600627.SH,19991118,,S
600759.SH,19991118,,S
600750.SH,19991118,,S
600790.SH,19991119,,S
600759.SH,19991119,,S
600605.SH,19991119,,S
000636.SZ,19991119,,S
600890.SH,19991122,,S
600759.SH,19991122,,S
600861.SH,19991122,,S
600117.SH,19991122,,S
600642.SH,19991122,,S
000927.SZ,19991123,,S
600767.SH,19991123,,S
600878.SH,19991123,,S
600759.SH,19991123,,S
600208.SH,19991124,,S
600759.SH,19991124,,S
000730.SZ,19991125,,S
600602.SH,19991125,,S
600759.SH,19991125,,S
600065.SH,19991126,,S
600602.SH,19991126,,S
000538.SZ,19991126,,S
000089.SZ,19991126,,S
600863.SH,19991126,,S
600759.SH,19991126,,S
600602.SH,19991129,,S
600607.SH,19991129,,S
600193.SH,19991129,,S
600772.SH,19991129,,S
600728.SH,19991129,,S
000677.SZ,19991129,,S
600879.SH,19991129,,S
600156.SH,19991129,,S
600797.SH,19991130,,S
000686.SZ,19991130,,S
000897.SZ,19991130,,S
000660.SZ,19991130,,S
600742.SH,19991130,,S
000796.SZ,19991130,,S
600183.SH,19991201,,S
000034.SZ,19991201,,S
600681.SH,19991206,,S
000404.SZ,19991206,,S
000620.SZ,19991206,,S
000567.SZ,19991206,,S
600791.SH,19991206,,S
600199.SH,19991206,,S
600792.SH,19991206,,S
600749.SH,19991207,,S
000812.SZ,19991208,,S
000010.SZ,19991210,,S
600181.SH,19991210,,S
000669.SZ,19991210,,S
000628.SZ,19991213,,S
600656.SH,19991213,,S
600870.SH,19991213,,S
000672.SZ,19991213,,S
000887.SZ,19991213,,S
600899.SH,19991213,,S
600877.SH,19991214,,S
000589.SZ,19991214,,S
600656.SH,19991214,,S
600600.SH,19991214,,S
600789.SH,19991215,,S
600052.SH,19991216,,S
000537.SZ,19991216,,S
600718.SH,19991216,,S
600171.SH,19991216,,S
600642.SH,19991216,,S
000551.SZ,19991216,,S
600718.SH,19991217,,S
000830.SZ,19991217,,S
000599.SZ,19991217,,S
000506.SZ,19991221,,S
000505.SZ,19991221,,S
600212.SH,19991221,,S
000510.SZ,19991221,,S
600091.SH,19991221,,S
000892.SZ,19991221,,S
000503.SZ,19991221,,S
600064.SH,19991221,,S
000797.SZ,19991221,,S
600895.SH,19991221,,S
000552.SZ,19991221,,S
600801.SH,19991221,,S
600216.SH,19991221,,S
600162.SH,19991221,,S
600756.SH,19991221,,S
600773.SH,19991221,,S
000805.SZ,19991221,,S
600084.SH,19991222,,S
600700.SH,19991222,,S
600871.SH,19991223,,S
600875.SH,19991223,,S
000881.SZ,19991223,,S
000526.SZ,19991223,,S
000932.SZ,19991224,,S
600625.SH,19991224,,S
000671.SZ,19991224,,S
600698.SH,19991224,,S
000515.SZ,19991224,,S
000523.SZ,19991224,,S
000546.SZ,19991227,,S
000571.SZ,19991227,,S
000615.SZ,19991227,,S
600176.SH,19991227,,S
600766.SH,19991227,,S
600794.SH,19991227,,S
000429.SZ,19991227,,S
000802.SZ,19991227,,S
000570.SZ,19991227,,S
600110.SH,19991227,,S
600359.SH,19991227,,S
600068.SH,19991227,,S
600054.SH,19991227,,S
600711.SH,19991227,,S
600669.SH,19991227,,S
000908.SZ,19991227,,S
000711.SZ,19991227,,S
000760.SZ,19991227,,S
000412.SZ,19991227,,S
600852.SH,19991227,,S
600159.SH,19991227,,S
000561.SZ,19991227,,S
000413.SZ,19991228,,S
600679.SH,19991228,,S
000753.SZ,19991228,,S
000566.SZ,19991228,,S
600603.SH,19991229,,S
000929.SZ,19991229,,S
600687.SH,19991230,,S
000056.SZ,19991230,,S
000627.SZ,19991230,,S
600637.SH,19991230,,S
000900.SZ,19991230,,S
600712.SH,19991230,,S
000769.SZ,19991230,,S
600168.SH,19991230,,S
000897.SZ,19991230,,S
600752.SH,19991230,,S
600266.SH,19991230,,S
000534.SZ,19991230,,S
600646.SH,20000104,,S
000509.SZ,20000104,,S
600815.SH,20000104,,S
600847.SH,20000104,,S
600672.SH,20000104,,S
600657.SH,20000104,,S
000901.SZ,20000104,,S
600687.SH,20000104,,S
000599.SZ,20000105,,S
600687.SH,20000105,,S
000956.SZ,20000105,,S
600847.SH,20000105,,S
000024.SZ,20000106,,S
000929.SZ,20000107,,S
000612.SZ,20000107,,S
600178.SH,20000110,,S
600702.SH,20000110,,S
600127.SH,20000110,,S
600763.SH,20000110,,S
000428.SZ,20000111,,S
000663.SZ,20000111,,S
000890.SZ,20000111,,S
600646.SH,20000111,,S
000066.SZ,20000114,,S
000029.SZ,20000114,,S
600855.SH,20000117,,S
600218.SH,20000117,,S
000681.SZ,20000117,,S
000018.SZ,20000118,,S
000415.SZ,20000118,,S
000036.SZ,20000118,,S
600199.SH,20000118,,S
000525.SZ,20000118,,S
000618.SZ,20000118,,S
000618.SZ,20000119,,S
000948.SZ,20000119,,S
600629.SH,20000120,,S
600862.SH,20000120,,S
000416.SZ,20000120,,S
000827.SZ,20000121,,S
000583.SZ,20000121,,S
600691.SH,20000124,,S
000827.SZ,20000124,,S
000683.SZ,20000124,,S
000047.SZ,20000125,,S
000783.SZ,20000125,,S
000962.SZ,20000126,,S
000729.SZ,20000126,,S
000606.SZ,20000126,,S
600657.SH,20000126,,S
000676.SZ,20000127,,S
000788.SZ,20000128,,S
000601.SZ,20000128,,S
000518.SZ,20000128,,S
600707.SH,20000128,,S
000515.SZ,20000128,,S
000024.SZ,20000128,,S
000024.SZ,20000214,,S
600892.SH,20000214,,S
600139.SH,20000214,,S
000544.SZ,20000214,,S
000851.SZ,20000214,,S
600829.SH,20000214,,S
000788.SZ,20000214,,S
000024.SZ,20000215,,S
000820.SZ,20000215,,S
600724.SH,20000215,,S
600726.SH,20000215,,S
600892.SH,20000215,,S
600083.SH,20000215,,S
000024.SZ,20000216,,S
000673.SZ,20000216,,S
000882.SZ,20000217,,S
000024.SZ,20000217,,S
000024.SZ,20000218,,S
000060.SZ,20000218,,S
600644.SH,20000218,,S
000515.SZ,20000218,,S
000822.SZ,20000218,,S
600794.SH,20000218,,S
600805.SH,20000218,,S
600855.SH,20000218,,S
000518.SZ,20000218,,S
000653.SZ,20000218,,S
000420.SZ,20000221,,S
600805.SH,20000221,,S
000688.SZ,20000221,,S
000665.SZ,20000221,,S
000912.SZ,20000221,,S
000918.SZ,20000221,,S
600085.SH,20000222,,S
000952.SZ,20000222,,S
600670.SH,20000222,,S
600068.SH,20000222,,S
000801.SZ,20000222,,S
000419.SZ,20000223,,S
000615.SZ,20000224,,S
600818.SH,20000224,,S
000594.SZ,20000224,,S
600771.SH,20000225,,S
600676.SH,20000225,,S
000430.SZ,20000225,,S
000858.SZ,20000225,,S
000827.SZ,20000225,,S
600653.SH,20000228,,S
600148.SH,20000228,,S
600006.SH,20000228,,S
600761.SH,20000228,,S
600156.SH,20000228,,S
600152.SH,20000228,,S
600802.SH,20000228,,S
000506.SZ,20000228,,S
000730.SZ,20000228,,S
000717.SZ,20000228,,S
000659.SZ,20000228,,S
600138.SH,20000228,,S
000671.SZ,20000228,,S
600166.SH,20000228,,S
000599.SZ,20000229,,S
000859.SZ,20000229,,S
600704.SH,20000229,,S
000048.SZ,20000229,,S
000402.SZ,20000229,,S
000801.SZ,20000229,,S
000787.SZ,20000229,,S
600713.SH,20000229,,S
000668.SZ,20000229,,S
000636.SZ,20000301,,S
000409.SZ,20000301,,S
000662.SZ,20000301,,S
000815.SZ,20000301,,S
000859.SZ,20000301,,S
600089.SH,20000301,,S
000892.SZ,20000301,,S
000689.SZ,20000302,,S
000606.SZ,20000302,,S
600670.SH,20000302,,S
000537.SZ,20000303,,S
000561.SZ,20000306,,S
600709.SH,20000306,,S
600724.SH,20000306,,S
600658.SH,20000308,,S
600731.SH,20000309,,S
000753.SZ,20000309,,S
600871.SH,20000310,,S
600607.SH,20000310,,S
000889.SZ,20000310,,S
000631.SZ,20000310,,S
600089.SH,20000313,,S
600759.SH,20000313,,S
600076.SH,20000313,,S
600818.SH,20000314,,S
000407.SZ,20000314,,S
000407.SZ,20000315,,S
600762.SH,20000316,,S
600855.SH,20000316,,S
600876.SH,20000316,,S
000537.SZ,20000316,,S
000535.SZ,20000316,,S
000828.SZ,20000316,,S
000750.SZ,20000316,,S
000816.SZ,20000316,,S
000705.SZ,20000316,,S
000856.SZ,20000316,,S
000750.SZ,20000317,,S
000401.SZ,20000317,,S
600883.SH,20000317,,S
000650.SZ,20000317,,S
000065.SZ,20000317,,S
600192.SH,20000317,,S
000526.SZ,20000320,,S
600782.SH,20000320,,S
600807.SH,20000320,,S
000503.SZ,20000320,,S
600817.SH,20000320,,S
600136.SH,20000320,,S
600198.SH,20000320,,S
000685.SZ,20000320,,S
000578.SZ,20000320,,S
000830.SZ,20000320,,S
000578.SZ,20000321,,S
000639.SZ,20000321,,S
000899.SZ,20000321,,S
000677.SZ,20000321,,S
600666.SH,20000321,,S
000607.SZ,20000322,,S
600177.SH,20000323,,S
000673.SZ,20000323,,S
600196.SH,20000323,,S
600121.SH,20000324,,S
600824.SH,20000324,,S
600878.SH,20000324,,S
000850.SZ,20000324,,S
600700.SH,20000324,,S
600157.SH,20000324,,S
600606.SH,20000324,,S
000583.SZ,20000324,,S
000812.SZ,20000327,,S
600068.SH,20000327,,S
000595.SZ,20000327,,S
000669.SZ,20000327,,S
600054.SH,20000327,,S
600155.SH,20000327,,S
600720.SH,20000327,,S
600605.SH,20000327,,S
600128.SH,20000327,,S
000423.SZ,20000328,,S
000811.SZ,20000328,,S
000020.SZ,20000328,,S
600868.SH,20000328,,S
000859.SZ,20000328,,S
600772.SH,20000328,,S
000619.SZ,20000328,,S
000417.SZ,20000328,,S
600067.SH,20000328,,S
600210.SH,20000329,,S
600759.SH,20000329,,S
600187.SH,20000330,,S
600148.SH,20000330,,S
600165.SH,20000330,,S
000765.SZ,20000330,,S
000413.SZ,20000330,,S
000939.SZ,20000330,,S
000623.SZ,20000330,,S
000898.SZ,20000330,,S
600816.SH,20000331,,S
600661.SH,20000331,,S
600870.SH,20000331,,S
000506.SZ,20000331,,S
000407.SZ,20000331,,S
000848.SZ,20000331,,S
600777.SH,20000403,,S
000863.SZ,20000403,,S
000906.SZ,20000403,,S
000059.SZ,20000403,,S
000407.SZ,20000403,,S
600168.SH,20000403,,S
000672.SZ,20000403,,S
000046.SZ,20000403,,S
000908.SZ,20000403,,S
000656.SZ,20000403,,S
600183.SH,20000404,,S
000626.SZ,20000405,,S
600120.SH,20000405,,S
000752.SZ,20000405,,S
000888.SZ,20000405,,S
000930.SZ,20000405,,S
000089.SZ,20000406,,S
600702.SH,20000406,,S
000778.SZ,20000406,,S
600191.SH,20000406,,S
600721.SH,20000406,,S
000411.SZ,20000406,,S
000635.SZ,20000406,,S
600707.SH,20000406,,S
000832.SZ,20000407,,S
000515.SZ,20000407,,S
000669.SZ,20000407,,S
000518.SZ,20000407,,S
000522.SZ,20000407,,S
000918.SZ,20000410,,S
000693.SZ,20000410,,S
000622.SZ,20000410,,S
000400.SZ,20000410,,S
600180.SH,20000410,,S
000880.SZ,20000410,,S
000415.SZ,20000410,,S
600061.SH,20000410,,S
600166.SH,20000410,,S
600218.SH,20000410,,S
000612.SZ,20000410,,S
000517.SZ,20000410,,S
000557.SZ,20000410,,S
600811.SH,20000410,,S
000905.SZ,20000410,,S
600881.SH,20000410,,S
000921.SZ,20000410,,S
600190.SH,20000410,,S
600209.SH,20000410,,S
600156.SH,20000410,,S
000636.SZ,20000410,,S
600629.SH,20000410,,S
000926.SZ,20000410,,S
600830.SH,20000410,,S
000088.SZ,20000411,,S
600133.SH,20000411,,S
600190.SH,20000411,,S
600681.SH,20000411,,S
600785.SH,20000411,,S
600774.SH,20000411,,S
000038.SZ,20000411,,S
000876.SZ,20000411,,S
600851.SH,20000411,,S
600798.SH,20000411,,S
000675.SZ,20000412,,S
000588.SZ,20000412,,S
600162.SH,20000412,,S
600062.SH,20000412,,S
600071.SH,20000412,,S
600683.SH,20000412,,S
600138.SH,20000412,,S
000790.SZ,20000412,,S
600699.SH,20000412,,S
000667.SZ,20000412,,S
600806.SH,20000412,,S
000032.SZ,20000412,,S
000009.SZ,20000413,,S
600852.SH,20000414,,S
000515.SZ,20000414,,S
000719.SZ,20000414,,S
600760.SH,20000417,,S
000917.SZ,20000417,,S
000554.SZ,20000417,,S
000779.SZ,20000417,,S
600117.SH,20000417,,S
600787.SH,20000417,,S
000962.SZ,20000417,,S
600268.SH,20000417,,S
000519.SZ,20000417,,S
600794.SH,20000417,,S
000651.SZ,20000417,,S
000953.SZ,20000417,,S
000920.SZ,20000417,,S
600658.SH,20000417,,S
000657.SZ,20000417,,S
000780.SZ,20000417,,S
000608.SZ,20000418,,S
000514.SZ,20000418,,S
000564.SZ,20000418,,S
000895.SZ,20000418,,S
600118.SH,20000418,,S
600794.SH,20000418,,S
000949.SZ,20000418,,S
600063.SH,20000418,,S
000893.SZ,20000418,,S
000716.SZ,20000418,,S
600676.SH,20000418,,S
000615.SZ,20000418,,S
000837.SZ,20000418,,S
000025.SZ,20000418,,S
000689.SZ,20000418,,S
000511.SZ,20000418,,S
600896.SH,20000418,,S
000518.SZ,20000418,,S
600081.SH,20000418,,S
000928.SZ,20000418,,S
000633.SZ,20000418,,S
000831.SZ,20000418,,S
600163.SH,20000418,,S
600857.SH,20000418,,S
000504.SZ,20000418,,S
000690.SZ,20000419,,S
000860.SZ,20000420,,S
600200.SH,20000420,,S
000697.SZ,20000420,,S
600807.SH,20000420,,S
600773.SH,20000420,,S
000911.SZ,20000420,,S
000590.SZ,20000420,,S
600657.SH,20000420,,S
600111.SH,20000420,,S
000937.SZ,20000420,,S
000750.SZ,20000420,,S
000503.SZ,20000420,,S
000546.SZ,20000420,,S
000561.SZ,20000420,,S
600740.SH,20000420,,S
600359.SH,20000421,,S
600070.SH,20000421,,S
000821.SZ,20000421,,S
600056.SH,20000421,,S
000065.SZ,20000421,,S
000515.SZ,20000421,,S
000639.SZ,20000421,,S
600752.SH,20000421,,S
000600.SZ,20000421,,S
000882.SZ,20000421,,S
000679.SZ,20000421,,S
000777.SZ,20000421,,S
600672.SH,20000424,,S
600733.SH,20000424,,S
600718.SH,20000424,,S
600818.SH,20000424,,S
600076.SH,20000424,,S
600764.SH,20000424,,S
600660.SH,20000424,,S
000429.SZ,20000424,,S
000552.SZ,20000424,,S
001896.SZ,20000424,,S
600770.SH,20000424,,S
000655.SZ,20000424,,S
600735.SH,20000424,,S
000528.SZ,20000424,,S
000636.SZ,20000424,,S
000607.SZ,20000424,,S
600758.SH,20000425,,S
600193.SH,20000425,,S
600181.SH,20000425,,S
600102.SH,20000425,,S
600137.SH,20000425,,S
600079.SH,20000425,,S
600723.SH,20000425,,S
600741.SH,20000425,,S
000589.SZ,20000425,,S
600186.SH,20000425,,S
600006.SH,20000425,,S
001696.SZ,20000425,,S
600077.SH,20000425,,S
000403.SZ,20000425,,S
600084.SH,20000425,,S
600762.SH,20000425,,S
000938.SZ,20000425,,S
000507.SZ,20000425,,S
000538.SZ,20000425,,S
600641.SH,20000425,,S
000509.SZ,20000425,,S
000783.SZ,20000425,,S
000901.SZ,20000425,,S
600179.SH,20000426,,S
000413.SZ,20000426,,S
000768.SZ,20000426,,S
600051.SH,20000426,,S
000010.SZ,20000426,,S
000923.SZ,20000426,,S
000958.SZ,20000426,,S
600897.SH,20000426,,S
600873.SH,20000426,,S
600199.SH,20000426,,S
600801.SH,20000426,,S
000630.SZ,20000426,,S
000727.SZ,20000426,,S
600686.SH,20000426,,S
600112.SH,20000426,,S
000755.SZ,20000426,,S
000735.SZ,20000427,,S
600847.SH,20000427,,S
000686.SZ,20000427,,S
000017.SZ,20000427,,S
600775.SH,20000427,,S
600876.SH,20000427,,S
000689.SZ,20000427,,S
000030.SZ,20000427,,S
600659.SH,20000427,,S
600629.SH,20000427,,S
600845.SH,20000427,,S
000627.SZ,20000428,,S
000020.SZ,20000428,,S
600087.SH,20000428,,S
000802.SZ,20000428,,S
600737.SH,20000428,,S
000030.SZ,20000428,,S
600205.SH,20000428,,S
000422.SZ,20000428,,S
000526.SZ,20000428,,S
600101.SH,20000428,,S
600722.SH,20000428,,S
000767.SZ,20000428,,S
000713.SZ,20000428,,S
600613.SH,20000428,,S
000877.SZ,20000428,,S
000585.SZ,20000428,,S
600098.SH,20000428,,S
000933.SZ,20000428,,S
600146.SH,20000428,,S
600093.SH,20000428,,S
600638.SH,20000428,,S
600858.SH,20000428,,S
600002.SH,20000428,,S
000700.SZ,20000428,,S
000606.SZ,20000428,,S
600805.SH,20000428,,S
000017.SZ,20000428,,S
000782.SZ,20000428,,S
000062.SZ,20000428,,S
600220.SH,20000428,,S
600125.SH,20000428,,S
000662.SZ,20000428,,S
001696.SZ,20000428,,S
000935.SZ,20000428,,S
600756.SH,20000428,,S
600106.SH,20000428,,S
000786.SZ,20000428,,S
000515.SZ,20000428,,S
600602.SH,20000428,,S
000763.SZ,20000428,,S
000861.SZ,20000428,,S
600153.SH,20000428,,S
600145.SH,20000428,,S
600753.SH,20000508,,S
600696.SH,20000508,,S
600808.SH,20000508,,S
600833.SH,20000508,,S
000550.SZ,20000508,,S
600877.SH,20000508,,S
000619.SZ,20000508,,S
000055.SZ,20000508,,S
000602.SZ,20000508,,S
000636.SZ,20000508,,S
600855.SH,20000508,,S
000829.SZ,20000508,,S
000585.SZ,20000508,,S
600890.SH,20000508,,S
000789.SZ,20000508,,S
600083.SH,20000508,,S
600766.SH,20000508,,S
000658.SZ,20000508,,S
600227.SH,20000508,,S
600132.SH,20000508,,S
000048.SZ,20000508,,S
000594.SZ,20000508,,S
000090.SZ,20000508,,S
600778.SH,20000508,,S
600178.SH,20000508,,S
000737.SZ,20000508,,S
000501.SZ,20000508,,S
000566.SZ,20000508,,S
600127.SH,20000508,,S
600053.SH,20000508,,S
600788.SH,20000508,,S
000069.SZ,20000508,,S
000792.SZ,20000508,,S
600119.SH,20000508,,S
600669.SH,20000508,,S
000545.SZ,20000508,,S
000592.SZ,20000508,,S
600625.SH,20000508,,S
600107.SH,20000508,,S
000549.SZ,20000508,,S
600135.SH,20000508,,S
000961.SZ,20000508,,S
600226.SH,20000508,,S
000011.SZ,20000508,,S
000611.SZ,20000508,,S
600099.SH,20000508,,S
600059.SH,20000508,,S
000003.SZ,20000508,,S
000068.SZ,20000508,,S
000505.SZ,20000508,,S
000418.SZ,20000508,,S
000559.SZ,20000508,,S
600842.SH,20000508,,S
600092.SH,20000508,,S
000061.SZ,20000508,,S
000736.SZ,20000508,,S
600173.SH,20000508,,S
600712.SH,20000508,,S
000878.SZ,20000508,,S
000015.SZ,20000508,,S
600211.SH,20000508,,S
600000.SH,20000508,,S
600728.SH,20000508,,S
600064.SH,20000508,,S
600892.SH,20000508,,S
000890.SZ,20000508,,S
000404.SZ,20000509,,S
000060.SZ,20000509,,S
000897.SZ,20000509,,S
000658.SZ,20000509,,S
600225.SH,20000509,,S
600850.SH,20000509,,S
600855.SH,20000509,,S
600833.SH,20000509,,S
000636.SZ,20000509,,S
000899.SZ,20000509,,S
600215.SH,20000509,,S
600717.SH,20000509,,S
600097.SH,20000509,,S
600727.SH,20000509,,S
000912.SZ,20000509,,S
000723.SZ,20000509,,S
600083.SH,20000509,,S
000715.SZ,20000509,,S
600625.SH,20000509,,S
600207.SH,20000509,,S
000602.SZ,20000509,,S
600691.SH,20000509,,S
000925.SZ,20000509,,S
000550.SZ,20000509,,S
000591.SZ,20000509,,S
000663.SZ,20000509,,S
000015.SZ,20000509,,S
000527.SZ,20000509,,S
000916.SZ,20000509,,S
600714.SH,20000510,,S
600069.SH,20000510,,S
000661.SZ,20000510,,S
000510.SZ,20000510,,S
600840.SH,20000510,,S
000806.SZ,20000510,,S
600151.SH,20000510,,S
600207.SH,20000510,,S
000593.SZ,20000510,,S
000551.SZ,20000510,,S
000558.SZ,20000510,,S
600171.SH,20000510,,S
000922.SZ,20000510,,S
600083.SH,20000510,,S
600746.SH,20000510,,S
600719.SH,20000510,,S
000687.SZ,20000510,,S
600739.SH,20000510,,S
000900.SZ,20000510,,S
600855.SH,20000510,,S
600831.SH,20000510,,S
000827.SZ,20000510,,S
000952.SZ,20000510,,S
600814.SH,20000510,,S
000636.SZ,20000510,,S
600713.SH,20000510,,S
000024.SZ,20000510,,S
000516.SZ,20000510,,S
600799.SH,20000510,,S
600161.SH,20000510,,S
600750.SH,20000510,,S
600217.SH,20000510,,S
000602.SZ,20000510,,S
000550.SZ,20000510,,S
000666.SZ,20000510,,S
600625.SH,20000510,,S
600833.SH,20000510,,S
000562.SZ,20000511,,S
000636.SZ,20000511,,S
000510.SZ,20000511,,S
600083.SH,20000511,,S
000913.SZ,20000511,,S
600855.SH,20000511,,S
600821.SH,20000511,,S
000550.SZ,20000511,,S
600796.SH,20000511,,S
600833.SH,20000511,,S
000785.SZ,20000511,,S
000798.SZ,20000511,,S
600625.SH,20000511,,S
600123.SH,20000512,,S
600611.SH,20000512,,S
000560.SZ,20000512,,S
000617.SZ,20000512,,S
000583.SZ,20000512,,S
600765.SH,20000512,,S
000004.SZ,20000512,,S
000936.SZ,20000512,,S
000405.SZ,20000512,,S
000569.SZ,20000512,,S
600120.SH,20000512,,S
600889.SH,20000512,,S
600828.SH,20000512,,S
000012.SZ,20000512,,S
600869.SH,20000512,,S
600100.SH,20000512,,S
600855.SH,20000512,,S
000523.SZ,20000512,,S
000680.SZ,20000512,,S
000888.SZ,20000512,,S
000966.SZ,20000512,,S
600864.SH,20000512,,S
600694.SH,20000512,,S
600673.SH,20000512,,S
000018.SZ,20000512,,S
000818.SZ,20000512,,S
000722.SZ,20000512,,S
600710.SH,20000512,,S
600182.SH,20000512,,S
000718.SZ,20000512,,S
000948.SZ,20000512,,S
000520.SZ,20000512,,S
600683.SH,20000512,,S
600172.SH,20000512,,S
000550.SZ,20000512,,S
600826.SH,20000512,,S
000510.SZ,20000512,,S
000636.SZ,20000512,,S
000023.SZ,20000512,,S
600878.SH,20000512,,S
600094.SH,20000512,,S
600709.SH,20000515,,S
600864.SH,20000515,,S
000058.SZ,20000515,,S
600175.SH,20000515,,S
600126.SH,20000515,,S
600715.SH,20000515,,S
000550.SZ,20000515,,S
000402.SZ,20000515,,S
000759.SZ,20000515,,S
600861.SH,20000515,,S
000583.SZ,20000515,,S
600055.SH,20000515,,S
000544.SZ,20000515,,S
000568.SZ,20000515,,S
600755.SH,20000515,,S
000813.SZ,20000515,,S
600856.SH,20000515,,S
000406.SZ,20000515,,S
600878.SH,20000515,,S
000620.SZ,20000515,,S
600855.SH,20000515,,S
600730.SH,20000515,,S
600855.SH,20000516,,S
600091.SH,20000516,,S
000862.SZ,20000516,,S
600644.SH,20000516,,S
600769.SH,20000516,,S
600862.SH,20000516,,S
600841.SH,20000516,,S
000583.SZ,20000516,,S
000748.SZ,20000516,,S
600867.SH,20000516,,S
600705.SH,20000516,,S
000550.SZ,20000516,,S
000007.SZ,20000516,,S
600635.SH,20000516,,S
000571.SZ,20000516,,S
000825.SZ,20000516,,S
600630.SH,20000516,,S
000682.SZ,20000516,,S
000927.SZ,20000516,,S
000539.SZ,20000516,,S
600836.SH,20000516,,S
000839.SZ,20000516,,S
000738.SZ,20000516,,S
000605.SZ,20000516,,S
000732.SZ,20000516,,S
600757.SH,20000516,,S
600716.SH,20000516,,S
600103.SH,20000517,,S
600757.SH,20000517,,S
000583.SZ,20000517,,S
600855.SH,20000517,,S
600646.SH,20000517,,S
000531.SZ,20000517,,S
000550.SZ,20000517,,S
600862.SH,20000517,,S
000951.SZ,20000518,,S
600643.SH,20000518,,S
600206.SH,20000518,,S
600681.SH,20000518,,S
600007.SH,20000518,,S
000817.SZ,20000518,,S
000572.SZ,20000518,,S
000709.SZ,20000518,,S
600803.SH,20000518,,S
000883.SZ,20000518,,S
600725.SH,20000518,,S
600085.SH,20000518,,S
000851.SZ,20000518,,S
000692.SZ,20000518,,S
000670.SZ,20000518,,S
000822.SZ,20000518,,S
600726.SH,20000518,,S
001914.SZ,20000518,,S
600793.SH,20000518,,S
600655.SH,20000518,,S
600221.SH,20000518,,S
600792.SH,20000518,,S
000596.SZ,20000518,,S
600855.SH,20000518,,S
000910.SZ,20000518,,S
600657.SH,20000518,,S
600894.SH,20000518,,S
600619.SH,20000518,,S
600052.SH,20000518,,S
000733.SZ,20000518,,S
600812.SH,20000518,,S
600167.SH,20000518,,S
000931.SZ,20000518,,S
600213.SH,20000518,,S
600854.SH,20000518,,S
600800.SH,20000518,,S
600698.SH,20000518,,S
600668.SH,20000518,,S
600609.SH,20000518,,S
000761.SZ,20000518,,S
600652.SH,20000518,,S
600780.SH,20000518,,S
000550.SZ,20000518,,S
600862.SH,20000518,,S
600105.SH,20000518,,S
000550.SZ,20000519,,S
000015.SZ,20000519,,S
600618.SH,20000519,,S
600604.SH,20000519,,S
000629.SZ,20000519,,S
000616.SZ,20000519,,S
000039.SZ,20000519,,S
600129.SH,20000519,,S
600884.SH,20000519,,S
600122.SH,20000519,,S
000542.SZ,20000519,,S
000681.SZ,20000519,,S
600747.SH,20000519,,S
600113.SH,20000519,,S
600852.SH,20000519,,S
600865.SH,20000519,,S
000515.SZ,20000519,,S
600619.SH,20000519,,S
600057.SH,20000519,,S
600862.SH,20000519,,S
600855.SH,20000519,,S
600855.SH,20000522,,S
