ts_code,trade_date,name,pct_change,close,change,open,high,low,pre_close,vol_ratio,turn_over,swing,vol,amount,selling,buying,total_share,float_share,pe,industry,area,float_mv,total_mv,avg_price,strength,activity,avg_turnover,attack,interval_3,interval_6
300211.SZ,20241129,亿通科技,19.95,10.52,1.75,9.11,10.52,8.81,8.77,5.72,19.96,19.5,595720.0,57438.62,326221.0,269498.0,3.04,2.98,0.0,通信设备,江苏,31.4,31.97,9.64,18.24,1918.0,0.01,19.41,,
300229.SZ,20241129,拓尔思,19.98,23.06,3.84,18.96,23.06,18.9,19.22,1.21,22.69,21.64,1803107.0,389782.45,945734.0,857373.0,8.74,7.95,340.03,软件服务,北京,183.26,201.46,21.62,18.26,4654.0,0.0,22.01,,
300579.SZ,20241129,数字认证,19.99,34.34,5.72,29.22,34.34,29.22,28.62,4.15,9.5,17.89,249225.0,82494.39,140050.0,109175.0,2.7,2.62,0.0,软件服务,北京,90.07,92.72,33.1,18.27,2149.0,0.0,17.52,,
300561.SZ,20241129,汇金科技,20.0,48.13,8.02,41.1,48.13,41.1,40.11,1.16,39.82,17.53,718076.0,322821.71,377798.0,340278.0,3.28,1.8,0.0,软件服务,广东,86.8,157.92,44.96,18.28,3525.0,0.01,17.1,,
300333.SZ,20241129,兆日科技,20.0,14.04,2.34,11.58,14.04,11.5,11.7,1.87,18.3,21.71,612791.0,81652.58,382749.0,230042.0,3.36,3.35,0.0,IT设备,深圳,47.0,47.17,13.32,18.28,2839.0,0.01,22.09,,
300377.SZ,20241129,赢时胜,20.0,37.44,6.24,30.61,37.44,30.61,31.2,1.57,43.31,21.89,2791879.0,970131.35,1307145.0,1484734.0,7.51,6.45,0.0,软件服务,深圳,241.37,281.2,34.75,18.28,4749.0,0.01,22.31,,
300660.SZ,20241129,江苏雷利,20.0,35.7,5.95,29.73,35.7,29.73,29.75,4.24,11.62,20.07,370762.0,123948.28,192039.0,178723.0,3.19,3.19,35.5,电气设备,江苏,113.93,114.02,33.43,18.28,3946.0,0.0,20.08,,
301000.SZ,20241129,肇民科技,20.0,21.12,3.52,17.5,21.12,17.45,17.6,3.12,8.8,20.85,201027.0,39282.7,93149.0,107878.0,2.42,2.29,36.53,汽车配件,上海,48.27,51.14,19.54,18.28,3231.0,0.0,21.03,,
301315.SZ,20241129,威士顿,20.0,52.8,8.8,43.82,52.8,43.72,44.0,3.02,22.5,20.64,83237.0,42367.7,65399.0,17838.0,0.88,0.37,116.28,软件服务,上海,19.54,46.46,50.9,18.28,1998.0,0.01,20.77,,
688165.SH,20241129,埃夫特-U,20.0,18.24,3.04,15.12,18.24,15.03,15.2,1.35,9.37,21.12,488852.0,83172.81,234366.0,254486.0,5.22,5.22,0.0,专用机械,安徽,95.17,95.17,17.01,19.07,3033.0,0.0,21.36,,
300997.SZ,20241129,欢乐家,20.01,18.41,3.07,15.58,18.41,15.38,15.34,4.33,8.71,19.75,344962.0,60737.76,169903.0,175059.0,4.47,3.96,73.77,软饮料,广东,72.91,82.38,17.61,18.3,2146.0,0.0,19.7,,
300607.SZ,20241129,拓斯达,20.02,29.5,4.92,24.66,29.5,24.66,24.58,1.3,39.2,19.69,1224826.0,328467.94,556715.0,668111.0,4.52,3.12,1107.58,专用机械,广东,92.17,133.26,26.82,18.3,4562.0,0.01,19.63,,
301066.SZ,20241129,万事利,20.02,19.9,3.32,17.5,19.9,17.32,16.58,2.94,22.76,15.56,429855.0,79797.63,186944.0,242911.0,1.89,1.89,101.26,纺织,浙江,37.58,37.58,18.56,18.31,2080.0,0.01,14.9,,
300464.SZ,20241129,星徽股份,20.04,6.59,1.1,5.56,6.59,5.56,5.49,0.98,9.97,18.76,321520.0,20868.48,270707.0,50813.0,4.71,3.22,0.0,机械基件,广东,21.25,31.01,6.49,18.32,1747.0,0.01,18.53,,
300276.SZ,20241129,三丰智能,20.07,6.94,1.16,5.71,6.94,5.71,5.78,2.64,31.15,21.28,3180128.0,211761.13,1522343.0,1657785.0,14.01,10.21,394.2,专用机械,湖北,70.84,97.23,6.66,18.35,3483.0,0.01,21.54,,
839790.BJ,20241129,联迪信息,24.01,39.93,7.73,31.19,41.86,31.19,32.2,2.21,29.96,33.14,162814.0,61677.38,75066.0,87748.0,0.79,0.54,232.4,软件服务,江苏,21.7,31.53,37.88,23.07,2640.0,0.01,28.02,,
873593.BJ,20241129,鼎智科技,28.18,45.67,10.04,36.64,46.3,36.12,35.63,3.57,15.5,28.57,177547.0,75126.16,65438.0,112109.0,1.34,1.15,150.44,机械基件,江苏,52.32,61.41,42.31,27.25,3802.0,0.0,26.44,,
833429.BJ,20241129,康比特,29.96,23.51,5.42,18.8,23.51,18.66,18.09,5.71,17.23,26.81,191873.0,44114.49,127836.0,64037.0,1.25,1.11,33.49,食品,北京,26.17,29.27,22.99,29.03,1921.0,0.01,25.99,,
871478.BJ,20241129,巨能股份,29.96,30.45,7.02,23.1,30.45,23.04,23.43,2.06,46.51,31.63,106981.0,29245.46,48526.0,58455.0,0.76,0.23,0.0,专用机械,宁夏,7.0,23.29,27.34,29.03,1979.0,0.02,32.16,,
834407.BJ,20241129,驰诚股份,29.98,34.29,7.91,26.0,34.29,24.93,26.38,0.97,18.9,35.48,48856.0,14250.19,23131.0,25725.0,0.66,0.26,97.16,电器仪表,河南,8.86,22.52,29.17,29.05,1691.0,0.01,37.55,,
834765.BJ,20241129,美之高,30.0,26.87,6.2,22.98,26.87,21.6,20.67,3.15,24.38,25.5,107257.0,25623.66,49459.0,57798.0,0.7,0.44,86.02,家居用品,深圳,11.82,18.7,23.89,29.06,1559.0,0.02,24.4,,
830896.BJ,20241129,旺成科技,30.0,20.8,4.8,17.8,20.8,17.61,16.0,4.83,32.87,19.94,145937.0,28204.85,77076.0,68861.0,1.01,0.44,72.85,汽车配件,重庆,9.24,21.05,19.33,29.07,2225.0,0.01,18.11,,
873132.BJ,20241129,泰鹏智能,30.0,21.06,4.86,16.0,21.06,15.75,16.2,3.18,58.98,32.78,158119.0,31825.95,86784.0,71335.0,0.83,0.27,85.31,家居用品,山东,5.65,17.44,20.13,29.07,1405.0,0.04,33.71,,
688449.SH,20241129,N联芸,353.2,50.98,39.73,66.66,70.01,50.93,11.25,0.0,76.42,169.6,497493.0,288427.37,243319.0,254174.0,4.6,0.65,240.33,半导体,浙江,33.19,234.51,57.98,352.22,4725.0,0.02,0.1,,
301617.SZ,20241128,博苑股份,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,化工原料,山东,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
301622.SZ,20241128,英思特,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,矿物制品,内蒙,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
688449.SH,20241128,联芸科技,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,半导体,浙江,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
688605.SH,20241128,先锋精科,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,半导体,江苏,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
688708.SH,20241128,佳驰科技,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,化工原料,四川,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
002045.SZ,20241128,国光电器,-10.0,20.16,-2.24,22.3,22.53,20.16,22.4,0.99,31.02,10.58,1742601.0,365833.37,941759.0,800842.0,5.62,5.62,34.84,元器件,广东,113.27,113.4,20.99,-8.74,4738.0,0.01,0.0,,
002469.SZ,20241128,三维化学,-10.0,9.54,-1.06,9.8,10.18,9.54,10.6,4.01,38.53,6.04,2422840.0,233834.42,1124963.0,1297876.0,6.49,6.29,31.81,化工原料,山东,60.0,61.9,9.65,-8.74,4607.0,0.01,0.0,,
003041.SZ,20241128,真爱美家,-10.0,18.18,-2.02,19.48,19.97,18.18,20.2,0.98,8.87,8.86,121370.0,22809.92,71604.0,49766.0,1.44,1.37,34.98,纺织,浙江,24.87,26.18,18.79,-8.74,3128.0,0.0,0.0,,
002741.SZ,20241128,光华科技,-10.0,19.0,-2.11,21.4,21.69,19.0,21.11,1.48,22.06,12.74,797514.0,158683.08,411447.0,386067.0,4.65,3.62,977.72,化工原料,广东,68.69,88.35,19.9,-8.73,3559.0,0.01,0.0,,
000590.SZ,20241128,启迪药业,-9.96,8.5,-0.94,8.8,8.9,8.5,9.44,1.32,7.57,4.24,181300.0,15512.1,73514.0,107786.0,2.39,2.39,0.0,中成药,湖南,20.35,20.36,8.56,-8.69,2403.0,0.0,0.0,,
002155.SZ,20241128,湖南黄金,-9.49,18.13,-1.9,18.8,19.45,18.04,20.03,4.26,16.61,7.04,1996188.0,372607.39,1050137.0,946051.0,12.02,12.02,24.51,黄金,湖南,217.91,217.93,18.67,-8.22,4724.0,0.0,0.5,,
002718.SZ,20241128,友邦吊顶,-8.74,15.56,-1.49,18.76,18.76,15.35,17.05,3.95,25.39,20.0,165552.0,27361.57,85064.0,80488.0,1.31,0.65,0.0,其他建材,浙江,10.15,20.45,16.53,-7.47,3444.0,0.01,1.37,,
002403.SZ,20241128,爱仕达,-8.64,12.47,-1.18,13.33,14.27,12.3,13.65,1.41,21.47,14.43,637942.0,84441.0,340044.0,297898.0,3.41,2.97,1918.59,家用电器,浙江,37.06,42.48,13.24,-7.38,4639.0,0.0,1.38,,
002400.SZ,20241128,省广集团,-7.93,7.78,-0.67,8.31,8.63,7.61,8.45,0.92,23.34,12.07,4029525.0,328330.04,2215647.0,1813878.0,17.43,17.26,111.51,广告包装,广东,134.3,135.63,8.15,-6.66,4740.0,0.0,2.23,,
000953.SZ,20241128,河化股份,-7.76,5.94,-0.5,6.13,6.58,5.92,6.44,1.67,15.45,10.25,565564.0,34827.06,344172.0,221392.0,3.66,3.66,20.57,化学制药,广西,21.75,21.75,6.16,-6.5,3916.0,0.0,0.34,,
002611.SZ,20241128,东方精工,-7.69,11.65,-0.97,12.9,13.18,11.52,12.62,1.48,35.56,13.15,3538237.0,432537.24,2007473.0,1530764.0,12.19,9.95,32.27,轻工机械,广东,115.93,142.02,12.22,-6.42,4744.0,0.01,1.13,,
002312.SZ,20241128,川发龙蟒,-7.49,18.52,-1.5,20.0,21.31,18.45,20.02,1.4,27.3,14.29,4785868.0,955011.07,2514860.0,2271008.0,18.89,17.53,61.77,化工原料,四川,324.7,349.91,19.95,-6.23,4744.0,0.01,0.38,,
002580.SZ,20241128,圣阳股份,-7.4,8.88,-0.71,9.26,9.26,8.83,9.59,1.21,16.63,4.48,752035.0,68096.74,448131.0,303904.0,4.54,4.52,18.18,电气设备,山东,40.17,40.3,9.05,-6.14,4327.0,0.0,0.57,,
001259.SZ,20241128,利仁科技,-7.32,23.42,-1.85,24.72,26.4,23.42,25.27,1.56,33.11,11.79,72611.0,18446.54,30088.0,42523.0,0.74,0.22,128.0,家用电器,北京,5.14,17.23,25.4,-6.06,1539.0,0.02,0.0,,
000605.SZ,20241128,渤海股份,-7.2,9.15,-0.71,9.6,9.7,9.08,9.86,1.17,21.65,6.29,720223.0,66838.48,400816.0,319407.0,3.53,3.33,200.14,水务,北京,30.44,32.27,9.28,-5.94,4421.0,0.0,0.77,,
002354.SZ,20241128,天娱数科,-6.8,4.66,-0.34,4.95,5.12,4.61,5.0,0.9,20.99,10.2,3396963.0,164920.74,1821491.0,1575472.0,16.55,16.18,0.0,互联网,辽宁,75.42,77.1,4.85,-5.54,4728.0,0.0,1.08,,
003005.SZ,20241128,竞业达,-6.5,30.5,-2.12,31.69,32.1,30.09,32.62,0.93,17.25,6.16,127335.0,39428.21,72958.0,54377.0,1.48,0.74,139.47,软件服务,北京,22.52,45.26,30.96,-5.24,3996.0,0.0,1.36,,
002054.SZ,20241128,德美化工,-6.4,6.44,-0.44,6.66,7.19,6.39,6.88,2.52,16.45,11.63,629708.0,42709.71,330202.0,299506.0,4.82,3.83,44.07,染料涂料,广东,24.65,31.05,6.78,-5.13,3822.0,0.0,0.78,,
003002.SZ,20241128,壶化股份,-6.34,21.85,-1.48,23.11,23.6,21.7,23.33,1.22,3.64,8.14,66546.0,14907.81,42936.0,23610.0,2.0,1.83,31.64,化工原料,山西,39.96,43.7,22.4,-5.08,2370.0,0.0,0.69,,
002734.SZ,20241128,利民股份,-6.21,8.91,-0.59,9.07,9.5,8.8,9.5,1.09,10.47,7.37,340021.0,31054.08,196039.0,143981.0,3.67,3.25,47.88,农药化肥,江苏,28.94,32.69,9.13,-4.95,3831.0,0.0,1.25,,
002306.SZ,20241128,中科云网,-5.81,3.89,-0.24,4.07,4.11,3.87,4.13,1.15,9.88,5.81,803004.0,31911.72,495737.0,307266.0,8.7,8.13,0.0,酒店餐饮,北京,31.63,33.83,3.97,-4.55,4023.0,0.0,0.52,,
000695.SZ,20241128,滨海能源,-5.77,12.91,-0.79,12.83,13.6,12.5,13.7,1.76,17.66,8.03,391608.0,50814.21,232368.0,159240.0,2.22,2.22,1191.0,广告包装,天津,28.62,28.68,12.98,-4.5,4302.0,0.0,3.28,,
000159.SZ,20241128,国际实业,-5.32,7.83,-0.44,8.37,8.54,7.75,8.27,1.39,8.67,9.55,416940.0,33855.31,218785.0,198155.0,4.81,4.81,0.0,石油贸易,新疆,37.64,37.64,8.12,-4.06,3244.0,0.0,1.03,,
000409.SZ,20241128,云鼎科技,-5.12,10.0,-0.54,10.5,10.62,9.97,10.54,1.04,14.12,6.17,597919.0,61138.79,341948.0,255971.0,6.78,4.23,62.98,软件服务,山东,42.33,67.84,10.23,-3.86,4389.0,0.0,0.3,,
000036.SZ,20241128,华联控股,-5.06,5.25,-0.28,5.61,5.7,5.12,5.53,1.35,3.13,10.49,463333.0,24625.6,282956.0,180377.0,14.84,14.81,156.0,全国地产,深圳,77.74,77.91,5.31,-3.8,2937.0,0.0,2.54,,
000908.SZ,20241128,*ST景峰,-4.96,4.79,-0.25,5.01,5.13,4.79,5.04,1.61,7.84,6.75,618421.0,30223.18,355476.0,262945.0,8.8,7.89,0.0,化学制药,湖南,37.79,42.14,4.89,-3.7,3496.0,0.0,0.0,,
002624.SZ,20241128,完美世界,-4.88,12.87,-0.66,14.0,14.0,12.8,13.53,1.68,7.64,8.87,1395442.0,186423.55,754689.0,640752.0,19.4,18.27,0.0,互联网,浙江,235.18,249.67,13.36,-3.61,4712.0,0.0,0.55,,
002402.SZ,20241128,和而泰,-4.81,17.81,-0.9,18.3,19.16,17.73,18.71,0.58,23.51,7.64,1883916.0,342878.08,1028528.0,855388.0,9.25,8.01,34.78,元器件,深圳,142.73,164.78,18.2,-3.55,4742.0,0.01,0.45,,
000584.SZ,20241128,*ST工智,-4.74,3.42,-0.17,3.52,3.67,3.41,3.59,1.02,3.84,7.24,291166.0,10216.32,187463.0,103703.0,7.61,7.59,103.62,专用机械,江苏,25.95,26.02,3.51,-3.47,2317.0,0.0,0.29,,
002975.SZ,20241128,博杰股份,-4.71,31.18,-1.54,32.5,32.55,31.1,32.72,0.7,7.35,4.43,52777.0,16663.79,31264.0,21513.0,1.42,0.72,2157.88,专用机械,广东,22.38,44.34,31.57,-3.44,2670.0,0.0,0.26,,
002693.SZ,20241128,双成药业,-4.67,22.88,-1.12,24.4,24.4,22.83,24.0,0.58,11.54,6.54,474778.0,111034.76,262173.0,212605.0,4.15,4.11,0.0,生物制药,海南,94.12,94.88,23.39,-3.4,4666.0,0.0,0.22,,
000973.SZ,20241128,佛塑科技,-4.61,7.03,-0.34,7.62,7.77,6.98,7.37,0.98,21.46,10.72,2075986.0,149917.67,1260632.0,815354.0,9.67,9.67,61.28,塑料,广东,68.01,68.01,7.22,-3.35,4711.0,0.0,0.72,,
001205.SZ,20241128,盛航股份,-4.5,18.9,-0.89,19.81,20.01,18.8,19.79,0.66,4.75,6.11,69010.0,13257.39,40457.0,28553.0,1.83,1.45,19.25,水运,江苏,27.47,34.59,19.21,-3.23,2366.0,0.0,0.53,,
000503.SZ,20241128,国新健康,-4.47,13.24,-0.62,13.69,14.03,13.21,13.86,0.76,6.83,5.92,652205.0,88557.35,325427.0,326778.0,9.81,9.55,0.0,软件服务,山东,126.45,129.93,13.58,-3.21,4318.0,0.0,0.23,,
000801.SZ,20241128,四川九洲,-4.32,17.73,-0.8,17.88,19.53,17.69,18.53,1.05,19.5,9.93,1994505.0,370724.2,1006438.0,988067.0,10.23,10.23,113.5,家用电器,四川,181.34,181.34,18.59,-3.05,4744.0,0.0,0.23,,
002194.SZ,20241128,武汉凡谷,-4.2,12.54,-0.55,12.9,13.15,12.51,13.09,0.53,15.3,4.89,779031.0,99209.87,432724.0,346307.0,6.83,5.09,138.0,通信设备,湖北,63.86,85.68,12.74,-2.94,4610.0,0.0,0.24,,
002681.SZ,20241128,奋达科技,-4.08,5.87,-0.25,6.03,6.28,5.86,6.12,0.82,12.02,6.86,1780010.0,106886.72,1032101.0,747909.0,18.05,14.8,51.89,元器件,深圳,86.9,105.98,6.0,-2.82,4640.0,0.0,0.17,,
002296.SZ,20241128,辉煌科技,-4.05,10.65,-0.45,11.21,11.38,10.52,11.1,1.11,20.81,7.75,723039.0,78349.41,394316.0,328723.0,3.9,3.47,23.15,通信设备,河南,37.0,41.49,10.84,-2.79,4309.0,0.0,1.24,,
002181.SZ,20241128,粤 传 媒,-4.02,4.77,-0.2,4.85,5.15,4.72,4.97,1.02,8.59,8.65,974104.0,47960.45,498388.0,475716.0,11.61,11.34,0.0,出版业,广东,54.11,55.38,4.92,-2.76,4056.0,0.0,1.06,,
002639.SZ,20241128,雪人股份,-4.02,7.17,-0.3,7.28,7.33,7.15,7.47,0.95,7.51,2.41,488825.0,35299.33,299162.0,189663.0,7.73,6.51,123.73,专用机械,福建,46.65,55.4,7.22,-2.75,3856.0,0.0,0.28,,
002117.SZ,20241128,东港股份,-4.0,8.87,-0.37,9.16,9.44,8.83,9.24,1.08,8.44,6.6,441813.0,40182.85,249855.0,191958.0,5.24,5.24,43.43,广告包装,山东,46.44,46.45,9.09,-2.74,3898.0,0.0,0.45,,
002456.SZ,20241128,欧菲光,-4.0,13.45,-0.56,14.01,14.05,13.44,14.01,0.78,8.39,4.35,2726033.0,373089.97,1511437.0,1214595.0,33.1,32.51,708.59,元器件,深圳,437.25,445.18,13.69,-2.73,4744.0,0.0,0.07,,
002319.SZ,20241128,乐通股份,-3.98,11.34,-0.47,11.84,11.87,11.23,11.81,2.11,2.56,5.42,51283.0,5906.37,26851.0,24432.0,2.09,2.0,0.0,染料涂料,广东,22.68,23.75,11.52,-2.72,1645.0,0.0,0.98,,
001379.SZ,20241128,腾达科技,-3.91,23.83,-0.97,24.61,24.7,23.79,24.8,0.75,12.55,3.67,62774.0,15190.27,39628.0,23146.0,2.0,0.5,62.08,机械基件,山东,11.91,47.66,24.2,-2.65,2667.0,0.0,0.17,,
002988.SZ,20241128,豪美新材,-3.85,20.48,-0.82,21.23,21.28,20.22,21.3,0.64,3.07,4.98,76100.0,15662.96,47865.0,28235.0,2.48,2.48,22.17,铝,广东,50.76,50.78,20.58,-2.59,2540.0,0.0,1.29,,
000400.SZ,20241128,许继电气,-3.84,25.51,-1.02,26.39,26.4,25.49,26.53,1.35,2.4,3.43,241813.0,62438.95,137483.0,104330.0,10.19,10.08,21.79,电气设备,河南,257.22,259.91,25.82,-2.58,4381.0,0.0,0.08,,
002583.SZ,20241128,海能达,-3.84,17.53,-0.7,18.25,18.45,17.47,18.23,0.56,19.43,5.38,2491930.0,445304.06,1323874.0,1168056.0,18.18,12.82,95.06,通信设备,深圳,224.79,318.73,17.87,-2.58,4744.0,0.0,0.34,,
000921.SZ,20241128,海信家电,-3.83,26.62,-1.06,27.68,27.68,26.5,27.68,1.8,2.16,4.26,196946.0,52854.73,111878.0,85068.0,13.86,9.12,9.91,家用电器,广东,242.73,246.61,26.84,-2.57,4045.0,0.0,0.45,,
002134.SZ,20241128,天津普林,-3.82,16.38,-0.65,16.86,17.08,16.28,17.03,0.65,10.04,4.7,246790.0,41080.97,133933.0,112857.0,2.46,2.46,97.62,元器件,天津,40.27,40.27,16.65,-2.55,3799.0,0.0,0.61,,
002384.SZ,20241128,东山精密,-3.81,25.48,-1.01,26.27,26.3,25.4,26.49,0.91,6.51,3.4,903002.0,232277.27,502138.0,400864.0,17.06,13.86,30.54,元器件,江苏,353.23,434.67,25.72,-2.55,4704.0,0.0,0.31,,
002638.SZ,20241128,勤上股份,-3.79,2.79,-0.11,3.1,3.1,2.72,2.9,1.54,16.98,13.1,2286654.0,65412.33,1194332.0,1092322.0,14.37,13.47,0.0,家用电器,广东,37.58,40.08,2.86,-2.53,4468.0,0.0,2.57,,
002798.SZ,20241128,帝欧家居,-3.77,4.34,-0.17,4.51,4.55,4.3,4.51,1.31,11.45,5.54,360839.0,15918.77,217545.0,143294.0,3.85,3.15,0.0,家居用品,四川,13.68,16.71,4.41,-2.51,3010.0,0.0,0.93,,
002587.SZ,20241128,奥拓电子,-3.75,7.18,-0.28,7.39,7.58,7.16,7.46,0.69,16.42,5.63,846188.0,61914.32,505080.0,341108.0,6.52,5.15,0.0,元器件,深圳,36.99,46.78,7.32,-2.49,4307.0,0.0,0.28,,
002575.SZ,20241128,群兴玩具,-3.73,6.71,-0.26,6.97,7.12,6.69,6.97,0.79,5.88,6.17,340293.0,23357.3,187591.0,152702.0,6.43,5.78,0.0,文教休闲,广东,38.8,43.13,6.86,-2.47,3514.0,0.0,0.3,,
002657.SZ,20241128,中科金财,-3.72,20.17,-0.78,21.36,21.36,20.04,20.95,0.63,16.58,6.3,557562.0,115314.05,309625.0,247937.0,3.4,3.36,0.0,软件服务,北京,67.84,68.59,20.68,-2.46,4627.0,0.0,0.65,,
000680.SZ,20241128,山推股份,-3.71,10.39,-0.4,10.9,10.95,10.35,10.79,0.63,2.1,5.56,274716.0,28924.06,177887.0,96829.0,15.0,13.08,17.34,工程机械,山东,135.9,155.88,10.53,-2.44,3822.0,0.0,0.39,,
002819.SZ,20241128,东方中科,-3.63,32.67,-1.23,33.57,35.49,32.58,33.9,1.35,12.44,8.58,292675.0,99855.73,154884.0,137791.0,2.99,2.35,0.0,电器仪表,北京,76.86,97.85,34.12,-2.36,4561.0,0.0,0.28,,
000548.SZ,20241128,湖南投资,-3.6,5.63,-0.21,5.83,6.04,5.58,5.84,0.95,11.91,7.88,594508.0,33926.77,332424.0,262084.0,4.99,4.99,22.96,路桥,湖南,28.1,28.11,5.71,-2.33,3744.0,0.0,0.9,,
002064.SZ,20241128,华峰化学,-3.59,8.32,-0.31,8.59,8.6,8.31,8.63,0.83,0.87,3.36,432693.0,36304.49,270594.0,162099.0,49.63,49.52,15.37,化纤,浙江,412.01,412.88,8.39,-2.33,4018.0,0.0,0.12,,
002576.SZ,20241128,通达动力,-3.55,14.66,-0.54,15.05,15.16,14.5,15.2,0.97,11.55,4.34,187100.0,27585.68,115546.0,71554.0,1.65,1.62,41.08,电气设备,江苏,23.75,24.2,14.74,-2.29,3781.0,0.0,1.1,,
000829.SZ,20241128,天音控股,-3.49,13.55,-0.49,14.18,14.49,13.48,14.04,0.74,7.79,7.19,797754.0,112024.52,420163.0,377591.0,10.25,10.24,502.93,其他商业,江西,138.77,138.9,14.04,-2.23,4431.0,0.0,0.52,,
002366.SZ,20241128,融发核电,-3.45,5.03,-0.18,5.13,5.24,5.01,5.21,0.53,7.67,4.41,963270.0,49074.83,583007.0,380263.0,20.81,12.56,0.0,专用机械,四川,63.2,104.67,5.09,-2.19,4321.0,0.0,0.4,,
002128.SZ,20241128,电投能源,-3.42,20.04,-0.71,20.7,20.74,19.98,20.75,0.93,0.45,3.66,100077.0,20284.25,59793.0,40284.0,22.42,22.42,7.66,铝,内蒙,449.21,449.21,20.27,-2.16,3447.0,0.0,0.3,,
002779.SZ,20241128,中坚科技,-3.41,56.58,-2.0,58.4,58.97,55.66,58.58,0.55,4.98,5.65,59035.0,33447.28,30240.0,28795.0,1.32,1.18,140.42,农用机械,浙江,67.01,74.69,56.66,-2.15,3016.0,0.0,1.65,,
002855.SZ,20241128,捷荣技术,-3.39,23.06,-0.81,24.0,24.12,23.0,23.87,0.82,3.39,4.69,83465.0,19552.0,49022.0,34443.0,2.46,2.46,0.0,元器件,广东,56.78,56.82,23.43,-2.13,3283.0,0.0,0.26,,
002245.SZ,20241128,蔚蓝锂芯,-3.39,10.54,-0.37,10.92,10.98,10.51,10.91,0.47,8.62,4.31,936858.0,100024.57,502605.0,434253.0,11.52,10.87,32.31,电气设备,江苏,114.6,121.43,10.68,-2.13,4619.0,0.0,0.29,,
003036.SZ,20241128,泰坦股份,-3.35,10.66,-0.37,11.2,11.45,10.55,11.03,1.73,8.71,8.16,188120.0,20558.15,114359.0,73761.0,2.16,2.16,21.35,纺织机械,浙江,23.03,23.03,10.93,-2.09,3344.0,0.0,1.04,,
002202.SZ,20241128,金风科技,-3.35,10.96,-0.38,11.18,11.23,10.83,11.34,1.05,2.13,3.53,722769.0,79517.66,377636.0,345133.0,42.25,33.94,19.38,电气设备,新疆,372.01,378.28,11.0,-2.09,4487.0,0.0,1.2,,
000536.SZ,20241128,华映科技,-3.35,5.49,-0.19,5.68,5.73,5.45,5.68,0.72,7.05,4.93,1948440.0,108403.47,1097564.0,850876.0,27.66,27.63,0.0,元器件,福建,151.69,151.86,5.56,-2.08,4735.0,0.0,0.73,,
002866.SZ,20241128,传艺科技,-3.28,18.85,-0.64,19.65,19.93,18.8,19.49,0.51,12.03,5.8,218128.0,42151.92,123453.0,94675.0,2.9,1.81,88.8,IT设备,江苏,34.17,54.57,19.32,-2.02,4076.0,0.0,0.27,,
002513.SZ,20241128,蓝丰生化,-3.28,5.9,-0.2,6.0,6.0,5.67,6.1,1.46,14.04,5.41,370599.0,21622.23,215844.0,154755.0,3.75,2.64,0.0,农药化肥,江苏,15.57,22.14,5.83,-2.01,3589.0,0.0,4.06,,
002229.SZ,20241128,鸿博股份,-3.27,15.66,-0.53,15.97,16.5,15.5,16.19,0.82,13.3,6.18,656096.0,104301.51,355524.0,300572.0,4.96,4.93,0.0,广告包装,福建,77.23,77.7,15.9,-2.01,4613.0,0.0,1.03,,
002850.SZ,20241128,科达利,-3.18,104.14,-3.42,107.61,108.0,104.0,107.56,0.84,0.88,3.72,16945.0,17832.22,10007.0,6938.0,2.71,1.93,20.81,电气设备,深圳,201.03,282.03,105.23,-1.92,2493.0,0.0,0.13,,
002599.SZ,20241128,盛通股份,-3.16,7.36,-0.24,7.47,7.82,7.35,7.6,0.65,6.55,6.18,263715.0,19802.48,141792.0,121923.0,5.38,4.03,6562.31,广告包装,北京,29.65,39.57,7.51,-1.89,3042.0,0.0,0.14,,
002861.SZ,20241128,瀛通通讯,-3.14,12.04,-0.39,12.4,12.49,12.0,12.43,0.73,7.31,3.94,103964.0,12680.98,59703.0,44261.0,1.78,1.42,0.0,元器件,湖北,17.13,21.48,12.2,-1.87,3016.0,0.0,0.33,,
002094.SZ,20241128,青岛金王,-3.13,6.5,-0.21,6.7,6.85,6.48,6.71,0.61,12.5,5.51,863175.0,57229.84,473217.0,389958.0,6.91,6.9,51.96,日用化工,山东,44.88,44.91,6.63,-1.87,4592.0,0.0,0.31,,
002667.SZ,20241128,威领股份,-3.08,11.31,-0.36,11.7,11.9,11.27,11.67,0.68,9.41,5.4,222067.0,25545.62,132039.0,90028.0,2.42,2.36,0.0,小金属,湖南,26.68,27.41,11.5,-1.82,3539.0,0.0,0.35,,
