ts_code,trade_date,name,pct_change,close,change,open,high,low,pre_close,vol_ratio,turn_over,swing,vol,amount,selling,buying,total_share,float_share,pe,industry,area,float_mv,total_mv,avg_price,strength,activity,avg_turnover,attack,interval_3,interval_6
301305.SZ,20241129,朗坤环境,-2.64,19.52,-0.53,19.69,20.05,19.16,20.05,1.32,6.28,4.44,79174.0,15446.56,44958.0,34216.0,2.44,1.26,18.44,环境保护,深圳,24.62,47.55,19.51,-4.36,2718.0,0.0,1.88,,
603722.SH,20241129,阿科力,-2.63,46.31,-1.25,47.56,47.98,46.3,47.56,1.05,1.62,3.53,14209.0,6672.86,8501.0,5708.0,0.96,0.88,0.0,化工原料,江苏,40.72,44.32,46.96,-3.56,1256.0,0.0,0.02,,
603103.SH,20241129,横店影视,-2.62,14.87,-0.4,15.27,15.42,14.43,15.27,1.24,2.16,6.48,137263.0,20306.43,69391.0,67872.0,6.34,6.34,406.79,影视音像,浙江,94.31,94.31,14.79,-3.55,3799.0,0.0,3.05,,
301091.SZ,20241129,深城交,-2.6,52.06,-1.39,51.88,53.3,50.47,53.45,1.1,7.09,5.29,201195.0,104144.73,105929.0,95266.0,4.06,2.84,267.54,建筑工程,深圳,147.81,211.16,51.76,-4.32,4486.0,0.0,3.15,,
000025.SZ,20241129,特 力Ａ,-2.57,18.55,-0.49,18.39,18.67,17.83,19.04,2.03,6.86,4.41,269272.0,49188.26,142183.0,127089.0,4.31,3.93,55.49,综合类,深圳,72.86,79.96,18.27,-4.29,4040.0,0.0,4.04,,
600898.SH,20241129,*ST美讯,-2.56,1.9,-0.05,1.87,1.95,1.87,1.95,0.94,1.33,4.1,33632.0,636.89,20094.0,13538.0,2.85,2.53,0.0,元器件,山东,4.8,5.42,1.89,-3.5,362.0,0.0,1.6,,
301038.SZ,20241129,深水规院,-2.56,20.91,-0.55,20.93,21.18,20.48,21.46,1.99,4.96,3.26,85055.0,17683.85,50155.0,34900.0,1.72,1.72,0.0,建筑工程,深圳,35.88,35.88,20.79,-4.28,2885.0,0.0,2.1,,
002208.SZ,20241129,合肥城建,-2.56,8.37,-0.22,8.51,8.59,8.2,8.59,0.68,5.49,4.54,440898.0,36944.31,241839.0,199059.0,8.03,8.02,57.23,区域地产,安徽,67.16,67.24,8.38,-4.28,4078.0,0.0,2.07,,
600461.SH,20241129,洪城环境,-2.55,9.16,-0.24,9.38,9.46,9.09,9.4,3.56,2.73,3.94,324021.0,30083.17,193125.0,130896.0,12.72,11.86,9.48,水务,江西,108.64,116.56,9.28,-3.49,3188.0,0.0,0.77,,
000949.SZ,20241129,新乡化纤,-2.55,4.2,-0.11,4.24,4.28,4.16,4.31,0.6,6.63,2.78,972126.0,41008.73,572589.0,399537.0,17.0,14.66,26.88,化纤,河南,61.58,71.41,4.22,-4.27,4117.0,0.0,0.96,,
873152.BJ,20241129,天宏锂电,-2.55,21.79,-0.57,21.47,23.19,21.18,22.36,0.67,19.79,8.99,110999.0,24381.2,57511.0,53488.0,1.03,0.56,431.1,电气设备,浙江,12.22,22.37,21.97,-3.48,2981.0,0.01,2.88,,
000158.SZ,20241129,常山北明,-2.54,26.12,-0.68,26.4,26.86,25.3,26.8,0.88,11.82,5.82,1877335.0,488908.44,1020090.0,857245.0,15.99,15.88,0.0,软件服务,河北,414.74,417.56,26.04,-4.25,4744.0,0.0,3.24,,
002658.SZ,20241129,雪迪龙,-2.53,6.94,-0.18,7.04,7.04,6.82,7.12,0.55,6.32,3.09,226636.0,15683.96,128909.0,97727.0,6.36,3.59,43.63,环境保护,北京,24.89,44.12,6.92,-4.25,3179.0,0.0,1.76,,
000793.SZ,20241129,华闻集团,-2.53,2.7,-0.07,2.7,2.76,2.64,2.77,1.14,7.99,4.33,1566735.0,42090.87,846819.0,719916.0,19.97,19.61,0.0,出版业,海南,52.95,53.93,2.69,-4.24,4294.0,0.0,2.27,,
001336.SZ,20241129,楚环科技,-2.52,21.25,-0.55,20.5,21.38,20.5,21.8,2.76,27.11,4.04,77408.0,16162.18,42138.0,35270.0,0.8,0.29,59.29,专用机械,浙江,6.07,17.08,20.88,-4.24,3405.0,0.01,3.66,,
605218.SH,20241129,伟时电子,-2.51,24.47,-0.63,24.6,25.05,23.8,25.1,0.68,4.82,4.98,102647.0,25029.6,58706.0,43941.0,2.13,2.13,124.48,元器件,江苏,52.08,52.08,24.38,-3.44,3704.0,0.0,2.82,,
300217.SZ,20241129,东方电热,-2.51,5.83,-0.15,5.92,5.98,5.67,5.98,0.83,10.99,5.18,1348226.0,78485.43,721089.0,627137.0,14.78,12.27,23.12,家用电器,江苏,71.53,86.17,5.82,-4.23,4279.0,0.0,2.82,,
603365.SH,20241129,水星家纺,-2.49,16.44,-0.42,16.68,17.19,16.36,16.86,0.51,1.79,4.92,46153.0,7704.77,26302.0,19851.0,2.63,2.58,15.45,纺织,上海,42.43,43.19,16.69,-3.42,2287.0,0.0,0.49,,
600963.SH,20241129,岳阳林纸,-2.48,5.11,-0.13,5.11,5.21,4.96,5.24,0.98,4.25,4.77,747706.0,37965.5,386670.0,361036.0,17.66,17.58,0.0,造纸,湖南,89.81,90.23,5.08,-3.41,3901.0,0.0,3.02,,
002713.SZ,20241129,东易日盛,-2.45,4.38,-0.11,4.49,4.51,4.26,4.49,0.56,5.97,5.57,245716.0,10695.17,144337.0,101379.0,4.2,4.11,0.0,装修装饰,北京,18.02,18.38,4.35,-4.17,3118.0,0.0,2.82,,
603272.SH,20241129,联翔股份,-2.43,15.26,-0.38,15.75,15.75,15.2,15.64,1.01,5.06,3.52,21518.0,3308.55,12612.0,8906.0,1.04,0.43,0.0,家居用品,浙江,6.49,15.81,15.38,-3.36,1280.0,0.0,0.39,,
300315.SZ,20241129,掌趣科技,-2.42,6.46,-0.16,6.55,6.67,6.24,6.62,1.03,17.44,6.5,4524775.0,291814.81,2324781.0,2199994.0,27.31,25.94,67.52,互联网,北京,167.59,176.41,6.45,-4.13,4744.0,0.0,3.53,,
603529.SH,20241129,爱玛科技,-2.39,37.09,-0.91,37.85,38.19,36.8,38.0,1.1,0.76,3.66,64050.0,23839.18,26424.0,37626.0,8.62,8.43,15.43,摩托车,天津,312.58,319.61,37.22,-3.33,3450.0,0.0,0.79,,
600370.SH,20241129,三房巷,-2.39,2.04,-0.05,2.07,2.08,1.99,2.09,0.81,0.93,4.31,363626.0,7360.04,218572.0,145054.0,38.96,38.96,0.0,化工原料,江苏,79.49,79.49,2.02,-3.33,2438.0,0.0,2.51,,
001314.SZ,20241129,亿道信息,-2.39,51.52,-1.26,52.82,53.88,49.23,52.78,1.08,29.22,8.81,151251.0,77229.41,76460.0,74791.0,1.41,0.52,260.28,元器件,深圳,26.67,72.9,51.06,-4.1,4149.0,0.01,4.65,,
300932.SZ,20241129,三友联众,-2.38,14.76,-0.36,15.12,15.24,14.71,15.12,1.06,5.43,3.51,88409.0,13219.39,55406.0,33003.0,2.29,1.63,49.19,电气设备,广东,24.04,33.75,14.95,-4.1,2222.0,0.0,0.34,,
000595.SZ,20241129,宝塔实业,-2.38,8.62,-0.21,8.7,8.98,8.55,8.83,0.89,4.79,4.87,545146.0,47216.84,321683.0,223463.0,11.39,11.38,0.0,机械基件,宁夏,98.1,98.15,8.66,-4.1,4541.0,0.0,0.82,,
002155.SZ,20241129,湖南黄金,-2.37,17.7,-0.43,17.91,18.06,17.36,18.13,1.61,9.28,3.86,1115303.0,197117.3,590675.0,524628.0,12.02,12.02,23.93,黄金,湖南,212.74,212.76,17.67,-4.09,4709.0,0.0,1.96,,
300128.SZ,20241129,锦富技术,-2.34,5.84,-0.14,5.85,5.92,5.63,5.98,1.51,7.63,4.85,991301.0,57204.44,570771.0,420530.0,12.99,12.99,0.0,元器件,江苏,75.87,75.87,5.77,-4.06,4142.0,0.0,3.73,,
688186.SH,20241129,广大特材,-2.34,18.36,-0.44,19.08,19.36,18.36,18.8,1.05,5.71,5.32,122233.0,23064.95,60853.0,61380.0,2.14,2.14,37.2,特种钢,江苏,39.33,39.33,18.87,-3.27,3022.0,0.0,0.0,,
603000.SH,20241129,人民网,-2.34,25.09,-0.6,25.35,25.7,24.15,25.69,1.52,7.2,6.03,795593.0,198285.73,436387.0,359206.0,11.06,11.06,370.49,互联网,北京,277.42,277.42,24.92,-3.27,4714.0,0.0,3.89,,
600479.SH,20241129,千金药业,-2.34,11.71,-0.28,11.9,11.97,11.59,11.99,0.46,5.6,3.17,234162.0,27481.41,135858.0,98304.0,4.24,4.19,22.16,中成药,湖南,49.01,49.65,11.74,-3.27,3798.0,0.0,1.04,,
002438.SZ,20241129,江苏神通,-2.33,13.4,-0.32,13.63,13.72,13.25,13.72,1.21,3.42,3.43,160421.0,21581.95,85518.0,74903.0,5.08,4.69,22.39,机械基件,江苏,62.83,68.01,13.45,-4.05,2836.0,0.0,1.13,,
002416.SZ,20241129,爱施德,-2.33,15.51,-0.37,15.66,15.88,15.1,15.88,0.79,7.31,4.91,895098.0,138655.49,477038.0,418060.0,12.39,12.24,27.46,电器连锁,深圳,189.83,192.21,15.49,-4.05,4679.0,0.0,2.72,,
301111.SZ,20241129,粤万年青,-2.33,18.47,-0.44,18.6,18.9,18.13,18.91,0.6,12.01,4.07,84246.0,15520.0,49997.0,34249.0,1.6,0.7,157.19,中成药,广东,12.95,29.55,18.42,-4.04,2656.0,0.0,1.88,,
301189.SZ,20241129,奥尼电子,-2.32,26.07,-0.62,26.54,26.76,25.8,26.69,0.94,11.63,3.6,47560.0,12438.47,29470.0,18090.0,1.15,0.41,0.0,IT设备,深圳,10.66,29.95,26.15,-4.04,2323.0,0.01,1.05,,
300506.SZ,20241129,*ST名家,-2.31,3.81,-0.09,3.89,3.95,3.76,3.9,0.8,1.95,4.87,112521.0,4350.03,72163.0,40358.0,6.96,5.76,0.0,建筑工程,深圳,21.96,26.5,3.87,-4.03,858.0,0.0,1.33,,
002169.SZ,20241129,智光电气,-2.3,6.81,-0.16,6.9,6.92,6.69,6.97,1.11,3.24,3.3,245645.0,16679.77,149674.0,95971.0,7.83,7.59,0.0,电气设备,广东,51.67,53.3,6.79,-4.01,3105.0,0.0,1.79,,
000605.SZ,20241129,渤海股份,-2.3,8.94,-0.21,8.93,9.06,8.75,9.15,0.88,15.18,3.39,505006.0,44918.42,276193.0,228813.0,3.53,3.33,195.55,水务,北京,29.74,31.53,8.89,-4.01,4207.0,0.0,2.17,,
002243.SZ,20241129,力合科创,-2.28,9.0,-0.21,9.58,9.64,8.76,9.21,4.31,7.53,9.55,906467.0,82933.38,466301.0,440166.0,12.11,12.04,60.33,广告包装,深圳,108.37,108.95,9.15,-4.0,4309.0,0.0,2.74,,
603015.SH,20241129,弘讯科技,-2.26,11.22,-0.26,11.12,11.25,10.5,11.48,1.27,17.27,6.53,697887.0,75759.64,398214.0,299673.0,4.04,4.04,68.8,电气设备,浙江,45.35,45.35,10.86,-3.2,4624.0,0.0,6.86,,
605069.SH,20241129,正和生态,-2.26,9.07,-0.21,9.35,9.43,8.78,9.28,2.73,26.27,7.0,221112.0,19927.14,123884.0,97228.0,2.12,0.84,361.86,环境保护,北京,7.63,19.2,9.01,-3.2,3746.0,0.01,3.3,,
301065.SZ,20241129,本立科技,-2.25,21.69,-0.5,21.85,21.92,21.3,22.19,0.94,5.88,2.79,40537.0,8767.95,25395.0,15142.0,1.06,0.69,34.22,化学制药,浙江,14.95,23.0,21.63,-3.97,1930.0,0.0,1.83,,
002356.SZ,20241129,赫美集团,-2.23,4.38,-0.1,4.56,4.86,4.31,4.48,1.78,10.5,12.28,1377123.0,62350.1,692571.0,684552.0,13.11,13.11,0.0,其他商业,深圳,57.43,57.43,4.53,-3.95,4184.0,0.0,1.62,,
601777.SH,20241129,力帆科技,-2.22,7.05,-0.16,7.18,7.28,6.93,7.21,1.06,1.45,4.85,655528.0,46384.49,340646.0,314882.0,45.21,45.21,598.42,摩托车,重庆,318.74,318.74,7.08,-3.15,3885.0,0.0,1.73,,
002369.SZ,20241129,卓翼科技,-2.21,6.63,-0.15,6.5,6.84,6.4,6.78,1.46,12.99,6.49,734639.0,48295.05,409728.0,324911.0,5.67,5.66,0.0,通信设备,深圳,37.5,37.59,6.57,-3.93,4293.0,0.0,3.59,,
301018.SZ,20241129,申菱环境,-2.2,25.76,-0.58,26.0,26.64,25.6,26.34,0.97,6.03,3.95,120124.0,31213.79,70768.0,49356.0,2.66,1.99,35.98,专用机械,广东,51.28,68.54,25.98,-3.92,3148.0,0.0,0.62,,
001366.SZ,20241129,播恩集团,-2.2,12.0,-0.27,12.39,12.51,11.93,12.27,2.33,15.79,4.73,87917.0,10672.44,51359.0,36558.0,1.61,0.56,0.0,饲料,江西,6.68,19.28,12.14,-3.92,2540.0,0.01,0.59,,
002584.SZ,20241129,西陇科学,-2.17,8.55,-0.19,8.71,8.74,8.34,8.74,0.86,18.4,4.58,795842.0,67703.86,433818.0,362024.0,5.85,4.32,58.47,化工原料,广东,36.98,50.04,8.51,-3.89,4520.0,0.0,2.52,,
300266.SZ,20241129,兴源环境,-2.16,3.17,-0.07,3.2,3.22,3.09,3.24,0.96,4.01,4.01,623108.0,19645.13,372579.0,250529.0,15.54,15.53,0.0,环境保护,浙江,49.24,49.26,3.15,-3.88,2961.0,0.0,2.59,,
002911.SZ,20241129,佛燃能源,-2.16,11.79,-0.26,11.97,12.05,11.76,12.05,0.86,0.76,2.41,94430.0,11190.54,53430.0,41000.0,12.87,12.48,24.63,供气供热,广东,147.13,151.79,11.85,-3.88,2626.0,0.0,0.26,,
836433.BJ,20241129,大唐药业,-2.14,8.7,-0.19,8.66,8.88,8.4,8.89,0.86,10.05,5.4,170025.0,14723.67,94219.0,75806.0,2.56,1.69,160.92,中成药,内蒙,14.71,22.27,8.66,-3.07,2373.0,0.0,3.57,,
688615.SH,20241129,合合信息,-2.13,228.03,-4.96,232.0,241.98,225.01,232.99,1.43,8.73,7.28,16400.0,38167.25,8832.0,7568.0,1.0,0.19,55.8,软件服务,上海,42.86,228.03,232.72,-3.06,1974.0,0.0,1.34,,
300148.SZ,20241129,天舟文化,-2.13,4.6,-0.1,4.62,4.7,4.48,4.7,0.6,11.91,4.68,954968.0,43766.71,501291.0,453677.0,8.35,8.02,137.48,出版业,湖南,36.87,38.43,4.58,-3.85,4131.0,0.0,2.68,,
002614.SZ,20241129,奥佳华,-2.12,7.37,-0.16,7.34,7.77,7.26,7.53,1.03,9.81,6.77,432480.0,32443.08,234054.0,198426.0,6.23,4.41,67.57,家用电器,福建,32.5,45.95,7.5,-3.84,3835.0,0.0,1.52,,
301626.SZ,20241129,苏州天脉,-2.12,111.98,-2.43,112.7,114.12,108.19,114.41,1.17,13.87,5.18,30510.0,33711.85,18528.0,11982.0,1.16,0.22,69.2,元器件,江苏,24.63,129.54,110.49,-3.84,2989.0,0.0,3.5,,
002484.SZ,20241129,江海股份,-2.12,17.98,-0.39,18.4,18.46,17.7,18.37,0.52,3.76,4.14,308667.0,55637.2,165488.0,143179.0,8.5,8.2,23.19,元器件,江苏,147.48,152.88,18.02,-3.84,4185.0,0.0,1.58,,
603766.SH,20241129,隆鑫通用,-2.12,7.86,-0.17,8.06,8.13,7.85,8.03,0.95,1.7,3.49,349953.0,27705.75,196947.0,153006.0,20.54,20.54,13.47,摩托车,重庆,161.41,161.41,7.92,-3.05,3721.0,0.0,0.13,,
000040.SZ,20241129,ST旭蓝,-2.11,1.39,-0.03,1.41,1.41,1.35,1.42,1.06,5.12,4.23,543361.0,7517.65,325217.0,218144.0,14.87,10.6,0.0,新型电力,深圳,14.74,20.67,1.38,-3.83,1908.0,0.0,2.96,,
002263.SZ,20241129,大东南,-2.11,2.78,-0.06,2.81,2.84,2.75,2.84,0.76,2.49,3.17,467799.0,13032.86,275367.0,192432.0,18.78,18.78,0.0,塑料,浙江,52.22,52.22,2.79,-3.83,2541.0,0.0,1.09,,
603773.SH,20241129,沃格光电,-2.11,25.96,-0.56,26.7,26.7,25.47,26.52,1.89,9.84,4.64,200300.0,52073.1,110737.0,89563.0,2.23,2.04,0.0,元器件,江西,52.84,57.9,26.0,-3.04,3890.0,0.0,1.92,,
600605.SH,20241129,汇通能源,-2.11,41.8,-0.9,43.0,43.0,40.85,42.7,0.94,1.72,5.04,35582.0,14896.88,22170.0,13412.0,2.06,2.06,65.71,房产服务,上海,86.23,86.23,41.87,-3.04,1711.0,0.0,2.33,,
300621.SZ,20241129,维业股份,-2.1,11.19,-0.24,11.4,11.42,10.92,11.43,0.94,5.32,4.37,104432.0,11619.39,57789.0,46643.0,2.08,1.96,131.16,装修装饰,深圳,21.95,23.28,11.13,-3.82,2176.0,0.0,2.47,,
002962.SZ,20241129,五方光电,-2.09,17.8,-0.38,17.8,18.2,17.21,18.18,0.63,19.14,5.45,400572.0,71017.19,230368.0,170204.0,2.92,2.09,60.6,元器件,湖北,37.25,51.92,17.73,-3.81,4559.0,0.0,3.43,,
300870.SZ,20241129,欧陆通,-2.09,84.82,-1.81,85.3,88.6,83.51,86.63,0.67,4.55,5.88,46022.0,39365.06,23676.0,22346.0,1.01,1.01,41.11,电气设备,深圳,85.84,85.84,85.54,-3.81,3112.0,0.0,1.57,,
603978.SH,20241129,深圳新星,-2.08,17.43,-0.37,17.47,17.74,17.0,17.8,1.08,4.05,4.16,85531.0,14818.64,45737.0,39794.0,2.11,2.11,0.0,小金属,深圳,36.79,36.79,17.33,-3.01,2921.0,0.0,2.53,,
002106.SZ,20241129,莱宝高科,-2.08,11.32,-0.24,11.18,11.46,10.84,11.56,1.43,6.53,5.36,459666.0,51127.46,249215.0,210451.0,7.06,7.04,19.39,元器件,深圳,79.7,79.9,11.12,-3.79,3881.0,0.0,4.43,,
603001.SH,20241129,奥康国际,-2.06,6.65,-0.14,6.7,6.92,6.64,6.79,0.92,3.09,4.12,123788.0,8358.68,64497.0,59291.0,4.01,4.01,0.0,服饰,浙江,26.67,26.67,6.75,-3.0,1826.0,0.0,0.15,,
301188.SZ,20241129,力诺药包,-2.05,16.71,-0.35,17.06,17.25,16.6,17.06,0.54,1.62,3.81,37749.0,6372.17,20809.0,16940.0,2.32,2.32,41.34,玻璃,山东,38.84,38.84,16.88,-3.77,1639.0,0.0,0.66,,
688345.SH,20241129,博力威,-2.05,21.98,-0.46,22.4,22.42,21.42,22.44,1.36,1.36,4.46,13607.0,2971.15,8000.0,5607.0,1.0,1.0,0.0,电气设备,广东,21.98,21.98,21.84,-2.98,1046.0,0.0,2.61,,
603912.SH,20241129,佳力图,-2.05,7.66,-0.16,7.76,7.8,7.58,7.82,0.81,4.31,2.81,233304.0,17925.45,136644.0,96660.0,5.42,5.42,255.01,专用机械,江苏,41.5,41.5,7.68,-2.98,3026.0,0.0,1.06,,
605298.SH,20241129,必得科技,-2.04,13.43,-0.28,13.71,13.71,12.9,13.71,1.62,2.16,5.91,39447.0,5247.22,17616.0,21831.0,1.88,1.83,151.22,运输设备,江苏,24.51,25.23,13.3,-2.98,1609.0,0.0,4.11,,
