ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price,imp_dg,create_time
688720.SH,艾森股份,20241201,艾森股份：PSPI光刻胶实现小批量量产，收购INOFINE夯实湿电子化学品领先地位,点评,一般报告,华金证券,"孙远峰,王海维,吴家欢",2026Q4,67500.0,,10100.0,10100.0,1.14,40.8,,8.4,29.3,增持,,,,2024-12-01 18:07:18
688720.SH,艾森股份,20241201,艾森股份：PSPI光刻胶实现小批量量产，收购INOFINE夯实湿电子化学品领先地位,点评,一般报告,华金证券,"孙远峰,王海维,吴家欢",2025Q4,56200.0,,7300.0,7300.0,0.83,56.2,,6.6,38.1,增持,,,,2024-12-01 18:07:18
688720.SH,艾森股份,20241201,艾森股份：PSPI光刻胶实现小批量量产，收购INOFINE夯实湿电子化学品领先地位,点评,一般报告,华金证券,"孙远峰,王海维,吴家欢",2024Q4,46000.0,,4700.0,4600.0,0.53,88.4,,4.4,59.5,增持,,,,2024-12-01 18:07:18
600519.SH,贵州茅台,20241201,贵州茅台：持续加强消费者层面的触达和转化，国际化思路清晰,点评,一般报告,国信证券,"张向伟,张未艾",2026Q4,20666900.0,,14142600.0,10226700.0,81.41,18.7,4.9,42.7,14.1,优于大市,,,,2024-12-01 18:07:18
600519.SH,贵州茅台,20241201,贵州茅台：持续加强消费者层面的触达和转化，国际化思路清晰,点评,一般报告,国信证券,"张向伟,张未艾",2025Q4,19159000.0,,13001400.0,9401500.0,74.84,20.4,4.5,40.7,15.4,优于大市,,,,2024-12-01 18:07:18
600519.SH,贵州茅台,20241201,贵州茅台：持续加强消费者层面的触达和转化，国际化思路清晰,点评,一般报告,国信证券,"张向伟,张未艾",2024Q4,17392600.0,,11781000.0,8519000.0,67.82,22.5,4.1,38.2,16.8,优于大市,,,,2024-12-01 18:07:18
600562.SH,国睿科技,20241201,国睿科技深度研究报告：军贸东风起，低空万象新——华创交运｜低空60系列研究（九）,深度,首份报告,华创证券,"吴一凡,欧子兴,梁婉怡",2026Q4,418300.0,,106300.0,92900.0,0.75,27.0,,12.8,23.0,推荐,,,,2024-12-01 18:07:18
600562.SH,国睿科技,20241201,国睿科技深度研究报告：军贸东风起，低空万象新——华创交运｜低空60系列研究（九）,深度,首份报告,华创证券,"吴一凡,欧子兴,梁婉怡",2025Q4,367400.0,,87500.0,76500.0,0.62,33.0,,11.6,28.0,推荐,,,,2024-12-01 18:07:18
600562.SH,国睿科技,20241201,国睿科技深度研究报告：军贸东风起，低空万象新——华创交运｜低空60系列研究（九）,深度,首份报告,华创证券,"吴一凡,欧子兴,梁婉怡",2024Q4,330500.0,,73000.0,63800.0,0.51,39.0,,10.6,33.0,推荐,,,,2024-12-01 18:07:18
300622.SZ,博士眼镜,20241201,博士眼镜：关注智能眼镜进展,点评,一般报告,天风证券,孙海洋,2026Q4,155023.0,,21085.0,16926.0,0.97,49.45,,19.44,33.01,买入,,,,2024-12-01 18:07:18
300622.SZ,博士眼镜,20241201,博士眼镜：关注智能眼镜进展,点评,一般报告,天风证券,孙海洋,2025Q4,136826.0,,17466.0,14021.0,0.8,59.7,,16.81,38.58,买入,,,,2024-12-01 18:07:18
300622.SZ,博士眼镜,20241201,博士眼镜：关注智能眼镜进展,点评,一般报告,天风证券,孙海洋,2024Q4,123936.0,,15028.0,12064.0,0.69,69.38,,15.0,43.54,买入,,,,2024-12-01 18:07:18
600104.SH,上汽集团,20241201,上汽集团：受益于上海国企改革，预计公司有望困境反转,点评,一般报告,东方证券,"姜雪晴,袁俊轩",2026Q4,,,2230100.0,1326900.0,1.15,15.3,,4.2,,买入,,20.14,,2024-12-01 18:07:18
600104.SH,上汽集团,20241201,上汽集团：受益于上海国企改革，预计公司有望困境反转,点评,一般报告,东方证券,"姜雪晴,袁俊轩",2025Q4,,,2066400.0,1229500.0,1.06,16.6,,4.0,,买入,,20.14,,2024-12-01 18:07:18
600104.SH,上汽集团,20241201,上汽集团：受益于上海国企改革，预计公司有望困境反转,点评,一般报告,东方证券,"姜雪晴,袁俊轩",2024Q4,,,1736000.0,1032900.0,0.89,19.7,,3.5,,买入,,20.14,,2024-12-01 18:07:18
300378.SZ,鼎捷数智,20241201,鼎捷数智：新品牌新活力，数据与智能驱动引领创新,一般,一般报告,国泰君安,"李博伦,伍巍",2026Q4,356600.0,,,28300.0,1.04,26.03,0.4,10.3,12.7,增持,,30.0,,2024-12-01 18:07:18
300378.SZ,鼎捷数智,20241201,鼎捷数智：新品牌新活力，数据与智能驱动引领创新,一般,一般报告,国泰君安,"李博伦,伍巍",2025Q4,306200.0,,,23000.0,0.85,32.02,0.0,9.2,15.88,增持,,30.0,,2024-12-01 18:07:18
300378.SZ,鼎捷数智,20241201,鼎捷数智：新品牌新活力，数据与智能驱动引领创新,一般,一般报告,国泰君安,"李博伦,伍巍",2024Q4,260500.0,,,18400.0,0.68,40.11,0.0,8.1,19.74,增持,,30.0,,2024-12-01 18:07:18
605296.SH,神农集团,20241201,神农集团10月销售月报点评：成长性和成本优势凸显，利润弹性大,点评,一般报告,国泰君安,"王艳君,林逸丹",2026Q4,1177500.0,,,144300.0,2.75,10.61,2.0,20.9,8.31,增持,,34.35,,2024-12-01 18:07:18
605296.SH,神农集团,20241201,神农集团10月销售月报点评：成长性和成本优势凸显，利润弹性大,点评,一般报告,国泰君安,"王艳君,林逸丹",2025Q4,959100.0,,,120200.0,2.29,12.73,1.6,20.9,9.99,增持,,34.35,,2024-12-01 18:07:18
605296.SH,神农集团,20241201,神农集团10月销售月报点评：成长性和成本优势凸显，利润弹性大,点评,一般报告,国泰君安,"王艳君,林逸丹",2024Q4,682700.0,,,78800.0,1.5,19.43,1.3,16.5,14.04,增持,,34.35,,2024-12-01 18:07:18
600057.SH,厦门象屿,20241201,厦门象屿点评报告：德龙系风险将正式解除，加码船厂、大宗供应链龙头再出发,点评,一般报告,浙商证券,李丹,2026Q4,60564400.0,,492700.0,251400.0,1.13,5.35,,5.66,4.1,买入,,,,2024-12-01 18:07:18
600057.SH,厦门象屿,20241201,厦门象屿点评报告：德龙系风险将正式解除，加码船厂、大宗供应链龙头再出发,点评,一般报告,浙商证券,李丹,2025Q4,51282300.0,,431700.0,220300.0,0.99,6.1,,5.38,3.84,买入,,,,2024-12-01 18:07:18
600057.SH,厦门象屿,20241201,厦门象屿点评报告：德龙系风险将正式解除，加码船厂、大宗供应链龙头再出发,点评,一般报告,浙商证券,李丹,2024Q4,44751600.0,,222600.0,113500.0,0.51,11.84,,2.97,5.4,买入,,,,2024-12-01 18:07:18
603056.SH,德邦股份,20241130,德邦股份更新报告：大件运输需求有望修复，股东增持彰显经营信心,点评,一般报告,浙商证券,"李丹,张梦婷",2026Q4,4775800.0,,159300.0,128700.0,1.25,11.79,,12.43,5.39,买入,,,,2024-12-01 18:07:18
603056.SH,德邦股份,20241130,德邦股份更新报告：大件运输需求有望修复，股东增持彰显经营信心,点评,一般报告,浙商证券,"李丹,张梦婷",2025Q4,4377200.0,,131800.0,106500.0,1.04,14.25,,11.61,6.98,买入,,,,2024-12-01 18:07:18
603056.SH,德邦股份,20241130,德邦股份更新报告：大件运输需求有望修复，股东增持彰显经营信心,点评,一般报告,浙商证券,"李丹,张梦婷",2024Q4,3988100.0,,106700.0,86200.0,0.84,17.61,,10.55,9.09,买入,,,,2024-12-01 18:07:18
601688.SH,华泰证券,20241130,华泰证券首次覆盖报告：科技赋能各业务协同发展，财富管理头部地位稳固保持,一般,首份报告,东方证券,"王晶,鲍丙文",2026Q4,4775400.0,,1673000.0,1517800.0,1.68,10.55,,7.19,,买入,,24.52,,2024-12-01 18:07:18
601688.SH,华泰证券,20241130,华泰证券首次覆盖报告：科技赋能各业务协同发展，财富管理头部地位稳固保持,一般,首份报告,东方证券,"王晶,鲍丙文",2025Q4,4215600.0,,1514600.0,1371900.0,1.52,11.67,,6.85,,买入,,24.52,,2024-12-01 18:07:18
601688.SH,华泰证券,20241130,华泰证券首次覆盖报告：科技赋能各业务协同发展，财富管理头部地位稳固保持,一般,首份报告,东方证券,"王晶,鲍丙文",2024Q4,4292800.0,,1796000.0,1636300.0,1.81,9.79,,8.66,,买入,,24.52,,2024-12-01 18:07:18
603663.SH,三祥新材,20241130,三祥新材：核级海绵锆投产在即，固态电池电解质打开远期成长空间,深度,首次关注,东北证券,"张煜暄,杨占魁",2026Q4,180999.0,49321.0,23800.0,21500.0,0.51,33.7,1.19,13.84,,增持,,,,2024-12-01 18:07:18
603663.SH,三祥新材,20241130,三祥新材：核级海绵锆投产在即，固态电池电解质打开远期成长空间,深度,首次关注,东北证券,"张煜暄,杨占魁",2025Q4,153194.0,42709.0,20600.0,17900.0,0.42,40.59,0.99,12.53,,增持,,,,2024-12-01 18:07:18
603663.SH,三祥新材,20241130,三祥新材：核级海绵锆投产在即，固态电池电解质打开远期成长空间,深度,首次关注,东北证券,"张煜暄,杨占魁",2024Q4,116508.0,28916.0,13100.0,11300.0,0.27,64.28,0.62,8.55,,增持,,,,2024-12-01 18:07:18
603031.SH,安孚科技,20241130,安孚科技：格局优异消费品龙头，兼具红利＋成长属性,一般,首次关注,国盛证券,"徐程颖,鲍秋宇",2026Q4,597100.0,,130700.0,32500.0,1.54,20.3,,14.1,3.5,增持,,33.81,,2024-12-01 18:07:18
603031.SH,安孚科技,20241130,安孚科技：格局优异消费品龙头，兼具红利＋成长属性,一般,首次关注,国盛证券,"徐程颖,鲍秋宇",2025Q4,533700.0,,118100.0,27500.0,1.3,24.1,,12.7,4.6,增持,,33.81,,2024-12-01 18:07:18
603031.SH,安孚科技,20241130,安孚科技：格局优异消费品龙头，兼具红利＋成长属性,一般,首次关注,国盛证券,"徐程颖,鲍秋宇",2024Q4,474000.0,,105500.0,21400.0,1.02,30.8,,10.5,5.9,增持,,33.81,,2024-12-01 18:07:18
600761.SH,安徽合力,20241130,安徽合力公司公告点评：加强零部件与高端铸件能力，助力业务结构优化、竞争力提升,点评,一般报告,海通证券,"赵玥炜,赵靖博,欧阳天奕",2026Q4,2262500.0,,241200.0,193200.0,2.17,8.05,4.9,15.3,4.87,优于大市,,,,2024-12-01 18:07:18
600761.SH,安徽合力,20241130,安徽合力公司公告点评：加强零部件与高端铸件能力，助力业务结构优化、竞争力提升,点评,一般报告,海通证券,"赵玥炜,赵靖博,欧阳天奕",2025Q4,2018400.0,,207600.0,166200.0,1.87,9.36,4.3,14.5,6.04,优于大市,,,,2024-12-01 18:07:18
600761.SH,安徽合力,20241130,安徽合力公司公告点评：加强零部件与高端铸件能力，助力业务结构优化、竞争力提升,点评,一般报告,海通证券,"赵玥炜,赵靖博,欧阳天奕",2024Q4,1785000.0,,176900.0,141700.0,1.59,10.98,3.6,13.5,7.21,优于大市,,,,2024-12-01 18:07:18
688737.SH,中自科技,20241130,中自科技：氢燃料电催化剂获定点开发，新业务加速布局,点评,一般报告,国泰君安,"徐强,于歆",2026Q4,242900.0,,,9200.0,0.77,25.89,0.0,4.5,18.26,增持,,28.68,,2024-12-01 18:07:18
688737.SH,中自科技,20241130,中自科技：氢燃料电催化剂获定点开发，新业务加速布局,点评,一般报告,国泰君安,"徐强,于歆",2025Q4,207800.0,,,5100.0,0.42,46.85,0.0,2.6,26.72,增持,,28.68,,2024-12-01 18:07:18
688737.SH,中自科技,20241130,中自科技：氢燃料电催化剂获定点开发，新业务加速布局,点评,一般报告,国泰君安,"徐强,于歆",2024Q4,173400.0,,,2300.0,0.19,105.33,0.0,1.2,37.49,增持,,28.68,,2024-12-01 18:07:18
002648.SZ,卫星化学,20241130,卫星化学公司更新：拟签原料运输船租赁协议，保障项目成长,点评,一般报告,国泰君安,"孙羲昱,杨思远,陈浩越",2026Q4,7243600.0,,,934700.0,2.77,6.47,4.3,22.9,5.44,增持,,22.1,,2024-12-01 18:07:18
002648.SZ,卫星化学,20241130,卫星化学公司更新：拟签原料运输船租赁协议，保障项目成长,点评,一般报告,国泰君安,"孙羲昱,杨思远,陈浩越",2025Q4,5785800.0,,,650600.0,1.93,9.29,3.0,19.1,7.92,增持,,22.1,,2024-12-01 18:07:18
002648.SZ,卫星化学,20241130,卫星化学公司更新：拟签原料运输船租赁协议，保障项目成长,点评,一般报告,国泰君安,"孙羲昱,杨思远,陈浩越",2024Q4,5173100.0,,,572000.0,1.7,10.57,2.7,19.4,9.23,增持,,22.1,,2024-12-01 18:07:18
688312.SH,燕麦科技,20241130,燕麦科技点评报告：拟收购Axis-TEC，布局硅光设备新赛道,点评,一般报告,中泰证券,"冯胜,王可,万欣怡",2026Q4,83200.0,,19400.0,18600.0,1.28,27.2,,11.1,30.0,买入,,,,2024-12-01 18:07:18
688312.SH,燕麦科技,20241130,燕麦科技点评报告：拟收购Axis-TEC，布局硅光设备新赛道,点评,一般报告,中泰证券,"冯胜,王可,万欣怡",2025Q4,66700.0,,17500.0,16600.0,1.15,30.6,,10.9,35.0,买入,,,,2024-12-01 18:07:18
688312.SH,燕麦科技,20241130,燕麦科技点评报告：拟收购Axis-TEC，布局硅光设备新赛道,点评,一般报告,中泰证券,"冯胜,王可,万欣怡",2024Q4,48000.0,,9500.0,8900.0,0.62,56.8,,6.4,64.0,买入,,,,2024-12-01 18:07:18
002458.SZ,益生股份,20241130,益生股份：深耕畜禽种源，苗价有望维持高景气,深度,一般报告,财通证券,肖珮菁,2026Q4,398471.0,,72860.0,71798.0,0.65,14.93,1.0,12.22,8.3,增持,,,,2024-12-01 18:07:18
002458.SZ,益生股份,20241130,益生股份：深耕畜禽种源，苗价有望维持高景气,深度,一般报告,财通证券,肖珮菁,2025Q4,367305.0,,67333.0,66352.0,0.6,16.16,1.7,12.61,9.5,增持,,,,2024-12-01 18:07:18
002458.SZ,益生股份,20241130,益生股份：深耕畜禽种源，苗价有望维持高景气,深度,一般报告,财通证券,肖珮菁,2024Q4,292220.0,,55441.0,54634.0,0.49,19.62,1.9,11.44,11.6,增持,,,,2024-12-01 18:07:18
000526.SZ,学大教育,20241130,学大教育公司首次覆盖报告：个性化教育开创者，多元化布局展新颜,一般,首次关注,信达证券,范欣悦,2026Q4,373500.0,,41200.0,31200.0,2.54,16.96,,22.0,8.8,买入,,,,2024-12-01 18:07:18
000526.SZ,学大教育,20241130,学大教育公司首次覆盖报告：个性化教育开创者，多元化布局展新颜,一般,首次关注,信达证券,范欣悦,2025Q4,323500.0,,33800.0,25600.0,2.08,20.7,,23.1,10.87,买入,,,,2024-12-01 18:07:18
000526.SZ,学大教育,20241130,学大教育公司首次覆盖报告：个性化教育开创者，多元化布局展新颜,一般,首次关注,信达证券,范欣悦,2024Q4,275300.0,,27000.0,20400.0,1.66,25.91,,24.0,13.72,买入,,,,2024-12-01 18:07:18
688111.SH,金山办公,20241130,金山办公：信创受益的开始,点评,一般报告,德邦证券,"陈涵泊,王思",2026Q4,831500.0,,254800.0,240100.0,5.19,56.79,0.5,17.4,52.15,买入,,,,2024-12-01 18:07:18
688111.SH,金山办公,20241130,金山办公：信创受益的开始,点评,一般报告,德邦证券,"陈涵泊,王思",2025Q4,658500.0,,195000.0,184100.0,3.98,74.06,0.4,15.2,68.59,买入,,,,2024-12-01 18:07:18
688111.SH,金山办公,20241130,金山办公：信创受益的开始,点评,一般报告,德邦证券,"陈涵泊,王思",2024Q4,524500.0,,156800.0,147500.0,3.19,92.42,0.3,13.6,84.41,买入,,,,2024-12-01 18:07:18
600641.SH,万业企业,20241130,万业企业：实控人变更，股东赋能发挥业务协同效应,点评,一般报告,中信建投,竺劲,2026Q4,106680.0,,,17610.0,0.19,109.1,,2.04,,买入,,,,2024-12-01 18:07:18
600641.SH,万业企业,20241130,万业企业：实控人变更，股东赋能发挥业务协同效应,点评,一般报告,中信建投,竺劲,2025Q4,93380.0,,,10060.0,0.11,191.1,,1.18,,买入,,,,2024-12-01 18:07:18
600641.SH,万业企业,20241130,万业企业：实控人变更，股东赋能发挥业务协同效应,点评,一般报告,中信建投,竺劲,2024Q4,70690.0,,,7800.0,0.08,246.3,,0.93,,买入,,,,2024-12-01 18:07:18
688010.SH,福光股份,20241130,福光股份：业绩持续好转，高端领域进展迅速,点评,首次评级,国泰君安,"舒迪,刘校",2026Q4,98500.0,,,7200.0,0.45,73.69,0.4,3.7,20.52,增持,,45.9,,2024-12-01 18:07:18
688010.SH,福光股份,20241130,福光股份：业绩持续好转，高端领域进展迅速,点评,首次评级,国泰君安,"舒迪,刘校",2025Q4,77900.0,,,4300.0,0.27,125.19,0.2,2.2,24.1,增持,,45.9,,2024-12-01 18:07:18
688010.SH,福光股份,20241130,福光股份：业绩持续好转，高端领域进展迅速,点评,首次评级,国泰君安,"舒迪,刘校",2024Q4,62400.0,,,-3400.0,-0.21,,0.0,-1.8,40.23,增持,,45.9,,2024-12-01 18:07:18
600989.SH,宝丰能源,20241130,宝丰能源更新报告：内蒙项目一系列产线顺利试生产,点评,一般报告,国泰君安,"孙羲昱,杨思远,陈浩越",2026Q4,5780200.0,,,1341500.0,1.83,8.83,1.4,19.6,5.77,增持,,19.69,,2024-12-01 18:07:18
600989.SH,宝丰能源,20241130,宝丰能源更新报告：内蒙项目一系列产线顺利试生产,点评,一般报告,国泰君安,"孙羲昱,杨思远,陈浩越",2025Q4,5633300.0,,,1285000.0,1.75,9.22,1.3,22.6,6.47,增持,,19.69,,2024-12-01 18:07:18
600989.SH,宝丰能源,20241130,宝丰能源更新报告：内蒙项目一系列产线顺利试生产,点评,一般报告,国泰君安,"孙羲昱,杨思远,陈浩越",2024Q4,3551400.0,,,786700.0,1.07,15.05,0.8,17.3,10.54,增持,,19.69,,2024-12-01 18:07:18
301177.SZ,迪阿股份,20241130,迪阿股份跟踪点评：品牌全球化初试成效，长期战略资产布局,点评,首份报告,西部证券,吴岑,2026Q4,174100.0,,10000.0,7000.0,0.17,145.2,,1.1,,增持,,,,2024-12-01 18:07:18
301177.SZ,迪阿股份,20241130,迪阿股份跟踪点评：品牌全球化初试成效，长期战略资产布局,点评,首份报告,西部证券,吴岑,2025Q4,153300.0,,8300.0,6100.0,0.15,167.3,,0.9,,增持,,,,2024-12-01 18:07:18
301177.SZ,迪阿股份,20241130,迪阿股份跟踪点评：品牌全球化初试成效，长期战略资产布局,点评,首份报告,西部证券,吴岑,2024Q4,132500.0,,4900.0,3700.0,0.09,275.4,,0.6,,增持,,,,2024-12-01 18:07:18
000682.SZ,东方电子,20241130,东方电子：营收增长逐季加速，持续助力双碳转型,点评,一般报告,中泰证券,"苏仪,刘一哲",2026Q4,1059900.0,,126000.0,100900.0,0.75,14.4,,14.5,70.0,买入,,,,2024-12-01 18:07:18
000682.SZ,东方电子,20241130,东方电子：营收增长逐季加速，持续助力双碳转型,点评,一般报告,中泰证券,"苏仪,刘一哲",2025Q4,888900.0,,99800.0,82200.0,0.61,17.7,,13.5,86.0,买入,,,,2024-12-01 18:07:18
001238.SZ,浙江正特,20241130,浙江正特：跨境电商助力海外拓展,点评,一般报告,天风证券,孙海洋,2025Q4,144418.0,,9011.0,10512.0,0.96,28.02,,8.61,19.77,持有,,,,2024-12-01 18:07:18
001238.SZ,浙江正特,20241130,浙江正特：跨境电商助力海外拓展,点评,一般报告,天风证券,孙海洋,2026Q4,166803.0,,10199.0,15690.0,1.43,18.77,,11.82,15.37,持有,,,,2024-12-01 18:07:18
000682.SZ,东方电子,20241130,东方电子：营收增长逐季加速，持续助力双碳转型,点评,一般报告,中泰证券,"苏仪,刘一哲",2024Q4,748700.0,,78700.0,66100.0,0.49,22.0,,12.1,107.0,买入,,,,2024-12-01 18:07:18
001238.SZ,浙江正特,20241130,浙江正特：跨境电商助力海外拓展,点评,一般报告,天风证券,孙海洋,2024Q4,123297.0,,5238.0,5757.0,0.52,51.17,,5.02,23.77,持有,,,,2024-12-01 18:07:18
300898.SZ,熊猫乳品,20241129,熊猫乳品：国内炼乳领域领导者，不断深化炼乳领域发展,深度,首次关注,财达证券,马世辉,2026Q4,95500.0,,14500.0,12600.0,1.02,,,9.62,14.0,增持,,30.1,,2024-12-01 18:07:18
300898.SZ,熊猫乳品,20241129,熊猫乳品：国内炼乳领域领导者，不断深化炼乳领域发展,深度,首次关注,财达证券,马世辉,2025Q4,92700.0,,13900.0,12100.0,0.98,,,10.34,15.12,增持,,30.1,,2024-12-01 18:07:18
300898.SZ,熊猫乳品,20241129,熊猫乳品：国内炼乳领域领导者，不断深化炼乳领域发展,深度,首次关注,财达证券,马世辉,2024Q4,90900.0,,12500.0,10700.0,0.86,,,10.25,17.57,增持,,30.1,,2024-12-01 18:07:18
002405.SZ,四维图新,20241129,四维图新首次覆盖：智能驾驶产业整合者,深度,首次关注,西部证券,"郑宏达,周成",2026Q4,463636.0,,-7700.0,-2700.0,-0.01,,,-0.3,,买入,,13.46,,2024-12-01 18:07:18
002405.SZ,四维图新,20241129,四维图新首次覆盖：智能驾驶产业整合者,深度,首次关注,西部证券,"郑宏达,周成",2025Q4,399499.0,,-41700.0,-36700.0,-0.15,,,-4.0,,买入,,13.46,,2024-12-01 18:07:18
002405.SZ,四维图新,20241129,四维图新首次覆盖：智能驾驶产业整合者,深度,首次关注,西部证券,"郑宏达,周成",2024Q4,349829.0,,-79500.0,-77300.0,-0.33,,,-8.0,,买入,,13.46,,2024-12-01 18:07:18
002444.SZ,巨星科技,20241129,巨星科技首次覆盖报告：收购＆自创品牌并行，全球化布局稳固公司优势地位,一般,首份报告,光大证券,"黄帅斌,陈佳宁,李佳琦,夏天宇",2026Q4,1891500.0,572200.0,326600.0,277100.0,2.3,12.0,0.8,12.85,9.7,买入,,,,2024-12-01 18:07:18
002444.SZ,巨星科技,20241129,巨星科技首次覆盖报告：收购＆自创品牌并行，全球化布局稳固公司优势地位,一般,首份报告,光大证券,"黄帅斌,陈佳宁,李佳琦,夏天宇",2025Q4,1659000.0,507500.0,288400.0,244700.0,2.03,13.0,0.7,12.85,11.0,买入,,,,2024-12-01 18:07:18
002444.SZ,巨星科技,20241129,巨星科技首次覆盖报告：收购＆自创品牌并行，全球化布局稳固公司优势地位,一般,首份报告,光大证券,"黄帅斌,陈佳宁,李佳琦,夏天宇",2024Q4,1376800.0,435200.0,244900.0,207800.0,1.73,16.0,0.6,12.36,12.8,买入,,,,2024-12-01 18:07:18
600153.SH,建发股份,20241129,建发股份：供应链龙头地位稳固，地产精准扩张后劲充足,深度,首次关注,财通证券,"欧阳之光,吴梦茹",2026Q4,60522683.0,,1090056.0,465999.0,1.58,6.07,4.1,5.78,2.8,增持,,,,2024-12-01 18:07:18
600153.SH,建发股份,20241129,建发股份：供应链龙头地位稳固，地产精准扩张后劲充足,深度,首次关注,财通证券,"欧阳之光,吴梦茹",2025Q4,62928279.0,,913446.0,404200.0,1.37,7.0,3.6,5.24,3.5,增持,,,,2024-12-01 18:07:18
600153.SH,建发股份,20241129,建发股份：供应链龙头地位稳固，地产精准扩张后劲充足,深度,首次关注,财通证券,"欧阳之光,吴梦茹",2024Q4,66948310.0,,704784.0,348868.0,1.18,8.11,3.1,4.71,5.1,增持,,,,2024-12-01 18:07:18
688321.SH,微芯生物,20241129,微芯生物公司季报点评：三季报经营稳健，持续关注公司新品放量及数据读出情况,点评,一般报告,海通国际证券,"余文心,周航,孟科含",2026Q4,137900.0,,4100.0,3500.0,0.09,244.64,0.0,2.4,64.68,优于大市,,37.6,,2024-12-01 18:07:18
688321.SH,微芯生物,20241129,微芯生物公司季报点评：三季报经营稳健，持续关注公司新品放量及数据读出情况,点评,一般报告,海通国际证券,"余文心,周航,孟科含",2025Q4,99100.0,,-6800.0,-6800.0,-0.17,,0.0,-4.8,341.38,优于大市,,37.6,,2024-12-01 18:07:18
688321.SH,微芯生物,20241129,微芯生物公司季报点评：三季报经营稳健，持续关注公司新品放量及数据读出情况,点评,一般报告,海通国际证券,"余文心,周航,孟科含",2024Q4,70600.0,,-8400.0,-8400.0,-0.21,,0.0,-5.6,,优于大市,,37.6,,2024-12-01 18:07:18
870199.BJ,倍益康,20241129,倍益康：Q3单季度收入微增，毛利率净利率均提升,点评,首次关注,兴业证券,尹永志,,,,,,,,,,,无,,,,2024-12-01 18:07:18
300783.SZ,三只松鼠,20241129,三只松鼠：分红回馈股东，成长势能强劲,点评,一般报告,国盛证券,王玲瑶,2026Q4,1619100.0,,102500.0,71800.0,1.79,17.8,,17.8,11.1,买入,,,,2024-12-01 18:07:18
300783.SZ,三只松鼠,20241129,三只松鼠：分红回馈股东，成长势能强劲,点评,一般报告,国盛证券,王玲瑶,2025Q4,1343000.0,,81500.0,57000.0,1.42,22.4,,16.8,14.4,买入,,,,2024-12-01 18:07:18
300783.SZ,三只松鼠,20241129,三只松鼠：分红回馈股东，成长势能强劲,点评,一般报告,国盛证券,王玲瑶,2024Q4,1033300.0,,59400.0,41600.0,1.04,30.8,,14.4,19.8,买入,,,,2024-12-01 18:07:18
600576.SH,祥源文旅,20241129,祥源文旅：战略布局低空旅游，打造稀缺成长性标杆企业,深度,首次关注,财通证券,刘洋,2026Q4,159575.0,,61726.0,48861.0,0.46,16.47,0.0,12.82,5.9,增持,,,,2024-12-01 18:07:18
600576.SH,祥源文旅,20241129,祥源文旅：战略布局低空旅游，打造稀缺成长性标杆企业,深度,首次关注,财通证券,刘洋,2025Q4,138333.0,,50604.0,40057.0,0.38,20.09,0.0,12.13,7.8,增持,,,,2024-12-01 18:07:18
600576.SH,祥源文旅,20241129,祥源文旅：战略布局低空旅游，打造稀缺成长性标杆企业,深度,首次关注,财通证券,刘洋,2024Q4,92855.0,,20239.0,16021.0,0.15,50.22,0.0,5.56,13.5,增持,,,,2024-12-01 18:07:18
870656.BJ,海昇药业,20241129,海昇药业：产品价格波动，收入利润端均承压,点评,首次关注,兴业证券,尹永志,,,,,,,,,,,无,,,,2024-12-01 18:07:18
688192.SH,迪哲医药,20241129,迪哲医药：两款创新药顺利纳入医保，看好2025年商业化潜力,点评,一般报告,野村东方国际证券,"肖鸿德,孔令岩",2026Q4,331900.0,308600.0,24200.0,24200.0,0.58,83.17,,190.0,53.86,增持,,57.68,,2024-12-01 18:07:18
688192.SH,迪哲医药,20241129,迪哲医药：两款创新药顺利纳入医保，看好2025年商业化潜力,点评,一般报告,野村东方国际证券,"肖鸿德,孔令岩",2025Q4,158500.0,149000.0,-39600.0,-39600.0,-0.95,,,347.0,,增持,,57.68,,2024-12-01 18:07:18
688192.SH,迪哲医药,20241129,迪哲医药：两款创新药顺利纳入医保，看好2025年商业化潜力,点评,一般报告,野村东方国际证券,"肖鸿德,孔令岩",2024Q4,53500.0,50800.0,-70500.0,-70500.0,-1.7,,,-250.0,,增持,,57.68,,2024-12-01 18:07:18
600054.SH,黄山旅游,20241129,黄山旅游：峰巅揽胜，山麓求新,一般,首次关注,野村东方国际证券,"张影秋,曾万霖",2026Q4,248340.0,133900.0,81200.0,51100.0,0.7,16.47,,9.0,6.55,增持,,14.71,,2024-12-01 18:07:18
600054.SH,黄山旅游,20241129,黄山旅游：峰巅揽胜，山麓求新,一般,首次关注,野村东方国际证券,"张影秋,曾万霖",2025Q4,230680.0,123900.0,74100.0,46700.0,0.64,18.06,,9.0,7.84,增持,,14.71,,2024-12-01 18:07:18
600054.SH,黄山旅游,20241129,黄山旅游：峰巅揽胜，山麓求新,一般,首次关注,野村东方国际证券,"张影秋,曾万霖",2024Q4,209010.0,111100.0,65400.0,41200.0,0.57,20.43,,8.0,9.27,增持,,14.71,,2024-12-01 18:07:18
300418.SZ,昆仑万维,20241129,昆仑万维公司专题研究：研发投入增加，AI应用落地值得期待,点评,首份报告,国海证券,"杨仁文,谭瑞峤",,,,,,,,,,,无,,,,2024-12-01 18:07:18
