ts_code,trade_date,his_low,his_high,cost_5pct,cost_15pct,cost_50pct,cost_85pct,cost_95pct,weight_avg,winner_rate
002120.SZ,20190603,1.2,26.2,16.4,17.2,20.6,22.2,24.8,20.18,81.49
002120.SZ,20190531,1.2,26.2,16.4,17.2,20.6,22.2,24.8,20.16,77.92
002120.SZ,20190530,1.2,26.2,16.4,17.2,20.6,22.2,24.8,20.15,85.37
002120.SZ,20190529,1.2,26.2,16.4,17.2,20.4,22.2,24.8,20.14,81.99
002120.SZ,20190528,1.2,26.2,16.4,17.2,20.4,22.2,24.8,20.14,74.93
002120.SZ,20190527,1.2,26.2,16.4,17.2,20.4,22.2,24.8,20.13,74.99
002120.SZ,20190524,1.2,26.2,16.4,17.2,20.4,22.2,24.8,20.12,75.17
002120.SZ,20190523,1.2,26.2,16.4,17.2,20.4,22.2,24.8,20.12,78.67
002120.SZ,20190522,1.2,26.2,16.4,17.2,20.4,22.2,24.8,20.1,81.94
002120.SZ,20190521,1.2,26.2,16.4,17.2,20.4,22.2,24.8,20.09,82.34
002120.SZ,20190520,1.2,26.2,16.4,17.2,20.4,22.2,24.8,20.07,69.28
002120.SZ,20190517,1.2,26.2,16.4,17.2,20.4,22.2,24.8,20.07,60.18
002120.SZ,20190516,1.2,26.2,16.4,17.2,20.4,22.2,24.8,20.07,69.08
002120.SZ,20190515,1.2,26.2,16.4,17.2,20.4,22.2,24.8,20.06,64.52
002120.SZ,20190514,1.2,26.2,16.4,17.2,20.4,22.2,24.8,20.06,53.13
002120.SZ,20190513,1.2,26.2,16.4,17.2,20.4,22.2,24.8,20.06,49.38
002120.SZ,20190510,1.2,26.2,16.4,17.2,20.4,22.2,24.8,20.06,49.24
002120.SZ,20190509,1.2,26.2,16.4,17.2,20.4,22.4,24.8,20.05,44.59
002120.SZ,20190508,1.2,26.2,16.4,17.2,20.4,22.4,24.8,20.05,56.07
002120.SZ,20190507,1.2,26.2,16.4,17.2,20.4,22.4,24.8,20.05,49.08
002120.SZ,20190506,1.2,26.2,16.4,17.2,20.4,22.4,25.0,20.04,52.38
002120.SZ,20190430,1.2,26.2,16.4,17.2,20.4,22.4,25.0,20.04,67.65
002120.SZ,20190429,1.2,26.2,16.4,17.2,20.2,22.4,25.0,20.04,71.94
002120.SZ,20190426,1.2,26.2,16.4,17.2,20.2,22.4,25.0,20.03,68.17
002120.SZ,20190425,1.2,26.2,16.4,17.2,20.2,22.4,25.0,20.02,63.74
002120.SZ,20190424,1.2,26.2,16.4,17.2,20.2,22.4,25.0,20.0,63.97
002120.SZ,20190423,1.2,26.2,16.4,17.2,20.2,22.4,25.0,20.01,57.33
002120.SZ,20190422,1.2,26.2,16.4,17.2,20.2,22.4,25.0,20.01,67.79
002120.SZ,20190419,1.2,26.2,16.4,17.0,20.2,22.4,25.0,19.99,61.18
002120.SZ,20190418,1.2,26.2,16.4,17.0,20.0,22.4,25.0,19.97,63.99
002120.SZ,20190417,1.2,26.2,16.4,17.0,20.0,22.4,25.0,19.98,70.93
002120.SZ,20190416,1.2,26.2,16.4,17.0,20.0,22.4,25.0,19.96,71.01
002120.SZ,20190415,1.2,26.2,16.4,17.0,20.0,22.4,25.0,19.94,70.99
002120.SZ,20190412,1.2,26.2,16.4,17.0,20.0,22.4,25.0,19.95,71.66
002120.SZ,20190411,1.2,26.2,16.4,17.0,19.8,22.4,25.0,19.93,77.09
002120.SZ,20190410,1.2,26.2,16.4,17.0,19.8,22.4,25.0,19.91,83.5
002120.SZ,20190409,1.2,26.2,16.4,17.0,19.8,22.4,25.0,19.88,85.81
002120.SZ,20190408,1.2,26.2,16.4,17.0,19.8,22.4,25.0,19.89,81.23
002120.SZ,20190404,1.2,26.2,16.4,17.0,19.8,22.4,25.0,19.86,84.2
002120.SZ,20190403,1.2,26.2,16.4,17.0,19.8,22.4,25.0,19.84,85.84
002120.SZ,20190402,1.2,26.2,16.4,17.0,19.6,22.4,25.0,19.8,81.07
002120.SZ,20190401,1.2,26.2,16.4,17.0,19.6,22.4,25.0,19.78,85.61
002120.SZ,20190329,1.2,26.2,16.4,17.0,19.6,22.4,25.0,19.74,80.09
002120.SZ,20190328,1.2,26.2,16.4,17.0,19.6,22.4,25.0,19.72,75.64
002120.SZ,20190327,1.2,26.2,16.4,17.0,19.4,22.6,25.0,19.71,70.04
002120.SZ,20190326,1.2,26.2,16.4,17.0,19.4,22.6,25.0,19.7,61.43
002120.SZ,20190325,1.2,26.2,16.4,17.0,19.4,22.6,25.0,19.7,61.61
002120.SZ,20190322,1.2,26.2,16.4,17.0,19.4,22.6,25.0,19.69,64.02
002120.SZ,20190321,1.2,26.2,16.4,17.0,19.4,22.6,25.0,19.69,69.07
002120.SZ,20190320,1.2,26.2,16.4,17.0,19.4,22.6,25.0,19.67,71.67
002120.SZ,20190319,1.2,26.2,16.4,17.0,19.4,22.6,25.0,19.66,74.36
002120.SZ,20190318,1.2,26.2,16.4,17.0,19.4,22.6,25.0,19.65,72.17
002120.SZ,20190315,1.2,26.2,16.4,17.0,19.2,22.8,25.0,19.64,66.35
002120.SZ,20190314,1.2,26.2,16.4,17.0,19.2,22.8,25.0,19.63,64.48
002120.SZ,20190313,1.2,26.2,16.4,16.8,19.2,22.8,25.0,19.62,69.42
002120.SZ,20190312,1.2,26.2,16.4,16.8,19.2,22.8,25.0,19.61,73.65
002120.SZ,20190311,1.2,26.2,16.2,16.8,19.0,22.8,25.0,19.59,74.15
002120.SZ,20190308,1.2,26.2,16.2,16.8,19.0,23.0,25.0,19.56,68.85
002120.SZ,20190307,1.2,26.2,16.2,16.8,19.0,23.0,25.2,19.55,75.53
002120.SZ,20190306,1.2,26.2,16.2,16.8,19.0,23.0,25.2,19.53,81.42
002120.SZ,20190305,1.2,26.2,16.2,16.8,18.8,23.2,25.2,19.49,84.3
002120.SZ,20190304,1.2,26.2,16.2,16.8,18.8,23.2,25.2,19.47,75.36
002120.SZ,20190301,1.2,26.2,16.2,16.8,18.8,23.2,25.2,19.45,72.63
002120.SZ,20190228,1.2,26.2,16.2,16.8,18.8,23.2,25.2,19.45,71.19
002120.SZ,20190227,1.2,26.2,16.2,16.8,18.6,23.2,25.2,19.45,69.4
002120.SZ,20190226,1.2,26.2,16.2,16.8,18.6,23.4,25.2,19.43,61.63
002120.SZ,20190225,1.2,26.2,16.2,16.8,18.6,23.4,25.2,19.43,65.86
002120.SZ,20190222,1.2,26.2,16.2,16.8,18.6,23.4,25.2,19.42,57.01
002120.SZ,20190221,1.2,26.2,16.2,16.8,18.6,23.6,25.2,19.43,62.24
002120.SZ,20190220,1.2,26.2,16.2,16.8,18.4,23.6,25.2,19.43,62.15
002120.SZ,20190219,1.2,26.2,16.2,16.8,18.4,23.6,25.2,19.43,60.06
002120.SZ,20190218,1.2,26.2,16.2,16.8,18.4,23.6,25.2,19.43,65.01
002120.SZ,20190215,1.2,26.2,16.2,16.8,18.4,23.8,25.2,19.42,60.8
002120.SZ,20190214,1.2,26.2,16.2,16.8,18.4,23.8,25.2,19.43,67.63
002120.SZ,20190213,1.2,26.2,16.2,16.8,18.4,23.8,25.2,19.43,63.46
002120.SZ,20190212,1.2,26.2,16.2,16.8,18.4,23.8,25.2,19.43,63.45
002120.SZ,20190211,1.2,26.2,16.2,16.8,18.4,24.0,25.2,19.42,65.98
002120.SZ,20190201,1.2,26.2,16.2,16.8,18.2,24.0,25.2,19.42,63.04
002120.SZ,20190131,1.2,26.2,16.2,16.8,18.2,24.0,25.2,19.42,56.89
002120.SZ,20190130,1.2,26.2,16.2,16.8,18.2,24.0,25.2,19.42,54.12
002120.SZ,20190129,1.2,26.2,16.2,16.8,18.2,24.0,25.2,19.42,54.18
002120.SZ,20190128,1.2,26.2,16.2,16.8,18.2,24.0,25.2,19.42,61.37
002120.SZ,20190125,1.2,26.2,16.2,16.8,18.2,24.0,25.2,19.43,51.07
002120.SZ,20190124,1.2,26.2,16.2,16.8,18.2,24.0,25.2,19.43,47.26
002120.SZ,20190123,1.2,26.2,16.2,16.8,18.2,24.0,25.2,19.44,43.79
002120.SZ,20190122,1.2,26.2,16.2,16.8,18.2,24.0,25.2,19.44,34.57
002120.SZ,20190121,1.2,26.2,16.2,16.8,18.2,24.0,25.2,19.45,34.6
002120.SZ,20190118,1.2,26.2,16.2,16.8,18.2,24.0,25.2,19.46,34.77
002120.SZ,20190117,1.2,26.2,16.2,16.8,18.2,24.0,25.2,19.46,29.24
002120.SZ,20190116,1.2,26.2,16.2,16.8,18.2,24.0,25.2,19.47,39.29
002120.SZ,20190115,1.2,26.2,16.2,16.8,18.4,24.0,25.2,19.48,34.63
002120.SZ,20190114,1.2,26.2,16.2,16.8,18.4,24.0,25.2,19.49,25.05
002120.SZ,20190111,1.2,26.2,16.2,16.8,18.4,24.0,25.2,19.49,25.02
002120.SZ,20190110,1.2,26.2,16.2,16.8,18.4,24.0,25.2,19.49,19.89
002120.SZ,20190109,1.2,26.2,16.2,16.8,18.4,24.2,25.2,19.49,19.79
002120.SZ,20190108,1.2,26.2,16.2,16.8,18.4,24.2,25.2,19.5,14.04
002120.SZ,20190107,1.2,26.2,16.2,16.8,18.4,24.2,25.2,19.51,19.4
002120.SZ,20190104,1.2,26.2,16.2,16.8,18.4,24.2,25.2,19.52,19.21
002120.SZ,20190103,1.2,26.2,16.2,16.8,18.4,24.2,25.2,19.53,23.63
002120.SZ,20190102,1.2,26.2,16.2,16.8,18.4,24.2,25.2,19.56,23.51
002120.SZ,20181228,1.2,26.2,16.2,16.8,18.4,24.2,25.2,19.56,23.15
002120.SZ,20181227,1.2,26.2,16.2,16.8,18.4,24.2,25.2,19.59,22.82
002120.SZ,20181226,1.2,26.2,16.2,16.8,18.4,24.2,25.2,19.61,6.21
002120.SZ,20181225,1.2,26.2,16.2,16.8,18.4,24.2,25.2,19.62,13.68
002120.SZ,20181224,1.2,26.2,16.2,16.8,18.4,24.4,25.2,19.63,17.87
002120.SZ,20181221,1.2,26.2,16.2,16.8,18.4,24.4,25.2,19.63,13.41
002120.SZ,20181220,1.2,26.2,16.2,16.8,18.6,24.4,25.2,19.64,13.42
002120.SZ,20181219,1.2,26.2,16.2,16.8,18.6,24.4,25.2,19.67,12.88
002120.SZ,20181218,1.2,26.2,16.2,16.8,18.6,24.6,25.2,19.72,6.18
002120.SZ,20181217,1.2,26.2,16.2,16.8,18.6,24.6,25.2,19.74,5.82
002120.SZ,20181214,1.2,26.2,16.2,17.0,18.6,24.6,25.2,19.76,2.87
002120.SZ,20181213,1.2,26.2,16.4,17.0,18.6,24.6,25.2,19.79,7.69
002120.SZ,20181212,1.2,26.2,16.4,17.0,18.6,24.6,25.2,19.8,4.94
002120.SZ,20181211,1.2,26.2,16.4,17.0,18.6,24.6,25.2,19.82,4.71
002120.SZ,20181210,1.2,26.2,16.4,17.0,18.6,24.6,25.2,19.83,2.75
002120.SZ,20181207,1.2,26.2,16.4,17.0,18.8,24.6,25.2,19.84,2.41
002120.SZ,20181206,1.2,26.2,16.4,17.0,18.8,24.6,25.2,19.85,3.61
002120.SZ,20181205,1.2,26.2,16.4,17.0,18.8,24.6,25.2,19.87,3.38
002120.SZ,20181204,1.2,26.2,16.6,17.0,18.8,24.6,25.2,19.9,4.77
002120.SZ,20181203,1.2,26.2,16.6,17.2,18.8,24.6,25.2,19.92,10.47
002120.SZ,20181130,1.2,26.2,16.6,17.2,18.8,24.6,25.2,19.95,2.87
002120.SZ,20181129,1.2,26.2,16.6,17.2,18.8,24.6,25.2,19.98,2.27
002120.SZ,20181128,1.2,26.2,16.6,17.2,18.8,24.6,25.4,20.0,5.47
002120.SZ,20181127,1.2,26.2,16.6,17.2,18.8,24.6,25.4,20.01,8.32
002120.SZ,20181126,1.2,26.2,16.6,17.2,18.8,24.6,25.4,20.01,12.18
002120.SZ,20181123,1.2,26.2,16.6,17.2,18.8,24.6,25.4,20.02,11.99
002120.SZ,20181122,1.2,26.2,16.6,17.2,19.0,24.6,25.4,20.03,11.74
002120.SZ,20181121,1.2,26.2,16.6,17.2,19.0,24.6,25.4,20.04,15.81
002120.SZ,20181120,1.2,26.2,16.6,17.2,19.0,24.6,25.4,20.07,21.03
002120.SZ,20181119,1.2,26.2,16.6,17.2,19.0,24.6,25.4,20.08,26.01
002120.SZ,20181116,1.2,26.2,16.6,17.2,19.0,24.6,25.4,20.1,20.66
002120.SZ,20181115,1.2,26.2,16.6,17.2,19.0,24.6,25.4,20.13,20.48
002120.SZ,20181114,1.2,26.2,16.6,17.2,19.0,24.6,25.4,20.14,15.74
002120.SZ,20181113,1.2,26.2,16.6,17.2,19.0,24.6,25.4,20.17,23.61
002120.SZ,20181112,1.2,26.2,16.6,17.2,19.2,24.6,25.4,20.22,26.57
002120.SZ,20181109,1.2,26.2,16.6,17.2,19.2,24.6,25.4,20.26,39.41
002120.SZ,20181108,1.2,26.2,16.6,17.2,19.4,24.8,25.4,20.28,29.58
002120.SZ,20181107,1.2,26.2,16.6,17.2,19.4,24.8,25.4,20.3,34.27
002120.SZ,20181106,1.2,26.2,16.6,17.2,19.4,24.8,25.4,20.32,38.11
002120.SZ,20181105,1.2,26.2,16.6,17.2,19.4,24.8,25.4,20.33,34.25
002120.SZ,20181102,1.2,26.2,16.6,17.2,19.4,24.8,25.4,20.35,37.18
002120.SZ,20181101,1.2,26.2,16.6,17.2,19.6,24.8,25.4,20.38,30.08
002120.SZ,20181031,1.2,26.2,16.6,17.2,19.6,24.8,25.4,20.42,16.64
002120.SZ,20181030,1.2,26.2,16.6,17.2,19.6,24.8,25.4,20.45,12.72
002120.SZ,20181029,1.2,26.2,16.6,17.2,19.8,24.8,25.4,20.47,12.11
002120.SZ,20181026,1.2,26.2,16.6,17.4,19.8,24.8,25.4,20.52,17.08
002120.SZ,20181025,1.2,26.2,16.6,17.4,20.0,24.8,25.4,20.56,26.31
002120.SZ,20181024,1.2,26.2,16.6,17.4,20.0,24.8,25.4,20.59,38.54
002120.SZ,20181023,1.2,26.2,16.6,17.4,20.0,24.8,25.4,20.6,41.6
002120.SZ,20181022,1.2,26.2,16.6,17.4,20.2,24.8,25.4,20.63,29.42
002120.SZ,20181019,1.2,26.2,16.6,17.4,20.4,24.8,25.4,20.66,17.6
002120.SZ,20181018,1.2,26.2,16.6,17.4,20.4,24.8,25.4,20.7,6.02
002120.SZ,20181017,1.2,26.2,16.6,17.4,20.4,24.8,25.4,20.72,13.7
002120.SZ,20181016,1.2,26.2,16.6,17.4,20.4,24.8,25.4,20.73,13.46
002120.SZ,20181015,1.2,26.2,16.6,17.4,20.6,24.8,25.4,20.76,18.7
002120.SZ,20181012,1.2,26.2,16.6,17.4,20.6,24.8,25.4,20.79,21.19
002120.SZ,20181011,1.2,26.2,16.6,17.4,20.6,24.8,25.4,20.81,13.08
002120.SZ,20181010,1.2,26.2,16.6,17.6,20.8,24.8,25.4,20.85,22.48
002120.SZ,20181009,1.2,26.2,16.6,17.6,20.8,24.8,25.4,20.86,24.74
002120.SZ,20181008,1.2,26.2,16.6,17.6,20.8,24.8,25.4,20.88,22.27
002120.SZ,20180928,1.2,26.2,16.6,17.6,20.8,24.8,25.4,20.91,35.54
002120.SZ,20180927,1.2,26.2,16.6,17.4,21.0,24.8,25.4,20.92,32.27
002120.SZ,20180926,1.2,26.2,16.6,17.4,21.0,24.8,25.4,20.95,34.76
002120.SZ,20180925,1.2,26.2,16.6,17.4,21.2,24.8,25.4,20.99,25.21
002120.SZ,20180921,1.2,26.2,16.6,17.4,21.2,25.0,25.4,21.03,23.34
002120.SZ,20180920,1.2,26.2,16.6,17.4,21.2,25.0,25.4,21.05,18.57
002120.SZ,20180919,1.2,26.2,16.6,17.4,21.2,25.0,25.4,21.07,18.38
002120.SZ,20180918,1.2,26.2,16.6,17.4,21.2,25.0,25.4,21.12,9.07
002120.SZ,20180917,1.2,26.2,16.6,17.6,21.4,25.0,25.4,21.15,2.34
002120.SZ,20180914,1.2,26.2,16.6,17.6,21.4,25.0,25.4,21.18,7.82
002120.SZ,20180913,1.2,26.2,16.6,17.6,21.4,25.0,25.4,21.21,12.07
002120.SZ,20180912,1.2,26.2,16.6,17.6,21.4,25.0,25.4,21.24,7.46
002120.SZ,20180911,1.2,26.2,16.8,17.8,21.4,25.0,25.4,21.29,2.15
002120.SZ,20180910,1.2,26.2,16.8,17.8,21.4,25.0,25.4,21.35,5.51
002120.SZ,20180907,1.2,26.2,16.8,18.0,21.4,25.0,25.4,21.4,6.68
002120.SZ,20180906,1.2,26.2,17.0,18.0,21.6,25.0,25.4,21.44,2.05
002120.SZ,20180905,1.2,26.2,17.0,18.0,21.6,25.0,25.4,21.47,2.78
002120.SZ,20180904,1.2,26.2,17.2,18.2,21.6,25.0,25.4,21.49,4.87
002120.SZ,20180903,1.2,26.2,17.2,18.2,21.6,25.0,25.4,21.51,3.49
002120.SZ,20180831,1.2,26.2,17.2,18.2,21.6,25.0,25.4,21.58,6.75
002120.SZ,20180830,1.2,26.2,17.4,18.4,21.6,25.0,25.4,21.62,10.61
002120.SZ,20180829,1.2,26.2,17.4,18.4,21.6,25.0,25.4,21.66,7.76
002120.SZ,20180828,1.2,26.2,17.4,18.6,21.8,25.0,25.4,21.69,11.02
002120.SZ,20180827,1.2,26.2,17.4,18.6,21.8,25.0,25.6,21.73,14.06
002120.SZ,20180824,1.2,26.2,17.4,18.6,21.8,25.0,25.6,21.76,11.99
002120.SZ,20180823,1.2,26.2,17.4,18.6,21.8,25.0,25.6,21.78,7.49
002120.SZ,20180822,1.2,26.2,17.4,18.8,21.8,25.0,25.6,21.8,7.27
002120.SZ,20180821,1.2,26.2,17.4,18.8,21.8,25.0,25.6,21.83,6.9
002120.SZ,20180820,1.2,26.2,17.4,18.8,21.8,25.0,25.6,21.86,6.33
002120.SZ,20180817,1.2,26.2,17.6,19.0,22.0,25.0,25.6,21.95,8.23
002120.SZ,20180816,1.2,26.2,17.6,19.0,22.0,25.0,25.6,21.97,9.59
002120.SZ,20180815,1.2,26.2,17.8,19.0,22.0,25.0,25.6,22.0,10.85
002120.SZ,20180814,1.2,26.2,17.8,19.0,22.0,25.0,25.6,22.02,17.56
002120.SZ,20180813,1.2,26.2,17.8,19.0,22.0,25.0,25.6,22.03,19.82
002120.SZ,20180810,1.2,26.2,17.8,19.2,22.0,25.0,25.6,22.06,12.66
002120.SZ,20180809,1.2,26.2,17.8,19.2,22.2,25.0,25.6,22.09,14.24
002120.SZ,20180808,1.2,26.2,17.8,19.2,22.2,25.0,25.6,22.11,12.12
002120.SZ,20180807,1.2,26.2,17.8,19.2,22.2,25.0,25.6,22.13,13.79
002120.SZ,20180806,1.2,26.2,17.6,19.4,22.2,25.0,25.6,22.17,7.64
002120.SZ,20180803,1.2,26.2,17.6,19.4,22.2,25.0,25.6,22.21,9.55
002120.SZ,20180802,1.2,26.2,17.6,19.6,22.2,25.0,25.6,22.26,11.02
002120.SZ,20180801,1.2,26.2,17.6,19.6,22.4,25.0,25.6,22.29,20.05
002120.SZ,20180731,1.2,26.2,17.6,19.6,22.4,25.0,25.6,22.3,23.59
002120.SZ,20180730,1.2,26.2,17.6,19.6,22.4,25.0,25.6,22.31,23.38
002120.SZ,20180727,1.2,26.2,17.6,19.6,22.4,25.2,25.6,22.33,26.58
002120.SZ,20180726,1.2,26.2,17.6,19.6,22.4,25.2,25.6,22.34,35.59
002120.SZ,20180725,1.2,26.2,17.6,19.6,22.4,25.2,25.6,22.34,39.08
002120.SZ,20180724,1.2,26.2,17.6,19.6,22.6,25.2,25.6,22.35,32.24
002120.SZ,20180723,1.2,26.2,17.6,19.6,22.6,25.2,25.6,22.37,31.91
002120.SZ,20180720,1.2,26.2,17.6,19.6,22.6,25.2,25.6,22.37,34.85
002120.SZ,20180719,1.2,26.2,17.6,19.6,22.6,25.2,25.6,22.39,37.28
002120.SZ,20180718,1.2,26.2,17.6,19.4,22.8,25.2,25.6,22.4,56.68
002120.SZ,20180717,1.2,26.2,17.6,19.4,22.8,25.2,25.6,22.39,53.59
002120.SZ,20180716,1.2,26.2,17.6,19.4,22.8,25.2,25.6,22.39,53.47
002120.SZ,20180713,1.2,26.2,17.6,19.4,22.6,25.2,25.6,22.4,55.04
002120.SZ,20180712,1.2,26.2,17.6,19.4,22.6,25.2,25.6,22.39,53.24
002120.SZ,20180711,1.2,26.2,17.6,19.4,22.8,25.2,25.6,22.39,40.97
002120.SZ,20180710,1.2,26.2,17.6,19.4,22.8,25.2,25.6,22.4,45.72
002120.SZ,20180709,1.2,26.2,17.6,19.4,22.8,25.2,25.6,22.41,38.09
002120.SZ,20180706,1.2,26.2,17.6,19.4,23.0,25.2,25.6,22.43,31.78
002120.SZ,20180705,1.2,26.2,17.6,19.4,23.0,25.2,25.6,22.44,31.78
002120.SZ,20180704,1.2,26.2,17.6,19.4,23.0,25.2,25.6,22.46,45.35
002120.SZ,20180703,1.2,26.2,17.6,19.4,23.2,25.2,25.6,22.47,32.58
002120.SZ,20180702,1.2,26.2,17.6,19.4,23.4,25.2,25.6,22.5,39.43
002120.SZ,20180629,1.2,26.2,17.6,19.4,23.4,25.2,25.6,22.5,46.04
002120.SZ,20180628,1.2,26.2,17.6,19.4,23.6,25.2,25.6,22.51,41.33
002120.SZ,20180627,1.2,26.2,17.6,19.4,23.6,25.2,25.6,22.51,37.91
002120.SZ,20180626,1.2,26.2,17.6,19.2,23.6,25.2,25.6,22.52,43.23
002120.SZ,20180625,1.2,26.2,17.6,19.2,23.8,25.2,25.6,22.52,44.22
002120.SZ,20180622,1.2,26.2,17.6,19.2,23.8,25.2,25.6,22.52,45.35
002120.SZ,20180621,1.2,26.2,17.4,19.2,24.0,25.2,25.6,22.52,45.47
002120.SZ,20180620,1.2,26.2,17.4,19.2,24.0,25.2,25.6,22.51,49.87
002120.SZ,20180619,1.2,26.2,17.4,19.2,24.0,25.2,25.6,22.51,44.99
002120.SZ,20180615,1.2,26.2,17.4,19.2,24.0,25.2,25.6,22.5,48.96
002120.SZ,20180614,1.2,26.2,17.4,19.2,24.0,25.2,25.6,22.49,62.33
002120.SZ,20180613,1.2,26.2,17.4,19.2,24.0,25.2,25.6,22.48,86.6
002120.SZ,20180612,1.2,26.2,17.4,19.2,24.0,25.2,25.6,22.46,71.86
002120.SZ,20180611,1.2,26.2,17.4,19.2,23.8,25.2,25.6,22.45,54.85
002120.SZ,20180608,1.2,26.2,17.4,19.2,23.6,25.2,25.6,22.43,71.69
002120.SZ,20180607,1.2,26.2,17.4,19.2,23.6,25.2,25.6,22.4,79.63
002120.SZ,20180606,1.2,26.2,17.4,19.2,23.2,25.2,25.6,22.35,99.88
002120.SZ,20180605,1.2,24.4,17.0,18.0,20.2,22.8,24.0,20.28,90.61
002120.SZ,20180604,1.2,24.4,17.0,18.0,20.2,22.8,24.0,20.25,87.45
002120.SZ,20180601,1.2,24.4,17.0,18.0,20.2,22.8,24.0,20.22,87.52
002120.SZ,20180531,1.2,24.4,16.8,18.0,20.0,22.6,24.0,20.16,89.77
002120.SZ,20180530,1.2,23.8,16.8,18.0,19.8,21.8,22.6,19.73,89.34
002120.SZ,20180529,1.2,23.8,16.8,18.0,19.8,21.8,22.6,19.72,94.6
002120.SZ,20180528,1.2,23.8,16.8,18.0,19.8,21.8,22.6,19.7,87.38
002120.SZ,20180525,1.2,23.8,16.8,18.0,19.8,21.6,22.6,19.69,87.48
002120.SZ,20180524,1.2,23.8,16.8,17.8,19.8,21.6,22.6,19.68,94.7
002120.SZ,20180523,1.2,23.8,16.8,17.8,19.8,21.6,22.6,19.67,92.76
002120.SZ,20180522,1.2,23.8,16.8,17.8,19.8,21.6,22.4,19.65,93.16
002120.SZ,20180521,1.2,23.8,16.8,17.8,19.8,21.6,22.6,19.64,94.99
002120.SZ,20180518,1.2,23.8,16.8,17.8,19.8,21.4,22.4,19.62,89.89
002120.SZ,20180517,1.2,23.8,16.8,17.8,19.8,21.4,22.4,19.61,89.86
002120.SZ,20180516,1.2,23.8,16.8,17.8,19.8,21.4,22.4,19.6,97.88
002120.SZ,20180515,1.2,23.8,16.8,17.8,19.8,21.4,22.4,19.58,92.7
002120.SZ,20180514,1.2,23.8,16.8,17.8,19.8,21.4,22.4,19.57,91.11
002120.SZ,20180511,1.2,23.8,16.8,17.8,19.8,21.4,22.4,19.56,92.86
002120.SZ,20180510,1.2,23.8,16.8,17.8,19.8,21.2,22.4,19.55,94.28
002120.SZ,20180509,1.2,23.8,16.8,17.8,19.8,21.2,22.4,19.54,95.57
002120.SZ,20180508,1.2,23.8,16.8,17.8,19.8,21.2,22.4,19.53,97.95
002120.SZ,20180507,1.2,23.8,16.8,17.8,19.8,21.2,22.2,19.5,91.91
002120.SZ,20180504,1.2,23.8,16.8,17.8,19.8,21.2,22.2,19.48,90.07
002120.SZ,20180503,1.2,23.8,16.8,17.8,19.6,21.2,22.2,19.47,92.43
002120.SZ,20180502,1.2,23.8,16.8,17.8,19.6,21.2,22.2,19.46,90.82
002120.SZ,20180427,1.2,23.8,16.8,17.8,19.6,21.0,22.2,19.45,90.96
002120.SZ,20180426,1.2,23.8,16.8,17.8,19.6,21.0,22.2,19.44,88.99
002120.SZ,20180425,1.2,23.8,16.8,17.8,19.6,21.0,22.2,19.43,82.16
002120.SZ,20180424,1.2,23.8,16.8,17.8,19.6,21.0,22.2,19.42,82.14
002120.SZ,20180423,1.2,23.8,16.8,17.8,19.6,21.0,22.2,19.42,78.13
002120.SZ,20180420,1.2,23.8,16.8,17.8,19.6,21.0,22.2,19.42,82.03
002120.SZ,20180419,1.2,23.8,16.8,17.8,19.6,21.0,22.2,19.41,78.42
002120.SZ,20180418,1.2,23.8,16.8,17.8,19.6,21.0,22.2,19.38,40.22
002120.SZ,20180417,1.2,23.8,16.8,17.8,19.6,21.0,22.2,19.38,39.84
002120.SZ,20180416,1.2,23.8,16.8,17.8,19.6,21.0,22.2,19.38,53.52
002120.SZ,20180413,1.2,23.8,16.8,17.8,19.6,21.0,22.2,19.38,46.59
002120.SZ,20180412,1.2,23.8,16.8,17.8,19.6,21.2,22.2,19.39,40.8
002120.SZ,20180411,1.2,23.8,16.8,17.8,19.6,21.2,22.2,19.39,59.7
002120.SZ,20180410,1.2,23.8,16.6,17.8,19.6,21.2,22.2,19.39,52.53
002120.SZ,20180409,1.2,23.8,16.6,17.8,19.6,21.2,22.2,19.39,52.23
002120.SZ,20180404,1.2,23.8,16.6,17.6,19.6,21.2,22.4,19.38,64.86
002120.SZ,20180403,1.2,23.8,16.6,17.6,19.6,21.2,22.4,19.37,65.48
002120.SZ,20180402,1.2,23.8,16.6,17.6,19.6,21.2,22.4,19.36,75.89
002120.SZ,20180330,1.2,23.8,16.6,17.6,19.6,21.2,22.4,19.35,89.25
002120.SZ,20180329,1.2,23.8,16.6,17.6,19.6,21.2,22.4,19.34,83.96
002120.SZ,20180328,1.2,23.8,16.6,17.6,19.4,21.2,22.4,19.32,81.03
002120.SZ,20180327,1.2,23.8,16.6,17.6,19.4,21.2,22.4,19.3,87.34
002120.SZ,20180326,1.2,23.8,16.6,17.6,19.4,21.0,22.4,19.28,76.49
002120.SZ,20180323,1.2,23.8,16.6,17.6,19.4,21.0,22.4,19.27,76.21
002120.SZ,20180322,1.2,23.8,16.6,17.6,19.4,21.2,22.4,19.27,75.95
002120.SZ,20180321,1.2,23.8,16.6,17.6,19.4,21.2,22.4,19.26,82.69
002120.SZ,20180320,1.2,23.8,16.6,17.6,19.4,21.2,22.4,19.24,84.88
002120.SZ,20180319,1.2,23.8,16.6,17.6,19.4,21.2,22.4,19.21,72.61
002120.SZ,20180316,1.2,23.8,16.6,17.6,19.2,21.2,22.4,19.2,67.4
002120.SZ,20180315,1.2,23.8,16.6,17.6,19.2,21.2,22.4,19.2,67.2
