trade_date,ts_code,name,pct_change,close,net_amount,net_amount_rate,buy_elg_amount,buy_elg_amount_rate,buy_lg_amount,buy_lg_amount_rate,buy_md_amount,buy_md_amount_rate,buy_sm_amount,buy_sm_amount_rate
20240104,002120.SZ,韵达股份,-1.41,6.98,-1570.8,-6.19,-2307171.0,-0.91,-1340.08,-5.28,-874.06,-3.44,2444.85,9.63
20240103,002120.SZ,韵达股份,-3.01,7.08,-4787.24,-11.51,4310602.0,1.04,-5218.3,-12.54,-1263.95,-3.04,6051.19,14.55
20240102,002120.SZ,韵达股份,-2.14,7.3,-1620.84,-8.83,-9307270.0,-5.07,-690.11,-3.76,943.79,5.14,677.05,3.69
20231229,002120.SZ,韵达股份,-0.8,7.46,-412.94,-2.08,-3314650.0,-1.67,-81.48,-0.41,332.32,1.67,80.62,0.41
20231228,002120.SZ,韵达股份,2.73,7.52,588.84,2.12,2200135.0,0.79,368.82,1.33,-2890.06,-10.42,2301.23,8.3
20231227,002120.SZ,韵达股份,0.27,7.32,-2564.5,-15.89,419543.0,0.26,-2606.45,-16.15,-196.83,-1.22,2761.33,17.11
20231226,002120.SZ,韵达股份,-2.01,7.3,-1141.57,-8.92,-7137738.0,-5.58,-427.8,-3.34,850.26,6.64,291.32,2.28
20231225,002120.SZ,韵达股份,-0.27,7.45,-1166.6,-9.51,1918379.0,1.56,-1358.44,-11.07,-1376.57,-11.22,2543.17,20.73
20231222,002120.SZ,韵达股份,-1.32,7.47,-4274.25,-13.29,-7300421.0,-2.27,-3544.21,-11.02,-1434.76,-4.46,5709.0,17.76
20231221,002120.SZ,韵达股份,-0.39,7.57,-473.15,-2.2,-1852879.0,-0.86,-287.86,-1.34,-3384.63,-15.74,3857.78,17.94
20231220,002120.SZ,韵达股份,-2.31,7.6,-1580.9,-7.6,-10500393.0,-5.05,-530.86,-2.55,-2718.98,-13.08,4299.89,20.68
20231219,002120.SZ,韵达股份,-1.52,7.78,-728.24,-3.11,6080076.0,2.6,-1336.25,-5.71,-3118.79,-13.32,3847.03,16.43
20231218,002120.SZ,韵达股份,-1.86,7.9,-3047.99,-21.22,-4452580.0,-3.1,-2602.74,-18.12,441.2,3.07,2606.79,18.15
20231215,002120.SZ,韵达股份,-0.62,8.05,-322.68,-2.57,-425802.0,-0.34,-280.1,-2.23,176.55,1.4,146.13,1.16
20231214,002120.SZ,韵达股份,0.62,8.1,-269.21,-2.17,760068.0,0.61,-345.22,-2.79,-1319.39,-10.65,1588.61,12.82
20231213,002120.SZ,韵达股份,-2.42,8.05,-3435.07,-18.97,-21333845.0,-11.78,-1301.68,-7.19,295.87,1.63,3139.2,17.34
20231212,002120.SZ,韵达股份,-0.96,8.25,-907.07,-6.12,-7712671.0,-5.21,-135.8,-0.92,-361.44,-2.44,1268.5,8.56
20231211,002120.SZ,韵达股份,0.0,8.33,-613.96,-3.14,-1629800.0,-0.83,-450.98,-2.31,-1094.91,-5.61,1708.88,8.75
20231208,002120.SZ,韵达股份,1.09,8.33,-262.48,-0.9,-8891331.0,-3.04,626.65,2.14,477.99,1.63,-215.51,-0.74
20231207,002120.SZ,韵达股份,-1.32,8.24,-347.06,-2.42,-3540974.0,-2.47,7.04,0.05,-49.64,-0.35,396.7,2.77
20231206,002120.SZ,韵达股份,2.08,8.35,2144.92,9.3,705529.0,0.31,2074.36,9.0,-1379.59,-5.98,-765.33,-3.32
20231205,002120.SZ,韵达股份,-2.62,8.18,-3111.7,-16.41,-12854288.0,-6.78,-1826.27,-9.63,143.93,0.76,2967.77,15.66
20231204,002120.SZ,韵达股份,-2.33,8.4,-3548.23,-14.71,526612.0,0.22,-3600.89,-14.93,566.53,2.35,2981.7,12.36
20231201,002120.SZ,韵达股份,0.12,8.6,-1412.64,-10.03,-7967032.0,-5.66,-615.94,-4.37,460.33,3.27,952.31,6.76
20231130,002120.SZ,韵达股份,-1.04,8.59,-276.09,-2.06,-810840.0,-0.61,-195.01,-1.46,-878.98,-6.56,1155.07,8.62
20231129,002120.SZ,韵达股份,-1.7,8.68,-432.31,-3.28,-1283276.0,-0.97,-303.98,-2.3,-126.7,-0.96,559.01,4.23
20231128,002120.SZ,韵达股份,0.57,8.83,184.9,1.43,2432342.0,1.88,-58.33,-0.45,321.08,2.48,-505.99,-3.92
20231127,002120.SZ,韵达股份,-0.68,8.78,-1557.5,-8.32,-8873358.0,-4.74,-670.16,-3.58,824.4,4.41,733.1,3.92
20231124,002120.SZ,韵达股份,-0.79,8.84,-1614.39,-11.99,1350313.0,1.0,-1749.42,-12.99,-467.86,-3.47,2082.25,15.47
20231123,002120.SZ,韵达股份,0.34,8.91,1047.9,6.35,585354.0,0.35,989.37,6.0,-549.74,-3.33,-498.16,-3.02
20231121,002120.SZ,韵达股份,-1.1,9.01,-2046.04,-9.42,-19041318.0,-8.76,-141.91,-0.65,-929.21,-4.28,2975.25,13.69
20231120,002120.SZ,韵达股份,1.22,9.11,1464.25,9.09,10811243.0,6.71,383.13,2.38,-1171.3,-7.27,-292.95,-1.82
20231117,002120.SZ,韵达股份,-0.22,9.0,-567.62,-5.25,-1978145.0,-1.83,-369.81,-3.42,111.37,1.03,456.25,4.22
20231116,002120.SZ,韵达股份,-1.2,9.02,-2935.32,-19.64,-22795011.0,-15.25,-655.82,-4.39,1543.09,10.32,1392.23,9.31
20231115,002120.SZ,韵达股份,0.11,9.13,-16.11,-0.08,-272146.0,-0.14,11.11,0.06,318.78,1.64,-302.67,-1.56
20231114,002120.SZ,韵达股份,-0.76,9.12,-493.74,-2.47,3209720.0,1.61,-814.71,-4.08,362.54,1.81,131.19,0.66
20231113,002120.SZ,韵达股份,0.0,9.19,-1496.87,-13.04,-6390968.0,-5.57,-857.77,-7.47,428.54,3.73,1068.33,9.31
20231110,002120.SZ,韵达股份,-0.86,9.19,-2350.07,-18.39,-19564502.0,-15.31,-393.61,-3.08,488.39,3.82,1861.67,14.57
20231109,002120.SZ,韵达股份,-0.11,9.27,-787.01,-6.95,-13061461.0,-11.53,519.14,4.58,-292.31,-2.58,1079.32,9.53
20231108,002120.SZ,韵达股份,0.11,9.28,-1532.22,-11.03,1787279.0,1.29,-1710.95,-12.32,389.92,2.81,1142.3,8.22
20231107,002120.SZ,韵达股份,-1.17,9.27,-1654.17,-9.93,-4519461.0,-2.71,-1202.23,-7.22,-17.77,-0.11,1671.94,10.04
20231106,002120.SZ,韵达股份,1.52,9.38,-82.14,-0.56,-5602769.0,-3.81,478.13,3.25,-163.16,-1.11,245.3,1.67
20231103,002120.SZ,韵达股份,2.1,9.24,838.03,6.48,1142583.0,0.88,723.77,5.6,-1012.59,-7.83,174.56,1.35
20231102,002120.SZ,韵达股份,-0.98,9.05,-22.7,-0.24,8344502.0,8.73,-857.15,-8.97,-724.97,-7.59,747.67,7.83
20231101,002120.SZ,韵达股份,0.33,9.14,-152.52,-1.5,0.0,0.0,-152.52,-1.5,32.53,0.32,120.0,1.18
20231031,002120.SZ,韵达股份,-1.51,9.11,-3241.21,-16.78,-19880666.0,-10.29,-1253.14,-6.49,2377.29,12.31,863.92,4.47
20231030,002120.SZ,韵达股份,0.33,9.25,-930.08,-7.52,-3143384.0,-2.54,-615.75,-4.98,124.3,1.0,805.78,6.51
20231027,002120.SZ,韵达股份,2.56,9.22,1367.79,8.02,-464454.0,-0.27,1414.23,8.29,-1429.76,-8.38,61.97,0.36
20231026,002120.SZ,韵达股份,0.0,8.99,-1223.36,-9.22,-2647441.0,-2.0,-958.62,-7.23,-388.17,-2.93,1611.53,12.15
20231025,002120.SZ,韵达股份,-0.33,8.99,-3340.66,-14.53,-27797142.0,-12.09,-560.94,-2.44,1712.45,7.45,1628.2,7.08
20231024,002120.SZ,韵达股份,-0.33,9.02,546.72,2.53,-10792507.0,-4.99,1625.97,7.51,-1928.84,-8.91,1382.12,6.39
20231023,002120.SZ,韵达股份,-1.31,9.05,-2718.46,-19.52,-5676374.0,-4.08,-2150.82,-15.44,62.92,0.45,2655.54,19.07
20231020,002120.SZ,韵达股份,-3.78,9.17,-3504.25,-12.64,-13617633.0,-4.91,-2142.48,-7.73,1853.02,6.69,1651.22,5.96
20231019,002120.SZ,韵达股份,-0.73,9.53,830.28,7.83,1825005.0,1.72,647.78,6.11,-376.12,-3.55,-454.16,-4.29
20231018,002120.SZ,韵达股份,-0.83,9.6,-85.73,-0.58,-7760253.0,-5.29,690.3,4.7,435.42,2.97,-349.69,-2.38
20231017,002120.SZ,韵达股份,-0.72,9.68,-457.35,-3.82,-4309196.0,-3.6,-26.43,-0.22,974.05,8.14,-516.7,-4.32
20231016,002120.SZ,韵达股份,-0.71,9.75,-1955.06,-13.82,-10978177.0,-7.76,-857.25,-6.06,1088.57,7.69,866.5,6.12
20231013,002120.SZ,韵达股份,-1.21,9.82,-1304.37,-14.22,-3441018.0,-3.75,-960.27,-10.47,637.86,6.95,666.51,7.27
20231012,002120.SZ,韵达股份,0.4,9.94,-86.01,-0.79,5579695.0,5.14,-643.98,-5.93,-52.46,-0.48,138.47,1.28
20231011,002120.SZ,韵达股份,1.02,9.9,-1871.19,-11.37,3245502.0,1.97,-2195.74,-13.34,1556.3,9.45,314.89,1.91
20231010,002120.SZ,韵达股份,-2.29,9.8,-573.45,-2.78,-1316183.0,-0.64,-441.83,-2.14,1703.1,8.26,-1129.66,-5.48
20231009,002120.SZ,韵达股份,1.72,10.03,-519.93,-2.2,5962481.0,2.52,-1116.17,-4.72,649.54,2.75,-129.61,-0.55
20230928,002120.SZ,韵达股份,1.34,9.86,32.11,0.2,-4754223.0,-2.94,507.53,3.14,-617.58,-3.82,585.47,3.62
20230927,002120.SZ,韵达股份,0.72,9.73,1660.55,8.94,-545360.0,-0.29,1715.09,9.23,-226.27,-1.22,-1434.29,-7.72
20230926,002120.SZ,韵达股份,-0.31,9.66,-468.46,-3.42,622824.0,0.45,-530.75,-3.88,1322.76,9.66,-854.3,-6.24
20230925,002120.SZ,韵达股份,-2.02,9.69,-1507.02,-6.26,-4903258.0,-2.04,-1016.7,-4.22,-773.73,-3.21,2280.75,9.47
20230922,002120.SZ,韵达股份,0.2,9.89,257.0,0.94,-15058605.0,-5.48,1762.86,6.41,204.36,0.74,-461.36,-1.68
20230921,002120.SZ,韵达股份,-2.57,9.87,797.63,2.31,30575.0,0.01,794.57,2.31,-2330.14,-6.76,1532.52,4.45
20230920,002120.SZ,韵达股份,-2.78,10.13,-838.24,-3.96,616711.0,0.29,-899.91,-4.25,-2576.08,-12.16,3414.32,16.12
20230919,002120.SZ,韵达股份,-0.67,10.42,-401.13,-2.79,-5391539.0,-3.75,138.02,0.96,109.38,0.76,291.76,2.03
20230918,002120.SZ,韵达股份,0.96,10.49,-789.86,-7.07,-3533842.0,-3.16,-436.47,-3.9,757.51,6.78,32.35,0.29
20230915,002120.SZ,韵达股份,-0.86,10.39,-1363.38,-6.94,-10771398.0,-5.48,-286.24,-1.46,-462.55,-2.35,1825.92,9.29
20230914,002120.SZ,韵达股份,-0.85,10.48,-1085.52,-8.75,-9074412.0,-7.31,-178.08,-1.44,1100.76,8.87,-15.24,-0.12
20230913,002120.SZ,韵达股份,-1.31,10.57,-1554.32,-11.23,-8997777.0,-6.5,-654.54,-4.73,-663.1,-4.79,2217.42,16.03
20230912,002120.SZ,韵达股份,-1.47,10.71,-1558.94,-7.78,-4853873.0,-2.42,-1073.55,-5.36,-132.48,-0.66,1691.42,8.44
20230911,002120.SZ,韵达股份,2.16,10.87,2961.63,10.42,14174206.0,4.99,1544.21,5.43,-1886.02,-6.64,-1075.6,-3.79
