trade_date,ts_code,name,pct_change,close,net_amount,net_amount_rate,buy_elg_amount,buy_elg_amount_rate,buy_lg_amount,buy_lg_amount_rate,buy_md_amount,buy_md_amount_rate,buy_sm_amount,buy_sm_amount_rate
20241113,833030.BJ,立方控股,-2.68,20.3,-689.5,-6.37,-226.08,-2.09,-463.42,-4.28,-749.88,-6.93,-1.49,-0.01
20241113,832982.BJ,锦波生物,0.17,242.0,-988.17,-8.18,-283.1,-2.34,-705.07,-5.84,414.74,3.43,134.57,1.11
20241113,832978.BJ,开特股份,-3.03,17.26,-1507.89,-11.44,-107.51,-0.82,-1400.38,-10.62,-612.27,-4.64,-59.95,-0.45
20241113,832885.BJ,星辰科技,-1.1,17.06,-97.27,-1.12,0.0,0.0,-97.27,-1.12,-589.59,-6.79,330.82,3.81
20241113,832876.BJ,慧为智能,1.07,25.62,-178.07,-2.56,0.0,0.0,-178.07,-2.56,-93.54,-1.34,295.33,4.24
20241113,832802.BJ,保丽洁,1.24,19.6,-14.78,-0.36,0.0,0.0,-14.78,-0.36,7.86,0.19,202.23,4.98
20241113,832786.BJ,骑士乳业,0.51,9.85,-572.68,-5.16,186.78,1.68,-759.46,-6.84,-239.2,-2.15,285.83,2.57
20241113,832735.BJ,德源药业,-1.73,36.85,-1073.69,-11.15,-177.22,-1.84,-896.46,-9.31,-645.01,-6.7,-83.24,-0.86
20241113,832662.BJ,方盛股份,0.0,19.65,-288.53,-4.78,-119.63,-1.98,-168.89,-2.8,-109.68,-1.82,88.59,1.47
20241113,832651.BJ,天罡股份,0.67,22.55,-98.23,-3.35,0.0,0.0,-98.23,-3.35,-184.87,-6.31,-90.65,-3.09
20241113,832566.BJ,梓橦宫,-2.3,13.17,-856.69,-7.11,-132.37,-1.1,-724.32,-6.01,-294.29,-2.44,-12.28,-0.1
20241113,832522.BJ,纳科诺尔,30.0,73.97,21142.61,18.49,17161.05,15.01,3981.56,3.48,1202.77,1.05,190.04,0.17
20241113,832491.BJ,奥迪威,0.68,28.06,536.42,2.5,-153.36,-0.72,689.78,3.22,104.83,0.49,164.11,0.77
20241113,832471.BJ,美邦科技,-8.3,18.9,-3085.09,-18.15,-1146.45,-6.74,-1938.64,-11.4,-152.05,-0.89,51.63,0.3
20241113,832469.BJ,富恒新材,-0.66,13.51,-649.13,-10.78,0.0,0.0,-649.13,-10.78,-34.23,-0.57,156.91,2.61
20241113,832419.BJ,路斯股份,3.0,15.1,-199.63,-5.07,0.0,0.0,-199.63,-5.07,-72.37,-1.84,334.54,8.5
