日期,当日资金流入,当日余额,历史资金累计流入,当日成交净买入额,买入成交额,卖出成交额,深圳指数,涨跌幅
2023-01-05 00:00:00,86.79360000000001,433.2064,8281.318800000001,70.9466,311.6588,240.71220000000002,11332.01,2.13
2023-01-04 00:00:00,27.183899999999998,492.8161,8210.3722,15.0579,246.1402,231.0823,11095.37,-0.2
2023-01-03 00:00:00,28.1318,491.8682,8195.3143,14.9,248.7268,233.8268,11117.13,0.92
2022-12-30 00:00:00,-6.14120000000003,526.1412,8180.4143,-14.7509,170.9153,185.6662,11015.99,0.18
2022-12-29 00:00:00,7.41790000000001,512.5821,8195.1652,-6.82289999999997,183.09830000000002,189.9212,10996.41,-0.13
2022-12-28 00:00:00,17.7459,502.25410000000005,8201.9881,4.86330000000002,240.9284,236.06509999999997,11010.53,-0.86
2022-12-22 00:00:00,14.224200000000002,505.7758,8197.1248,9.316799999999999,212.44619999999998,203.12939999999998,10876.31,-0.33
2022-12-21 00:00:00,16.826,503.17400000000004,8187.808000000001,2.6966,180.9838,178.2872,10912.09,-0.34
2022-12-20 00:00:00,9.910599999999981,510.0894,8185.1114,-4.1968,222.9713,227.1681,10949.12,-1.58
2022-12-19 00:00:00,4.24160000000003,515.7583999999999,8189.3081999999995,-13.4815,216.9452,230.42669999999998,11124.7,-1.51
2022-12-16 00:00:00,22.9505,497.04949999999997,8202.7897,3.23940000000002,231.22220000000002,227.9828,11295.03,-0.56
2022-12-15 00:00:00,52.4727,467.5273,8199.5503,38.7144,257.7077,218.9933,11358.11,0.32
2022-12-14 00:00:00,31.7467,488.2533,8160.8359,15.723099999999999,250.4528,234.7297,11321.81,-0.02
2022-12-13 00:00:00,17.4984,502.50160000000005,8145.1128,1.89059999999998,240.7214,238.8308,11323.7,-0.66
2022-12-12 00:00:00,8.42480000000003,511.5752,8143.2222,-6.606899999999991,258.5374,265.1443,11399.13,-0.89
2022-12-09 00:00:00,66.5483,453.45169999999996,8149.8291,36.4746,379.2178,342.7432,11501.58,0.98
2022-12-08 00:00:00,22.808400000000002,497.19160000000005,8113.3544999999995,9.492200000000011,252.1424,242.6502,11389.79,-0.25
2022-12-07 00:00:00,26.5873,493.4127,8103.8623,16.641099999999998,311.56759999999997,294.92650000000003,11418.76,0.17
2022-12-06 00:00:00,19.075699999999998,500.9243,8087.2212,12.524700000000001,308.1018,295.5771,11398.82,0.67
2022-12-05 00:00:00,47.9688,472.0312,8074.6965,34.3454,309.3098,274.9644,11323.35,0.92
2022-12-02 00:00:00,49.5503,470.4497,8040.3511,36.6209,259.5244,222.90349999999998,11219.79,-0.39
2022-12-01 00:00:00,89.59299999999999,430.407,8003.7302,77.33670000000001,379.85580000000004,302.5191,11264.16,1.4
2022-11-30 00:00:00,41.126400000000004,478.8736,7926.3935,12.4695,342.82620000000003,330.3567,11108.5,0.18
2022-11-29 00:00:00,52.820600000000006,467.17940000000004,7913.924,40.283899999999996,297.1005,256.8166,11089.01,2.4
2022-11-28 00:00:00,14.581900000000001,505.4181,7873.6401000000005,4.106100000000009,237.3779,233.2718,10829.08,-0.69
2022-11-25 00:00:00,29.496100000000002,490.5039,7869.534000000001,16.4072,204.1093,187.7021,10904.27,-0.48
2022-11-24 00:00:00,1.6882,518.3118,7853.126800000001,-9.81110000000001,196.5505,206.3616,10956.68,-0.15
2022-11-23 00:00:00,3.2616999999999803,516.7383,7862.937900000001,-9.46290000000001,242.078,251.5409,10972.81,-0.27
2022-11-22 00:00:00,-3.41610000000001,523.4161,7872.400799999999,-16.958299999999998,224.19819999999999,241.15650000000002,11002.93,-1.18
2022-11-21 00:00:00,-4.63110000000001,524.6311000000001,7889.359100000001,-17.883399999999998,229.6716,247.555,11134.47,-0.41
2022-11-18 00:00:00,44.2217,475.7783,7907.2425,29.1063,293.6725,264.5662,11180.43,-0.37
2022-11-17 00:00:00,24.055300000000003,495.9447,7878.1362,9.06990000000002,251.93470000000002,242.8648,11221.45,-0.13
2022-11-16 00:00:00,10.1661,509.83389999999997,7869.0663,0.42719999999998004,260.9428,260.5156,11235.56,-1.02
2022-11-15 00:00:00,59.727799999999995,460.2722,7868.6391,47.595200000000006,344.8436,297.2484,11351.33,2.14
2022-11-14 00:00:00,99.5252,420.4748,7821.043900000001,82.98729999999999,394.1449,311.1576,11113.46,-0.24
2022-11-11 00:00:00,75.1888,444.81120000000004,7738.0566,64.3443,372.3768,308.0325,11139.77,2.12
2022-11-10 00:00:00,0.8752999999999901,519.1247,7673.7123,-7.3279999999999905,228.7331,236.0611,10908.55,-1.33
2022-11-09 00:00:00,10.1889,509.8111,7681.040300000001,1.20200000000001,218.94369999999998,217.74169999999998,11055.29,-0.79
2022-11-08 00:00:00,-12.5253,532.5253,7679.838299999999,-21.4246,225.8984,247.32299999999998,11142.93,-0.58
2022-11-07 00:00:00,-17.2155,537.2155,7701.262900000001,-24.860500000000002,253.56459999999998,278.4251,11207.73,0.18
2022-11-04 00:00:00,71.9199,448.0801,7726.1233999999995,62.1762,337.06339999999994,274.8872,11187.43,3.2
2022-11-03 00:00:00,-15.315999999999999,535.316,7663.9472,-22.5671,245.9196,268.4867,10840.06,-0.34
2022-11-02 00:00:00,-39.9713,559.9712999999999,7686.514300000001,-40.109899999999996,211.8225,251.93240000000003,10877.51,1.33
2022-11-01 00:00:00,35.0924,484.9076,7726.6242,26.6179,339.1969,312.579,10734.25,3.24
2022-10-31 00:00:00,-16.333299999999998,536.3333,7700.0063,-29.509,335.9489,365.4579,10397.04,-0.05
2022-10-28 00:00:00,-20.795,540.795,7729.5153,-27.6906,303.1139,330.80449999999996,10401.84,-3.24
2022-10-27 00:00:00,2.04830000000002,517.9517,7757.2059,-4.99349999999999,303.6549,308.6484,10750.14,-0.63
2022-10-26 00:00:00,40.0891,479.91089999999997,7762.1993999999995,32.793800000000005,334.14239999999995,301.34860000000003,10818.33,1.68
2022-10-25 00:00:00,13.252,506.74800000000005,7729.405600000001,5.88970000000001,302.382,296.4923,10639.82,-0.51
2022-10-24 00:00:00,-48.5112,568.5112,7723.515899999999,-57.0479,277.5127,334.56059999999997,10694.61,-2.05
2022-10-21 00:00:00,-32.4093,552.4093,7780.5638,-41.4649,199.46759999999998,240.9325,10918.97,-0.42
2022-10-20 00:00:00,-14.575,534.575,7822.0287,-24.798299999999998,258.4148,283.2131,10965.33,-0.56
2022-10-19 00:00:00,-5.952600000000021,525.9526000000001,7846.826999999999,-14.8764,221.78830000000002,236.6647,11027.24,-1.43
2022-10-18 00:00:00,-9.69519999999997,529.6952,7861.703399999999,-18.2857,224.4305,242.7162,11187.7,0.23
2022-10-17 00:00:00,-3.66769999999997,523.6677,7879.989100000001,-14.4825,236.0491,250.5316,11162.26,0.36
2022-10-14 00:00:00,40.7246,479.2754,7894.471600000001,28.1881,293.4938,265.3057,11121.72,2.81
2022-10-13 00:00:00,-14.1895,534.1895,7866.2835,-25.780500000000004,224.65310000000002,250.4336,10817.67,-0.19
2022-10-12 00:00:00,8.745,511.255,7892.064,-3.90199999999997,266.0856,269.9876,10838.48,2.46
2022-10-11 00:00:00,20.7055,499.29449999999997,7895.965999999999,10.3,238.0955,227.7955,10577.81,0.53
2022-10-10 00:00:00,25.145500000000002,494.8545,7885.666,18.1221,260.9661,242.84400000000002,10522.12,-2.38
2022-09-30 00:00:00,-5.08650000000001,525.0865,7867.543900000001,-15.441199999999998,198.49919999999997,213.9404,10778.61,-1.29
2022-09-29 00:00:00,26.105300000000003,493.8947,7882.9851,14.123199999999999,215.4016,201.2784,10919.44,0.18
2022-09-28 00:00:00,-12.5359,532.5359,7868.8619,-23.038400000000003,207.87150000000003,230.90990000000002,10899.7,-2.46
2022-09-27 00:00:00,21.1355,498.86449999999996,7891.9003,7.42459999999999,237.9245,230.49990000000003,11175.12,1.94
2022-09-26 00:00:00,40.5628,479.4372,7884.475699999999,31.228099999999998,231.50099999999998,200.27290000000002,10962.56,-0.4
2022-09-23 00:00:00,-1.54870000000003,521.5487,7853.2476,-11.8642,206.63479999999998,218.49900000000002,11006.41,-0.97
2022-09-22 00:00:00,-11.5541,531.5541000000001,7865.111800000001,-23.5517,194.2894,217.8411,11114.43,-0.84
2022-09-21 00:00:00,6.802200000000011,513.1978,7888.6635,-5.87079999999998,212.5411,218.41189999999997,11208.51,-0.67
2022-09-20 00:00:00,14.436900000000001,505.56309999999996,7894.5343,1.6363999999999899,218.636,216.9996,11283.92,0.69
2022-09-19 00:00:00,21.4631,498.5369,7892.8979,9.325,231.18220000000002,221.8572,11207.04,-0.48
2022-09-16 00:00:00,-12.595,532.595,7883.5729,-26.5715,285.5488,312.1203,11261.5,-2.3
2022-09-15 00:00:00,-11.9814,531.9814,7910.144399999999,-24.0746,284.8492,308.9238,11526.96,-2.1
2022-09-14 00:00:00,11.023800000000001,508.9762,7934.219,-0.60450000000001,222.1996,222.8041,11774.78,-1.25
2022-09-13 00:00:00,30.6541,489.3459,7934.8234999999995,18.1428,254.7948,236.65200000000002,11923.47,0.38
2022-09-09 00:00:00,78.8159,441.18410000000006,7916.6807,64.367,271.0975,206.7305,11877.79,1.11
2022-09-08 00:00:00,-6.46730000000003,526.4673,7852.3137,-20.2611,208.32049999999998,228.5816,11746.92,-0.86
2022-09-07 00:00:00,-9.04260000000002,529.0426,7872.574799999999,-24.36,229.5101,253.87009999999998,11849.08,0.42
2022-09-06 00:00:00,-19.801199999999998,539.8012,7896.9348,-34.599000000000004,236.6067,271.2057,11799.81,1.04
2022-09-05 00:00:00,-24.838800000000003,544.8388,7931.5338,-38.4958,221.74360000000001,260.2394,11678.69,-0.2
2022-09-02 00:00:00,4.13440000000002,515.8656,7970.0296,-10.2205,242.4966,252.7171,11702.39,-0.09
2022-09-01 00:00:00,23.0641,496.93589999999995,7980.2501,12.506400000000001,268.2645,255.7581,11712.39,-0.88
2022-08-31 00:00:00,52.565200000000004,467.43480000000005,7967.7437,33.810100000000006,397.0721,363.26199999999994,11815.79,-1.29
2022-08-30 00:00:00,-17.4878,537.4878,7933.9336,-31.7562,256.5028,288.259,11970.79,-0.39
2022-08-29 00:00:00,23.404,496.596,7965.6898,8.3923,280.51169999999996,272.1194,12018.16,-0.34
2022-08-26 00:00:00,36.2731,483.7269,7957.2975,24.304699999999997,301.9739,277.6692,12059.71,-0.37
2022-08-25 00:00:00,-0.60080000000002,520.6008,7932.9928,-9.0334,182.8603,191.8937,12104.03,0.06
2022-08-24 00:00:00,-25.2962,545.2962,7942.0262,-33.6708,313.2942,346.965,12096.39,-2.88
2022-08-23 00:00:00,-27.9719,547.9719,7975.696999999999,-43.14,256.3089,299.4489,12455.15,-0.4
2022-08-22 00:00:00,34.205999999999996,485.79400000000004,8018.8369999999995,17.7239,300.9759,283.252,12505.68,1.19
2022-08-19 00:00:00,3.6082,516.3918,8001.1131000000005,-9.68360000000001,310.7939,320.4775,12358.55,-1.27
2022-08-18 00:00:00,-17.2149,537.2149,8010.796700000001,-33.7036,250.77290000000002,284.4765,12517.32,-0.62
2022-08-17 00:00:00,46.4759,473.52410000000003,8044.500300000001,30.8827,309.30060000000003,278.41790000000003,12595.46,1.01
2022-08-16 00:00:00,23.5556,496.44440000000003,8013.6176000000005,10.2643,280.3594,270.0951,12470.11,0.08
2022-08-15 00:00:00,31.6483,488.3517,8003.3533,16.708099999999998,290.9266,274.2185,12460.22,0.33
2022-08-12 00:00:00,23.4492,496.55080000000004,7986.6452,8.548899999999989,251.9407,243.3918,12419.39,-0.44
2022-08-11 00:00:00,87.6701,432.32989999999995,7978.0963,70.8223,315.2805,244.4582,12474.03,2.05
2022-08-10 00:00:00,-13.7153,533.7153,7907.274,-28.7073,233.4564,262.1637,12223.51,-0.87
2022-08-09 00:00:00,-6.77209999999999,526.7721,7935.9813,-21.0962,235.63240000000002,256.72860000000003,12331.09,0.24
2022-08-08 00:00:00,-3.10120000000003,523.1012000000001,7957.0775,-17.6294,260.0381,277.6675,12302.15,0.27
2022-08-05 00:00:00,26.4003,493.5997,7974.706899999999,11.548900000000001,299.4106,287.8617,12269.21,1.69
2022-08-04 00:00:00,-8.30790000000001,528.3079,7963.158,-21.590700000000002,260.2535,281.8442,12065.22,0.69
2022-08-03 00:00:00,15.4979,504.5021,7984.7487,3.40150000000001,327.3299,323.9284,11982.26,-1.14
2022-08-02 00:00:00,-3.30980000000003,523.3098,7981.3472,-17.2151,320.8013,338.0164,12120.02,-2.37
2022-08-01 00:00:00,30.586,489.414,7998.5623,15.0518,275.2664,260.2146,12413.87,1.2
2022-07-29 00:00:00,-0.4243,520.4243,7983.5105,-13.238900000000001,264.5054,277.7443,12266.92,-1.3
2022-07-28 00:00:00,28.8688,491.13120000000004,7996.7494,14.912799999999999,266.346,251.4332,12428.72,0.23
2022-07-27 00:00:00,-7.01949999999997,527.0195,7981.8366000000005,-21.6538,214.5632,236.217,12399.69,-0.07
2022-07-26 00:00:00,37.060700000000004,482.9393,8003.490400000001,21.850900000000003,241.56119999999999,219.7103,12408.56,0.95
2022-07-25 00:00:00,-10.545499999999999,530.5455000000001,7981.639499999999,-22.174899999999997,235.35119999999998,257.5261,12291.59,-0.83
2022-07-22 00:00:00,-1.6248999999999798,521.6249,8003.814399999999,-15.5778,254.36900000000003,269.9468,12394.02,-0.49
2022-07-21 00:00:00,2.60690000000002,517.3931,8019.392199999999,-13.4551,256.74150000000003,270.1966,12455.19,-0.94
2022-07-20 00:00:00,29.0683,490.9317,8032.847299999999,17.4468,252.8537,235.40689999999998,12573.12,0.63
2022-07-19 00:00:00,-28.6344,548.6344,8015.400500000001,-40.6313,258.8038,299.4351,12494.77,-0.3
2022-07-18 00:00:00,30.4325,489.5675,8056.031800000001,17.6426,311.22970000000004,293.58709999999996,12532.65,0.98
2022-07-15 00:00:00,-10.542200000000001,530.5422,8038.3892000000005,-23.4038,305.8194,329.2232,12411.01,-1.52
2022-07-14 00:00:00,32.1403,487.85970000000003,8061.793000000001,19.4414,308.57689999999997,289.1355,12602.78,0.75
2022-07-13 00:00:00,-18.561700000000002,538.5617,8042.3516,-30.8977,277.5905,308.4882,12508.89,0.56
2022-07-12 00:00:00,-18.2473,538.2473,8073.2493,-27.166,298.91790000000003,326.08389999999997,12439.27,-1.41
2022-07-11 00:00:00,-9.36620000000003,529.3662,8100.415300000001,-20.3855,292.1308,312.5163,12617.23,-1.87
2022-07-08 00:00:00,21.569200000000002,498.43080000000003,8120.8008,7.099800000000029,344.3382,337.23839999999996,12857.13,-0.61
2022-07-07 00:00:00,26.5838,493.4162,8113.701,8.6391,294.1113,285.4722,12935.85,0.97
2022-07-06 00:00:00,24.308200000000003,495.6918,8105.0619,8.98289999999997,319.9453,310.9624,12811.33,-1.25
2022-07-05 00:00:00,5.1062000000000305,514.8937999999999,8096.079000000001,-9.691799999999999,338.43309999999997,348.12489999999997,12973.11,-0.41
2022-07-04 00:00:00,47.407799999999995,472.5922,8105.770799999999,29.584400000000002,353.2449,323.6605,13026.25,1.29
2022-06-29 00:00:00,-6.8522000000000105,526.8522,8076.1864000000005,-16.826800000000002,343.3218,360.1486,12696.5,-2.2
2022-06-28 00:00:00,48.575,471.425,8093.013199999999,29.6169,320.2881,290.6712,12982.69,1.23
2022-06-27 00:00:00,46.6919,473.30809999999997,8063.3963,28.3242,332.3974,304.0732,12825.57,1.1
2022-06-24 00:00:00,69.0619,450.93809999999996,8035.072099999999,50.784099999999995,338.6585,287.8744,12686.03,1.37
2022-06-23 00:00:00,85.6913,434.30870000000004,7984.2880000000005,66.88770000000001,324.89889999999997,258.0112,12514.73,2.19
2022-06-22 00:00:00,-37.5833,557.5833,7917.4003,-50.345699999999994,264.51669999999996,314.86240000000004,12246.55,-1.43
2022-06-21 00:00:00,-4.07900000000001,524.0790000000001,7967.746,-19.8577,291.2294,311.08709999999996,12423.86,-0.51
2022-06-20 00:00:00,-34.4204,554.4204,7987.6037,-50.7083,302.6727,353.381,12487.13,1.27
2022-06-17 00:00:00,56.368199999999995,463.6318,8038.312,34.2294,353.7065,319.4771,12331.14,1.48
2022-06-16 00:00:00,28.2159,491.7841,8004.0826,11.9823,320.10400000000004,308.1217,12150.96,0.11
2022-06-15 00:00:00,70.5516,449.4484,7992.1003,55.991899999999994,397.2809,341.289,12137.76,0.95
2022-06-14 00:00:00,20.6835,499.3165,7936.1084,3.0668999999999897,309.7312,306.6643,12023.79,0.2
2022-06-13 00:00:00,-37.083200000000005,557.0832,7933.0415,-55.0441,271.0808,326.1249,11999.31,-0.3
2022-06-10 00:00:00,60.7937,459.2063,7988.0856,30.7787,356.3369,325.5582,12035.15,1.9
2022-06-09 00:00:00,20.4645,499.5355,7957.3069,5.547399999999979,257.3551,251.8077,11810.58,-1.85
2022-06-08 00:00:00,10.6573,509.3427,7951.759499999999,-5.497300000000029,288.25509999999997,293.7524,12033.26,0.82
2022-06-07 00:00:00,21.0182,498.9818,7957.2568,3.30829999999998,279.0651,275.7568,11935.57,-0.02
2022-06-06 00:00:00,81.4312,438.56879999999995,7953.9484999999995,62.0422,331.2225,269.1803,11938.12,2.66
2022-06-02 00:00:00,33.6028,486.3972,7891.9063,10.986099999999999,233.3955,222.40939999999998,11628.31,0.67
2022-06-01 00:00:00,29.3363,490.6637,7880.9202000000005,9.346499999999981,244.60389999999998,235.25740000000002,11551.27,0.21
2022-05-31 00:00:00,90.8027,429.19730000000004,7871.5737,59.9407,346.2124,286.2717,11527.62,1.92
2022-05-30 00:00:00,66.4739,453.5261,7811.633000000001,45.671800000000005,236.49990000000003,190.8281,11310.28,1.04
2022-05-27 00:00:00,16.1114,503.8886,7765.9612,-2.8593,208.6482,211.5075,11193.59,-0.12
2022-05-26 00:00:00,5.29849999999999,514.7015,7768.820500000001,-15.1105,217.31419999999997,232.4247,11206.82,0.57
2022-05-25 00:00:00,33.2949,486.7051,7783.931,13.648699999999998,205.83360000000002,192.18490000000003,11143.18,0.7
2022-05-24 00:00:00,-30.9201,550.9201,7770.2823,-48.1084,226.2013,274.3097,11065.92,-3.34
2022-05-23 00:00:00,-12.8367,532.8367,7818.3907,-32.3633,194.8562,227.2195,11447.95,-0.06
2022-05-20 00:00:00,60.951499999999996,459.0485,7850.754,38.619699999999995,258.43330000000003,219.8136,11454.53,1.82
2022-05-19 00:00:00,43.2855,476.7145,7812.134300000001,23.855900000000002,215.2039,191.34799999999998,11250.06,0.37
2022-05-18 00:00:00,15.996099999999998,504.0039,7788.278399999999,-1.6787000000000298,192.06189999999998,193.7406,11208.08,-0.2
2022-05-17 00:00:00,46.195600000000006,473.80440000000004,7789.9571,26.7714,209.8693,183.0979,11230.16,1.23
2022-05-16 00:00:00,-34.5426,554.5426,7763.185699999999,-50.283,183.6114,233.8944,11093.37,-0.6
2022-05-13 00:00:00,7.99989999999998,512.0001,7813.4687,-10.925,188.4885,199.4135,11159.79,0.59
2022-05-12 00:00:00,15.315199999999999,504.68480000000005,7824.3937,-3.60639999999999,210.18380000000002,213.7902,11094.87,-0.13
2022-05-11 00:00:00,38.5469,481.45309999999995,7828.0001,18.6904,304.8245,286.1341,11109.48,1.8
2022-05-10 00:00:00,-38.1362,558.1362,7809.3097,-58.6291,299.3225,357.95160000000004,10912.74,1.37
2022-05-05 00:00:00,-10.0222,530.0222,7867.9388,-24.475700000000003,294.3113,318.78700000000003,11046.38,0.23
2022-04-29 00:00:00,62.920500000000004,457.0795,7892.4145,40.3381,349.20129999999995,308.8632,11021.44,3.69
2022-04-28 00:00:00,4.4982,515.5018,7852.0764,-10.9544,288.25759999999997,299.212,10628.92,-0.23
2022-04-27 00:00:00,65.3707,454.6293,7863.0307999999995,44.8868,342.8378,297.95099999999996,10652.9,4.37
2022-04-26 00:00:00,31.261999999999997,488.73800000000006,7818.144,18.2059,294.349,276.1431,10206.64,-1.66
2022-04-25 00:00:00,16.797,503.20300000000003,7799.9381,4.49560000000001,289.4277,284.9321,10379.28,-6.08
2022-04-22 00:00:00,49.7146,470.2854,7795.4425,31.543899999999997,272.5807,241.0368,11051.7,-0.29
2022-04-21 00:00:00,17.861,502.139,7763.8985999999995,2.9926999999999997,255.9418,252.9491,11084.28,-2.7
2022-04-20 00:00:00,-4.809800000000029,524.8098,7760.9059,-20.0135,239.6688,259.6823,11392.23,-2.07
2022-04-19 00:00:00,22.720399999999998,497.2796,7780.9194,3.20670000000002,260.6261,257.4194,11633.32,-0.5
2022-04-13 00:00:00,4.01309999999998,515.9869,7777.7127,-8.8691,221.4928,230.3619,11568.17,-1.6
2022-04-12 00:00:00,65.8053,454.1947,7786.581800000001,49.0999,276.6555,227.55560000000003,11756.38,2.05
2022-04-11 00:00:00,-11.5032,531.5032,7737.4819,-27.3227,234.4659,261.78860000000003,11520.21,-3.67
2022-04-08 00:00:00,3.0933000000000197,516.9067,7764.8045999999995,-16.9073,210.98669999999998,227.894,11959.27,-0.11
2022-04-07 00:00:00,3.7757,516.2243,7781.711899999999,-12.4705,222.68540000000002,235.1559,11972.02,-1.65
2022-04-06 00:00:00,-7.93889999999999,527.9389,7794.1824,-28.1107,218.81669999999997,246.9274,12172.91,-0.45
2022-04-01 00:00:00,47.9867,472.0133,7822.293100000001,27.327600000000004,228.0941,200.7665,12227.93,0.91
2022-03-31 00:00:00,14.353599999999998,505.64639999999997,7794.9655,-6.756799999999999,222.1532,228.91,12118.25,-1.19
2022-03-30 00:00:00,86.29180000000001,433.7082,7801.722299999999,63.73350000000001,268.8077,205.0742,12263.8,3.1
2022-03-29 00:00:00,13.0691,506.93089999999995,7737.9888,-4.17990000000002,213.3907,217.5706,11895.08,-0.46
2022-03-28 00:00:00,41.0039,478.9961,7742.1687,21.6452,224.1028,202.45759999999999,11949.94,-1.02
2022-03-25 00:00:00,-5.690199999999971,525.6902,7720.523499999999,-23.410999999999998,199.8653,223.27630000000002,12072.73,-1.89
2022-03-24 00:00:00,5.40489999999998,514.5951,7743.934499999999,-13.326199999999998,197.36900000000003,210.6952,12305.5,-0.83
2022-03-23 00:00:00,32.289,487.711,7757.2607,12.9706,216.6961,203.72549999999998,12408.65,0.73
2022-03-22 00:00:00,14.5948,505.4052,7744.2901,-5.6494000000000195,215.87169999999998,221.52110000000002,12318.78,-0.49
2022-03-21 00:00:00,-13.5579,533.5579,7749.9394999999995,-34.653400000000005,233.05270000000002,267.7061,12379.64,0.41
2022-03-18 00:00:00,35.502199999999995,484.4978,7784.592900000001,1.64030000000006,335.58160000000004,333.94129999999996,12328.65,0.31
2022-03-17 00:00:00,69.5486,450.4514,7782.9526000000005,48.7374,386.7643,338.0269,12289.97,2.41
2022-03-16 00:00:00,22.137800000000002,497.86220000000003,7734.215200000001,-0.85380000000005,355.19309999999996,356.04690000000005,12000.96,4.02
2022-03-15 00:00:00,-56.94649999999999,576.9465,7735.069,-71.6066,313.1806,384.7872,11537.24,-4.36
2022-03-14 00:00:00,-53.1699,573.1699,7806.6756000000005,-71.4056,239.2303,310.6359,12063.63,-3.08
2022-03-11 00:00:00,3.6673999999999802,516.3326000000001,7878.0812,-18.9972,287.85450000000003,306.8517,12447.37,0.62
2022-03-10 00:00:00,-1.39720000000001,521.3972,7897.078399999999,-22.5605,276.3551,298.91560000000004,12370.95,2.18
2022-03-09 00:00:00,-35.2493,555.2493,7919.6389,-56.5211,314.9385,371.45959999999997,12107.17,-1.12
2022-03-08 00:00:00,-38.272,558.2719999999999,7976.16,-55.4804,302.7104,358.1908,12244.5,-2.62
2022-03-07 00:00:00,-11.676400000000001,531.6764,8031.6404,-29.854699999999998,277.0504,306.9051,12573.43,-3.43
2022-03-04 00:00:00,23.653299999999998,496.3467,8061.4951,2.85880000000001,266.6913,263.8325,13020.46,-1.37
2022-03-03 00:00:00,5.696299999999971,514.3037,8058.6363,-15.3071,216.9943,232.3014,13201.82,-1.09
2022-03-02 00:00:00,19.2914,500.7086,8073.9434,-3.24810000000001,210.9191,214.1672,13346.96,-1.05
2022-03-01 00:00:00,22.331599999999998,497.66839999999996,8077.1915,4.6968,245.1395,240.4427,13488.64,0.24
2022-02-28 00:00:00,31.1802,488.81980000000004,8072.494699999999,3.39349999999999,252.8885,249.495,13455.73,0.32
2022-02-25 00:00:00,51.9954,468.0046,8069.1012,30.619,276.2573,245.63830000000002,13412.92,1.21
2022-02-24 00:00:00,13.8057,506.1943,8038.4821999999995,-10.0233,309.04990000000004,319.0732,13252.24,-2.2
2022-02-23 00:00:00,27.373,492.62699999999995,8048.5055,4.95620000000003,243.0533,238.09709999999998,13549.99,1.9
2022-02-22 00:00:00,-10.749400000000001,530.7494,8043.549300000001,-30.980300000000003,225.97799999999998,256.9583,13297.11,-1.29
2022-02-21 00:00:00,15.1304,504.8696,8074.5296,-6.0073,211.56830000000002,217.5756,13471.16,0.09
2022-02-18 00:00:00,39.4996,480.5004,8080.536899999999,18.125999999999998,218.4332,200.30720000000002,13459.68,0.27
2022-02-17 00:00:00,21.3988,498.6012,8062.4109,0.8348,232.6388,231.804,13422.9,0.35
2022-02-16 00:00:00,-4.82379999999997,524.8238,8061.5761,-25.7401,197.40189999999998,223.142,13376.36,0.23
2022-02-15 00:00:00,-3.88489999999998,523.8849,8087.3162,-24.5275,243.13150000000002,267.659,13345.63,1.69
2022-02-14 00:00:00,-4.62730000000003,524.6273,8111.8437,-24.183899999999998,262.8803,287.06419999999997,13123.21,-0.76
2022-02-11 00:00:00,4.55959999999999,515.4404,8136.0276,-13.541199999999998,296.2807,309.82189999999997,13224.38,-1.55
2022-02-10 00:00:00,12.961199999999998,507.0388,8149.5688,-7.5020000000000095,282.4977,289.9997,13432.07,-0.73
2022-02-09 00:00:00,16.7808,503.2192,8157.0707999999995,-4.99110000000001,288.8922,293.8833,13531.31,1.55
2022-02-08 00:00:00,-7.3625,527.3625,8162.0619,-29.3028,300.6939,329.9967,13325.41,-0.98
2022-02-07 00:00:00,5.07190000000002,514.9281,8191.3647,-10.7591,315.1251,325.88419999999996,13456.65,0.96
2022-01-28 00:00:00,-21.9861,541.9861,8202.1238,-41.44649999999999,281.57959999999997,323.0261,13328.06,-0.53
2022-01-27 00:00:00,-48.2108,568.2108000000001,8243.5703,-68.9983,253.8315,322.8298,13398.84,-2.77
2022-01-26 00:00:00,34.403800000000004,485.5962,8312.5686,13.0074,289.6057,276.5983,13780.3,0.7
2022-01-25 00:00:00,-2.44959999999999,522.4496,8299.5612,-22.011599999999998,301.7743,323.7859,13683.89,-2.83
2022-01-24 00:00:00,36.3711,483.6289,8321.5728,13.3883,292.5587,279.17040000000003,14081.8,0.37
2022-01-21 00:00:00,67.84609999999999,452.1539,8308.1845,44.07,347.25699999999995,303.187,14029.55,-1.19
2022-01-20 00:00:00,70.1988,449.80120000000005,8264.1145,47.3984,359.3132,311.9148,14198.3,-0.06
2022-01-19 00:00:00,33.3251,486.6749,8216.7161,8.91389999999999,329.8028,320.8889,14207.19,-1.28
2022-01-18 00:00:00,2.83089999999997,517.1691000000001,8207.8022,-19.5994,308.54040000000003,328.13980000000004,14391.39,0.19
2022-01-17 00:00:00,37.8333,482.1667,8227.401600000001,13.8348,326.275,312.4402,14363.57,1.51
2022-01-14 00:00:00,34.189699999999995,485.8103,8213.5668,10.354700000000001,339.50489999999996,329.1502,14150.57,0.09
2022-01-13 00:00:00,1.2991000000000301,518.7008999999999,8203.212099999999,-20.3962,289.36,309.7562,14138.34,-1.96
2022-01-12 00:00:00,47.4886,472.5114,8223.6083,22.345399999999998,348.8915,326.5461,14421.2,1.39
2022-01-11 00:00:00,-8.57309999999998,528.5731,8201.2629,-30.9369,301.5307,332.4676,14223.35,-1.27
2022-01-10 00:00:00,42.8181,477.18190000000004,8232.1998,18.4375,346.7852,328.3477,14406.97,0.44
2022-01-07 00:00:00,46.0493,473.9507,8213.7623,22.4352,346.68199999999996,324.2468,14343.65,-0.59
