trade_date,ts_code,name,exchange
20241202,301314.SZ,科瑞思,SZSE
20241202,301313.SZ,凡拓数创,SZSE
20241202,301312.SZ,智立方,SZSE
20241202,301311.SZ,昆船智能,SZSE
20241202,301310.SZ,鑫宏业,SZSE
20241202,301309.SZ,万得凯,SZSE
20241202,301308.SZ,江波龙,SZSE
20241202,301307.SZ,美利信,SZSE
20241202,301306.SZ,西测测试,SZSE
20241202,301305.SZ,朗坤环境,SZSE
20241202,301303.SZ,真兰仪表,SZSE
20241202,301302.SZ,华如科技,SZSE
20241202,301301.SZ,川宁生物,SZSE
20241202,301300.SZ,远翔新材,SZSE
20241202,301299.SZ,卓创资讯,SZSE
20241202,301298.SZ,东利机械,SZSE
20241202,301297.SZ,富乐德,SZSE
20241202,301296.SZ,新巨丰,SZSE
20241202,301295.SZ,美硕科技,SZSE
20241202,301293.SZ,三博脑科,SZSE
20241202,301292.SZ,海科新源,SZSE
20241202,301291.SZ,明阳电气,SZSE
20241202,301290.SZ,东星医疗,SZSE
20241202,301289.SZ,国缆检测,SZSE
20241202,301288.SZ,清研环境,SZSE
20241202,301287.SZ,康力源,SZSE
20241202,301286.SZ,侨源股份,SZSE
20241202,301285.SZ,鸿日达,SZSE
20241202,301283.SZ,聚胶股份,SZSE
20241202,301282.SZ,金禄电子,SZSE
20241202,301281.SZ,科源制药,SZSE
20241202,301280.SZ,珠城科技,SZSE
20241202,301279.SZ,金道科技,SZSE
20241202,301278.SZ,快可电子,SZSE
20241202,301277.SZ,新天地,SZSE
20241202,301276.SZ,嘉曼服饰,SZSE
20241202,301273.SZ,瑞晨环保,SZSE
20241202,301272.SZ,英华特,SZSE
20241202,301270.SZ,汉仪股份,SZSE
20241202,301269.SZ,华大九天,SZSE
20241202,301268.SZ,铭利达,SZSE
20241202,301267.SZ,华厦眼科,SZSE
20241202,301266.SZ,宇邦新材,SZSE
20241202,301265.SZ,华新环保,SZSE
20241202,301263.SZ,泰恩康,SZSE
20241202,301262.SZ,海看股份,SZSE
20241202,301261.SZ,恒工精密,SZSE
20241202,301260.SZ,格力博,SZSE
20241202,301259.SZ,艾布鲁,SZSE
20241202,301258.SZ,富士莱,SZSE
20241202,301257.SZ,普蕊斯,SZSE
20241202,301256.SZ,华融化学,SZSE
20241202,301255.SZ,通力科技,SZSE
20241202,301252.SZ,同星科技,SZSE
20241202,301251.SZ,威尔高,SZSE
20241202,301248.SZ,杰创智能,SZSE
20241202,301246.SZ,宏源药业,SZSE
20241202,301239.SZ,普瑞眼科,SZSE
20241202,301238.SZ,瑞泰新材,SZSE
20241202,301237.SZ,和顺科技,SZSE
20241202,301236.SZ,软通动力,SZSE
20241202,301235.SZ,华康医疗,SZSE
20241202,301234.SZ,五洲医疗,SZSE
20241202,301233.SZ,盛帮股份,SZSE
20241202,301232.SZ,飞沃科技,SZSE
20241202,301231.SZ,荣信文化,SZSE
20241202,301230.SZ,泓博医药,SZSE
20241202,301229.SZ,纽泰格,SZSE
20241202,301228.SZ,实朴检测,SZSE
20241202,301227.SZ,森鹰窗业,SZSE
20241202,301226.SZ,祥明智能,SZSE
20241202,301225.SZ,恒勃股份,SZSE
20241202,301223.SZ,中荣股份,SZSE
20241202,301222.SZ,浙江恒威,SZSE
20241202,301221.SZ,光庭信息,SZSE
20241202,301220.SZ,亚香股份,SZSE
20241202,301219.SZ,腾远钴业,SZSE
20241202,301218.SZ,华是科技,SZSE
20241202,301217.SZ,铜冠铜箔,SZSE
20241202,301216.SZ,万凯新材,SZSE
20241202,301215.SZ,中汽股份,SZSE
20241202,301213.SZ,观想科技,SZSE
20241202,301212.SZ,联盛化学,SZSE
20241202,301211.SZ,亨迪药业,SZSE
20241202,301210.SZ,金杨股份,SZSE
20241202,301209.SZ,联合化学,SZSE
20241202,301208.SZ,中亦科技,SZSE
20241202,301207.SZ,华兰疫苗,SZSE
20241202,301206.SZ,三元生物,SZSE
20241202,301205.SZ,联特科技,SZSE
20241202,301203.SZ,国泰环保,SZSE
20241202,301202.SZ,朗威股份,SZSE
20241202,301201.SZ,诚达药业,SZSE
20241202,301200.SZ,大族数控,SZSE
20241202,301199.SZ,迈赫股份,SZSE
20241202,301198.SZ,喜悦智行,SZSE
20241202,301197.SZ,工大科雅,SZSE
20241202,301196.SZ,唯科科技,SZSE
20241202,301195.SZ,北路智控,SZSE
20241202,301193.SZ,家联科技,SZSE
20241202,301192.SZ,泰祥股份,SZSE
20241202,301191.SZ,菲菱科思,SZSE
20241202,301190.SZ,善水科技,SZSE
20241202,301189.SZ,奥尼电子,SZSE
20241202,301188.SZ,力诺药包,SZSE
20241202,301187.SZ,欧圣电气,SZSE
20241202,301186.SZ,超达装备,SZSE
20241202,301185.SZ,鸥玛软件,SZSE
20241202,301183.SZ,东田微,SZSE
20241202,301182.SZ,凯旺科技,SZSE
20241202,301181.SZ,标榜股份,SZSE
20241202,301180.SZ,万祥科技,SZSE
20241202,301179.SZ,泽宇智能,SZSE
20241202,301178.SZ,天亿马,SZSE
20241202,301177.SZ,迪阿股份,SZSE
20241202,301176.SZ,逸豪新材,SZSE
20241202,301175.SZ,中科环保,SZSE
20241202,301172.SZ,君逸数码,SZSE
20241202,301171.SZ,易点天下,SZSE
20241202,301170.SZ,锡南科技,SZSE
20241202,301169.SZ,零点有数,SZSE
20241202,301168.SZ,通灵股份,SZSE
20241202,301167.SZ,建研设计,SZSE
20241202,301166.SZ,优宁维,SZSE
20241202,301165.SZ,锐捷网络,SZSE
20241202,301163.SZ,宏德股份,SZSE
20241202,301162.SZ,国能日新,SZSE
20241202,301161.SZ,唯万密封,SZSE
20241202,301160.SZ,翔楼新材,SZSE
20241202,301159.SZ,三维天地,SZSE
20241202,301158.SZ,德石股份,SZSE
20241202,301157.SZ,华塑科技,SZSE
20241202,301156.SZ,美农生物,SZSE
20241202,301155.SZ,海力风电,SZSE
20241202,301153.SZ,中科江南,SZSE
20241202,301152.SZ,天力锂能,SZSE
20241202,301151.SZ,冠龙节能,SZSE
20241202,301150.SZ,中一科技,SZSE
20241202,301149.SZ,隆华新材,SZSE
20241202,301148.SZ,嘉戎技术,SZSE
20241202,301141.SZ,中科磁业,SZSE
20241202,301139.SZ,元道通信,SZSE
20241202,301138.SZ,华研精机,SZSE
20241202,301137.SZ,哈焊华通,SZSE
20241202,301136.SZ,招标股份,SZSE
20241202,301135.SZ,瑞德智能,SZSE
20241202,301133.SZ,金钟股份,SZSE
20241202,301132.SZ,满坤科技,SZSE
20241202,301131.SZ,聚赛龙,SZSE
20241202,301130.SZ,西点药业,SZSE
20241202,301129.SZ,瑞纳智能,SZSE
20241202,301128.SZ,强瑞技术,SZSE
20241202,301127.SZ,天源环保,SZSE
20241202,301126.SZ,达嘉维康,SZSE
20241202,301125.SZ,腾亚精工,SZSE
20241202,301123.SZ,奕东电子,SZSE
20241202,301122.SZ,采纳股份,SZSE
20241202,301121.SZ,紫建电子,SZSE
20241202,301120.SZ,新特电气,SZSE
20241202,301119.SZ,正强股份,SZSE
20241202,301118.SZ,恒光股份,SZSE
20241202,301117.SZ,佳缘科技,SZSE
20241202,301116.SZ,益客食品,SZSE
20241202,301115.SZ,建科股份,SZSE
20241202,301113.SZ,雅艺科技,SZSE
20241202,301112.SZ,信邦智能,SZSE
20241202,301111.SZ,粤万年青,SZSE
20241202,301110.SZ,青木科技,SZSE
20241202,301109.SZ,军信股份,SZSE
20241202,301108.SZ,洁雅股份,SZSE
20241202,301107.SZ,瑜欣电子,SZSE
20241202,301106.SZ,骏成科技,SZSE
20241202,301105.SZ,鸿铭股份,SZSE
20241202,301103.SZ,何氏眼科,SZSE
20241202,301102.SZ,兆讯传媒,SZSE
20241202,301101.SZ,明月镜片,SZSE
20241202,301100.SZ,风光股份,SZSE
20241202,301099.SZ,雅创电子,SZSE
20241202,301098.SZ,金埔园林,SZSE
20241202,301097.SZ,天益医疗,SZSE
20241202,301096.SZ,百诚医药,SZSE
20241202,301095.SZ,广立微,SZSE
20241202,301093.SZ,华兰股份,SZSE
20241202,301092.SZ,争光股份,SZSE
20241202,301091.SZ,深城交,SZSE
20241202,301090.SZ,华润材料,SZSE
20241202,301089.SZ,拓新药业,SZSE
20241202,301088.SZ,戎美股份,SZSE
20241202,301087.SZ,可孚医疗,SZSE
20241202,301086.SZ,鸿富瀚,SZSE
20241202,301085.SZ,亚康股份,SZSE
20241202,301083.SZ,百胜智能,SZSE
20241202,301082.SZ,久盛电气,SZSE
20241202,301081.SZ,严牌股份,SZSE
20241202,301080.SZ,百普赛斯,SZSE
20241202,301079.SZ,邵阳液压,SZSE
20241202,301078.SZ,孩子王,SZSE
20241202,301077.SZ,星华新材,SZSE
20241202,301076.SZ,新瀚新材,SZSE
20241202,301075.SZ,多瑞医药,SZSE
20241202,301073.SZ,君亭酒店,SZSE
20241202,301072.SZ,中捷精工,SZSE
20241202,301071.SZ,力量钻石,SZSE
20241202,301070.SZ,开勒股份,SZSE
20241202,301069.SZ,凯盛新材,SZSE
20241202,301068.SZ,大地海洋,SZSE
20241202,301067.SZ,显盈科技,SZSE
20241202,301066.SZ,万事利,SZSE
20241202,301065.SZ,本立科技,SZSE
20241202,301063.SZ,海锅股份,SZSE
20241202,301062.SZ,上海艾录,SZSE
20241202,301061.SZ,匠心家居,SZSE
20241202,301060.SZ,兰卫医学,SZSE
20241202,301059.SZ,金三江,SZSE
20241202,301058.SZ,中粮科工,SZSE
20241202,301057.SZ,汇隆新材,SZSE
20241202,301056.SZ,森赫股份,SZSE
20241202,301055.SZ,张小泉,SZSE
20241202,301053.SZ,远信工业,SZSE
20241202,301052.SZ,果麦文化,SZSE
20241202,301051.SZ,信濠光电,SZSE
20241202,301050.SZ,雷电微力,SZSE
20241202,301049.SZ,超越科技,SZSE
20241202,301048.SZ,金鹰重工,SZSE
20241202,301047.SZ,义翘神州,SZSE
20241202,301046.SZ,能辉科技,SZSE
20241202,301045.SZ,天禄科技,SZSE
20241202,301043.SZ,绿岛风,SZSE
20241202,301042.SZ,安联锐视,SZSE
20241202,301041.SZ,金百泽,SZSE
20241202,301040.SZ,中环海陆,SZSE
20241202,301039.SZ,中集车辆,SZSE
20241202,301038.SZ,深水规院,SZSE
20241202,301037.SZ,保立佳,SZSE
20241202,301036.SZ,双乐股份,SZSE
20241202,301035.SZ,润丰股份,SZSE
20241202,301033.SZ,迈普医学,SZSE
20241202,301032.SZ,新柴股份,SZSE
20241202,301031.SZ,中熔电气,SZSE
20241202,301030.SZ,仕净科技,SZSE
20241202,301029.SZ,怡合达,SZSE
20241202,301028.SZ,东亚机械,SZSE
20241202,301027.SZ,华蓝集团,SZSE
20241202,301026.SZ,浩通科技,SZSE
20241202,301025.SZ,读客文化,SZSE
20241202,301024.SZ,霍普股份,SZSE
20241202,301023.SZ,江南奕帆,SZSE
20241202,301022.SZ,海泰科,SZSE
20241202,301021.SZ,英诺激光,SZSE
20241202,301020.SZ,密封科技,SZSE
20241202,301019.SZ,宁波色母,SZSE
20241202,301018.SZ,申菱环境,SZSE
20241202,301017.SZ,漱玉平民,SZSE
20241202,301016.SZ,雷尔伟,SZSE
20241202,301015.SZ,百洋医药,SZSE
20241202,301013.SZ,利和兴,SZSE
20241202,301012.SZ,扬电科技,SZSE
20241202,301011.SZ,华立科技,SZSE
20241202,301010.SZ,晶雪节能,SZSE
20241202,301009.SZ,可靠股份,SZSE
20241202,301008.SZ,宏昌科技,SZSE
20241202,301007.SZ,德迈仕,SZSE
20241202,301006.SZ,迈拓股份,SZSE
20241202,301005.SZ,超捷股份,SZSE
20241202,301004.SZ,嘉益股份,SZSE
20241202,301003.SZ,江苏博云,SZSE
20241202,301002.SZ,崧盛股份,SZSE
20241202,301001.SZ,凯淳股份,SZSE
20241202,301000.SZ,肇民科技,SZSE
20241202,300999.SZ,金龙鱼,SZSE
20241202,300998.SZ,宁波方正,SZSE
20241202,300997.SZ,欢乐家,SZSE
20241202,300996.SZ,普联软件,SZSE
20241202,300995.SZ,奇德新材,SZSE
20241202,300994.SZ,久祺股份,SZSE
20241202,300993.SZ,玉马遮阳,SZSE
20241202,300992.SZ,泰福泵业,SZSE
20241202,300991.SZ,创益通,SZSE
20241202,300990.SZ,同飞股份,SZSE
20241202,300989.SZ,蕾奥规划,SZSE
20241202,300988.SZ,津荣天宇,SZSE
20241202,300987.SZ,川网传媒,SZSE
20241202,300986.SZ,志特新材,SZSE
20241202,300985.SZ,致远新能,SZSE
20241202,300984.SZ,金沃股份,SZSE
20241202,300983.SZ,尤安设计,SZSE
20241202,300982.SZ,苏文电能,SZSE
20241202,300981.SZ,中红医疗,SZSE
20241202,300980.SZ,祥源新材,SZSE
20241202,300979.SZ,华利集团,SZSE
20241202,300978.SZ,东箭科技,SZSE
20241202,300977.SZ,深圳瑞捷,SZSE
20241202,300976.SZ,达瑞电子,SZSE
20241202,300975.SZ,商络电子,SZSE
20241202,300973.SZ,立高食品,SZSE
20241202,300972.SZ,万辰集团,SZSE
20241202,300971.SZ,博亚精工,SZSE
20241202,300970.SZ,华绿生物,SZSE
20241202,300969.SZ,恒帅股份,SZSE
20241202,300968.SZ,格林精密,SZSE
20241202,300967.SZ,晓鸣股份,SZSE
20241202,300966.SZ,共同药业,SZSE
20241202,300964.SZ,本川智能,SZSE
20241202,300963.SZ,中洲特材,SZSE
20241202,300962.SZ,中金辐照,SZSE
20241202,300961.SZ,深水海纳,SZSE
20241202,300960.SZ,通业科技,SZSE
20241202,300959.SZ,线上线下,SZSE
20241202,300958.SZ,建工修复,SZSE
20241202,300957.SZ,贝泰妮,SZSE
20241202,300956.SZ,英力股份,SZSE
20241202,300955.SZ,嘉亨家化,SZSE
20241202,300953.SZ,震裕科技,SZSE
20241202,300952.SZ,恒辉安防,SZSE
20241202,300951.SZ,博硕科技,SZSE
20241202,300950.SZ,德固特,SZSE
20241202,300949.SZ,奥雅股份,SZSE
20241202,300948.SZ,冠中生态,SZSE
20241202,300947.SZ,德必集团,SZSE
20241202,300946.SZ,恒而达,SZSE
20241202,300945.SZ,曼卡龙,SZSE
20241202,300943.SZ,春晖智控,SZSE
20241202,300942.SZ,易瑞生物,SZSE
20241202,300941.SZ,创识科技,SZSE
20241202,300940.SZ,南极光,SZSE
20241202,300939.SZ,秋田微,SZSE
20241202,300938.SZ,信测标准,SZSE
20241202,300937.SZ,药易购,SZSE
20241202,300936.SZ,中英科技,SZSE
20241202,300935.SZ,盈建科,SZSE
20241202,300933.SZ,中辰股份,SZSE
20241202,300932.SZ,三友联众,SZSE
20241202,300931.SZ,通用电梯,SZSE
20241202,300930.SZ,屹通新材,SZSE
20241202,300929.SZ,华骐环保,SZSE
20241202,300928.SZ,华安鑫创,SZSE
20241202,300927.SZ,江天化学,SZSE
20241202,300926.SZ,博俊科技,SZSE
20241202,300925.SZ,法本信息,SZSE
20241202,300923.SZ,研奥股份,SZSE
20241202,300922.SZ,天秦装备,SZSE
20241202,300921.SZ,南凌科技,SZSE
20241202,300920.SZ,润阳科技,SZSE
20241202,300919.SZ,中伟股份,SZSE
20241202,300918.SZ,南山智尚,SZSE
20241202,300917.SZ,特发服务,SZSE
20241202,300916.SZ,朗特智能,SZSE
20241202,300915.SZ,海融科技,SZSE
20241202,300913.SZ,兆龙互连,SZSE
20241202,300912.SZ,凯龙高科,SZSE
20241202,300911.SZ,亿田智能,SZSE
20241202,300910.SZ,瑞丰新材,SZSE
20241202,300909.SZ,汇创达,SZSE
20241202,300908.SZ,仲景食品,SZSE
20241202,300907.SZ,康平科技,SZSE
20241202,300906.SZ,日月明,SZSE
20241202,300905.SZ,宝丽迪,SZSE
20241202,300904.SZ,威力传动,SZSE
20241202,300903.SZ,科翔股份,SZSE
20241202,300902.SZ,国安达,SZSE
20241202,300901.SZ,中胤时尚,SZSE
20241202,300900.SZ,广联航空,SZSE
20241202,300899.SZ,上海凯鑫,SZSE
20241202,300898.SZ,熊猫乳品,SZSE
20241202,300897.SZ,山科智能,SZSE
20241202,300896.SZ,爱美客,SZSE
20241202,300895.SZ,铜牛信息,SZSE
20241202,300894.SZ,火星人,SZSE
20241202,300893.SZ,松原股份,SZSE
20241202,300892.SZ,品渥食品,SZSE
20241202,300891.SZ,惠云钛业,SZSE
20241202,300890.SZ,翔丰华,SZSE
20241202,300889.SZ,爱克股份,SZSE
20241202,300888.SZ,稳健医疗,SZSE
20241202,300887.SZ,谱尼测试,SZSE
20241202,300886.SZ,华业香料,SZSE
20241202,300885.SZ,海昌新材,SZSE
20241202,300884.SZ,狄耐克,SZSE
20241202,300883.SZ,龙利得,SZSE
20241202,300882.SZ,万胜智能,SZSE
20241202,300881.SZ,盛德鑫泰,SZSE
20241202,300880.SZ,迦南智能,SZSE
20241202,300879.SZ,大叶股份,SZSE
20241202,300878.SZ,维康药业,SZSE
20241202,300877.SZ,金春股份,SZSE
20241202,300876.SZ,蒙泰高新,SZSE
20241202,300875.SZ,捷强装备,SZSE
20241202,300873.SZ,海晨股份,SZSE
20241202,300872.SZ,天阳科技,SZSE
20241202,300871.SZ,回盛生物,SZSE
20241202,300870.SZ,欧陆通,SZSE
20241202,300869.SZ,康泰医学,SZSE
20241202,300868.SZ,杰美特,SZSE
20241202,300867.SZ,圣元环保,SZSE
20241202,300866.SZ,安克创新,SZSE
20241202,300865.SZ,大宏立,SZSE
20241202,300864.SZ,南大环境,SZSE
20241202,300863.SZ,卡倍亿,SZSE
20241202,300862.SZ,蓝盾光电,SZSE
20241202,300861.SZ,美畅股份,SZSE
20241202,300860.SZ,锋尚文化,SZSE
20241202,300857.SZ,协创数据,SZSE
20241202,300856.SZ,科思股份,SZSE
20241202,300855.SZ,图南股份,SZSE
20241202,300854.SZ,中兰环保,SZSE
20241202,300850.SZ,新强联,SZSE
20241202,300844.SZ,山水比德,SZSE
20241202,300842.SZ,帝科股份,SZSE
20241202,300841.SZ,康华生物,SZSE
20241202,300834.SZ,星辉环材,SZSE
20241202,300832.SZ,新产业,SZSE
20241202,300827.SZ,上能电气,SZSE
20241202,300825.SZ,阿尔特,SZSE
20241202,300821.SZ,东岳硅材,SZSE
20241202,300820.SZ,英杰电气,SZSE
20241202,300814.SZ,中富电路,SZSE
20241202,300811.SZ,铂科新材,SZSE
20241202,300804.SZ,广康生化,SZSE
20241202,300803.SZ,指南针,SZSE
20241202,300784.SZ,利安科技,SZSE
20241202,300782.SZ,卓胜微,SZSE
20241202,300781.SZ,因赛集团,SZSE
20241202,300777.SZ,中简科技,SZSE
20241202,300776.SZ,帝尔激光,SZSE
20241202,300775.SZ,三角防务,SZSE
20241202,300774.SZ,倍杰特,SZSE
20241202,300773.SZ,拉卡拉,SZSE
20241202,300772.SZ,运达股份,SZSE
20241202,300770.SZ,新媒股份,SZSE
20241202,300769.SZ,德方纳米,SZSE
20241202,300768.SZ,迪普科技,SZSE
20241202,300767.SZ,震安科技,SZSE
20241202,300765.SZ,新诺威,SZSE
20241202,300763.SZ,锦浪科技,SZSE
20241202,300762.SZ,上海瀚讯,SZSE
20241202,300761.SZ,立华股份,SZSE
20241202,300760.SZ,迈瑞医疗,SZSE
20241202,300759.SZ,康龙化成,SZSE
20241202,300757.SZ,罗博特科,SZSE
20241202,300755.SZ,华致酒行,SZSE
20241202,300751.SZ,迈为股份,SZSE
20241202,300750.SZ,宁德时代,SZSE
20241202,300748.SZ,金力永磁,SZSE
20241202,300747.SZ,锐科激光,SZSE
20241202,300745.SZ,欣锐科技,SZSE
20241202,300741.SZ,华宝股份,SZSE
20241202,300740.SZ,水羊股份,SZSE
20241202,300739.SZ,明阳电路,SZSE
20241202,300738.SZ,奥飞数据,SZSE
20241202,300737.SZ,科顺股份,SZSE
20241202,300735.SZ,光弘科技,SZSE
20241202,300726.SZ,宏达电子,SZSE
20241202,300725.SZ,药石科技,SZSE
20241202,300724.SZ,捷佳伟创,SZSE
20241202,300723.SZ,一品红,SZSE
20241202,300722.SZ,新余国科,SZSE
20241202,300712.SZ,永福股份,SZSE
20241202,300709.SZ,精研科技,SZSE
20241202,300700.SZ,岱勒新材,SZSE
20241202,300699.SZ,光威复材,SZSE
20241202,300696.SZ,爱乐达,SZSE
20241202,300693.SZ,盛弘股份,SZSE
20241202,300691.SZ,联合光电,SZSE
20241202,300690.SZ,双一科技,SZSE
20241202,300687.SZ,赛意信息,SZSE
20241202,300685.SZ,艾德生物,SZSE
20241202,300682.SZ,朗新集团,SZSE
20241202,300681.SZ,英搏尔,SZSE
20241202,300679.SZ,电连技术,SZSE
20241202,300678.SZ,中科信息,SZSE
20241202,300677.SZ,英科医疗,SZSE
20241202,300676.SZ,华大基因,SZSE
20241202,300674.SZ,宇信科技,SZSE
20241202,300672.SZ,国科微,SZSE
20241202,300671.SZ,富满微,SZSE
20241202,300666.SZ,江丰电子,SZSE
20241202,300663.SZ,科蓝软件,SZSE
20241202,300661.SZ,圣邦股份,SZSE
20241202,300660.SZ,江苏雷利,SZSE
20241202,300657.SZ,弘信电子,SZSE
20241202,300655.SZ,晶瑞电材,SZSE
20241202,300653.SZ,正海生物,SZSE
20241202,300648.SZ,星云股份,SZSE
20241202,300641.SZ,正丹股份,SZSE
20241202,300639.SZ,凯普生物,SZSE
20241202,300638.SZ,广和通,SZSE
20241202,300634.SZ,彩讯股份,SZSE
20241202,300633.SZ,开立医疗,SZSE
20241202,300630.SZ,普利制药,SZSE
20241202,300629.SZ,新劲刚,SZSE
20241202,300628.SZ,亿联网络,SZSE
