trade_date,ts_code,name,pct_change,close,net_amount,net_amount_rate,buy_elg_amount,buy_elg_amount_rate,buy_lg_amount,buy_lg_amount_rate,buy_md_amount,buy_md_amount_rate,buy_sm_amount,buy_sm_amount_rate
20241129,002069.SZ,獐子岛,-2.88,3.71,-516.56,-3.63,223.62,1.57,-740.19,-5.2,-1000.45,-7.03,1517.01,10.66
20241129,603122.SH,合富中国,0.53,7.54,-515.85,-3.4,-606.37,-4.0,90.52,0.6,379.75,2.5,136.1,0.9
20241129,300214.SZ,日科化学,0.51,5.94,-514.73,-8.56,0.0,0.0,-514.73,-8.56,169.08,2.81,345.65,5.75
20241129,301512.SZ,智信精密,1.61,43.59,-513.16,-11.94,-196.63,-4.58,-316.53,-7.37,70.1,1.63,443.06,10.31
20241129,688233.SH,神工股份,1.74,25.8,-512.79,-5.66,-204.77,-2.26,-308.02,-3.4,-5.02,-0.06,517.81,5.71
20241129,003038.SZ,鑫铂股份,1.97,19.13,-512.57,-5.5,-151.14,-1.62,-361.43,-3.88,594.23,6.37,-81.65,-0.88
20241129,600313.SH,农发种业,1.17,6.92,-512.4,-1.76,-886.88,-3.04,374.48,1.28,760.75,2.61,-248.36,-0.85
20241129,301363.SZ,美好医疗,0.89,30.65,-512.18,-10.03,-460.09,-9.01,-52.09,-1.02,-306.34,-6.0,818.52,16.03
20241129,688366.SH,昊海生科,2.96,64.68,-512.09,-7.41,-141.84,-2.05,-370.25,-5.36,-566.75,-8.2,1078.84,15.61
20241129,600818.SH,中路股份,1.2,12.7,-511.31,-6.93,-131.77,-1.78,-379.53,-5.14,169.07,2.29,342.24,4.64
20241129,603856.SH,东宏股份,0.86,11.68,-511.01,-13.72,-281.22,-7.55,-229.79,-6.17,426.25,11.45,84.75,2.28
20241129,000900.SZ,现代投资,-0.22,4.62,-510.64,-3.19,-407.69,-2.55,-102.96,-0.64,-66.82,-0.42,577.46,3.61
20241129,600212.SH,绿能慧充,1.89,8.62,-509.84,-1.74,-3367.36,-11.51,2857.53,9.77,148.35,0.51,361.49,1.24
20241129,300945.SZ,曼卡龙,2.02,11.1,-509.52,-2.39,-34.55,-0.16,-474.96,-2.23,-396.07,-1.86,905.59,4.25
20241129,603507.SH,振江股份,1.15,26.45,-509.17,-5.61,-33.41,-0.37,-475.75,-5.25,-33.06,-0.36,542.23,5.98
20241129,300584.SZ,海辰药业,0.09,22.08,-508.22,-6.12,201.06,2.42,-709.29,-8.54,508.95,6.13,-0.73,-0.01
20241129,002766.SZ,索菱股份,1.23,5.76,-507.46,-5.13,113.68,1.15,-621.13,-6.28,67.06,0.68,440.4,4.45
20241129,300821.SZ,东岳硅材,1.2,8.41,-506.94,-6.38,-426.5,-5.37,-80.44,-1.01,-526.02,-6.62,1032.96,12.99
20241129,301396.SZ,宏景科技,-0.92,27.91,-506.87,-3.3,-283.83,-1.85,-223.03,-1.45,-13.04,-0.08,519.91,3.38
20241129,002700.SZ,ST浩源,1.94,10.49,-506.21,-12.43,-134.16,-3.29,-372.05,-9.13,202.94,4.98,303.27,7.44
