trade_date,data_type,ts_code,ts_name,rank,pct_change,current_price,hot,concept,rank_time
20241107,美股市场,BIDU,百度,42,-1.04,90.92,,,2024-11-07 21:30:06
20241107,美股市场,OPAD,Offerpad Solutions Inc-A,42,11.39,3.52,,,2024-11-07 21:30:05
20241107,A股市场,000795.SZ,英洛华,42,10.04,12.06,,,2024-11-07 21:30:06
20241107,港股市场,000335.HK,美建集团,42,5.13,0.82,,,2024-11-07 21:30:04
20241107,港股市场,000388.HK,香港交易所,43,3.79,334.2,,,2024-11-07 21:30:05
20241107,ETF基金,515170.SH,食品饮料ETF,43,8.02,0.66,,,2024-11-07 21:30:06
20241107,ETF基金,159940.SZ,金融地产ETF,43,5.88,1.26,,,2024-11-07 21:30:05
20241107,A股市场,600882.SH,妙可蓝多,43,8.05,18.26,,,2024-11-07 21:30:05
20241107,美股市场,TIGR,老虎证券,43,-1.34,6.62,,,2024-11-07 21:30:06
20241107,美股市场,DTSQU,DT Cloud Star Acquisition Corp ,43,0.3,10.14,,,2024-11-07 21:30:05
20241107,A股市场,000981.SZ,山子高科,43,10.3,1.82,,,2024-11-07 21:30:06
20241107,港股市场,008063.HK,环球大通集团,43,16.67,0.028,,,2024-11-07 21:30:04
20241107,港股市场,000354.HK,中国软件国际,44,4.41,6.39,,,2024-11-07 21:30:05
20241107,ETF基金,159740.SZ,恒生科技ETF,44,2.46,0.625,,,2024-11-07 21:30:06
20241107,ETF基金,159891.SZ,医疗ETF基金,44,3.49,0.474,,,2024-11-07 21:30:05
20241107,A股市场,688205.SH,德科立,44,10.09,77.7,,,2024-11-07 21:30:05
20241107,美股市场,DWTX,Dogwood Therapeutics Inc,44,-3.68,4.45,,,2024-11-07 21:30:06
20241107,美股市场,RKDA,阿凯迪亚生物科学,44,10.64,4.16,,,2024-11-07 21:30:05
20241107,A股市场,002094.SZ,青岛金王,44,-9.96,8.86,,,2024-11-07 21:30:06
20241107,港股市场,001446.HK,鸿福堂,44,9.38,0.175,,,2024-11-07 21:30:04
20241107,港股市场,000960.HK,龙湖集团,45,8.66,14.56,,,2024-11-07 21:30:05
20241107,ETF基金,563220.SH,中证A500ETF富国,45,2.53,1.053,,,2024-11-07 21:30:06
20241107,ETF基金,562890.SH,中证A50指数ETF,45,3.42,1.209,,,2024-11-07 21:30:05
20241107,A股市场,300650.SZ,太龙股份,45,6.6,12.12,,,2024-11-07 21:30:05
20241107,美股市场,FSLR,第一太阳能,45,-10.13,194.02,,,2024-11-07 21:30:06
20241107,美股市场,HURA,TuHURA Biosciences Inc,45,5.82,5.27,,,2024-11-07 21:30:05
20241107,A股市场,600733.SH,北汽蓝谷,45,0.72,9.76,,,2024-11-07 21:30:06
20241107,港股市场,000518.HK,同得仕(集团),45,0.53,0.191,,,2024-11-07 21:30:04
20241107,港股市场,000558.HK,力劲科技,46,-5.66,3.67,,,2024-11-07 21:30:05
20241107,ETF基金,159592.SZ,A50ETF基金,46,3.2,1.195,,,2024-11-07 21:30:06
20241107,ETF基金,513750.SH,港股非银ETF,46,4.7,1.315,,,2024-11-07 21:30:05
20241107,A股市场,605188.SH,国光连锁,46,6.02,7.4,,,2024-11-07 21:30:05
20241107,美股市场,ASML,阿斯麦,46,-2.22,661.43,,,2024-11-07 21:30:06
20241107,美股市场,ICAD,iCAD Inc,46,3.91,1.86,,,2024-11-07 21:30:05
20241107,A股市场,002945.SZ,华林证券,46,9.97,16.76,,,2024-11-07 21:30:06
20241107,港股市场,002489.HK,集海资源,46,0.0,0.78,,,2024-11-07 21:30:04
20241107,港股市场,006837.HK,海通证券,47,5.57,7.39,,,2024-11-07 21:30:05
20241107,ETF基金,159813.SZ,半导体ETF,47,3.54,0.82,,,2024-11-07 21:30:06
20241107,ETF基金,516130.SH,消费龙头ETF,47,4.42,0.827,,,2024-11-07 21:30:05
20241107,A股市场,301075.SZ,多瑞医药,47,7.42,21.72,,,2024-11-07 21:30:05
20241107,美股市场,UMC,联华电子,47,0.86,7.02,,,2024-11-07 21:30:06
20241107,美股市场,RGCO,RGC Resources Inc,47,13.04,23.49,,,2024-11-07 21:30:05
20241107,A股市场,002085.SZ,万丰奥威,47,-8.81,21.95,,,2024-11-07 21:30:06
20241107,港股市场,000760.HK,新天地产集团,47,11.5,0.223,,,2024-11-07 21:30:04
20241107,港股市场,002443.HK,汽车街,48,-15.25,20.0,,,2024-11-07 21:30:05
20241107,ETF基金,512710.SH,军工龙头ETF,48,-2.39,0.694,,,2024-11-07 21:30:06
20241107,ETF基金,510710.SH,上证50ETF博时,48,3.58,3.85,,,2024-11-07 21:30:05
20241107,A股市场,300254.SZ,仟源医药,48,6.43,10.09,,,2024-11-07 21:30:05
20241107,美股市场,NTES,网易,48,-0.22,80.0,,,2024-11-07 21:30:06
20241107,美股市场,CMTG,Claros Mortgage Trust Inc,48,9.34,7.26,,,2024-11-07 21:30:05
20241107,A股市场,601136.SH,首创证券,48,10.0,24.75,,,2024-11-07 21:30:06
20241107,港股市场,001538.HK,中奥到家,48,5.08,0.31,,,2024-11-07 21:30:04
20241107,港股市场,001456.HK,国联证券,49,9.3,5.17,,,2024-11-07 21:30:05
20241107,ETF基金,159971.SZ,创业板ETF富国,49,3.53,1.615,,,2024-11-07 21:30:06
20241107,ETF基金,159877.SZ,医疗产业ETF,49,4.12,0.632,,,2024-11-07 21:30:05
20241107,A股市场,872953.BJ,国子软件,49,29.99,42.61,,,2024-11-07 21:30:05
20241107,美股市场,MU,美光科技,49,6.01,111.83,,,2024-11-07 21:30:06
20241107,美股市场,MERC,美世国际,49,8.25,6.82,,,2024-11-07 21:30:05
20241107,A股市场,002416.SZ,爱施德,49,-10.0,19.27,,,2024-11-07 21:30:06
20241107,港股市场,000997.HK,普汇中金国际,49,3.7,0.028,,,2024-11-07 21:30:04
20241107,港股市场,009993.HK,金辉控股,50,18.06,3.66,,,2024-11-07 21:30:05
20241107,ETF基金,513130.SH,恒生科技ETF,50,2.45,0.627,,,2024-11-07 21:30:06
20241107,ETF基金,561130.SH,国货ETF,50,4.07,0.843,,,2024-11-07 21:30:05
20241107,A股市场,300632.SZ,光莆股份,50,5.77,13.02,,,2024-11-07 21:30:05
20241107,美股市场,ALB,美国雅保,50,-3.21,96.58,,,2024-11-07 21:30:06
20241107,美股市场,VVX,V2X Inc,50,9.8,68.82,,,2024-11-07 21:30:05
20241107,A股市场,300085.SZ,银之杰,50,6.12,57.06,,,2024-11-07 21:30:06
20241107,港股市场,001568.HK,承达集团,50,9.76,0.45,,,2024-11-07 21:30:04
20241107,港股市场,001211.HK,比亚迪股份,51,-0.92,280.4,,,2024-11-07 21:30:05
20241107,ETF基金,159934.SZ,黄金ETF,51,-2.36,5.793,,,2024-11-07 21:30:06
20241107,ETF基金,560220.SH,中证2000ETF广发,51,3.26,1.108,,,2024-11-07 21:30:05
20241107,A股市场,300791.SZ,仙乐健康,51,7.0,28.9,,,2024-11-07 21:30:05
20241107,美股市场,BEKE,贝壳,51,-0.49,22.49,,,2024-11-07 21:30:06
20241107,美股市场,HTCO,Caravelle International Group,51,-6.78,1.1,,,2024-11-07 21:30:05
20241107,A股市场,600702.SH,舍得酒业,51,10.0,78.52,,,2024-11-07 21:30:06
20241107,港股市场,008037.HK,中国生物科技服务,51,8.24,0.46,,,2024-11-07 21:30:04
20241107,港股市场,006033.HK,电讯数码控股,52,0.0,0.74,,,2024-11-07 21:30:04
20241107,港股市场,001375.HK,中州证券,52,11.06,2.21,,,2024-11-07 21:30:05
20241107,ETF基金,588050.SH,科创ETF,52,3.21,1.06,,,2024-11-07 21:30:06
20241107,ETF基金,159931.SZ,金融ETF,52,4.83,1.954,,,2024-11-07 21:30:05
20241107,A股市场,301558.SZ,三态股份,52,5.9,9.15,,,2024-11-07 21:30:05
20241107,美股市场,EDU,新东方,52,-2.93,60.06,,,2024-11-07 21:30:06
20241107,美股市场,NIXX,Nixxy Inc,52,-6.78,2.75,,,2024-11-07 21:30:05
20241107,A股市场,601127.SH,赛力斯,52,1.24,135.87,,,2024-11-07 21:30:06
20241107,港股市场,008241.HK,英记茶庄集团,53,-6.76,0.138,,,2024-11-07 21:30:04
20241107,港股市场,009618.HK,京东集团-SW,53,1.05,153.6,,,2024-11-07 21:30:05
20241107,ETF基金,513300.SH,纳斯达克ETF,53,2.95,1.953,,,2024-11-07 21:30:06
20241107,ETF基金,515960.SH,医药健康ETF,53,3.41,0.789,,,2024-11-07 21:30:05
20241107,A股市场,600903.SH,贵州燃气,53,5.59,7.75,,,2024-11-07 21:30:05
20241107,美股市场,LLY,礼来,53,-3.68,776.38,,,2024-11-07 21:30:06
20241107,美股市场,TFII,TFI International Inc,53,10.33,149.45,,,2024-11-07 21:30:05
20241107,A股市场,300094.SZ,国联水产,53,20.1,4.9,,,2024-11-07 21:30:06
20241107,港股市场,008120.HK,国农金融投资,54,13.04,0.052,,,2024-11-07 21:30:04
20241107,港股市场,006886.HK,华泰证券,54,4.89,15.88,,,2024-11-07 21:30:05
20241107,ETF基金,516860.SH,金融科技ETF,54,8.13,1.41,,,2024-11-07 21:30:06
20241107,ETF基金,510950.SH,上证50ETF指数,54,3.67,1.159,,,2024-11-07 21:30:05
20241107,A股市场,603866.SH,桃李面包,54,6.86,6.7,,,2024-11-07 21:30:05
20241107,美股市场,KO,可口可乐,54,-2.55,63.7,,,2024-11-07 21:30:06
20241107,美股市场,SPG_J,Simon Property Group Inc Series,54,0.31,63.95,,,2024-11-07 21:30:05
20241107,A股市场,600171.SH,上海贝岭,54,-3.26,45.16,,,2024-11-07 21:30:06
20241107,港股市场,001063.HK,新确科技,55,1.4,0.145,,,2024-11-07 21:30:04
20241107,港股市场,000285.HK,比亚迪电子,55,-5.6,31.2,,,2024-11-07 21:30:05
20241107,ETF基金,159819.SZ,人工智能ETF,55,2.55,0.926,,,2024-11-07 21:30:06
20241107,ETF基金,517800.SH,人工智能50ETF,55,4.62,0.747,,,2024-11-07 21:30:05
20241107,A股市场,835174.BJ,五新隧装,55,21.46,32.04,,,2024-11-07 21:30:05
20241107,美股市场,PLTR,Palantir Technologies Inc-A,55,8.61,55.53,,,2024-11-07 21:30:06
20241107,美股市场,WNEB,Western New England Bancorp Inc,55,2.75,8.97,,,2024-11-07 21:30:05
20241107,A股市场,600518.SH,康美药业,55,9.86,2.34,,,2024-11-07 21:30:06
20241107,港股市场,000368.HK,德合集团,56,0.0,0.29,,,2024-11-07 21:30:04
20241107,港股市场,003896.HK,金山云,56,7.0,2.14,,,2024-11-07 21:30:05
20241107,ETF基金,513060.SH,恒生医疗ETF,56,1.98,0.413,,,2024-11-07 21:30:06
20241107,ETF基金,588450.SH,科创50ETF增强,56,3.59,1.329,,,2024-11-07 21:30:05
20241107,A股市场,601086.SH,国芳集团,56,9.91,4.99,,,2024-11-07 21:30:05
20241107,美股市场,ARM,Arm Holdings plc ADR,56,2.87,144.68,,,2024-11-07 21:30:06
20241107,美股市场,GTLS_B,查特工业(优先股),56,9.18,63.3,,,2024-11-07 21:30:05
20241107,A股市场,300339.SZ,润和软件,56,2.21,68.79,,,2024-11-07 21:30:06
20241107,港股市场,000910.HK,中国三迪,57,20.0,0.048,,,2024-11-07 21:30:04
20241107,港股市场,006682.HK,第四范式,57,4.25,36.8,,,2024-11-07 21:30:05
20241107,ETF基金,512760.SH,芯片ETF,57,2.79,1.18,,,2024-11-07 21:30:06
20241107,ETF基金,512570.SH,证券ETF易方达,57,7.97,1.354,,,2024-11-07 21:30:05
20241107,A股市场,001215.SZ,千味央厨,57,10.0,35.75,,,2024-11-07 21:30:05
20241107,美股市场,BGNE,百济神州,57,-2.55,202.73,,,2024-11-07 21:30:06
20241107,美股市场,NARI,Inari Medical Inc,57,6.43,53.27,,,2024-11-07 21:30:05
20241107,A股市场,002178.SZ,延华智能,57,10.0,9.68,,,2024-11-07 21:30:06
20241107,港股市场,003321.HK,伟鸿集团控股,58,6.82,0.047,,,2024-11-07 21:30:04
20241107,港股市场,009633.HK,农夫山泉,58,4.12,34.15,,,2024-11-07 21:30:05
20241107,ETF基金,510500.SH,中证500ETF,58,1.93,6.343,,,2024-11-07 21:30:06
20241107,ETF基金,562860.SH,生物疫苗ETF,58,3.04,0.678,,,2024-11-07 21:30:05
20241107,A股市场,603170.SH,宝立食品,58,6.81,14.28,,,2024-11-07 21:30:05
20241107,美股市场,MRNA,Moderna Inc,58,-2.78,51.81,,,2024-11-07 21:30:06
20241107,美股市场,AIMD,Ainos Inc,58,14.67,0.505,,,2024-11-07 21:30:05
20241107,A股市场,002400.SZ,省广集团,58,10.03,7.79,,,2024-11-07 21:30:06
20241107,港股市场,001429.HK,天任集团,59,3.57,0.029,,,2024-11-07 21:30:04
20241107,港股市场,009626.HK,哔哩哔哩-W,59,1.77,178.6,,,2024-11-07 21:30:05
20241107,ETF基金,512070.SH,证券保险ETF,59,8.14,0.943,,,2024-11-07 21:30:06
20241107,ETF基金,563080.SH,中证A50ETF易方达,59,3.14,1.215,,,2024-11-07 21:30:05
20241107,A股市场,002589.SZ,瑞康医药,59,10.13,3.37,,,2024-11-07 21:30:05
20241107,美股市场,NVO,诺和诺德,59,-4.33,105.36,,,2024-11-07 21:30:06
20241107,美股市场,CPT,卡姆登物业信托,59,-0.47,117.44,,,2024-11-07 21:30:05
20241107,A股市场,000793.SZ,华闻集团,59,10.18,3.03,,,2024-11-07 21:30:06
20241107,港股市场,008018.HK,汇财金融投资,60,4.94,0.085,,,2024-11-07 21:30:04
20241107,港股市场,000570.HK,中国中药,60,2.08,2.45,,,2024-11-07 21:30:05
20241107,ETF基金,513400.SH,道琼斯ETF,60,2.71,1.135,,,2024-11-07 21:30:06
20241107,ETF基金,560080.SH,中药ETF,60,4.97,1.183,,,2024-11-07 21:30:05
20241107,A股市场,002646.SZ,天佑德酒,60,8.99,11.4,,,2024-11-07 21:30:05
20241107,美股市场,IQ,爱奇艺,60,-2.71,2.51,,,2024-11-07 21:30:06
20241107,美股市场,GNTY,Guaranty Bancshares Inc,60,7.75,35.99,,,2024-11-07 21:30:05
20241107,A股市场,300465.SZ,高伟达,60,20.0,16.5,,,2024-11-07 21:30:06
20241107,港股市场,008293.HK,星亚控股,61,-12.99,0.067,,,2024-11-07 21:30:04
20241107,港股市场,006178.HK,光大证券,61,8.78,8.92,,,2024-11-07 21:30:05
20241107,ETF基金,159992.SZ,创新药ETF,61,2.83,0.763,,,2024-11-07 21:30:06
20241107,ETF基金,510190.SH,上证50ETF指数基金,61,3.13,3.96,,,2024-11-07 21:30:05
20241107,A股市场,300385.SZ,雪浪环境,61,6.6,5.33,,,2024-11-07 21:30:05
20241107,美股市场,FUTU,富途控股,61,-2.45,96.655,,,2024-11-07 21:30:06
20241107,美股市场,TOI,The Oncology Institute Inc,61,5.36,0.295,,,2024-11-07 21:30:05
20241107,A股市场,002146.SZ,荣盛发展,61,10.14,2.39,,,2024-11-07 21:30:06
20241107,港股市场,000108.HK,国锐生活,62,-5.56,0.85,,,2024-11-07 21:30:04
20241107,港股市场,002331.HK,李宁,62,5.76,17.64,,,2024-11-07 21:30:05
20241107,ETF基金,159857.SZ,光伏ETF,62,-0.79,0.75,,,2024-11-07 21:30:06
20241107,ETF基金,516820.SH,医疗创新ETF,62,4.2,0.372,,,2024-11-07 21:30:05
20241107,A股市场,300592.SZ,华凯易佰,62,6.83,13.13,,,2024-11-07 21:30:05
20241107,美股市场,BAC,美国银行,62,8.43,45.41,,,2024-11-07 21:30:06
20241107,美股市场,RZLT,Rezolute Inc,62,6.8,5.81,,,2024-11-07 21:30:05
20241107,A股市场,000721.SZ,西安饮食,62,10.05,10.62,,,2024-11-07 21:30:06
20241107,港股市场,001161.HK,奥思集团,63,3.61,0.86,,,2024-11-07 21:30:04
20241107,港股市场,001801.HK,信达生物,63,-1.83,37.45,,,2024-11-07 21:30:05
20241107,ETF基金,512670.SH,国防ETF,63,-2.02,0.777,,,2024-11-07 21:30:06
20241107,ETF基金,516560.SH,养老ETF,63,3.74,0.832,,,2024-11-07 21:30:05
20241107,A股市场,603057.SH,紫燕食品,63,5.07,17.82,,,2024-11-07 21:30:05
20241107,美股市场,F,福特汽车,63,5.57,11.19,,,2024-11-07 21:30:06
20241107,美股市场,GALT,Galectin Therapeutics Inc,63,7.87,2.81,,,2024-11-07 21:30:05
20241107,A股市场,600157.SH,永泰能源,63,2.96,1.74,,,2024-11-07 21:30:06
20241107,港股市场,001416.HK,CTR HOLDINGS,64,-14.06,0.055,,,2024-11-07 21:30:04
20241107,港股市场,009880.HK,优必选,64,-1.31,105.4,,,2024-11-07 21:30:05
20241107,ETF基金,159869.SZ,游戏ETF,64,0.56,1.087,,,2024-11-07 21:30:06
20241107,ETF基金,515550.SH,国联中证500ETF,64,4.09,1.4,,,2024-11-07 21:30:05
20241107,A股市场,603696.SH,安记食品,64,4.31,8.47,,,2024-11-07 21:30:05
20241107,美股市场,PFE,辉瑞,64,-2.25,27.36,,,2024-11-07 21:30:06
20241107,美股市场,NREF,NexPoint Real Estate Finance In,64,6.46,15.82,,,2024-11-07 21:30:05
20241107,A股市场,603205.SH,N健尔康,64,378.36,70.08,,,2024-11-07 21:30:06
20241107,港股市场,002289.HK,创美药业,65,3.33,9.3,,,2024-11-07 21:30:04
20241107,港股市场,003678.HK,弘业期货,65,7.23,3.56,,,2024-11-07 21:30:05
20241107,ETF基金,513500.SH,标普500ETF,65,0.79,2.045,,,2024-11-07 21:30:06
20241107,ETF基金,513070.SH,港股消费50ETF,65,3.31,1.154,,,2024-11-07 21:30:05
20241107,A股市场,002956.SZ,西麦食品,65,5.39,14.09,,,2024-11-07 21:30:05
20241107,美股市场,WFC,富国银行,65,13.11,72.47,,,2024-11-07 21:30:06
20241107,美股市场,MRM,MEDIROM Healthcare Technologies,65,8.27,3.01,,,2024-11-07 21:30:05
20241107,A股市场,600559.SH,老白干酒,65,10.0,24.08,,,2024-11-07 21:30:06
20241107,港股市场,001792.HK,CMON,66,-4.17,0.023,,,2024-11-07 21:30:04
20241107,港股市场,001919.HK,中远海控,66,0.16,12.22,,,2024-11-07 21:30:05
20241107,ETF基金,515220.SH,煤炭ETF,66,2.71,1.251,,,2024-11-07 21:30:06
20241107,ETF基金,159683.SZ,运输ETF,66,2.06,0.99,,,2024-11-07 21:30:05
20241107,A股市场,002908.SZ,德生科技,66,10.06,9.96,,,2024-11-07 21:30:05
20241107,美股市场,DUO,房多多,66,-7.38,1.13,,,2024-11-07 21:30:06
20241107,美股市场,FLO,花苑食品,66,0.4,22.49,,,2024-11-07 21:30:05
20241107,A股市场,600779.SH,水井坊,66,9.99,55.58,,,2024-11-07 21:30:06
20241107,港股市场,000137.HK,金辉集团,67,0.0,0.8,,,2024-11-07 21:30:04
20241107,港股市场,002319.HK,蒙牛乳业,67,5.33,18.98,,,2024-11-07 21:30:05
20241107,ETF基金,515630.SH,保险证券ETF,67,9.65,1.556,,,2024-11-07 21:30:06
20241107,ETF基金,510200.SH,上证券商ETF,67,7.4,1.436,,,2024-11-07 21:30:05
20241107,A股市场,002818.SZ,富森美,67,3.97,13.88,,,2024-11-07 21:30:05
20241107,美股市场,MS,摩根士丹利,67,11.61,131.49,,,2024-11-07 21:30:06
20241107,美股市场,BCSAU,Blockchain Coinvestors Acquisit,67,0.0,11.4,,,2024-11-07 21:30:05
20241107,A股市场,000858.SZ,五 粮 液,67,7.27,162.24,,,2024-11-07 21:30:06
20241107,港股市场,001598.HK,21世纪教育,68,-2.26,0.13,,,2024-11-07 21:30:04
20241107,港股市场,003800.HK,协鑫科技,68,-5.99,1.57,,,2024-11-07 21:30:05
20241107,ETF基金,159766.SZ,旅游ETF,68,4.73,0.753,,,2024-11-07 21:30:06
20241107,ETF基金,517990.SH,医药ETF沪港深,68,2.45,0.794,,,2024-11-07 21:30:05
20241107,A股市场,300435.SZ,中泰股份,68,5.36,12.77,,,2024-11-07 21:30:05
20241107,美股市场,NIXX,Nixxy Inc,68,-6.78,2.75,,,2024-11-07 21:30:06
20241107,美股市场,ACON,Aclarion Inc,68,6.87,0.196,,,2024-11-07 21:30:05
20241107,A股市场,300024.SZ,机器人,68,-3.84,20.3,,,2024-11-07 21:30:06
20241107,港股市场,000898.HK,万事昌国际,69,10.47,0.95,,,2024-11-07 21:30:04
20241107,港股市场,009636.HK,九方智投控股,69,10.04,20.05,,,2024-11-07 21:30:05
20241107,ETF基金,560080.SH,中药ETF,69,4.97,1.183,,,2024-11-07 21:30:06
20241107,ETF基金,563090.SH,上证50ETF增强,69,3.29,1.1,,,2024-11-07 21:30:05
20241107,A股市场,833873.BJ,中设咨询,69,29.96,8.85,,,2024-11-07 21:30:05
20241107,美股市场,ILLR,Triller Group Inc,69,21.27,3.82,,,2024-11-07 21:30:06
20241107,美股市场,REG,Regency Centers Corp,69,-0.46,72.82,,,2024-11-07 21:30:05
20241107,A股市场,000627.SZ,天茂集团,69,10.03,4.28,,,2024-11-07 21:30:06
20241107,港股市场,003938.HK,LFG投资控股,70,20.0,0.18,,,2024-11-07 21:30:04
20241107,港股市场,000241.HK,阿里健康,70,5.21,4.44,,,2024-11-07 21:30:05
20241107,ETF基金,159713.SZ,稀土ETF,70,-0.47,0.845,,,2024-11-07 21:30:06
20241107,ETF基金,513590.SH,香港消费ETF,70,3.01,0.821,,,2024-11-07 21:30:05
20241107,A股市场,600530.SH,交大昂立,70,9.97,3.75,,,2024-11-07 21:30:05
20241107,美股市场,BRK_B,伯克希尔哈撒韦-B,70,5.36,468.9,,,2024-11-07 21:30:06
20241107,美股市场,VOR,Vor Biopharma Inc,70,10.26,0.86,,,2024-11-07 21:30:05
20241107,A股市场,002426.SZ,胜利精密,70,10.2,2.81,,,2024-11-07 21:30:06
20241107,港股市场,000352.HK,富阳,71,0.0,0.094,,,2024-11-07 21:30:04
20241107,港股市场,003958.HK,东方证券,71,7.94,5.98,,,2024-11-07 21:30:05
20241107,ETF基金,513100.SH,纳指ETF,71,1.54,1.512,,,2024-11-07 21:30:06
20241107,ETF基金,159666.SZ,交通运输ETF,71,2.23,1.01,,,2024-11-07 21:30:05
20241107,A股市场,688369.SH,致远互联,71,9.1,23.02,,,2024-11-07 21:30:05
20241107,美股市场,OKUR,OnKure Therapeutics Inc-A,71,-3.52,16.99,,,2024-11-07 21:30:06
20241107,美股市场,GKOS,Glaukos Corp,71,10.0,140.64,,,2024-11-07 21:30:05
20241107,A股市场,600318.SH,新力金融,71,10.01,12.2,,,2024-11-07 21:30:06
20241107,港股市场,001402.HK,超智能控股,72,3.7,0.28,,,2024-11-07 21:30:04
20241107,港股市场,001093.HK,石药集团,72,2.06,5.44,,,2024-11-07 21:30:05
20241107,ETF基金,159985.SZ,豆粕ETF,72,2.52,1.952,,,2024-11-07 21:30:06
20241107,ETF基金,560580.SH,电力ETF南方,72,1.6,1.077,,,2024-11-07 21:30:05
20241107,A股市场,600444.SH,国机通用,72,6.88,17.1,,,2024-11-07 21:30:05
20241107,美股市场,NFLX,奈飞,72,2.13,780.21,,,2024-11-07 21:30:06
20241107,美股市场,RDNT,RadNet Inc,72,2.65,69.85,,,2024-11-07 21:30:05
20241107,A股市场,000415.SZ,渤海租赁,72,-10.06,4.38,,,2024-11-07 21:30:06
20241107,A股市场,000568.SZ,泸州老窖,73,10.0,153.89,,,2024-11-07 21:30:06
20241107,港股市场,000124.HK,粤海置地,73,10.98,0.455,,,2024-11-07 21:30:04
20241107,港股市场,006618.HK,京东健康,73,6.67,30.4,,,2024-11-07 21:30:05
20241107,ETF基金,159920.SZ,恒生ETF,73,2.4,1.28,,,2024-11-07 21:30:06
20241107,ETF基金,562510.SH,旅游ETF,73,4.4,0.759,,,2024-11-07 21:30:05
20241107,A股市场,301283.SZ,聚胶股份,73,6.01,28.41,,,2024-11-07 21:30:05
20241107,美股市场,SQM,智利矿业化工,73,-5.1,37.6,,,2024-11-07 21:30:06
20241107,美股市场,FR,第一工业地产信托,73,-0.4,52.84,,,2024-11-07 21:30:05
20241107,A股市场,000860.SZ,顺鑫农业,74,10.0,20.9,,,2024-11-07 21:30:06
20241107,港股市场,001596.HK,翼辰实业,74,0.0,2.52,,,2024-11-07 21:30:04
20241107,港股市场,009869.HK,海伦司,74,13.31,3.32,,,2024-11-07 21:30:05
20241107,ETF基金,510150.SH,消费ETF,74,4.48,0.56,,,2024-11-07 21:30:06
20241107,ETF基金,512900.SH,证券ETF基金,74,8.37,1.347,,,2024-11-07 21:30:05
20241107,A股市场,000715.SZ,中兴商业,74,10.07,7.43,,,2024-11-07 21:30:05
20241107,美股市场,OMCC,Old Market Capital Corp,74,-0.35,5.76,,,2024-11-07 21:30:06
20241107,美股市场,ETON,Eton Pharmaceuticals Inc,74,2.97,8.67,,,2024-11-07 21:30:05
20241107,A股市场,000639.SZ,西王食品,75,10.12,4.68,,,2024-11-07 21:30:06
20241107,港股市场,001123.HK,中港照相,75,0.0,0.115,,,2024-11-07 21:30:04
20241107,港股市场,003759.HK,康龙化成,75,2.71,16.66,,,2024-11-07 21:30:05
20241107,ETF基金,510310.SH,沪深300ETF易方达,75,3.32,4.078,,,2024-11-07 21:30:06
20241107,ETF基金,159856.SZ,互联网龙头ETF,75,4.17,0.675,,,2024-11-07 21:30:05
20241107,A股市场,301093.SZ,华兰股份,75,6.47,24.37,,,2024-11-07 21:30:05
20241107,美股市场,HTCO,Caravelle International Group,75,-6.78,1.1,,,2024-11-07 21:30:06
20241107,美股市场,SNES,SenesTech Inc,75,8.37,2.85,,,2024-11-07 21:30:05
20241107,A股市场,002673.SZ,西部证券,76,5.7,9.09,,,2024-11-07 21:30:06
20241107,港股市场,002663.HK,应力控股,76,0.0,0.4,,,2024-11-07 21:30:04
20241107,港股市场,001776.HK,广发证券,76,6.58,13.28,,,2024-11-07 21:30:05
20241107,ETF基金,588030.SH,科创100指数ETF,76,2.79,0.957,,,2024-11-07 21:30:06
20241107,ETF基金,159647.SZ,中药ETF,76,4.31,1.088,,,2024-11-07 21:30:05
20241107,A股市场,831010.BJ,凯添燃气,76,29.36,9.43,,,2024-11-07 21:30:05
20241107,美股市场,BA,波音,76,-2.54,147.16,,,2024-11-07 21:30:06
20241107,美股市场,OPRX,OptimizeRx Corp,76,19.77,6.12,,,2024-11-07 21:30:05
20241107,A股市场,600280.SH,中央商场,77,10.03,4.39,,,2024-11-07 21:30:06
20241107,港股市场,001831.HK,十方控股,77,0.0,0.072,,,2024-11-07 21:30:04
20241107,港股市场,001635.HK,大众公用,77,2.99,2.41,,,2024-11-07 21:30:05
20241107,ETF基金,588060.SH,科创50ETF龙头,77,3.3,0.657,,,2024-11-07 21:30:06
20241107,ETF基金,516290.SH,光伏龙头ETF,77,-0.54,0.552,,,2024-11-07 21:30:05
20241107,A股市场,300167.SZ,*ST迪威,77,10.73,2.27,,,2024-11-07 21:30:05
20241107,美股市场,DDL,叮咚买菜,77,12.94,4.45,,,2024-11-07 21:30:06
20241107,美股市场,ADC,艾格里不动产,77,-1.17,73.19,,,2024-11-07 21:30:05
20241107,A股市场,300380.SZ,安硕信息,78,20.01,52.78,,,2024-11-07 21:30:06
20241107,港股市场,000092.HK,冠军科技集团,78,16.23,0.265,,,2024-11-07 21:30:04
20241107,港股市场,001788.HK,国泰君安国际,78,7.26,1.33,,,2024-11-07 21:30:05
20241107,ETF基金,159993.SZ,证券ETF龙头,78,8.61,1.425,,,2024-11-07 21:30:06
20241107,ETF基金,516790.SH,医疗保健ETF,78,3.81,0.626,,,2024-11-07 21:30:05
20241107,A股市场,601956.SH,东贝集团,78,3.85,5.39,,,2024-11-07 21:30:05
20241107,美股市场,CVX,雪佛龙,78,2.81,157.72,,,2024-11-07 21:30:06
20241107,美股市场,AIRS,AirSculpt Technologies Inc,78,12.81,7.66,,,2024-11-07 21:30:05
