trade_date,ts_code,ts_name,buy_amount,sell_amount,net_amount,hm_name,hm_orgs
20241227,002577.SZ,雷柏科技,28875400.0,0.0,28875400.0,上塘路,联储证券股份有限公司浙江分公司
20241227,002730.SZ,电光科技,28560902.0,2598921.0,25961981.0,上塘路,联储证券股份有限公司浙江分公司
20241227,603798.SH,康普顿,3474008.0,0.0,3474008.0,一瞬流光,中泰证券股份有限公司湖北分公司
20241227,603798.SH,康普顿,5981973.4,0.0,5981973.4,T王,东方财富证券股份有限公司山南香曲东路证券营业部
20241227,603803.SH,瑞斯康达,0.0,20722233.0,-20722233.0,T王,东方财富证券股份有限公司山南香曲东路证券营业部
20241227,603686.SH,福龙马,0.0,22350486.0,-22350486.0,T王,东方财富证券股份有限公司山南香曲东路证券营业部
20241227,301315.SZ,威士顿,6825572.0,11783832.0,-4958260.0,T王,东方财富证券股份有限公司拉萨东环路第一证券营业部
20241227,600889.SH,南京化纤,0.0,24503762.26,-24503762.26,T王,东方财富证券股份有限公司拉萨东环路第一证券营业部
20241227,603980.SH,吉华集团,7145601.2,0.0,7145601.2,T王,东方财富证券股份有限公司拉萨东环路第一证券营业部
20241227,300189.SZ,神农种业,7372732.0,5736550.0,1636182.0,T王,东方财富证券股份有限公司拉萨东环路第一证券营业部
20241227,300252.SZ,金信诺,25331505.0,14695193.0,10636312.0,T王,东方财富证券股份有限公司拉萨东环路第一证券营业部
20241227,301315.SZ,威士顿,8762923.0,11063610.0,-2300687.0,T王,东方财富证券股份有限公司拉萨东环路第二证券营业部
20241227,002878.SZ,元隆雅图,7750934.0,7188384.0,562550.0,T王,东方财富证券股份有限公司拉萨东环路第二证券营业部
20241227,600725.SH,云维股份,8096015.0,0.0,8096015.0,T王,东方财富证券股份有限公司拉萨东环路第二证券营业部
20241227,603980.SH,吉华集团,6660814.0,6572382.4,88431.6,T王,东方财富证券股份有限公司拉萨东环路第二证券营业部
20241227,600579.SH,克劳斯,0.0,11491584.0,-11491584.0,T王,东方财富证券股份有限公司拉萨东环路第二证券营业部
20241227,301536.SZ,星宸科技,12078692.0,13189626.0,-1110934.0,T王,东方财富证券股份有限公司拉萨东环路第二证券营业部
20241227,603042.SH,华脉科技,9566113.72,0.0,9566113.72,T王,东方财富证券股份有限公司拉萨东环路第二证券营业部
20241227,600326.SH,西藏天路,55135967.8,0.0,55135967.8,T王,东方财富证券股份有限公司拉萨东环路第二证券营业部
20241227,300252.SZ,金信诺,32643608.0,20499639.0,12143969.0,T王,东方财富证券股份有限公司拉萨东环路第二证券营业部
20241227,603959.SH,ST百利,2666990.0,4158927.28,-1491937.28,T王,东方财富证券股份有限公司拉萨东环路第二证券营业部
20241227,002449.SZ,国星光电,22902372.0,33768373.0,-10866001.0,T王,东方财富证券股份有限公司拉萨团结路第一证券营业部
20241227,301315.SZ,威士顿,7064888.0,12159875.0,-5094987.0,T王,东方财富证券股份有限公司拉萨团结路第一证券营业部
20241227,002055.SZ,得润电子,1608936.0,0.0,1608936.0,T王,东方财富证券股份有限公司拉萨团结路第一证券营业部
20241227,002137.SZ,实益达,28985401.0,16137097.0,12848304.0,T王,东方财富证券股份有限公司拉萨团结路第一证券营业部
20241227,002878.SZ,元隆雅图,8208543.0,8610211.0,-401668.0,T王,东方财富证券股份有限公司拉萨团结路第一证券营业部
20241227,600725.SH,云维股份,10631288.92,0.0,10631288.92,T王,东方财富证券股份有限公司拉萨团结路第一证券营业部
20241227,600889.SH,南京化纤,23951488.0,21289027.0,2662461.0,T王,东方财富证券股份有限公司拉萨团结路第一证券营业部
20241227,603980.SH,吉华集团,9195175.0,6496606.0,2698569.0,T王,东方财富证券股份有限公司拉萨团结路第一证券营业部
20241227,002067.SZ,景兴纸业,22700593.0,11770368.0,10930225.0,T王,东方财富证券股份有限公司拉萨团结路第一证券营业部
20241227,600579.SH,克劳斯,18653164.04,12900827.0,5752337.04,T王,东方财富证券股份有限公司拉萨团结路第一证券营业部
20241227,603421.SH,鼎信通讯,0.0,8557563.0,-8557563.0,T王,东方财富证券股份有限公司拉萨团结路第一证券营业部
20241227,603686.SH,福龙马,27339177.8,0.0,27339177.8,T王,东方财富证券股份有限公司拉萨团结路第一证券营业部
20241227,301598.SZ,博科测试,8228441.0,3912463.0,4315978.0,T王,东方财富证券股份有限公司拉萨团结路第一证券营业部
20241227,600255.SH,鑫科材料,37060035.5,0.0,37060035.5,T王,东方财富证券股份有限公司拉萨团结路第一证券营业部
20241227,603042.SH,华脉科技,9999083.0,0.0,9999083.0,T王,东方财富证券股份有限公司拉萨团结路第一证券营业部
20241227,603207.SH,小方制药,0.0,4891567.0,-4891567.0,T王,东方财富证券股份有限公司拉萨团结路第一证券营业部
20241227,603366.SH,日出东方,47608724.0,0.0,47608724.0,T王,东方财富证券股份有限公司拉萨团结路第一证券营业部
20241227,603803.SH,瑞斯康达,36380886.0,0.0,36380886.0,T王,东方财富证券股份有限公司拉萨团结路第一证券营业部
20241227,300189.SZ,神农种业,5129870.0,4843586.0,286284.0,T王,东方财富证券股份有限公司拉萨团结路第一证券营业部
20241227,300252.SZ,金信诺,29989386.0,14809607.0,15179779.0,T王,东方财富证券股份有限公司拉萨团结路第一证券营业部
20241227,301315.SZ,威士顿,10240419.0,11847800.0,-1607381.0,T王,东方财富证券股份有限公司拉萨团结路第二证券营业部
20241227,603980.SH,吉华集团,7205825.6,10511345.8,-3305520.2,T王,东方财富证券股份有限公司拉萨团结路第二证券营业部
20241227,002265.SZ,建设工业,29834085.0,50447090.0,-20613005.0,T王,东方财富证券股份有限公司拉萨团结路第二证券营业部
20241227,603682.SH,锦和商管,5950910.0,0.0,5950910.0,T王,东方财富证券股份有限公司拉萨团结路第二证券营业部
20241227,301536.SZ,星宸科技,12605092.0,12962613.0,-357521.0,T王,东方财富证券股份有限公司拉萨团结路第二证券营业部
20241227,301598.SZ,博科测试,5044390.0,4444815.0,599575.0,T王,东方财富证券股份有限公司拉萨团结路第二证券营业部
20241227,603350.SH,安乃达,5435839.0,0.0,5435839.0,T王,东方财富证券股份有限公司拉萨团结路第二证券营业部
20241227,300189.SZ,神农种业,5815044.0,7513829.0,-1698785.0,T王,东方财富证券股份有限公司拉萨团结路第二证券营业部
20241227,300252.SZ,金信诺,36582315.0,22092527.0,14489788.0,T王,东方财富证券股份有限公司拉萨团结路第二证券营业部
20241227,000759.SZ,中百集团,12320184.0,60314648.0,-47994464.0,T王,东方财富证券股份有限公司拉萨金融城南环路证券营业部
20241227,000936.SZ,华西股份,15645923.0,16412387.0,-766464.0,T王,东方财富证券股份有限公司拉萨金融城南环路证券营业部
20241227,002364.SZ,中恒电气,9554513.0,18778957.0,-9224444.0,T王,东方财富证券股份有限公司拉萨金融城南环路证券营业部
20241227,600693.SH,东百集团,27925869.0,0.0,27925869.0,T王,东方财富证券股份有限公司拉萨金融城南环路证券营业部
20241227,002137.SZ,实益达,30620068.0,18305944.0,12314124.0,T王,东方财富证券股份有限公司拉萨金融城南环路证券营业部
