trade_date,data_type,ts_code,ts_name,rank,pct_change,current_price,hot,concept,rank_time,rank_reason
20241227,热基,008163.OF,南方标普中国A股大盘红利低波50ETF联接A,32,0.34,1.258,,,2024-12-27 21:30:06,
20241227,美股,DUO,房多多,32,13.03,0.0,66789.0,,2024-12-27 21:30:05,
20241227,热股,002277.SZ,友阿股份,33,5.45,6.97,115564.0,"[""免税店"", ""农村电商""]",2024-12-27 21:30:11,
20241227,港股,002431.HK,佑驾创新,33,14.12,0.0,133109.0,,2024-12-27 21:30:05,
20241227,热基,001970.OF,泰信鑫选混合A,33,5.11,1.111,,,2024-12-27 21:30:06,
20241227,美股,META,Meta,33,-0.72,0.0,66516.0,,2024-12-27 21:30:05,
20241227,热股,000998.SZ,隆平高科,34,10.0,11.55,115150.0,"[""玉米"", ""转基因""]",2024-12-27 21:30:11,1、公司是研制、生产及销售农作物种子的农业产业化龙头企业。\n2、公司是杂交水稻种子龙头，拥有全国最大的杂交水稻种子供应基地。\n3、公司属于国有企业。公司的最终控制人为中华人民共和国财政部。
20241227,港股,003759.HK,康龙化成,34,-2.14,0.0,126558.0,,2024-12-27 21:30:05,
20241227,热基,161723.OF,招商中证银行指数A,34,-0.05,1.5229,,,2024-12-27 21:30:06,
20241227,美股,PDYN,Palladyne AI,34,47.57,0.0,66229.0,,2024-12-27 21:30:05,
20241227,热股,000063.SZ,中兴通讯,35,-2.22,40.08,112114.0,"[""液冷服务器"", ""AI手机""]",2024-12-27 21:30:14,
20241227,港股,000175.HK,吉利汽车,35,-2.48,0.0,124453.0,,2024-12-27 21:30:05,
20241227,热基,016531.OF,鹏华碳中和主题混合C,35,-2.6,1.0448,,,2024-12-27 21:30:06,
20241227,美股,TSM,台积电,35,-1.58,0.0,65810.0,,2024-12-27 21:30:05,
20241227,热股,002131.SZ,利欧股份,36,0.0,3.37,108428.0,"[""ChatGPT概念"", ""多模态AI""]",2024-12-27 21:30:15,
20241227,港股,002331.HK,李宁,36,-1.31,0.0,120510.0,,2024-12-27 21:30:05,
20241227,热基,001412.OF,德邦鑫星价值灵活配置混合A,36,-1.42,1.7666,,,2024-12-27 21:30:06,
20241227,美股,NDAQ,纳斯达克,36,0.25,0.0,65394.0,,2024-12-27 21:30:05,
20241227,热股,300547.SZ,川环科技,37,20.01,24.41,104085.0,"[""成飞概念"", ""液冷服务器""]",2024-12-27 21:30:15,"1、12月26日公告：公司近日获得某服务器整体解决方案服务商的某项目采购订单，公司为本项目本批次提供60,000套用于服务器的液冷管路系统，后续公司将按照客户要求按期交付。\n2、5月27日互动：公司液冷服务器领域管路产品已经应用于1号客户（H客户）产品中，实现供货。新开发的Y客户目前正在开展技术标准沟通中，下一步将按此客户的流程推进。 \n3、公司主营业务为传统燃油汽车、新能源汽车、摩托车用橡塑软管及总成的研发、设计、制造和销售。近年来，为适应市场需求，扩大橡塑软管使用领域，公司积极研发适用于储能、大数据超算等领域用冷却管路。目前公司和国内储能、大数据超算行业多个知名公司签订了供货协议，产品试装合格，已经形成批量供货。"
20241227,港股,000992.HK,联想集团,37,9.2,0.0,116959.0,,2024-12-27 21:30:05,
20241227,热基,016533.OF,嘉实纳斯达克100ETF发起联接(QDII)C人民币,37,-0.01,1.7214,,,2024-12-27 21:30:06,
20241227,美股,GOOGL,谷歌A,37,-0.26,0.0,62525.0,,2024-12-27 21:30:05,
20241227,热股,600725.SH,云维股份,38,-10.07,4.02,101326.0,"[""国企改革"", ""西部大开发""]",2024-12-27 21:30:15,12月26日风险提示公告：公司股票近期涨幅度较大，敬请广大投资者注意二级市场交易风险；公司正在筹划重大资产重组事项，本次重组事项尚需履行必要的内部决策程序，并需经有权监管机构批准后方可正式实施，最终能否实施尚存在不确定性。
20241227,港股,009992.HK,泡泡玛特,38,-1.09,0.0,105988.0,,2024-12-27 21:30:05,
20241227,热基,017811.OF,东方人工智能主题混合C,38,0.07,1.0801,,,2024-12-27 21:30:06,
20241227,美股,LMT,洛克希德马丁,38,0.38,0.0,61887.0,,2024-12-27 21:30:05,
20241227,热股,002272.SZ,川润股份,39,6.29,12.16,98565.0,"[""液冷服务器"", ""光热发电""]",2024-12-27 21:30:15,
20241227,港股,006969.HK,思摩尔国际,39,11.49,0.0,102609.0,,2024-12-27 21:30:05,
20241227,热基,020628.OF,汇添富上证科创板芯片ETF发起式联接A,39,1.71,1.5882,,,2024-12-27 21:30:06,
20241227,美股,ZK,极氪,39,8.64,0.0,60621.0,,2024-12-27 21:30:05,
20241227,热股,002354.SZ,天娱数科,40,3.91,6.11,97068.0,"[""Sora概念(文生视频)"", ""短剧游戏""]",2024-12-27 21:30:15,
20241227,港股,009926.HK,康方生物,40,-1.33,0.0,102068.0,,2024-12-27 21:30:05,
20241227,热基,270023.OF,广发全球精选股票(QDII)人民币A,40,-0.27,4.0416,,,2024-12-27 21:30:06,
20241227,美股,SPRC,SciSparc,40,126.24,0.0,52779.0,,2024-12-27 21:30:05,
20241227,热股,000810.SZ,创维数字,41,-5.08,16.24,95910.0,"[""柔性屏(折叠屏)"", ""星闪概念""]",2024-12-27 21:30:16,
20241227,港股,001398.HK,工商银行,41,0.19,0.0,102059.0,,2024-12-27 21:30:05,
20241227,热基,050025.OF,博时标普500ETF联接A,41,0.01,4.6705,,,2024-12-27 21:30:06,
20241227,美股,MVST,Microvast Holdings,41,39.34,0.0,52758.0,,2024-12-27 21:30:05,
20241227,热股,002122.SZ,汇洲智能,42,-6.78,3.85,95502.0,"[""抖音概念(字节概念)"", ""文化传媒概念""]",2024-12-27 21:30:16,
20241227,港股,001635.HK,大众公用,42,1.9,0.0,99271.0,,2024-12-27 21:30:05,
20241227,热基,017641.OF,摩根标普500指数(QDII)人民币A,42,-0.01,1.4253,,,2024-12-27 21:30:06,
20241227,美股,APH,安费诺,42,-0.14,0.0,52715.0,,2024-12-27 21:30:05,
20241227,热股,001258.SZ,立新能源,43,10.07,8.31,95346.0,"[""绿色电力"", ""国企改革""]",2024-12-27 21:30:16,1、12月16日公告：立新能源12月26日晚发布公告，公司间接控股股东能源集团拟吸收合并公司直接控股股东新能源集团。新能源集团被吸收合并将导致上市公司控股股东由新能源集团变更为能源集团。新能源集团系能源集团的全资子公司，因此，本次权益变动未导致实际控制人发生变化，公司实际控制人仍为新疆维吾尔自治区人民政府国有资产监督管理委员会。\n2、公司主营业务为风力发电、光伏发电项目的投资、开发、建设和运营，主要产品是电力。\n3、12月20日投资者活动关系记录表：公司核准在建项目规模为226万千瓦，其中木垒50万千瓦风电项目已于12月中旬完成并网，达坂城50万千瓦、三塘湖80万、奇台30万风储项目及若羌16万独立储能项目正在建设中。以上项目资金主要依靠自有资本金及银行贷款，比例约为2：8，资金基本已经落实。
20241227,港股,009626.HK,哔哩哔哩-W,43,-0.74,0.0,94979.0,,2024-12-27 21:30:05,
20241227,热基,539001.OF,建信纳斯达克100指数(QDII)A人民币,43,-0.1,2.7996,,,2024-12-27 21:30:06,
20241227,美股,JD,京东,43,-0.91,0.0,48530.0,,2024-12-27 21:30:05,
20241227,热股,002651.SZ,利君股份,44,10.03,7.46,94245.0,"[""成飞概念"", ""军民融合""]",2024-12-27 21:30:16,行业原因：\n1、昨日，网络上出现大量我国一新型战斗机试飞的视频和照片。\n2、美股无人机概念股昨晚大涨，Lilium涨超70%，Palladyne AI涨超47%，Vertical Aerospace涨超31%。\n公司原因：\n1、公司航空航天零部件制造业务产品主要包括航空航天工装模具设计及制造、航空数控零件精密加工、航空钣金零件加工制造及航空航天部组件装配等，产品应用于波音、空客、IAI、中国商飞等民用飞机、多种型号军用飞机以及运载火箭等。\n2、6月20日互动：公司全资子公司成都德坤航空设备制造有限公司主营航空航天零部件制造业务，德坤航空参与的长征系列火箭产品及朱雀系列火箭产品应用于商业航天领域。\n3、23年6月20日互动：子公司利君环际主要从事智能装备制造；工业机器人制造。该业务已储备了相关核心技术，部分产品正在推动工业落地应用过程中。
20241227,港股,001357.HK,美图公司,44,-2.88,0.0,91791.0,,2024-12-27 21:30:05,
20241227,热基,007467.OF,华泰柏瑞中证红利低波ETF联接C,44,-0.38,1.643,,,2024-12-27 21:30:06,
20241227,美股,AIRE,reAlpha Tech,44,161.31,0.0,44171.0,,2024-12-27 21:30:05,
20241227,热股,002085.SZ,万丰奥威,45,-2.68,20.72,94128.0,"[""飞行汽车(eVTOL)"", ""航空发动机""]",2024-12-27 21:30:17,
20241227,港股,000489.HK,东风集团股份,45,3.1,0.0,88868.0,,2024-12-27 21:30:05,
20241227,热基,002580.OF,泰信鑫选混合C,45,5.15,1.103,,,2024-12-27 21:30:06,
20241227,美股,INTC,英特尔,45,0.2,0.0,41895.0,,2024-12-27 21:30:05,
20241227,热股,000977.SZ,浪潮信息,46,-2.94,53.43,93315.0,"[""液冷服务器"", ""国产操作系统""]",2024-12-27 21:30:17,
20241227,港股,002318.HK,中国平安,46,-0.54,0.0,88572.0,,2024-12-27 21:30:05,
20241227,热基,014320.OF,德邦半导体产业混合发起式C,46,-1.49,1.1207,,,2024-12-27 21:30:06,
20241227,美股,QMCO,昆腾,46,49.98,0.0,41845.0,,2024-12-27 21:30:05,
20241227,热股,000016.SZ,深康佳A,47,5.75,5.52,92661.0,"[""MicroLED概念"", ""AI眼镜""]",2024-12-27 21:30:17,
20241227,港股,009633.HK,农夫山泉,47,-4.11,0.0,86767.0,,2024-12-27 21:30:05,
20241227,热基,017093.OF,景顺长城纳斯达克科技ETF联接(QDII)C人民币,47,-0.04,1.9976,,,2024-12-27 21:30:06,
20241227,美股,SKK,SKK,47,84.49,0.0,41370.0,,2024-12-27 21:30:05,
20241227,热股,300141.SZ,和顺电气,48,20.04,11.14,91047.0,"[""高压快充"", ""换电概念""]",2024-12-27 21:30:17,1、公司是一家专注于电力设备和智能电网领域的公司。公司主要经营电力成套设备、储充装置和光伏发电项目等业务。\n2、在电力设备方面，公司凭借技术优势和多年经验，提供高质量的输配电设备和解决方案，满足客户需求。在新能源领域，公司积极拓展光伏发电和储充装置业务，利用先进技术和创新产品提供全面的解决方案。\n3、作为国内较早进入充电领域的公司之一，经过多年技术积累，公司已经成功研发并规模化生产多种规格的交、直流充电设备，能够满足不同用户、不同规格、功率、场合下的充电需求，尤其在大功率快充动态功率分配模式领域，公司已经具备了一定的竞争优势。
20241227,港股,009923.HK,移卡,48,17.05,0.0,85095.0,,2024-12-27 21:30:05,
20241227,热基,020629.OF,汇添富上证科创板芯片ETF发起式联接C,48,1.7,1.5856,,,2024-12-27 21:30:06,
20241227,美股,SES,SES AI,48,100.0,0.0,40688.0,,2024-12-27 21:30:05,
20241227,热股,301315.SZ,威士顿,49,20.0,65.82,90917.0,"[""ERP概念"", ""互联网金融""]",2024-12-27 21:30:17,1、全资子公司上海和达信息系统有限公司，是一家专注于研究金融业务与互联网整合，推进新一代互联网银行业务模式及产品创新，致力于推动传统金融机构向互联网金融的转型，实现互联网金融智能化，成为互联网金融应用软件的领军企业。 \n2、在智能制造和数字化金融应用场景，公司自主研发推出多款产品及解决方案，可全面构建企业信息化体系。公司一直致力于帮助客户实现智能制造，以“智能化即是实现对‘人力+人脑’的替代”为核心理念，通过信息化应用的智能感知、实时分析和智能化决策模型，来逐步辅助和替代各级管理人员的脑力及体力劳动。\n3、根据公司官网：公司2019年成功发布智能烟叶除杂机器人V1.0。
20241227,港股,001880.HK,中国中免,49,-3.36,0.0,85069.0,,2024-12-27 21:30:05,
20241227,热基,161725.OF,招商中证白酒指数A,49,0.12,0.8234,,,2024-12-27 21:30:06,
20241227,美股,ADD,Color Star,49,20.37,0.0,39779.0,,2024-12-27 21:30:05,
20241227,热股,300153.SZ,科泰电源,50,8.54,15.5,89082.0,"[""数据中心"", ""华为概念""]",2024-12-27 21:30:18,
20241227,港股,002443.HK,汽车街,50,-0.58,0.0,84686.0,,2024-12-27 21:30:05,
20241227,热基,162415.OF,美国消费,50,-0.36,3.032,,,2024-12-27 21:30:06,
20241227,美股,SMCI,超微电脑,50,-1.72,0.0,39245.0,,2024-12-27 21:30:05,
20241227,热股,002625.SZ,光启技术,51,6.31,48.05,87508.0,"[""军民融合"", ""低空经济""]",2024-12-27 21:30:18,
20241227,热基,012734.OF,易方达中证人工智能主题ETF联接C,51,-1.67,1.1279,,,2024-12-27 21:30:06,
20241227,热股,300377.SZ,赢时胜,52,7.29,29.88,86607.0,"[""互联网金融"", ""数字货币""]",2024-12-27 21:30:18,
20241227,热基,017470.OF,嘉实上证科创板芯片ETF发起联接C,52,-1.37,1.3006,,,2024-12-27 21:30:06,
20241227,热股,603803.SH,瑞斯康达,53,-9.84,11.36,85364.0,"[""F5G概念"", ""WiFi 6""]",2024-12-27 21:30:18,
20241227,热基,018043.OF,天弘纳斯达克100指数发起(QDII)A,53,-0.09,1.6162,,,2024-12-27 21:30:06,
20241227,热股,600397.SH,安源煤业,54,10.09,3.49,84688.0,"[""煤炭概念"", ""国企改革""]",2024-12-27 21:30:19,1、安源煤业12月25日晚间公告，公司控股股东江能集团拟将所持有的全部3.89亿股公司股份(占公司总股本的39.34%)无偿划转至江钨控股。本次股份无偿划转完成后，公司控股股东将由江能集团变更为江钨控股，间接控股股东未发生变更，仍为江投集团，公司实控人仍为江西省国资委。\n2、公司的主营业务为煤炭采选及经营，煤炭及物资流通业务，煤矿托管；公司的主要产品及服务有炼精煤、洗动力煤、混煤、筛混煤、洗末煤、块煤、煤炭贸易、矿山物资贸易；公司煤炭业务相比较江西省外的竞争对手具有运距短、成本低的区域优势。
20241227,热基,000834.OF,大成纳斯达克100ETF联接(QDII)A,54,-0.09,5.1413,,,2024-12-27 21:30:06,
20241227,热股,000938.SZ,紫光股份,55,0.7,28.96,84228.0,"[""液冷服务器"", ""共封装光学(CPO)""]",2024-12-27 21:30:20,
20241227,热基,009975.OF,华宝美国消费C,55,-0.37,2.973,,,2024-12-27 21:30:06,
20241227,热股,002119.SZ,康强电子,56,5.21,16.75,83605.0,"[""先进封装"", ""存储芯片""]",2024-12-27 21:30:20,
20241227,热基,015456.OF,信澳领先增长混合C,56,3.4,1.3831,,,2024-12-27 21:30:06,
20241227,热股,002518.SZ,科士达,57,7.02,24.38,83232.0,"[""宁德时代概念"", ""光伏概念""]",2024-12-27 21:30:20,
20241227,热基,016371.OF,信澳业绩驱动混合C,57,7.52,0.7689,,,2024-12-27 21:30:06,
20241227,热股,300323.SZ,华灿光电,58,11.17,8.66,82799.0,"[""AI眼镜"", ""第三代半导体""]",2024-12-27 21:30:20,
20241227,热基,011609.OF,易方达上证科创50联接C,58,-0.78,0.7914,,,2024-12-27 21:30:06,
20241227,热股,000880.SZ,潍柴重机,59,3.13,19.1,81072.0,"[""海工装备"", ""国企改革""]",2024-12-27 21:30:21,
20241227,热基,162719.OF,广发道琼斯石油指数(QDII-LOF)人民币A,59,-0.1,2.1979,,,2024-12-27 21:30:06,
20241227,热股,600679.SH,上海凤凰,60,-7.03,14.15,79942.0,"[""共享单车"", ""上海国企改革""]",2024-12-27 21:30:21,
20241227,热基,000218.OF,国泰黄金ETF联接A,60,0.08,2.2536,,,2024-12-27 21:30:06,
20241227,热股,603958.SH,哈森股份,61,9.98,17.97,79925.0,"[""电子商务"", ""消费电子概念""]",2024-12-27 21:30:21,哈森股份12月25日晚间公告，上市公司拟通过发行股份购买交易对方合计持有的辰瓴光学100%股权和苏州郎克斯45%股权。同时，上市公司拟向不超过35名特定投资者发行股份募集配套资金，募集配套资金总额不超过本次交易中以发行股份方式购买资产的交易价格的100%。本次交易预计构成重大资产重组。公告显示，辰瓴光学是一家以自主研发的工业软件平台及视觉检测系统为核心的智慧工厂解决方案提供商，产品主要应用于消费电子领域和新能源领域。苏州郎克斯为上市公司控制55%股权的控股子公司，主要从事精密金属结构件的研发、生产和销售，为消费电子客户提供精密结构件等产品，盈利能力良好。
20241227,热基,020256.OF,中欧中证机器人指数发起C,61,-1.52,1.2345,,,2024-12-27 21:30:06,
20241227,热股,000533.SZ,顺钠股份,62,10.11,5.01,79458.0,"[""粤港澳大湾区"", ""核电""]",2024-12-27 21:30:21,1、公司主要业务为输配电设备业务、大宗商品贸易及供应链管理业务。公司属电气机械及器材制造行业，主要产品或服务为输配电系列产品、大宗商品贸易及供应链服务等业务。\n2、23年1月19日互动：公司控股孙公司顺特电气设备有限公司迎合国家政策产业机遇，参与了国家“东数西算”等多项重点工程建设。\n3、23年年报：公司分别在1997年和2009年开始为风电、光伏等新能源发电系统提供可靠、安全、优质的产品。\n4、22年4月22日互动：公司具备核能核电变压器的有：核岛变压器（含安全级及非安全级），常规岛变压器，BOP变压器。
20241227,热基,017488.OF,嘉实信息产业股票发起式A,62,3.31,1.5288,,,2024-12-27 21:30:06,
20241227,热股,002429.SZ,兆驰股份,63,-0.65,6.15,78498.0,"[""MicroLED概念"", ""MiniLED""]",2024-12-27 21:30:22,
20241227,热基,290011.OF,泰信中小盘精选混合,63,5.33,3.56,,,2024-12-27 21:30:06,
20241227,热股,603777.SH,来伊份,64,-9.97,14.81,77461.0,"[""社区团购"", ""网络直播""]",2024-12-27 21:30:22,1、6连板的实益达12月26日晚公告称，公司发现市场对“微信小店”概念较为关注，公司（含合并报表范围内的控股公司）目前不涉及“微信小店”的业务。12月27日早盘微信小店概念股调整，实益达跌停，青木科技、凯淳股份、天地在线、三只松鼠等跟跌。\n2、12月26日晚5天4板的来伊份发布异动公告：截至本公告披露日，公司发现市场对微信销售渠道关注度较高。公司目前在微信渠道端销售占比很低，占比不足公司收入的1%，未来该渠道增长趋势存在较大不确定性。公司产品、主营业务、营业模式并未发生重大变化。
20241227,热基,016532.OF,嘉实纳斯达克100ETF发起联接(QDII)A人民币,64,-0.17,1.7308,,,2024-12-27 21:30:06,
20241227,热股,000564.SZ,供销大集,65,-3.16,3.37,77050.0,"[""供销社"", ""海南自贸区""]",2024-12-27 21:30:22,
20241227,热基,008763.OF,天弘越南市场股票发起(QDII)A,65,0.17,1.5117,,,2024-12-27 21:30:06,
20241227,热股,605066.SH,天正电气,66,3.78,7.42,76784.0,"[""碳中和"", ""智能电网""]",2024-12-27 21:30:22,
20241227,热基,011613.OF,华夏上证科创板50成份ETF联接C,66,0.76,0.8206,,,2024-12-27 21:30:06,
20241227,热基,019118.OF,景顺长城纳斯达克科技ETF联接(QDII)E人民币,67,-0.03,2.0088,,,2024-12-27 21:30:06,
20241227,热股,000501.SZ,武商集团,68,10.02,11.09,74507.0,"[""免税店"", ""冰雪产业""]",2024-12-27 21:30:23,1、公司从事购物中心及超市业态的商品销售业务，是湖北省内最大的零售企业之一，具有较强的规模优势。\n2、2024年1月9日互动易回复：武汉武商冰雪文化管理有限公司是公司全资子公司，主要参与武商梦时代WS热雪奇迹以及武商MALL、仙桃武商MALL、黄石武商MALL、十堰武商MALL真冰场的运营。\n3、公司属于国有企业。公司的最终控制人为武汉市国有资产监督管理委员会。
20241227,热基,007818.OF,国泰中证全指通信设备ETF联接C,68,-1.63,1.388,,,2024-12-27 21:30:06,
20241227,热股,300189.SZ,神农种业,69,16.33,4.06,73859.0,"[""转基因"", ""玉米""]",2024-12-27 21:30:23,
20241227,热基,012752.OF,建信纳斯达克100指数(QDII)C人民币,69,-0.11,2.7226,,,2024-12-27 21:30:06,
20241227,热股,001217.SZ,华尔泰,70,10.01,13.52,73671.0,"[""染料"", ""化肥""]",2024-12-27 21:30:23,1、据央视新闻，多地明确今年春节可燃放烟花爆竹。23年12月25日互动：公司硝酸产品可用于制造烟花、爆竹的发色剂，公司硝酸下游客户中有从事烟花、爆竹生产的企业。12月3日公司互动：公司不生产烟花爆竹。\n2、公司自成立以来一直致力于化工产品的研发、生产与销售，已发展成为以合成氨、硝酸、硫酸、双氧水等基础化工产品为基础，以精细化工产品为方向的综合型化工企业。\n3、22年12月21日互动：公司硝酸和硫酸产品可以用于锂电池行业，硝酸是生产磷酸铁锂的原材料，硫酸是六氟磷酸锂的原材料，公司与德方纳米、九江天赐等厂家长期合作。
20241227,热基,004927.OF,中航军民融合精选C,70,0.92,1.3982,,,2024-12-27 21:30:06,
20241227,热股,600506.SH,统一股份,71,10.02,19.88,72104.0,"[""土地流转"", ""汽车热管理""]",2024-12-27 21:30:23,1、据公司官微：凭借对客户需求的深入洞察， 统一石化推出数据中心专属液冷产品组合解决方案为数据中心长期、 可靠、 经济运行保驾护航，相关产品包括 统一石化数据中心专用低电导率热管理液NE100等。\n2、公司主营业务是润滑油脂的研发、生产和销售。主要产品包括传统润滑油液和新能源行业液冷及特种油脂。\n3、24年半年报：公司开展了前沿数据中心、电子氟化液、新能源汽车、燃料电池汽车、工业机器人和储能等领域的油液技术研究和应用开发，取得了多项重要成果。\n4、公司属于国有企业。公司的最终控制人为中华人民共和国财政部。
20241227,热基,162201.OF,宏利成长混合,71,-1.26,2.0858,,,2024-12-27 21:30:06,
20241227,热股,603421.SH,鼎信通讯,72,3.65,8.8,72093.0,"[""鸿蒙概念"", ""物联网""]",2024-12-27 21:30:24,
20241227,热股,000670.SZ,盈方微,73,0.98,9.29,72034.0,"[""存储芯片"", ""智能穿戴""]",2024-12-27 21:30:24,
20241227,热基,320007.OF,诺安成长混合,73,-1.03,1.445,,,2024-12-27 21:30:06,
20241227,热股,002241.SZ,歌尔股份,74,-4.93,26.98,71680.0,"[""同花顺果指数"", ""AI眼镜""]",2024-12-27 21:30:24,
20241227,热基,012800.OF,宏利转型机遇股票C,74,7.62,2.668,,,2024-12-27 21:30:06,
20241227,热股,002281.SZ,光迅科技,75,-5.8,56.0,70321.0,"[""F5G概念"", ""共封装光学(CPO)""]",2024-12-27 21:30:24,
20241227,热基,019305.OF,摩根标普500指数(QDII)人民币C,75,-0.01,1.4189,,,2024-12-27 21:30:06,
20241227,热股,002467.SZ,二六三,76,5.34,5.92,69834.0,"[""云办公"", ""在线教育""]",2024-12-27 21:30:25,
20241227,热基,018124.OF,永赢先进制造智选混合发起A,76,-2.27,1.3281,,,2024-12-27 21:30:06,
20241227,热股,601398.SH,工商银行,77,-0.14,6.92,69807.0,"[""同花顺中特估100"", ""高股息精选""]",2024-12-27 21:30:25,
20241227,热基,005698.OF,华夏全球科技先锋混合(QDII)(人民币),77,-0.13,1.9543,,,2024-12-27 21:30:06,
20241227,热股,600104.SH,上汽集团,78,5.15,19.81,69596.0,"[""上海国企改革"", ""网约车""]",2024-12-27 21:30:25,
20241227,热基,019571.OF,诺安优化配置混合C,78,-0.55,1.855,,,2024-12-27 21:30:06,
20241227,热股,300913.SZ,兆龙互连,79,-4.24,68.62,68149.0,"[""铜缆高速连接"", ""共封装光学(CPO)""]",2024-12-27 21:30:25,
20241227,热基,001593.OF,天弘创业板ETF联接基金C,79,-0.2,0.881,,,2024-12-27 21:30:06,
20241227,热股,002117.SZ,东港股份,80,10.01,11.32,67552.0,"[""拼多多概念"", ""Web3.0""]",2024-12-27 21:30:26,1、公司分为三大类产品和业务，分别是印刷类、覆合类和创新服务类，其中印刷类包括票证印刷品、彩印产品、不干胶产品、数据打印产品；覆合类包括智能卡、RIFID标签；创新服务类包括电子票证、机器人、档案存储及电子化。公司三类业务的主要客户均为银行、保险等金融企业客户，财政、税务等政府类客户，以及大型企业类客户。\n2、11月21日晚公告：拟向子公司北京瑞宏增资至5000万元，发展智能机器人产品。11月11日投资者活动关系记录表：公司的各项资源优先向AI和机器人业务方面倾斜，充分利用公司的优质客户资源和市场资源发展机器人业务。公司希望机器人产品能够成为未来的重要产品支柱，实现业务转型的战略规划。
20241227,热基,007466.OF,华泰柏瑞中证红利低波ETF联接A,80,-0.38,1.671,,,2024-12-27 21:30:06,
20241227,热股,002312.SZ,川发龙蟒,81,0.94,15.02,67427.0,"[""磷化工"", ""化肥""]",2024-12-27 21:30:26,
20241227,热基,004243.OF,广发道琼斯石油指数(QDII-LOF)人民币C,81,-0.1,2.1716,,,2024-12-27 21:30:06,
20241227,热股,603366.SH,日出东方,82,-6.58,12.36,67273.0,"[""快手概念"", ""家用电器""]",2024-12-27 21:30:27,
20241227,热基,008887.OF,华夏国证半导体芯片ETF联接A,82,-0.8,1.1344,,,2024-12-27 21:30:06,
20241227,热股,000681.SZ,视觉中国,83,-2.14,22.37,66756.0,"[""文化传媒概念"", ""NFT概念""]",2024-12-27 21:30:27,
20241227,热基,008971.OF,大成纳斯达克100ETF联接(QDII)C,83,-0.09,5.1188,,,2024-12-27 21:30:06,
20241227,热股,002334.SZ,英威腾,84,9.95,8.29,66742.0,"[""稀土永磁"", ""新能源汽车""]",2024-12-27 21:30:27,1、公司网络能源业务产品包括微模块数据中心、供配电产品、智能温控产品和智能监控产品，专注于数据中心关键基础设施一体化解决方案和储能温控解决方案的研发生产与应用。10月14日公司互动：公司在数据机房领域推出了具有竞争力的大功率高效模块化不间断电源（UPS）以及大型氟泵自然冷节能精密空调等。\n2、11月21日公司互动：公司可以为机器人领域提供伺服驱动器、伺服电机和可编程逻辑控制器等产品。公司产品在内资品牌具有品质、价格和服务优势。公司运控产品掌握IDE、编译技术、总线通讯等全套运控关键技术，能够为客户提供定制化、高效稳定、高性价比的控制解决方案。\n3、公司业务聚焦于工业自动化与能源电力领域，立足于工业自动化、网络能源、新能源汽车、光伏储能四大业务板块，提供专业的工控和能效解决方案。
20241227,热基,017489.OF,嘉实信息产业股票发起式C,84,-2.03,1.4802,,,2024-12-27 21:30:06,
20241227,热股,002583.SZ,海能达,85,0.0,14.67,65651.0,"[""量子科技"", ""星闪概念""]",2024-12-27 21:30:27,
20241227,热基,161128.OF,易方达标普信息科技指数(QDII-LOF)A(人民币份额),85,0.1,5.0492,,,2024-12-27 21:30:06,
20241227,热股,600601.SH,方正科技,86,1.88,4.89,65337.0,"[""共封装光学(CPO)"", ""5G""]",2024-12-27 21:30:27,
20241227,热股,600692.SH,亚通股份,87,10.05,9.64,64618.0,"[""文化传媒概念"", ""上海国企改革""]",2024-12-27 21:30:28,行业原因：\n1、按照往年惯例，每年年初将发布聚焦三农问题的中央一号文件。\n2、中国银河指出，农业板块整体估值处历史相对低位区间，关注政策密集期机会。\n公司原因：\n1、公司主要业务为房地产开发、通信管网施工及运维、建筑钢材贸易、混凝土制品生产销售、光伏电站建设运营等。2023年，公司积极拓展乡镇园区通信管网基础建设业务，保持了崇明通信工程行业头部企业的市场地位。\n2、23年半年报：公司下属子公司上海亚通生态农业发展有限公司、上海星瀛农业投资咨询有限公司和上海亚瀛农业投资咨询有限公司，从事种植业业务。\n3、上海亚通通江股权投资基金管理有限公司是由通江投资集团与亚通股份合资设立，共同携手推动对现代农业、节能环保、 互联网、文旅产业、大数据、大健康在内等 新兴产业的投资；并围绕投资管理、资产管理、物业管理、实业投资、企业管理咨询、商务信息咨询、财务 咨询等经营范围展开运作。\n4、公司属于国有企业，最终控制人为上海市崇明区国有资产监督管理委员会。
20241227,热基,163407.OF,兴全沪深300指数(LOF)A,87,-0.04,2.4583,,,2024-12-27 21:30:06,
20241227,热股,002292.SZ,奥飞娱乐,88,6.15,9.49,64001.0,"[""NFT概念"", ""快手概念""]",2024-12-27 21:30:28,
20241227,热基,720001.OF,财通价值动量混合A,88,-0.96,4.721,,,2024-12-27 21:30:06,
